category,district,total_price,land_area_aana,build_up_area,floors,facing,road_width_feet,bedrooms,bathrooms,parking_cars,parking_bikes,house_age,is_under_construction,amenity_count,has_modular_kitchen,has_parquet,has_drainage,has_solar,has_parking,has_garden,is_wide_road,is_area_estimated,luxury_score,price_segment,is_incomplete_listing,log_land,log_build_up,neighborhood_encoded
0,1,31000000.0,3.8,2500.0,2.5,0,13.0,5.0,3.0,1.0,1.0,7.0,0,9,1,0,1,0,1,0,0,0,3,2,0,1.5686159179138452,7.824445930877619,17.364400136399734
0,1,29900000.000000004,4.0,2395.75,2.5,5,13.0,5.0,5.0,0.0,0.0,6.0,0,11,1,0,1,0,1,0,0,1,3,2,0,1.6094379124341003,7.781868931957106,17.364400136399734
0,2,135000000.0,13.0,4000.0,2.5,4,16.0,7.0,5.0,3.0,5.0,22.0,0,11,0,0,1,0,1,1,0,0,3,4,0,2.6390573296152584,8.294299608857235,17.598201792760147
0,1,21000000.0,3.0,1800.0,2.5,4,10.0,5.0,3.0,1.0,3.0,4.0,0,11,1,0,1,0,1,0,0,0,3,1,0,1.3862943611198906,7.496097345175956,17.161310560593588
0,1,13000000.0,4.2,1006.21,1.0,2,13.0,2.0,1.0,0.0,0.0,6.0,0,6,1,0,1,0,0,0,0,1,2,1,0,1.6486586255873816,6.914939411195545,16.68127212983743
0,1,18500000.0,5.2,1245.79,1.0,1,16.0,2.0,1.0,0.0,0.0,33.0,0,8,1,0,1,0,1,0,0,1,3,1,0,1.824549292051046,7.128327527328454,16.733281344102608
0,1,17000000.0,4.0,958.3,1.0,4,20.0,2.0,1.0,0.0,0.0,33.0,0,8,1,0,1,0,1,0,0,1,3,1,0,1.6094379124341003,6.866203851823902,17.85483236138806
0,1,60000000.0,3.0,3593.62,5.0,7,32.8,1.0,1.0,1.0,5.0,12.0,0,10,1,0,1,0,0,0,0,1,2,4,0,1.3862943611198906,8.187193562203863,17.182845395912853
0,1,26500000.0,3.2,1916.6,2.5,1,13.0,6.0,4.0,1.0,2.0,7.0,0,6,0,0,1,0,1,1,0,1,3,2,0,1.4350845252893227,7.558829683120175,16.999604192734715
0,2,19500000.0,4.0,2395.75,2.5,4,13.0,5.0,4.0,1.0,1.0,6.0,0,9,0,0,1,0,1,1,0,1,3,1,0,1.6094379124341003,7.781868931957106,17.136122222322758
0,2,85000000.0,7.3,4372.24,2.5,2,17.0,5.0,4.0,2.0,5.0,6.0,0,11,0,1,1,0,1,1,0,1,4,4,0,2.1162555148025524,8.383259432138823,17.459568080309165
0,1,23000000.0,3.0,1437.45,2.0,7,27.0,3.0,2.0,1.0,0.0,6.0,0,4,0,0,0,0,1,0,0,1,1,1,0,1.3862943611198906,7.271321423958596,17.227697427224946
0,1,104000000.0,16.0,9583.0,2.5,3,65.6,5.0,3.0,2.0,1.0,22.0,0,5,0,0,1,0,1,0,1,1,2,4,0,2.833213344056216,9.16785032035523,18.011769742603214
0,2,32500000.0,4.0,2800.0,2.5,1,13.0,5.0,5.0,1.0,1.0,6.0,0,6,0,0,1,0,1,0,0,0,2,3,0,1.6094379124341003,7.937731775260109,17.566799320845856
0,2,26000000.0,4.0,2395.75,2.5,4,10.0,4.0,3.0,1.0,1.0,9.0,0,9,0,0,1,0,1,0,0,1,2,2,0,1.6094379124341003,7.781868931957106,17.566799320845856
0,2,29500000.0,3.2,1916.6,2.5,1,13.0,8.0,3.0,1.0,3.0,35.0,0,11,0,0,1,0,1,0,0,1,2,2,0,1.4350845252893227,7.558829683120175,17.136122222322758
0,2,19000000.0,2.3,1069.0,2.5,4,13.0,4.0,3.0,1.0,3.0,4.0,0,11,0,1,0,0,1,0,0,0,2,1,0,1.1939224684724346,6.975413927455952,17.062622861118964
0,3,25000000.0,19.7,9439.25,2.0,0,13.0,4.0,3.0,0.0,0.0,33.0,0,9,0,0,0,0,1,1,0,1,2,1,1,3.0301337002713233,9.152737741839724,17.35217150718478
0,3,13000000.0,1.14,546.23,2.0,0,13.0,4.0,3.0,0.0,0.0,32.0,0,6,0,0,0,0,1,0,0,1,1,1,1,0.76080582903376,6.304869189366933,16.380459992348886
0,1,68000000.0,8.2,4911.29,2.5,0,14.0,6.0,3.0,2.0,2.0,32.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.2192034840549946,8.499495507172188,17.93467250300059
0,1,15500000.0,2.2,527.07,1.0,4,15.0,4.0,2.0,0.0,1.0,5.0,0,5,0,0,0,0,1,0,0,1,1,1,0,1.1631508098056809,6.269228850676448,17.392791867921286
0,2,22000000.0,3.0,1069.0,2.5,5,42.6,6.0,5.0,1.0,3.0,4.0,0,11,1,1,0,0,1,0,0,0,3,1,0,1.3862943611198906,6.975413927455952,16.948365884387538
0,0,43000000.0,7.0,4192.56,2.5,0,16.5,5.0,4.0,0.0,0.0,7.0,0,4,0,0,1,0,1,0,0,1,2,3,0,2.0794415416798357,8.341305294179508,17.57671069691365
0,1,34500000.0,3.2,1916.6,2.5,0,13.0,6.0,3.0,0.0,0.0,22.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.4350845252893227,7.558829683120175,17.66719878919104
0,1,25000000.0,3.2,1916.6,2.5,0,13.0,6.0,3.0,0.0,0.0,16.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.4350845252893227,7.558829683120175,17.063520875762386
0,2,36500000.0,5.1,3054.58,2.5,2,14.0,5.0,3.0,0.0,0.0,10.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.8082887711792655,8.024724706286444,17.459568080309165
0,1,54900000.0,7.0,3354.05,2.0,2,13.0,5.0,5.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.0794415416798357,8.118221952424388,17.511604264902065
0,1,75000000.0,9.2,5510.22,2.5,0,13.0,6.0,6.0,0.0,0.0,14.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.322387720290225,8.614541293246127,17.392791867921286
0,1,37000000.0,6.0,2874.9,2.0,7,12.0,4.0,5.0,0.0,0.0,17.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.9459101490553132,7.964120947721826,17.576236691646855
0,2,38000000.0,4.0,3354.05,3.5,4,20.0,6.0,4.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,8.118221952424388,17.145675453471537
0,1,67500000.0,7.0,4192.56,2.5,0,26.0,5.0,4.0,0.0,0.0,17.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.0794415416798357,8.341305294179508,18.011769742603214
0,2,31000000.0,3.2,2683.24,3.5,0,13.0,7.0,3.0,0.0,0.0,10.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.4350845252893227,7.895152912871895,17.062622861118964
0,0,40000000.0,5.2,1227.1,2.5,7,13.0,5.0,4.0,0.0,0.0,32.0,0,8,0,1,1,0,1,0,0,0,3,3,0,1.824549292051046,7.113223538616339,17.36054900501899
0,1,55000000.0,5.2,3114.47,2.5,2,15.0,5.0,5.0,0.0,0.0,14.0,0,4,0,0,1,0,1,0,0,1,2,4,0,1.824549292051046,8.044135302664925,17.462925648954887
0,1,31000000.0,4.3,2060.34,2.0,5,13.0,6.0,6.0,0.0,0.0,32.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.667706820558076,7.63111153574657,17.02931363023951
0,2,33000000.0,3.2,1916.6,2.5,4,20.0,6.0,4.0,0.0,0.0,14.0,0,5,0,0,1,0,1,0,0,1,2,3,0,1.4350845252893227,7.558829683120175,17.374887052914218
0,2,29000000.0,3.0,1796.81,2.5,4,20.0,6.0,4.0,0.0,0.0,4.0,0,5,0,0,1,0,1,0,0,1,2,2,0,1.3862943611198906,7.4943245364778175,17.374887052914218
0,2,52500000.0,7.2,6899.76,4.0,1,18.0,8.0,6.0,0.0,0.0,5.0,0,5,0,0,1,0,1,0,0,1,2,4,0,2.1041341542702074,8.83938682944738,17.512457391695445
0,2,39900000.0,3.4,2036.39,2.5,3,16.0,6.0,3.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.4816045409242156,7.619424855927567,17.136122222322758
0,2,55000000.0,7.0,5031.07,3.0,4,20.0,5.0,5.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.0794415416798357,8.523586709253314,17.378252251811972
0,2,27500000.0,3.1,1856.71,2.5,4,20.0,7.0,5.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.410986973710262,7.527099825383354,17.136122222322758
0,1,32000000.0,3.1,1856.71,2.5,1,13.0,5.0,6.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.410986973710262,7.527099825383354,17.12723460309608
0,1,35000000.0,5.0,2994.69,2.5,7,20.0,5.0,4.0,0.0,0.0,7.0,0,7,0,0,1,0,1,1,0,1,3,3,0,1.791759469228055,8.004929867988526,17.02785191621109
0,3,20000000.0,2.8,1677.02,2.5,5,15.0,6.0,2.0,0.0,0.0,4.0,0,7,0,0,0,0,1,1,0,1,2,1,0,1.33500106673234,7.425369805907254,16.72998342118114
0,1,38500000.0,4.0,2395.75,2.5,4,13.0,4.0,4.0,0.0,0.0,7.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.781868931957106,17.438759690783865
0,1,25000000.0,3.0,1796.81,2.5,7,13.0,6.0,4.0,0.0,0.0,7.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,7.4943245364778175,17.02931363023951
0,1,28000000.0,4.2,3521.75,3.5,5,11.0,7.0,4.0,0.0,0.0,2.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.6486586255873816,8.166997213575215,17.206999511909228
0,1,34500000.0,4.0,2395.75,2.5,7,13.0,6.0,5.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.781868931957106,17.66719878919104
0,1,40000000.0,3.2,1916.6,2.5,4,11.0,4.0,6.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.4350845252893227,7.558829683120175,17.234788138842394
0,1,27500000.0,5.0,2395.75,2.0,4,20.0,6.0,3.0,0.0,0.0,5.0,0,5,0,0,1,0,1,1,0,1,3,2,0,1.791759469228055,7.781868931957106,17.52744211041324
0,1,32500000.0,4.0,1400.0,2.0,7,14.0,3.0,3.0,0.0,0.0,7.0,0,4,0,0,1,0,1,0,0,0,2,3,0,1.6094379124341003,7.244941546337007,17.328377561038288
0,1,12000000.0,3.0,1078.09,1.5,2,12.0,2.0,2.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,6.9838733723450055,16.916735300774953
0,1,19000000.0,3.2,714.47,1.0,1,10.0,3.0,1.0,0.0,0.0,8.0,0,4,0,0,1,0,1,1,0,0,3,1,0,1.4350845252893227,6.572939669396298,17.245127192773722
0,2,100000000.0,17.0,8145.55,2.0,4,12.5,4.0,3.0,0.0,0.0,2.0,0,5,0,0,1,0,1,1,0,1,3,4,0,2.8903717578961645,9.005349803729281,17.598201792760147
0,1,55000000.0,9.0,5390.44,2.5,1,11.0,3.0,3.0,0.0,0.0,4.0,0,5,0,0,1,0,1,1,0,1,3,4,0,2.302585092994046,8.592567789631806,17.66719878919104
0,1,16000000.0,2.5,1497.34,2.5,5,8.0,4.0,2.0,0.0,0.0,4.0,0,4,0,0,0,0,1,0,0,1,1,1,0,1.252762968495368,7.312113107615922,16.830853238575674
0,1,24500000.0,3.3,1423.0,2.5,7,13.0,3.0,3.0,0.0,0.0,6.0,0,6,0,0,1,0,1,0,0,0,2,1,0,1.4586150226995167,7.261225091971921,17.66719878919104
0,1,21000000.0,3.0,2156.17,3.0,5,13.0,7.0,3.0,0.0,0.0,7.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,7.676552456449997,16.780968403762685
0,1,39000000.0,3.2,2683.24,3.5,0,12.0,6.0,3.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.4350845252893227,7.895152912871895,17.02931363023951
0,2,45000000.0,3.8,3125.0,2.5,7,14.0,5.0,5.0,0.0,0.0,4.0,0,11,1,1,1,0,0,0,0,0,3,3,0,1.5686159179138452,8.047509510981422,17.598201792760147
0,2,100000000.0,10.0,5989.38,2.5,4,16.0,4.0,3.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.3978952727983707,8.697910128162432,18.20729523869228
0,1,31000000.0,3.0,850.0,2.5,0,13.0,6.0,4.0,0.0,0.0,5.0,0,6,0,0,1,0,1,0,0,0,2,2,0,1.3862943611198906,6.7464121285733745,17.083336828321265
0,1,160000000.0,16.0,9583.0,2.5,2,14.0,7.0,6.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.833213344056216,9.16785032035523,18.333504063028784
0,1,23500000.0,2.2,560.0,2.5,5,13.0,3.0,3.0,0.0,0.0,7.0,0,6,1,0,0,0,1,0,0,0,2,1,0,1.1631508098056809,6.329720905522696,17.256953456397962
0,3,20000000.0,2.3,1102.04,2.0,5,13.0,3.0,2.0,0.0,0.0,4.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.1939224684724346,7.005825283328501,17.618032236068405
0,2,47000000.0,4.3,2800.0,3.0,4,13.0,5.0,4.0,0.0,0.0,8.0,0,5,0,0,1,0,1,0,0,0,2,4,0,1.667706820558076,7.937731775260109,17.809002106236246
0,1,30500000.0,4.2,2515.54,2.5,4,13.0,5.0,4.0,0.0,0.0,2.0,0,5,0,0,1,0,1,0,0,1,2,2,0,1.6486586255873816,7.830640221182479,17.368813655721368
0,1,20000000.0,3.2,1916.6,2.5,4,12.0,7.0,3.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.4350845252893227,7.558829683120175,16.6147215995005
0,0,30000000.0,3.0,1796.81,2.5,4,12.0,4.0,4.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.3862943611198906,7.4943245364778175,16.872016738644025
0,2,28000000.0,3.2,1916.6,2.5,4,15.0,5.0,3.0,0.0,0.0,4.0,0,6,0,1,1,0,1,0,0,1,3,2,0,1.4350845252893227,7.558829683120175,17.136122222322758
0,2,36000000.0,4.1,857.0,2.5,6,13.0,4.0,5.0,0.0,0.0,5.0,0,11,1,1,1,0,0,1,0,0,4,3,0,1.62924053973028,6.754604099487962,17.291630144945547
0,3,85000000.0,8.2,2906.25,4.0,4,15.0,10.0,8.0,0.0,0.0,7.0,0,5,0,0,1,0,0,0,0,0,1,4,0,2.2192034840549946,7.974962896173152,18.258161826219297
0,1,28500000.0,3.2,1916.6,2.5,5,13.0,4.0,3.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.4350845252893227,7.558829683120175,17.364400136399734
0,2,25000000.0,3.1,1856.71,2.5,4,14.0,2.0,3.0,0.0,0.0,7.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.410986973710262,7.527099825383354,17.136122222322758
0,1,55000000.0,4.0,5749.8,6.0,0,20.0,8.0,6.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,4,0,1.6094379124341003,8.657094254548438,17.54494710135055
0,1,75000000.0,9.0,5390.44,2.5,0,20.0,4.0,4.0,0.0,0.0,8.0,0,6,0,0,1,0,1,1,0,1,3,4,0,2.302585092994046,8.592567789631806,18.132998684833918
0,3,37500000.0,5.0,2994.69,2.5,7,15.0,7.0,5.0,0.0,0.0,4.0,0,9,1,1,0,0,1,0,0,1,3,3,0,1.791759469228055,8.004929867988526,17.618032236068405
0,3,17800000.0,3.0,1437.45,2.0,1,32.0,5.0,2.0,0.0,0.0,5.0,0,4,0,0,0,0,1,0,0,1,1,1,0,1.3862943611198906,7.271321423958596,16.694709071442087
0,1,22000000.0,3.3,1976.49,2.5,5,13.0,5.0,3.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.4586150226995167,7.58958364273901,16.970469739804805
0,1,45000000.0,4.2,4527.97,4.5,6,16.0,5.0,4.0,0.0,0.0,8.0,0,4,0,0,1,0,0,0,0,1,1,3,1,1.6486586255873816,8.418249819555472,17.665676419991204
0,1,22000000.0,3.1,1856.71,2.5,0,12.0,5.0,3.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.410986973710262,7.527099825383354,16.999604192734715
0,1,52500000.0,3.0,4312.35,6.0,1,13.0,5.0,5.0,0.0,0.0,8.0,0,6,0,0,1,0,1,0,0,1,2,4,1,1.3862943611198906,8.369470143366952,17.182845395912853
0,2,19000000.0,4.0,2395.75,2.5,7,16.0,6.0,4.0,0.0,0.0,14.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.6094379124341003,7.781868931957106,16.95713066296133
0,1,30000000.0,4.0,2395.75,2.5,5,26.0,8.0,6.0,0.0,0.0,12.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.6094379124341003,7.781868931957106,16.93399848084062
0,1,10000000.0,5.0,1197.88,1.0,1,13.0,3.0,1.0,0.0,0.0,3.0,0,3,0,0,0,0,0,1,0,1,1,1,0,1.791759469228055,7.089143066616001,17.711203654009008
0,2,20000000.0,3.0,900.0,2.0,5,14.0,4.0,2.0,0.0,0.0,3.0,0,5,0,0,1,0,1,0,0,0,2,1,0,1.3862943611198906,6.803505257608338,17.378252251811972
0,1,35000000.0,4.0,2395.75,2.5,0,12.0,5.0,3.0,0.0,0.0,4.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.781868931957106,17.065404118893703
0,2,24000000.0,3.2,1916.6,2.5,0,13.0,4.0,3.0,0.0,0.0,2.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.4350845252893227,7.558829683120175,17.136122222322758
0,1,26500000.0,3.0,1796.81,2.5,7,13.0,6.0,3.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.3862943611198906,7.4943245364778175,17.038930191624804
0,2,27000000.0,3.2,1916.6,2.5,6,14.0,5.0,3.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.4350845252893227,7.558829683120175,17.136122222322758
0,1,30000000.0,5.0,2994.69,2.5,0,15.0,5.0,4.0,0.0,0.0,6.0,0,5,0,0,1,0,1,0,0,1,2,2,1,1.791759469228055,8.004929867988526,17.66719878919104
0,2,26000000.0,3.5,2096.28,2.5,2,12.0,5.0,4.0,0.0,0.0,5.0,0,6,0,0,1,0,1,0,0,1,2,2,0,1.5040773967762742,7.648396546070395,17.136122222322758
0,1,83000000.0,7.0,8000.0,4.5,1,20.0,5.0,5.0,0.0,0.0,12.0,0,5,0,0,1,0,1,0,0,0,2,4,1,2.0794415416798357,8.987321812850125,17.826226626071094
0,1,40000000.0,4.1,2455.64,2.5,1,12.0,5.0,4.0,0.0,0.0,14.0,0,4,0,0,1,0,1,0,0,1,2,3,1,1.62924053973028,7.806549841639534,17.56810131638312
0,1,35000000.0,6.0,3593.62,2.5,0,10.0,5.0,4.0,0.0,0.0,6.0,0,10,1,0,1,0,1,0,0,1,3,3,1,1.9459101490553132,8.187193562203863,17.575767223146492
0,1,29000000.0,4.2,817.0,3.0,3,13.0,5.0,6.0,0.0,0.0,6.0,0,11,1,1,0,0,1,0,0,0,3,2,0,1.6486586255873816,6.706862336602747,16.916735300774953
0,1,13000000.0,3.2,848.0,1.0,7,13.0,3.0,1.0,0.0,0.0,6.0,0,7,0,0,1,0,1,0,0,0,2,1,0,1.4350845252893227,6.744059186311348,16.68127212983743
0,1,35000000.0,4.0,2868.0,3.5,4,12.0,5.0,3.0,0.0,0.0,6.0,0,7,0,0,1,0,1,0,0,0,2,3,0,1.6094379124341003,7.9617188159813645,17.54494710135055
0,1,35500000.0,4.1,2455.64,2.5,7,13.0,5.0,1.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.62924053973028,7.806549841639534,17.02931363023951
0,1,115000000.0,17.0,3300.0,2.5,4,13.0,6.0,4.0,0.0,0.0,6.0,0,6,0,0,1,0,1,1,0,0,3,4,0,2.8903717578961645,8.101980731853192,17.392791867921286
0,2,55000000.0,6.1,3653.52,2.5,1,20.0,5.0,4.0,0.0,0.0,5.0,0,4,0,0,1,0,1,0,0,1,2,4,0,1.9600947840472698,8.203720036610356,17.378252251811972
0,1,140000000.0,12.0,5749.8,2.0,0,13.0,5.0,5.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,4,1,2.5649493574615367,8.657094254548438,18.103084955200526
0,2,36000000.0,5.0,3593.62,3.0,1,13.0,4.0,1.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.791759469228055,8.187193562203863,17.136122222322758
0,1,13000000.0,4.2,1006.21,1.0,2,13.0,2.0,1.0,0.0,0.0,3.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.6486586255873816,6.914939411195545,16.68127212983743
0,1,12000000.0,3.0,718.72,1.0,0,10.0,2.0,1.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,6.578862247484318,16.854224586104813
0,2,17000000.0,2.2,1317.66,2.5,2,13.0,6.0,2.0,0.0,0.0,6.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.1631508098056809,7.184371348449984,16.811087710450938
0,2,28500000.0,4.0,2874.9,3.0,0,13.0,5.0,4.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,2,1,1.6094379124341003,7.964120947721826,17.21415087404628
0,2,27500000.0,3.1,1856.71,2.5,0,20.0,5.0,3.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.410986973710262,7.527099825383354,17.136122222322758
0,2,65000000.0,8.0,4791.5,2.5,1,16.0,7.0,5.0,4.0,10.0,6.0,0,11,0,0,1,0,1,0,0,1,2,4,0,2.1972245773362196,8.4748074749198,17.378252251811972
0,2,59000000.0,5.0,2994.69,2.5,7,15.0,4.0,4.0,0.0,0.0,12.0,0,7,0,1,1,0,1,0,0,1,3,4,0,1.791759469228055,8.004929867988526,17.598201792760147
0,1,36500000.0,4.0,2395.75,2.5,0,13.0,6.0,3.0,0.0,0.0,2.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.781868931957106,17.66719878919104
0,1,27500000.0,3.0,2156.17,3.0,0,15.0,8.0,3.0,0.0,0.0,6.0,0,6,0,0,1,0,1,0,0,1,2,2,0,1.3862943611198906,7.676552456449997,17.129696599000436
0,1,16000000.0,3.3,1976.49,2.5,1,15.0,6.0,3.0,0.0,0.0,6.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.4586150226995167,7.58958364273901,16.588099342704055
0,1,25000000.0,4.0,3354.05,3.5,0,15.0,7.0,4.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.6094379124341003,8.118221952424388,17.034386422832473
0,1,38700000.0,4.0,2874.9,3.0,2,30.0,7.0,6.0,0.0,0.0,5.0,0,11,1,0,1,0,1,1,0,1,4,3,0,1.6094379124341003,7.964120947721826,17.234788138842394
0,1,45000000.0,5.2,2321.0,2.5,2,12.0,5.0,3.0,0.0,0.0,5.0,0,7,0,0,1,0,1,0,0,0,2,3,0,1.824549292051046,7.7501841622578365,17.038930191624804
0,1,24500000.0,3.0,1796.81,2.5,0,15.0,5.0,3.0,0.0,0.0,8.0,0,6,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,7.4943245364778175,16.743520821499253
0,1,30000000.0,4.0,2874.9,3.0,5,13.0,4.0,3.0,2.0,5.0,2.0,0,11,0,1,1,0,0,0,0,1,2,2,0,1.6094379124341003,7.964120947721826,17.54424066286305
0,1,22000000.0,3.8,910.38,1.0,5,15.0,2.0,2.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.5686159179138452,6.814959934327428,17.344372055529977
0,1,26500000.0,3.3,1976.49,2.5,7,20.0,6.0,4.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.4586150226995167,7.58958364273901,17.256953456397962
0,1,16500000.0,3.0,718.72,1.0,0,12.0,2.0,1.0,0.0,0.0,9.0,0,5,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,6.578862247484318,17.02931363023951
0,2,36000000.0,5.0,2994.69,2.5,6,20.0,7.0,7.0,0.0,0.0,10.0,0,5,0,0,1,0,1,0,0,1,2,3,0,1.791759469228055,8.004929867988526,17.598201792760147
0,1,23000000.0,3.0,1796.81,2.5,7,18.0,5.0,3.0,0.0,0.0,9.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,7.4943245364778175,17.364400136399734
0,1,16000000.0,3.0,1796.81,2.5,0,12.0,4.0,4.0,0.0,0.0,9.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.3862943611198906,7.4943245364778175,16.839517487221013
0,1,47500000.0,8.2,5893.54,3.0,1,13.0,7.0,6.0,0.0,0.0,2.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.2192034840549946,8.681781777696095,17.11583873829417
0,1,29000000.0,4.0,2395.75,2.5,4,12.0,5.0,4.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,2,0,1.6094379124341003,7.781868931957106,17.443503302091052
0,3,23500000.0,13.48,6458.94,2.0,7,8.0,6.0,4.0,0.0,0.0,9.0,0,11,0,1,0,0,0,0,0,1,1,1,0,2.6727683869575705,8.773375308807818,17.35217150718478
0,1,34000000.0,3.1,1856.71,2.5,0,15.0,5.0,3.0,0.0,0.0,9.0,0,9,1,1,1,0,1,1,0,1,5,3,0,1.410986973710262,7.527099825383354,17.513240253676983
0,1,24500000.0,3.0,2156.17,3.0,0,13.0,5.0,3.0,0.0,0.0,8.0,0,11,0,1,1,0,0,0,0,1,2,1,0,1.3862943611198906,7.676552456449997,17.280007873494377
0,1,140000000.0,11.2,6708.1,2.5,2,22.0,5.0,5.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,4,1,2.501435951739211,8.811220092802825,17.443503302091052
0,1,100000000.0,15.0,7187.25,2.0,0,14.0,6.0,5.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,4,0,2.772588722239781,8.880203027487838,18.35198005960826
0,1,37500000.0,4.0,1916.6,2.0,0,13.0,7.0,4.0,0.0,0.0,8.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.558829683120175,17.361425238655
0,2,42500000.0,4.2,2650.0,2.5,0,20.0,6.0,4.0,0.0,0.0,9.0,0,11,0,1,1,0,0,0,0,0,2,3,0,1.6486586255873816,7.8826922062890254,17.46230875890418
0,2,21500000.0,2.3,1377.56,2.5,1,12.0,5.0,3.0,0.0,0.0,9.0,0,3,0,0,1,0,1,0,0,1,2,1,0,1.1939224684724346,7.228794755087915,17.136122222322758
0,2,37500000.0,4.0,2395.75,2.5,1,13.0,5.0,5.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,3,0,1.6094379124341003,7.781868931957106,17.136122222322758
0,2,47500000.0,4.0,3354.05,3.5,3,13.0,7.0,5.0,0.0,0.0,6.0,0,4,0,0,1,0,1,0,0,1,2,4,0,1.6094379124341003,8.118221952424388,17.09891623073532
0,2,23500000.0,2.3,1377.56,2.5,4,13.0,4.0,4.0,0.0,0.0,9.0,0,4,0,0,1,0,1,0,0,1,2,1,0,1.1939224684724346,7.228794755087915,17.136122222322758
0,1,47000000.0,4.2,3521.75,3.5,0,25.0,7.0,4.0,0.0,0.0,3.0,0,2,0,0,1,0,0,0,0,1,1,4,0,1.6486586255873816,8.166997213575215,17.609827311404384
