ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-FA4847,LandCommercialUse,Land for Sale,"Birendra Chowk, खानीपानी मार्ग, Kageshwori Manahora-9, Kathmandu",37500000.0,5.0,Pitched,AboveTwentyFeet
HB-35BC2A,Others,sale for land in nagarkot,"Way to Nagarkot, Changunarayan-6, Bhaktapur, Bagmati Pradesh",6000000.0,7.304601899196494,Gravel,13 - 20 Ft.
HB-BEC668,Non,PRIME 13 AANA LAND FOR SALE IN KULESHWOR,"Kuleshwor, Bagmati Marg, Kathmandu-14, Kathmandu",6000000.0,13.0,LandIndividual,13 AANA
HB-E5DC00,LandIndividual,"Land on Sale at Mandikhatar, code: GJBHOS 3833","Mandikhatar, Golfutar Residential Road, Budhanilakantha-9, Kathmandu",8500000.0,32.0,Pitched,AboveTwentyFeet
HB-07B5A3,LandIndividual,land on sale at Ramkot Dahachwok,"Ramkot, Nagarjun-6, Kathmandu",1300000.0,15.0,Others,ThirteenToTwentyFeet
HB-1046F2,LandIndividual,Land on sale at Dahachwok,"Dahachowk Bridge, Chandragiri-12, Kathmandu",900000.0,51.0,Pitched,ThirteenToTwentyFeet
HB-E93535,LandIndividual,Land on sale at Tikathali,"Tikathali, Mahalaxmi-5, Lalitpur",4200000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-C75B88,Land - Individual,land for sale gokul aawas height 10aana lalitpur,"Ekantakuna - Tikabhairab Road, Lalitpur-25, Lalitpur, Bagmati Pradesh",3400000.0,10.0,Gravel,13 - 20 Ft.
HB-B3F0C8,LandIndividual,"Land on Sale at Kuleshwor Likmarga, GJBLOS 3600","Kuleshwor, Bagmati Marg, Kathmandu-14, Kathmandu",6000000.0,26.25,Pitched,NineToTwelveFeet
HB-4E5564,LandCommercialUse,"Land on Sale at Nakhudol Bhaisepati, GJBLOS 3599","Nakhudole, Lalitpur-25, Lalitpur",5000000.0,17.25,Pitched,AboveTwentyFeet
HB-1F1713,LandIndividual,"Land on Sale at Mid Baneshwor, GJBLOS 3598","Mid Baneshor, Basuki Marg, Kathmandu-31, Kathmandu",9000000.0,6.375,Pitched,NineToTwelveFeet
HB-D1287B,Land - Individual,3.75 Ana Land For Sale At Raniban Kathmandu,"Balaju Bypass, Kathmandu Metropolitan City, Kathmandu",3800000.0,4.0,Pitched,13 - 20 Ft.
HB-B72025,Land - Individual,15 Aana Land For sale At Raniban Sunrise Height,"Balaju Bypass, Kathmandu Metropolitan City, Kathmandu",5200000.0,15.0,Pitched,13 - 20 Ft.
HB-D5297E,LandIndividual,Land Sale- Balkhu. way to Kirtipur. Daxinkali oil,"Balkhu, Kathmandu-14, Kathmandu",3500000.0,4.2,Gravel,FiveToEightFeet
HB-AD7DF2,LandIndividual,Land For Sale at Budanilkantha,"Budhanilkantha, Budhanilakantha-8, Kathmandu",3800000.0,10.0,Pitched,ThirteenToTwentyFeet
HB-F7A1C7,Non,"Land For Sale at Budhanilkantha,Chapali","Chapali, Budhanilakantha-8, Kathmandu",6000000.0,7.5,ThirteenToTwentyFeet,LandIndividual
HB-1D70A5,LandIndividual,"Land for Sale – Kirtipur, Langol","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",2500000.0,30.0,Gravel,AboveTwentyFeet
HB-903CC1,8 Aana 3 Paisa,8 Aana 3 Paisa Land For Sale In Chakupat,"Chakupat, Kholcha Pokhari Marg Purba, Lalitpur-11, Lalitpur",6200000.0,8.0,LandIndividual,Non
HB-E317AA,Land - Plotted,land for sale bhaisepati gokul aawas 5 aana,"Lalitpur-25, Lalitpur, Bagmati Pradesh",3900000.0,5.0,Pitched,13 - 20 Ft.
HB-7D5AA2,Land - Plotted,land for sale bhaisepati Bugamati lalitapur 5 aana,"एकान्तकुना-टिकभैरब रोड, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",3250000.0,5.0,Pitched,Above 20 Ft.
HB-4F324C,LandIndividual,"Godam Chaur, Land on sale","Godamchaur, Godawari-1, Lalitpur",1900000.0,5.5,Pitched,ThirteenToTwentyFeet
HB-2376B4,LandIndividual,Residential Land for Sale in Thankot!,"Thankot, Chandragiri-4, Kathmandu",2700000.0,3.0,Others,ThirteenToTwentyFeet
HB-B3BF97,LandIndividual,Land for Sale in Thankot – Ideal Residential Plot!,"Thankot, Chandragiri-4, Kathmandu",2150000.0,4.0,Others,ThirteenToTwentyFeet
HB-EAAAB2,Land - Individual,land for sale kupandol lalitpur 11 aana,"Upendra Marg, Bakhundol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",8500000.0,11.0,Gravel,13 - 20 Ft.
HB-866A47,Land - Individual,52 aana land on sale at budhanilkanth Kathmandu,"Budhanilakan, Budhanilakantha-1, Kathmandu, Bagmati Pradesh",4000000.0,52.0,Pitched,13 - 20 Ft.
HB-EB5B9D,00,Sangla Boudheshwor Najikai 40 Ana Jagga Bikrema,"NH40, Tokha Chandeshwari, Tokha Saraswati, Tokha Municipality, Kathmandu",1500000.0,40.0,Land - Individual,Full
HB-16B5D0,00,Chamati Planning Ma 3 Aana 2 Paisa Bikrema,"Dallu, Chamati, Kathmandu Metropolitan City, Kathmandu",6700000.0,3.0,Land - Individual,Full
HB-83E5DA,00,Kalimati Ma 50 Aana Commercial Jagga Bikre Ma,"Red Cross Road, Kalimati, Kathmandu Metropolitan City, Kathmandu",8500000.0,50.0,Land - Individual,Full
HB-6FB4BF,00,Maipi Mandir Najik 8 Ana Jagga Bikrema,"Mhepi, Mhepi Marg, Balaju, Kathmandu Metropolitan City, Kathmandu",5500000.0,8.0,Land - Individual,Full
HB-60CEFA,Land - Individual,Land On Sale (commercial Land),"Golphutar, Budhanilkantha Municipality, Kathmandu",75.0,20.0,Pitched,Above 20 Ft.
HB-2B48AA,LandIndividual,Bhaisepati semi commercial land on sale,"Bhaisepati, Lalitpur-18, Lalitpur",10700000.0,6.5,Pitched,ThirteenToTwentyFeet
HB-0165DD,4 Aana,4 Aana Land For Sale In Balambu,"Balambu, Chandragiri-12, Kathmandu",2500000.0,4.0,LandIndividual,Non
HB-3185CD,Land - Individual,land for sale bhaisepati magargau 3 ropani,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",4700000.0,48.0,Pitched,13 - 20 Ft.
HB-26CA10,Land - Plotted,Land for sale,"Center Road, Shankharapur-7, Kathmandu, Bagmati Pradesh",9000000.0,5.0,Pitched,13 - 20 Ft.
HB-EFEA04,5 Aana,"5 Aana Land For Sale In Naikap, Kathmandu","Naikap, Tribhuvan Rajpath, Chandragiri-14, Kathmandu",2500000.0,5.0,LandIndividual,Non
HB-29CE51,4 Aana,4 Aana Land For Sale In Balambu,"Balambu, Chandragiri-12, Kathmandu",2500000.0,4.0,LandIndividual,Non
HB-A5A832,LandIndividual,4 aana 5anna land for sale at Sanagaun Imadol,"Lalitpur, Lalitpur-3, Lalitpur",3500000.0,4.0,Pitched,AboveTwentyFeet
HB-43E6EA,Land - Individual,Land for sale in Hadigau,"Hadigaun, Kathmandu-5, Kathmandu, Bagmati Pradesh",65000000.0,8.0,Pitched,9 - 12 Ft.
HB-268A27,10 Aana,10 Aana Land For Sale In Gurjudhara,"Gurjudhara, Kisipide to Gurjudhara, Chandragiri-5, Kathmandu",5000000.0,10.0,LandIndividual,Non
HB-288CC7,LandIndividual,24 aana land for sale in Near Godawari Resorts,"Godawari, Godawari-13, Lalitpur",1600000.0,24.0,Pitched,ThirteenToTwentyFeet
HB-D5DBC8,Land - Plotted,jharuwarashi land for sale,"Godawari-13, Lalitpur, Bagmati Pradesh",1875000.0,3.0,Gravel,13 - 20 Ft.
HB-1292BD,LandIndividual,"Kirtipur 6 , khatri chaap","Kirtipur, Kathmandu-16, Kathmandu",2700000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-AB6BD0,Land - Individual,land sale bhaisepati lalitpur 8 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",3500000.0,8.0,Pitched,Above 20 Ft.
HB-9BFAE1,LandPlotted,Land for sale in Kirtipur Jhul Pokhari,"Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",2500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-86C0F4,LandPlotted,"Land for Sale in Kirtipur, Jhul Pokhari","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",2500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-01C9F5,LandPlotted,"Land for Sale in Kirtipur, Jhul Pokhari","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",2500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-0FAC0A,LandPlotted,"Land for sale in Kirtipur, Jhulpokhari","Kirtipur, Kathmandu-16, Kathmandu",2500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-C8C3A8,LandIndividual,"Land for Sale in Kirtipur, Bhatkepati","Kirtipur, Pushpalal Marg, Kirtipur-9, Kathmandu",3500000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-2E0274,LandIndividual,"Land for Sale in Kirtipur, Bhatkepati","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",3500000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-B1628B,LandIndividual,Budanilkantha height,"Budanilkantha, Budhanilakantha-1, Kathmandu",3200000.0,68.0,Pitched,ThirteenToTwentyFeet
HB-8CB682,LandIndividual,"Land for sale in Kirtipur, Bhatkepati","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",3500000.0,10.0,Gravel,ThirteenToTwentyFeet
HB-BC0F77,LandPlotted,"Land for sale in Kirtipur, Bhatkepati","Kirtipur, Kirtipur-9, Kathmandu",2500000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-7C08D1,LandIndividual,Land on Sale at Hattigaunda code GJBLOS 2028,"Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",6800000.0,6.5,Pitched,NineToTwelveFeet
HB-8872A5,LandIndividual,Urgent Land Sale at Kavresthali-02,"Kavresthali, Tarakeshwor-2, Kathmandu",2700000.0,4.0,Gravel,NineToTwelveFeet
HB-C2650C,3,3.25 Ana Land Sale Chumlung Near Magar Bhawan,"Shovahiti, Lalitpur-14, Lalitpur, Bagmati Pradesh",4600000.0,3.25,Land - Individual,Non
HB-6D7FF9,LandIndividual,"Land For sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",3200000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-AB178C,5,5 Ana land Sale In Bhaisepati Near Mahila Ghar,"2530 Machhindra Nath Sadak, Bahun Gaun, Mahila Ghar Marg, Lalitpur-18, Lalitpur, Bagmati Pradesh",6500000.0,5.0,Land - Individual,Non
HB-DFB504,4,4 Ana land For Sale In Nakhudole Height Bhaisepati,"Lalitpur-25, Lalitpur, Bagmati Pradesh",4500000.0,4.0,Land - Individual,Non
HB-3E375F,9,9 Ana land For Sale in Gokul awas Bhaisepati,"Lalitpur-18, Lalitpur, Bagmati Pradesh",6200000.0,9.0,Land - Individual,Non
HB-3DE85D,5,5 Ana Land In 22 Feet Road Bhaisepati For Sale,"2864 Machhindra Nath Sadak, Khadka Gaun, Khadkagau, Ekantakuna - Tikabhairab Road, Lalitpur-18, Lalitpur, Bagmati Pradesh",6600000.0,5.0,Land - Individual,Non
HB-F0A60F,4,4 Ana Land For Sale In Nakhudole Height Bhaisepati,"Lalitpur-25, Lalitpur, Bagmati Pradesh",4500000.0,4.0,Land - Individual,Non
HB-99DD3E,Land - Plotted,land on sale dhapakhe height lalitpur 4 aana,"Dhapaheight road, Lalitpur-23, Lalitpur, Bagmati Pradesh",4500000.0,4.0,Pitched,13 - 20 Ft.
HB-1CE850,16 Aana,16 Aana Land For Sale In Mandikatar,"Mandikatar Heights, Budhanilakantha-8, Kathmandu",120000000.0,16.0,LandIndividual,Non
HB-B0D80B,Land - Individual,9 anna Land sale at goulfutar height,"Golphutar, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",3800000.0,9.0,Pitched,13 - 20 Ft.
HB-CE2B3D,Land - Individual,land on sale dhapakhel lalitpur 4 aana,"Dhapakhel Marg, Dhapakhel, Lalitpur, Lalitpur Metropolitan City, Lalitpur",4000000.0,4.0,Gravel,Above 20 Ft.
HB-879851,Land - Individual,29 Ana Land For Sale At Budhanilkantha Kathmandu,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4000000.0,29.0,Pitched,Above 20 Ft.
HB-BBA2E9,Land - Individual,5 Ana Valley View Land For Sale At Budhanilkantha,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3300000.0,5.0,Pitched,Above 20 Ft.
HB-3ECFF7,LandIndividual,Land for Sale 10 Aana at Budhanilkantha Wasik!,"Wasik Budhanilkantha, Budhanilakantha-2, Kathmandu",4650000.0,10.0,Others,AboveTwentyFeet
HB-F24F82,Land - Individual,Land For Sell On Pulchowk,"Lalitpur, पुल्चोक सडक, Lalitpur-3, Lalitpur, Bagmati Pradesh",100.0,11.0,Pitched,13 - 20 Ft.
HB-ADFE43,Land - Individual,land for sale nakhipot nakhudol lalitpur 4 aana,"31 Jupiter Street, Talchhikhel Tole, Tikhidewal, Talchhikhel Bishal Chowk Marg, Lalitpur-14, Lalitpur, Bagmati Pradesh",4600000.0,4.0,Gravel,Above 20 Ft.
HB-E5AEC2,LandIndividual,Hattiban 40 aana rectangular land & 2 road facing,"Hattiban, Lalitpur-23, Lalitpur",8000000.0,40.0,Little Angels School,ThirteenToTwentyFeet
HB-173E3A,45 Aana,45 Aana Land For Sale In Sanepa Height,"Sanepa, Lalitpur-3, Lalitpur",10000000.0,45.0,LandIndividual,Non
HB-3C03BF,LandCommercialUse,"Land on Sale at Gothatar, code no: GJBLOS 3577","Gothatar, Kageshwori Manahora-9, Kathmandu",3600000.0,15.0,Pitched,AboveTwentyFeet
HB-FEAC97,12 ana,Land for sale in basbari 10 ana with south face,"Mahapur Marg, Kathmandu-3, Kathmandu, Bagmati Pradesh",5200000.0,12.0,LandIndividual,Non
HB-DA2836,Land - Individual,8 Aana Land For Sale At Hattigauda,"Chasundol, 1, Khatri Colony Road, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4000000.0,8.0,Pitched,Above 20 Ft.
HB-B154D3,LandIndividual,"Land on sale at Maligaun,Kathmandu","Maligaun Marga, Kathmandu, Kathmandu",8000000.0,10.75,Pitched,ThirteenToTwentyFeet
HB-6E5E71,4 Aana 1 Dam,🏞️ For Sale: Prime Land in Lalitpur,Lalitpur sanagau,3700000.0,4.0,LandIndividual,Non
HB-C57A5F,Non,"Land for sale at Maharajgunj ( Chundevi), KTM","Chundevi, Kathmandu-15, Kathmandu",10000000.0,22.0,AboveTwentyFeet,LandIndividual
HB-BB5C48,Land - Individual,3.5 aana land on sale at sunrise height Kathmandu,"Nagarjun-1, Kathmandu, Bagmati Pradesh",3400000.0,3.0,Pitched,9 - 12 Ft.
HB-24636C,Land - Individual,commercial +residential 9 aana 2 paisa 2 dam land,"Nagarjun-2, Kathmandu, Bagmati Pradesh",4800000.0,10.0,Pitched,Above 20 Ft.
HB-61CB5E,4.75,Land Sale at Danchi - 4.75 Ana,"Champak School Marga (Ka), Kageshwori Manahora-4, Kathmandu, Bagmati Pradesh",11400000.0,4.727538349159971,LandPlotted,Non
HB-BCAF80,LandIndividual,4 anna land with old house on sell at kupondole,"Kupondol, Kupondol Marg, Lalitpur-1, Lalitpur",8500000.0,4.0,Gravel,NineToTwelveFeet
HB-385BC0,9,9 Ana Commerical Land Sale In shovahiti Nakhipot,"Shovahiti, Shovahiti Nakkhudol Marg, Lalitpur-14, Lalitpur, Bagmati Pradesh",6600000.0,9.0,Land - Commercial Use,Non
HB-8AFC18,4,4 Ana Land For Sale In Thecho Lalitpur,"Thecho, Godawari-12, Lalitpur, Bagmati Pradesh",3200000.0,4.0,Land - Individual,Non
HB-4EF4A0,Land - Individual,land on sale kinar bhaban sanepa lalitpur 18aana,"Sanepa, Sanepa Marg, Lalitpur-2, Lalitpur, Bagmati Pradesh",8000000.0,16.0,Pitched,13 - 20 Ft.
HB-144283,14,Land Sale @ Kadaghari 9841666479,"Kageshwori Manahora-9, Kathmandu, Bagmati Pradesh",63000000.0,8.181154127100074,Land - Individual,Non
HB-17CA4C,3aana 3 paisa 2 daam,Land for sale at Jhamsikhel,"Jhamsikhel, Lalitpur-3, Lalitpur",12500000.0,5.843681519357195,LandIndividual,Non
HB-6EB191,5 Aana,3 Aana To 5 Aana Land For Sale,"Gurjudhara, Kisipide to Gurjudhara, Chandragiri-5, Kathmandu",4500000.0,5.0,LandIndividual,Non
HB-B90F91,4,Baneshwor Aloknagar 4anna 8anna jagga bikrima,"Baneshwor, Tallo Tusal Galli, Kathmandu-4, Kathmandu",75000000.0,4.0,LandIndividual,Non
HB-535729,LandIndividual,Land on sale ; Mandikhatar,"Mandikhatar, Golfutar Residential Road, Kathmandu-4, Kathmandu",4600000.0,16.0,Pitched,AboveTwentyFeet
HB-A9AB32,LandPlotted,Land on sale at Bistachhap,"Bistachhap, Godawari-2, Lalitpur",2050000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-30F6F6,LandIndividual,Land on sale at Bistachhap,"Bistachhap, Godawari-2, Lalitpur",1750000.0,3.0,Gravel,ThirteenToTwentyFeet
HB-38A31D,LandIndividual,Bhaisepati height 4 aana land on sell,"Lalitpur-25, Lalitpur, Bagmati Pradesh",4250000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-641293,Land - Individual,14.5 ana jagga bikri ma at gousala,"Paneku Tol, Kanchanjanga Galli, Kathmandu-9, Kathmandu, Bagmati Pradesh",9000000.0,14.0,Pitched,Above 20 Ft.
HB-728AB4,Land - Plotted,Land on sale at Dahachowk,"Chandragiri-1, Kathmandu, Bagmati Pradesh",1900000.0,5.0,Pitched,13 - 20 Ft.
HB-E20EA6,Land - Individual,land on sale bhaisepati lalitapur 4 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",5200000.0,4.0,Pitched,13 - 20 Ft.
HB-E87304,6,6 Ana 3 paisa land For Sale In Putalisadak,"पुताली सादक, Kathmandu-28, Kathmandu, Bagmati Pradesh",10500000.0,6.0,Land - Individual,Non
HB-E9DE56,5,5 Ana 1 Paisa 2 Dam Land For Sale In Nakhipot,"29/19 Kantipur Colony Street 4, Kantipur Colony, Lalitpur-14, Lalitpur, Bagmati Pradesh",3600000.0,5.0,Land - Individual,Non
HB-50BF1C,5,5 ana 1 paisa 2 dam Land Sale In Kantipur Colony,"Kantipur Colony Street 1, Lalitpur-14, Lalitpur, Bagmati Pradesh",3600000.0,5.0,Land - Individual,Non
HB-D690D9,LandCommercialUse,Land For Sale at Kupondole Main Road,"Kupondol, Kupondol Marg, Lalitpur-1, Lalitpur",162500000.0,13.0,Pitched,AboveTwentyFeet
HB-233CE3,Land - Individual,super residential 8 aana land on sale at gairigau,"Nagarjun-2, Kathmandu, Bagmati Pradesh",5000000.0,8.0,Pitched,13 - 20 Ft.
HB-E7091C,LandIndividual,Land for SALE @Dhalko,"Dhalko, Purano Dhalakwo Marg, Kathmandu-18, Kathmandu",28000000.0,2.01,Pitched,AboveTwentyFeet
HB-EE8CBF,LandIndividual,"Land for Sale in Sirutar, Bhaktapur","Sirutar, Balkot-Biruwa Road, Suryabinayak-1, Bhaktapur",3500000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-51128F,"agriculture, poultry farm, farm house, still there is lots of fruits tree where you can take benefit from there.",20 ropani Land on Sale at bhimdhunga,"Bhimdhunga, Nagarjun-8, Kathmandu",144000000.0,320.0,AboveTwentyFeet,LandAgricultural
HB-22B04D,5 ana 1 paisa,Land for sale in pasikot,"Budhanilakantha-4, Kathmandu, Bagmati Pradesh",4200000.0,5.0,Oo,LandIndividual
HB-76BE33,Land - Plotted,Bistachap Land,"Kitachaur, Godawari-2, Lalitpur, Bagmati Pradesh",1750000.0,5.0,Pitched,13 - 20 Ft.
HB-D29BB8,LandIndividual,Land for Sale at Miteri Marg Purano Naikap,"Naikap, Chandragiri-14, Kathmandu",2500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-8C6E93,LandIndividual,"Land for Sale at Bista Gaun, Kirtipur-9","Kirtipur, Kathmandu-16, Kathmandu",3000000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-CD19D0,LandIndividual,Land for Sale at Gamcha,"Gamcha, Kirtipur-9, Kathmandu",3000000.0,4.0,Pitched,AboveTwentyFeet
HB-EC483D,LandPlotted,Plotting Land for Sale at Jhor-1 Tarkeshwor,"Tarkeshwor, Tarakeshwor-9, Kathmandu",1500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-226CFB,LandIndividual,Land for Sale at Ravibhawan Kalanki,"Kalanki, Kathmandu-14, Kathmandu",6500000.0,8.0,Pitched,LessThan5Ft
HB-BF0D3E,LandIndividual,Land for Sale at Pandeychap Kirtipur-06,"Chovar, Kirtipur-6, Kathmandu",2000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-C966E8,LandIndividual,Land for sale at Chovar Dry Port,"Chovar, Kirtipur-6, Kathmandu",2700000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-E62FEB,Non,"Land On Sale At Budhanagar, Kathmandu 🏠","Madan Bhandari Path, Bogati Tol, Buddha Nagar, Kathmandu Metropolitan City, Kathmandu",12500000.0,2.5,9 - 12 Ft.,Land - Individual
HB-7360F2,Land - Individual,4.1 Aana Urgent sale at Near Sitalheight imadol,"Imadol, Mahalaxmi-3, Lalitpur, Bagmati Pradesh",3500000.0,4.0,Gravel,13 - 20 Ft.
HB-307226,Residential,23 aana land for sale at Katunje Heights,"Suryabinayak, Suryabinayak-6, Bhaktapur",3600000.0,23.0,ThirteenToTwentyFeet,LandIndividual
HB-017613,LandIndividual,Land on Sale at Naya Baneshwor,"Naya Baneshwar, Naya Baneshwar Sadak, Kathmandu-10, Kathmandu",7000000.0,6.0,Others,ThirteenToTwentyFeet
HB-7DC322,LandIndividual,"Land for sale in Lubhu, lalitpur","Lubhu, Mahalaxmi-8, Lalitpur",2700000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-898EE8,LandIndividual,Land on sale at Doleshwor Mahadev,"Sipadol Janaswastha, Suryabinayak-8, Bhaktapur",400000.0,9.0,Pitched,AboveTwentyFeet
HB-06F1F4,Land - Individual,4.50 aana land for sale Bansbari Kathmandu,"Kathmandu-3, Kathmandu, Bagmati Pradesh",7000000.0,4.5,Bansbari,9 - 12 Ft.
HB-3BD47A,LandPlotted,Land sell or exchange with house,"Chandragiri-3, Kathmandu, Bagmati Pradesh",2800000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-9D137E,LandPlotted,Harisiddhi near highway land on sell,"Satdobato-Godawari Road, Lalitpur-29, Lalitpur, Bagmati Pradesh",3500000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-2F85BF,LandPlotted,Harisiddhi ma chatta mileko jagga,"Lalit Ghumti Marg, Lalitpur-29, Lalitpur, Bagmati Pradesh",2800000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-C1FE0D,Land - Individual,land on sale talachikhel lalitpur 3aana 2paisa,"355-1 Talchhikhel Bishal Chowk Marg, Tutepani Tole, Bishal Chok, Talchhikhel Bishal Chowk Marg, Lalitpur-14, Lalitpur, Bagmati Pradesh",4700000.0,3.0,Pitched,13 - 20 Ft.
HB-7FFCAF,LandPlotted,14 Aana land sale dhobighat,"Dhobighat, Lalitpur-3, Lalitpur",5500000.0,14.0,Pitched,AboveTwentyFeet
HB-FD78AB,00,Chamati Planning Ma 6 Ana Jagga Bikre Ma,"Dallu, Chamati, Kathmandu Metropolitan City, Kathmandu",6000000.0,6.0,Land - Individual,Full
HB-425C90,00,Naxal Gairidhara Ma 22 Ana Jagg Bikre Ma,"Police Headquarter, Gairidhara Road, Narayan Chaur, Kathmandu Metropolitan City, Kathmandu",8500000.0,22.0,Land - Individual,Full
HB-36D5AE,00,Boudha Mainroad Policestation Agadi 18 Ana Jagga,"Tusal Marg, Tusal, Baudha, Kathmandu Metropolitan City, Kathmandu",16500000.0,18.0,Land - Individual,Full
HB-261B54,00,Naxal Ganapokhari Najikai 5 Ropani Jagga Bikrema,"Police Headquarter, Gairidhara Road, Narayan Chaur, Kathmandu Metropolitan City, Kathmandu",7500000.0,80.0,Land - Individual,Full
HB-3CCA1C,3,Budhanilkantha Mandir Mathi Gumba Ma 3 Ropani Jaga,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3500000.0,48.0,Land - Individual,Full
HB-B0A8DC,Land - Individual,land on sale nakhipot nakhkhu dola lalitpur 4 aana,"Dunia Danda Walking Trail, Bishal Chowk, Nakhudol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",4600000.0,4.0,Gravel,Above 20 Ft.
HB-35CAB7,LandCommercialUse,5 ropani 8 aana land sale chhaling bhaktapur,"Chhaling Road, Bhaktapur, Bhaktapur",3000000.0,80.0,Chhaling bhaktapur,AboveTwentyFeet
HB-C6291E,LandIndividual,3 Aana 1 paisa jagga jamma 40 lakh,"Bageshwori, Changunarayan-7, Bhaktapur",4000000.0,3.25,Gravel,AboveTwentyFeet
HB-6D6DF0,LandIndividual,land sell in jhor is 2201,"Jhor Cold Store, Tokha-1, Kathmandu",1900000.0,5.0,Pitched,AboveTwentyFeet
HB-D66874,3,land for sale,"Chhaling, Changunarayan-5, Bhaktapur, Bagmati Pradesh",1300000.0,3.2432432432432434,Land - Plotted,Non
HB-6B56B9,Land - Plotted,Badikhel buspark sangai 3aana 2 daam total 36 lakh,"Badikhel, Godawari-4, Lalitpur, Bagmati Pradesh",1225000.0,3.0,Gravel,13 - 20 Ft.
HB-104C21,LandIndividual,Bhaisepati Land on Sale,"Bhaisepati, Lalitpur-18, Lalitpur",3300000.0,3.0,Pitched,LessThan5Ft
HB-F41C3B,LandIndividual,Land sale at lubhu,"Narkate, Mahalaxmi-8, Lalitpur, Bagmati Pradesh",3300000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-501A71,LandIndividual,Land for Sale at Kirtipur 6,"Kirtipur 6, Kathmandu, Kirtipur-6, Kathmandu",3500000.0,4.0,Pitched,AboveTwentyFeet
HB-FA58F0,LandIndividual,"Land for Sale at Kirtipur 6, khatri chap","Kirtipur, Kathmandu-16, Kathmandu",2200000.0,3.2,Gravel,ThirteenToTwentyFeet
HB-5CC81B,LandIndividual,Land for Sale at khatrichap kirtipur 6,"Kirtipur 6, Kathmandu, Kirtipur-6, Kathmandu",2400000.0,4.2,Pitched,ThirteenToTwentyFeet
HB-64A18F,LandIndividual,Land for Sale at Kirtipur 6,"Kirtipur 6, Kathmandu, Kirtipur-6, Kathmandu",2800000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-F6E614,LandIndividual,Land for Sale at Kirtipur 6 khatrichap,"Kirtipur 6, Kathmandu, Kirtipur-6, Kathmandu",2200000.0,4.2,Pitched,ThirteenToTwentyFeet
HB-BB13A7,LandIndividual,Land for Sale At Kirtipur 6,"Kirtipur 6, Kathmandu, Kirtipur-6, Kathmandu",2000000.0,9.0,Gravel,ThirteenToTwentyFeet
