district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m
Kathmandu,Residential,East,High Access,Semi Furnished,Tokha,8,Tokha,7.0,1.0,3.0,1.0,1.0,2.5,21000000.0,1.0,941.18,3.0,20.0,1000.0,5000.0,500.0,500.0,300.0,300.0,400.0,400.0,5000.0,50.0
Kathmandu,Residential,South-East,High Access,Full Furnished,Kathmandu,10,Buddhanagar,7.0,3.0,3.0,3.0,1.0,3.5,45000000.0,3.56,1540.125,12.0,12.0,500.0,1000.0,200.0,1000.0,100.0,100.0,300.0,400.0,2400.0,300.0
Kathmandu,Residential,East,High Access,Semi Furnished,Tokha,3,Tokha,8.0,3.0,9.0,3.0,2.0,3.5,42500000.0,5.0,1197.88,3.0,20.0,50.0,4000.0,50.0,50.0,100.0,100.0,100.0,100.0,4000.0,50.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,6,Tokha,4.0,2.0,5.0,2.0,1.0,2.5,29000000.0,1.0,941.18,3.0,13.0,1000.0,5000.0,200.0,1000.0,50.0,200.0,300.0,400.0,4000.0,50.0
Kathmandu,Residential,West,High Access,Full Furnished,Tokha,5,Basundhara,4.0,1.0,4.0,1.0,1.0,3.0,60000000.0,6.0,1369.0,9.0,20.0,150.0,4000.0,150.0,400.0,50.0,100.0,300.0,300.0,4500.0,200.0
Kathmandu,Residential,South,High Access,Semi Furnished,Tarkeshwor,2,Tarkeshwor,3.0,1.0,2.0,1.0,2.0,1.5,25000000.0,6.31,1369.0,2.0,13.0,2000.0,8000.0,270.0,3000.0,1000.0,1160.0,1000.0,1000.0,7000.0,3000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,3,Tokha,6.0,2.0,4.0,1.0,1.0,3.5,28000000.0,3.5,1197.88,1.0,20.0,150.0,4000.0,100.0,300.0,50.0,50.0,150.0,150.0,4000.0,80.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,3,Tokha,7.0,2.0,4.0,2.0,2.0,3.0,32500000.0,4.0,1197.88,3.0,18.0,500.0,5000.0,500.0,400.0,50.0,100.0,150.0,150.0,5000.0,300.0
Kathmandu,Residential,South-West,High Access,Full Furnished,Kathmandu,9,Battisputali,9.0,3.0,4.0,2.0,1.0,3.5,42000000.0,5.0,1283.4375,22.0,13.0,500.0,700.0,300.0,1000.0,400.0,400.0,200.0,400.0,2000.0,1000.0
Kathmandu,Residential,East,Low Access,Full Furnished,Tokha,5,Basundhara,3.0,2.0,2.0,1.0,1.0,2.5,18000000.0,2.5,1369.0,5.0,13.0,100.0,4000.0,100.0,50.0,100.0,100.0,100.0,100.0,3000.0,100.0
Kathmandu,Residential,West,Low Access,Semi Furnished,Budhanilkantha,13,Budhanilkantha,3.0,2.0,3.0,3.0,4.0,2.5,22500000.0,3.5,1197.87,9.0,13.0,300.0,5000.0,200.0,500.0,400.0,400.0,2000.0,2000.0,4000.0,2000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,13,Budhanilkantha,5.0,2.0,3.0,2.0,4.0,2.5,27500000.0,3.5,1026.75,1.0,13.0,400.0,5000.0,300.0,4000.0,300.0,400.0,300.0,1000.0,5000.0,2000.0
Kathmandu,Residential,South-West,High Access,Semi Furnished,Nagarjun,10,Kapan,5.0,2.0,4.0,2.0,4.0,2.5,28500000.0,3.0,1300.0,3.0,24.0,1000.0,4000.0,200.0,150.0,200.0,200.0,200.0,50.0,3000.0,1000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,5,Grande Villa,4.0,2.0,4.0,2.0,2.0,2.5,39000000.0,4.0,1112.31,2.0,16.0,200.0,5000.0,200.0,100.0,50.0,200.0,150.0,150.0,6000.0,100.0
Kathmandu,Residential,East,Low Access,Full Furnished,Tokha,3,Tokha,6.0,2.0,4.0,1.0,1.0,2.5,40000000.0,1.0,941.18,5.0,13.0,100.0,5000.0,100.0,150.0,200.0,200.0,50.0,50.0,3000.0,50.0
Kathmandu,Residential,South,Low Access,Full Furnished,Tokha,2,Tokha,5.0,2.0,5.0,2.0,2.0,2.5,33000000.0,4.5,1026.75,3.0,13.0,300.0,12000.0,200.0,500.0,200.0,200.0,200.0,200.0,9700.0,3000.0
Kathmandu,Residential,South-West,Low Access,Semi Furnished,Budhanilkantha,8,Bhangal,5.0,2.0,3.0,2.0,1.0,2.5,26000000.0,4.0,1620.06,2.0,13.0,1500.0,8000.0,200.0,2200.0,280.0,530.0,250.0,380.0,7500.0,2410.0
Kathmandu,Residential,North-East,Low Access,Unfurnished,Budhanilkantha,4,Pasikot,3.0,1.0,4.0,1.0,1.0,2.5,30000000.0,3.0,1369.0,8.0,13.0,2500.0,14000.0,100.0,1680.0,630.0,2600.0,500.0,1030.0,13500.0,4350.0
Kathmandu,Residential,North-East,Low Access,Unfurnished,Budhanilkantha,4,Pasikot,6.0,2.0,5.0,2.0,1.0,2.5,36000000.0,5.0,1369.0,8.0,13.0,2500.0,14000.0,100.0,1680.0,630.0,2600.0,500.0,1030.0,13500.0,4350.0
Kathmandu,Residential,North-West,High Access,Semi Furnished,Kathmandu,21,Teku,14.0,1.0,7.0,4.0,2.0,8.0,25000000.0,1.0,342.25,11.0,6.0,500.0,4000.0,300.0,1000.0,400.0,500.0,500.0,400.0,5000.0,1000.0
Kathmandu,Residential,South,High Access,Full Furnished,Kathmandu,32,Koteshwor,6.0,3.0,3.0,3.0,2.0,3.0,26000000.0,3.5,1026.75,17.0,10.0,400.0,1000.0,200.0,1000.0,300.0,500.0,700.0,700.0,4000.0,1000.0
Kathmandu,Residential,South,Low Access,Unfurnished,Tokha,3,Tokha,6.0,1.0,3.0,1.0,1.0,2.5,16500000.0,3.0,941.18,12.0,16.0,1500.0,13000.0,150.0,2400.0,460.0,1270.0,500.0,730.0,12500.0,7540.0
Kathmandu,Residential,North-East,High Access,Unfurnished,Budhanilkantha,1,Chapali,8.0,1.0,3.0,1.0,1.0,2.5,28000000.0,3.5,2426.08,17.0,13.0,3000.0,9000.0,100.0,3900.0,680.0,960.0,400.0,1060.0,8600.0,2940.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,4,Baluwatar,5.0,1.0,5.0,1.0,2.0,2.5,57500000.0,6.0,1369.0,4.0,16.0,700.0,8000.0,100.0,1800.0,740.0,520.0,500.0,740.0,7500.0,2440.0
Kathmandu,Residential,North-West,Low Access,Semi Furnished,Budhanilkantha,11,Kapan,6.0,2.0,4.0,2.0,1.0,2.5,26000000.0,3.5,1369.0,1.0,13.0,1000.0,9000.0,150.0,1600.0,120.0,530.0,300.0,470.0,8500.0,1920.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Kageshwori Manohara,8,Gothatar,6.0,3.0,5.0,3.0,4.0,3.0,31800000.0,4.5,2501.0,5.0,20.0,1000.0,4000.0,300.0,3500.0,300.0,1000.0,200.0,1000.0,4000.0,5000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Kageshwori Manohara,9,Gothatar,4.0,2.0,2.0,2.0,4.0,2.0,19500000.0,3.0,1964.51,1.0,20.0,2500.0,3800.0,350.0,2500.0,450.0,2000.0,200.0,650.0,2500.0,2300.0
Kathmandu,Residential,South-West,High Access,Full Furnished,Kathmandu,10,Buddhanagar,9.0,2.0,2.0,2.0,1.0,2.5,60000000.0,5.0,1540.125,25.0,13.0,1000.0,2000.0,300.0,1000.0,200.0,200.0,200.0,400.0,4000.0,1000.0
Kathmandu,Commercial,South-West,High Access,Semi Furnished,Kathmandu,30,Gyaneshwor,7.0,5.0,6.0,4.0,3.0,6.0,200000000.0,9.0,2053.5,20.0,32.0,500.0,2000.0,100.0,1000.0,200.0,400.0,50.0,400.0,3000.0,300.0
Kathmandu,Residential,North,High Access,Unfurnished,Kathmandu,14,Bafal,11.0,2.0,3.0,2.0,1.0,3.0,35000000.0,4.0,1369.0,15.0,10.0,1020.0,8000.0,140.0,1740.0,380.0,500.0,150.0,200.0,8000.0,150.0
Kathmandu,Residential,South,High Access,Full Furnished,Nagarjun,4,Sitapaila,5.0,2.0,4.0,1.0,2.0,2.5,70000000.0,7.0,1711.25,0.0,16.0,920.0,9000.0,130.0,1400.0,110.0,310.0,50.0,750.0,9000.0,700.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Nagarjun,6,Sitapaila,5.0,1.0,3.0,1.0,1.0,2.5,22500000.0,4.0,1197.87,2.0,13.0,1040.0,9000.0,150.0,1440.0,210.0,240.0,200.0,790.0,9000.0,3000.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,31,Old Baneshowr,4.0,1.0,4.0,2.0,3.0,2.0,70000000.0,7.76,1369.0,34.0,10.0,1000.0,2000.0,90.0,1220.0,100.0,420.0,100.0,310.0,4000.0,570.0
Kathmandu,Residential,East,High Access,Full Furnished,Budhanilkantha,8,Maharajgunj,10.0,3.0,7.0,3.0,4.0,3.5,85000000.0,9.0,1162.0,1.0,12.0,200.0,5000.0,200.0,1000.0,500.0,300.0,200.0,500.0,4000.0,4000.0
Kathmandu,Commercial,North-East,High Access,Full Furnished,Kathmandu,26,Samakhusi,12.0,1.0,4.0,2.0,2.0,3.5,27000000.0,3.0,1026.75,35.0,13.0,500.0,4000.0,200.0,1000.0,100.0,50.0,300.0,500.0,4000.0,1000.0
Kathmandu,Semi-commercial,East,High Access,Full Furnished,Kathmandu,30,Dillibazar,12.0,1.0,6.0,3.0,2.0,3.0,72500000.0,6.0,1882.375,27.0,8.0,500.0,2000.0,100.0,1000.0,300.0,300.0,100.0,500.0,3000.0,100.0
Kathmandu,Residential,West,High Access,Semi Furnished,Budhanilkantha,8,Bhangal,6.0,2.0,4.0,2.0,1.0,2.5,33000000.0,4.0,1620.06,0.0,13.0,1000.0,8000.0,100.0,1230.0,90.0,580.0,100.0,570.0,7500.0,930.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Budhanilkantha,8,Bhangal,6.0,2.0,4.0,2.0,1.0,2.5,26500000.0,3.0,2000.0,0.0,13.0,1500.0,9000.0,200.0,1660.0,300.0,680.0,300.0,480.0,8500.0,2640.0
Kathmandu,Residential,East,Low Access,Unfurnished,Budhanilkantha,8,Bhangal,6.0,2.0,5.0,2.0,2.0,3.5,35000000.0,5.0,1620.06,13.0,13.0,1000.0,8000.0,100.0,1230.0,90.0,380.0,100.0,740.0,7500.0,2500.0
Kathmandu,Residential,North-East,High Access,Semi Furnished,Kathmandu,10,Mid Baneshowr,10.0,3.0,8.0,2.0,2.0,5.0,57000000.0,4.5,1368.88,0.0,20.0,500.0,1000.0,200.0,300.0,100.0,200.0,100.0,400.0,3000.0,500.0
Kathmandu,Residential,North,High Access,Semi Furnished,Kirtipur,4,Kirtipur,5.0,2.0,4.0,2.0,1.0,2.0,38500000.0,5.0,1369.0,0.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Commercial,South,High Access,Unfurnished,Nagarjun,10,Kalanki,10.0,2.0,4.0,2.0,2.0,3.0,37500000.0,4.0,1197.87,4.5,26.0,760.0,9000.0,268.0,1800.0,800.0,390.0,100.0,940.0,9000.0,2000.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,14,Kalanki,9.0,2.0,4.0,2.0,2.0,2.5,25000000.0,3.0,855.62,4.0,13.0,700.0,8000.0,110.0,670.0,100.0,300.0,100.0,420.0,8000.0,500.0
Kathmandu,Residential,South-West,High Access,Unfurnished,Kageshwori Manohara,7,Kadaghari,3.0,3.0,3.0,2.0,3.0,3.0,22000000.0,3.0,1908.0,13.0,13.0,2000.0,3500.0,400.0,3600.0,500.0,500.0,300.0,700.0,3800.0,3000.0
Kathmandu,Residential,North,High Access,Semi Furnished,Kathmandu,28,Baghbazzar,6.0,1.0,1.0,1.0,2.0,2.0,45000000.0,3.5,1026.25,32.0,6.0,500.0,2000.0,200.0,2000.0,100.0,200.0,100.0,400.0,3000.0,400.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Budhanilkantha,10,Kapan,6.0,2.0,5.0,3.0,5.0,3.0,40000000.0,4.5,1540.12,0.0,13.0,200.0,6000.0,200.0,4000.0,200.0,200.0,220.0,1500.0,4000.0,400.0
Kathmandu,Residential,North,High Access,Semi Furnished,Kirtipur,3,Kirtipur,3.0,1.0,3.0,1.0,4.0,2.5,80000000.0,12.0,2395.75,24.0,13.0,1300.0,8000.0,230.0,3000.0,360.0,780.0,500.0,540.0,5710.0,1000.0
Kathmandu,Residential,East,High Access,Unfurnished,Tarkeshwor,11,Tarkeshwor,8.0,2.0,3.0,2.0,1.0,3.0,32500000.0,4.0,1283.43,12.0,10.0,500.0,8000.0,500.0,2000.0,500.0,390.0,500.0,1000.0,7000.0,500.0
Kathmandu,Residential,East,High Access,Semi Furnished,Tokha,3,Baniyatar,3.0,2.0,4.0,1.0,1.0,2.0,28000000.0,5.0,1369.0,4.0,13.0,1000.0,7000.0,500.0,1000.0,500.0,480.0,100.0,500.0,6000.0,2000.0
Kathmandu,Residential,South,High Access,Unfurnished,Tokha,3,Baniyatar,7.0,3.0,4.0,2.0,1.0,3.0,29000000.0,4.0,1283.43,11.0,10.0,1000.0,7000.0,100.0,1000.0,50.0,420.0,210.0,500.0,6000.0,2000.0
Kathmandu,Commercial,North-East,High Access,Unfurnished,Kathmandu,9,Sinamangal,5.5,2.0,5.0,2.5,5.0,5.0,170000000.0,13.0,3764.75,17.0,14.0,500.0,800.0,200.0,1000.0,200.0,500.0,200.0,600.0,4000.0,1000.0
Kathmandu,Semi-commercial,South-East,Low Access,Semi Furnished,Kathmandu,32,Koteshwor,14.0,2.0,10.0,2.0,5.0,4.0,50000000.0,5.0,1600.0,18.0,4.0,400.0,100.0,50.0,100.0,100.0,50.0,50.0,50.0,3500.0,50.0
Kathmandu,Residential,South,High Access,Semi Furnished,Kathmandu,14,Kuleshwor,11.0,4.0,8.0,3.0,8.0,4.5,57500000.0,4.5,1540.12,2.0,26.0,1000.0,8000.0,318.0,1000.0,470.0,460.0,300.0,570.0,8000.0,1000.0
Kathmandu,Residential,North,High Access,Unfurnished,Kathmandu,14,Kuleshwor,4.0,1.0,3.0,2.0,1.0,2.5,55000000.0,4.15,3714.93,3.0,13.0,400.0,7500.0,400.0,720.0,300.0,400.0,50.0,600.0,7500.0,950.0
Kathmandu,Residential,West,High Access,Unfurnished,Kathmandu,4,Baluwatar,4.0,2.0,4.0,2.0,2.0,2.5,72500000.0,6.0,1369.0,22.0,15.0,1200.0,7600.0,80.0,1310.0,150.0,140.0,50.0,410.0,8200.0,50.0
Kathmandu,Semi-commercial,West,High Access,Unfurnished,Kathmandu,27,Thamel,5.0,1.0,6.0,1.0,1.5,5.0,19000000.0,1.0,256.68,3.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North,High Access,Unfurnished,Kathmandu,4,Baluwatar,6.0,3.0,3.0,3.0,3.0,3.0,22500000.0,2.5,855.62,18.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,High Access,Unfurnished,Kathmandu,14,Bafal,4.0,1.0,3.0,1.0,1.0,2.5,41000000.0,4.0,1197.87,17.0,16.0,1000.0,8000.0,378.0,1400.0,290.0,860.0,300.0,650.0,8000.0,1000.0
Kathmandu,Residential,South-West,High Access,Semi Furnished,Budhanilkantha,13,Kapan,5.0,3.0,3.0,2.0,5.0,2.5,18500000.0,3.0,1026.75,9.0,13.0,200.0,6000.0,200.0,4000.0,300.0,400.0,300.0,1500.0,4000.0,300.0
Kathmandu,Commercial,East,High Access,Unfurnished,Kathmandu,31,Baneshwor,8.0,1.0,3.0,2.0,2.0,3.0,18900000.0,2.0,598.93,17.0,26.0,100.0,2000.0,100.0,1000.0,100.0,100.0,100.0,100.0,3000.0,100.0
Kathmandu,Residential,North,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,6.0,2.0,4.0,2.0,2.0,2.5,34000000.0,3.93,1026.75,1.0,13.0,800.0,8000.0,200.0,2000.0,500.0,500.0,500.0,800.0,7000.0,2000.0
Kathmandu,Residential,North,Low Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,6.0,2.0,4.0,2.0,2.0,2.5,39000000.0,4.25,1026.75,1.0,13.0,800.0,8000.0,200.0,2000.0,500.0,500.0,500.0,800.0,7000.0,2000.0
Kathmandu,Residential,South-East,Low Access,Full Furnished,Kathmandu,16,Banasthali,6.0,1.0,4.0,1.0,3.0,2.5,85000000.0,8.5,1369.0,7.0,13.0,250.0,1100.0,100.0,1400.0,100.0,102.0,230.0,200.0,6000.0,500.0
Kathmandu,Residential,South-East,High Access,Full Furnished,Kathmandu,30,Maitidevi,8.0,1.0,3.0,1.0,3.0,3.5,19000000.0,1.75,684.375,34.0,12.0,400.0,2000.0,200.0,1000.0,50.0,300.0,200.0,300.0,3000.0,1000.0
Kathmandu,Residential,South-West,High Access,Full Furnished,Kathmandu,32,Narephant,6.0,1.0,3.0,1.0,4.0,2.5,28000000.0,2.5,684.5,17.0,20.0,400.0,1000.0,50.0,1000.0,200.0,500.0,100.0,600.0,3500.0,800.0
Kathmandu,Residential,East,Low Access,Full Furnished,Budhanilkantha,8,Budhanilkantha,6.0,1.0,5.0,1.0,1.0,2.0,28000000.0,3.25,1026.75,1.0,13.0,1000.0,8000.0,500.0,3000.0,500.0,500.0,500.0,800.0,7000.0,2000.0
Kathmandu,Residential,North-East,High Access,Unfurnished,Kathmandu,4,Baluwatar,6.0,3.0,4.0,2.0,3.0,2.5,11000000.0,5.75,1369.0,20.0,20.0,870.0,6600.0,300.0,3180.0,440.0,1810.0,280.0,490.0,7000.0,3000.0
Kathmandu,Residential,West,Low Access,Unfurnished,Kathmandu,32,Koteshwor,6.0,3.0,3.0,2.0,2.0,3.0,56000000.0,8.0,1369.0,24.0,4.0,400.0,100.0,50.0,100.0,400.0,240.0,50.0,230.0,3500.0,100.0
Kathmandu,Semi-commercial,South,High Access,Semi Furnished,Budhanilkantha,11,Kapan,15.0,3.0,6.0,2.0,6.0,3.5,55000000.0,5.0,1711.25,15.0,26.0,500.0,5000.0,200.0,600.0,200.0,200.0,200.0,1500.0,500.0,200.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Kageshwori Manohara,4,Thali,7.0,2.0,3.0,2.0,2.0,2.5,23500000.0,3.0,1026.0,7.0,13.0,1000.0,8000.0,308.0,4000.0,500.0,500.0,500.0,500.0,2000.0,4000.0
Kathmandu,Residential,South-West,High Access,Full Furnished,Budhanilkantha,8,Bhangal,6.0,2.0,4.0,2.0,5.0,2.5,27500000.0,4.0,1369.0,11.0,13.0,300.0,6000.0,200.0,500.0,200.0,300.0,150.0,1500.0,4000.0,150.0
Kathmandu,Residential,East,High Access,Unfurnished,Budhanilkantha,12,Kapan,6.0,2.0,5.0,2.0,3.0,2.5,115000000.0,11.93,1369.0,6.0,32.0,1000.0,4000.0,80.0,1700.0,100.0,460.0,100.0,320.0,2000.0,1530.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Kathmandu,6,Mahankal,4.0,1.0,5.0,1.0,1.0,3.5,38000000.0,4.5,1163.64,17.0,11.0,1000.0,3000.0,90.0,1230.0,100.0,420.0,100.0,370.0,1000.0,1150.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,7,Chabahil,6.0,3.0,10.0,1.0,2.0,3.0,48000000.0,4.75,1197.87,2.0,12.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,100.0,310.0,2000.0,1110.0
Kathmandu,Residential,East,High Access,Unfurnished,Chandragiri,5,Satungal,3.0,1.0,4.0,2.0,1.0,2.5,28000000.0,4.0,1026.75,9.0,16.0,1000.0,8000.0,90.0,1230.0,100.0,300.0,100.0,410.0,9000.0,480.0
Kathmandu,Residential,East,High Access,Unfurnished,Kageshwori Manohara,6,Jorpati,5.0,1.0,6.0,2.0,1.0,2.5,50000000.0,5.0,1369.0,7.0,20.0,1000.0,4000.0,90.0,2000.0,200.0,660.0,200.0,320.0,2000.0,1090.0
Kathmandu,Residential,North-East,High Access,Unfurnished,Kathmandu,5,Hadigaun,7.0,2.0,7.0,3.0,5.0,2.5,170000000.0,16.0,2738.0,19.0,16.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,100.0,770.0,3000.0,830.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,6,Saraswatinagar,6.0,3.0,3.0,3.0,1.0,3.5,30000000.0,3.5,1026.75,17.0,10.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,50.0,310.0,2000.0,1110.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Budhanilkantha,10,Kapan,4.0,2.0,4.0,2.0,1.0,2.5,26500000.0,3.0,855.625,0.0,13.0,1000.0,6000.0,50.0,1230.0,100.0,960.0,200.0,490.0,5500.0,1030.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,32,Pepsicola,8.0,3.0,6.0,3.0,8.0,3.5,51500000.0,4.25,3784.0,4.0,20.0,200.0,500.0,300.0,400.0,400.0,500.0,50.0,100.0,1000.0,1000.0
Kathmandu,Residential,South-East,High Access,Full Furnished,Kathmandu,10,Buddhanagar,5.0,2.0,2.0,2.0,1.0,2.5,42000000.0,4.5,1369.0,12.0,13.0,300.0,2000.0,100.0,2000.0,300.0,400.0,100.0,300.0,3000.0,1000.0
Kathmandu,Residential,South-West,Low Access,Unfurnished,Budhanilkantha,10,Kapan,5.0,2.0,3.0,1.0,1.0,2.5,27500000.0,4.06,1369.0,8.0,13.0,100.0,8000.0,100.0,1380.0,340.0,200.0,100.0,230.0,7500.0,1820.0
Kathmandu,Semi-commercial,South-East,High Access,Unfurnished,Kageshwori Manohara,9,Gothatar,4.0,1.0,4.0,1.0,5.0,3.0,28000000.0,3.0,1969.0,7.0,36.0,2500.0,3800.0,350.0,2500.0,450.0,2000.0,200.0,650.0,2500.0,2300.0
Kathmandu,Residential,East,Low Access,Full Furnished,Budhanilkantha,4,Pasikot,2.0,1.0,1.0,1.0,6.0,1.0,30500000.0,5.0,950.0,0.0,13.0,2000.0,7000.0,200.0,6000.0,200.0,200.0,200.0,200.0,5000.0,200.0
Kathmandu,Residential,East,High Access,Full Furnished,Kathmandu,29,Ghattekulo,11.5,4.0,8.0,2.0,2.0,5.5,60000000.0,5.0,1711.25,13.0,13.0,300.0,2000.0,100.0,1000.0,200.0,200.0,300.0,200.0,2500.0,2000.0
Kathmandu,Residential,West,Low Access,Semi Furnished,Tarkeshwor,6,Tarkeshwor,3.0,1.0,3.0,1.0,1.0,2.0,25500000.0,6.0,1540.125,6.0,22.0,1000.0,14000.0,500.0,2000.0,1000.0,4000.0,400.0,930.0,13100.0,6000.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,6,Boudha,6.5,3.0,4.0,2.0,2.0,2.5,77500000.0,8.5,2993.24,6.0,10.0,1000.0,6000.0,620.0,2000.0,500.0,500.0,500.0,700.0,1000.0,2000.0
Kathmandu,Residential,North-West,High Access,Unfurnished,Kageshwori Manohara,6,Kageshwari-Manohara,7.0,2.0,3.0,2.0,2.0,2.5,22000000.0,3.0,1026.75,8.0,10.0,1000.0,7000.0,418.0,4000.0,500.0,500.0,500.0,500.0,2000.0,4000.0
Kathmandu,Semi-commercial,North,High Access,Full Furnished,Kageshwori Manohara,9,Pepsicola,3.0,1.0,6.0,1.0,8.0,4.5,65000000.0,3.75,4275.0,8.0,36.0,50.0,3000.0,200.0,1000.0,400.0,300.0,50.0,100.0,1000.0,200.0
Kathmandu,Residential,North-West,High Access,Unfurnished,Kageshwori Manohara,9,Gothatar,6.0,3.0,3.0,3.0,3.0,3.0,27000000.0,4.0,2731.0,4.0,13.0,2500.0,3400.0,300.0,3000.0,400.0,2000.0,600.0,800.0,2900.0,1700.0
Kathmandu,Commercial,South-West,High Access,Semi Furnished,Kageshwori Manohara,9,Pepsicola,6.0,3.0,6.0,3.0,10.0,5.0,122500000.0,7.0,7580.23,2.0,36.0,100.0,500.0,300.0,400.0,400.0,500.0,50.0,50.0,1000.0,300.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Kathmandu,6,Saraswatinagar,7.0,3.0,4.0,3.0,2.0,3.5,55000000.0,6.0,2120.0625,16.0,12.0,540.0,6860.0,50.0,920.0,50.0,709.0,50.0,700.0,50.0,1000.0
Kathmandu,Commercial,North-East,High Access,Semi Furnished,Kathmandu,24,Ason,5.0,1.5,2.5,1.0,2.0,10.0,250000000.0,5.84,2000.0,5.0,13.0,700.0,6400.0,59.0,3200.0,500.0,500.0,350.0,100.0,6000.0,2000.0
Kathmandu,Residential,West,High Access,Semi Furnished,Nagarjun,4,Thulo Bharyang,4.0,1.0,4.0,1.0,1.0,2.5,36000000.0,4.0,1197.87,1.0,16.0,800.0,11000.0,170.0,1170.0,520.0,450.0,500.0,620.0,11000.0,2000.0
Kathmandu,Residential,North-East,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,6.0,3.0,5.0,2.0,3.0,2.5,28000000.0,4.0,1026.75,4.0,13.0,500.0,8000.0,100.0,200.0,100.0,100.0,100.0,100.0,7000.0,2000.0
Kathmandu,Residential,West,High Access,Unfurnished,Kathmandu,1,Putalisadak,14.0,2.0,4.0,2.0,1.0,4.5,15000000.0,43.0,3764.75,29.5,13.0,2200.0,5200.0,2400.0,50.0,2300.0,2300.0,150.0,1600.0,50.0,100.0
Kathmandu,Residential,South-East,Low Access,Unfurnished,Budhanilkantha,1,Chapali,4.0,1.0,3.0,1.0,2.0,2.5,45000000.0,6.0,1870.0,3.0,13.0,3000.0,12000.0,500.0,1900.0,360.0,510.0,800.0,380.0,10500.0,7000.0
Kathmandu,Commercial,South-East,High Access,Full Furnished,Kathmandu,29,Mid_Zone,10.0,3.0,5.0,2.0,4.0,5.5,45000000.0,1.5,513.375,18.0,30.0,300.0,3000.0,200.0,1500.0,100.0,200.0,50.0,200.0,3000.0,2000.0
Kathmandu,Residential,South-West,Low Access,Semi Furnished,Budhanilkantha,9,Mandikatar,4.0,1.0,5.0,1.0,1.0,2.5,45000000.0,4.25,950.0,2.0,13.0,700.0,6000.0,300.0,870.0,260.0,370.0,300.0,540.0,5500.0,1500.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,21,Basantapur,9.0,1.0,5.0,3.0,1.0,3.5,37500000.0,3.75,1369.0,9.0,14.0,870.0,6600.0,300.0,3180.0,440.0,1810.0,280.0,490.0,7000.0,3000.0
Kathmandu,Residential,South,High Access,Unfurnished,Tarkeshwor,1,Tarkeshwor,5.0,3.0,3.0,2.0,1.0,2.5,25000000.0,3.25,1026.75,8.0,10.0,620.0,4400.0,220.0,1300.0,360.0,440.0,110.0,760.0,7400.0,1000.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,26,Samakhusi,9.0,1.0,3.0,1.0,2.0,2.5,25000000.0,4.81,1197.875,42.0,4.0,660.0,6400.0,220.0,1370.0,420.0,740.0,190.0,540.0,7200.0,2000.0
Kathmandu,Residential,South-East,High Access,Semi Furnished,Budhanilkantha,2,Bhangal,7.0,3.0,4.0,3.0,4.0,3.5,30000000.0,5.0,2826.05,5.0,13.0,2000.0,6000.0,240.0,2000.0,200.0,600.0,1500.0,1500.0,5000.0,500.0
