district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m
Lalitpur,Residential,North-West,High Access,Semi Furnished,Lalitpur,15,Khumaltar,5.0,2.0,3.0,1.0,1.0,2.5,45000000.0,5.75,1026.75,30.0,16.0,1300.0,7900.0,1300.0,1200.0,650.0,1300.0,650.0,1900.0,13000.0,1300.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,24,Dhapakhel,7.0,2.0,5.0,1.0,1.0,3.5,26000000.0,3.6,770.06,3.0,20.0,1900.0,14000.0,700.0,7300.0,1000.0,900.0,250.0,1600.0,19000.0,3010.0
Lalitpur,Residential,South-East,Low Access,Semi Furnished,Lalitpur,24,Outskirt_Zone,5.0,2.0,3.0,2.0,1.0,3.5,25000000.0,3.0,547.6,2.0,14.0,6900.0,13000.0,850.0,6100.0,700.0,1900.0,450.0,500.0,18000.0,6400.0
Lalitpur,Residential,North,High Access,Semi Furnished,Lalitpur,14,Nakhipot,5.0,2.0,4.0,1.0,2.0,2.5,27500000.0,3.5,735.84,2.0,16.0,3100.0,9200.0,1300.0,2400.0,550.0,950.0,500.0,2400.0,13000.0,2500.0
Lalitpur,Residential,South,High Access,Unfurnished,Lalitpur,25,Bhaisepati,3.0,1.0,2.0,1.0,2.0,2.5,34100000.0,3.5,855.62,12.0,16.0,2000.0,9000.0,350.0,5000.0,670.0,600.0,100.0,700.0,8000.0,3210.0
Lalitpur,Residential,South,High Access,Full Furnished,Lalitpur,25,Bhaisepati,3.0,1.0,3.0,1.0,2.0,2.5,37000000.0,3.5,855.62,12.0,16.0,3000.0,9000.0,400.0,4000.0,400.0,500.0,100.0,2000.0,9000.0,1550.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,6.0,1.0,6.0,1.0,1.0,2.5,17000000.0,3.5,1026.75,17.0,26.0,2000.0,6000.0,500.0,2000.0,500.0,1000.0,50.0,1000.0,7000.0,3610.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,3.0,3.5,29000000.0,3.5,900.0,2.0,13.0,200.0,4000.0,50.0,150.0,100.0,150.0,50.0,100.0,9000.0,260.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,15,Khumaltar,5.0,2.0,4.0,2.0,4.0,2.5,52500000.0,7.0,1026.75,12.0,13.0,1000.0,6000.0,500.0,1000.0,500.0,500.0,500.0,1000.0,7000.0,2000.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,10,Manbhawan,4.0,1.0,4.0,1.0,2.0,2.5,75000000.0,5.0,1026.75,9.0,20.0,50.0,5000.0,170.0,500.0,50.0,300.0,50.0,50.0,15000.0,1620.0
Lalitpur,Residential,West,High Access,Semi Furnished,Lalitpur,2,Sanepa,5.0,1.0,4.0,1.0,3.0,2.5,75000000.0,10.0,1366.0,7.0,13.0,100.0,6000.0,170.0,500.0,370.0,50.0,50.0,100.0,15000.0,1420.0
Lalitpur,Residential,West,High Access,Full Furnished,Lalitpur,27,Sunakothi,4.0,1.0,5.0,1.0,1.0,2.5,70000000.0,7.45,1135.0,18.0,20.0,1500.0,8000.0,200.0,3000.0,300.0,300.0,150.0,200.0,10000.0,2500.0
Lalitpur,Residential,North-West,High Access,Semi Furnished,Lalitpur,5,Lalitpur,4.0,1.0,5.0,1.0,1.0,2.0,37000000.0,4.5,1197.88,2.0,20.0,500.0,8000.0,270.0,3000.0,1000.0,320.0,500.0,2000.0,13000.0,2000.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Lalitpur,23,Dhapakhel,6.0,2.0,4.0,2.0,1.0,2.5,33000000.0,3.38,794.02,2.0,13.0,800.0,8900.0,500.0,2800.0,800.0,800.0,500.0,1500.0,14000.0,3700.0
Lalitpur,Residential,North-West,Low Access,Semi Furnished,Lalitpur,24,Dhapakhel,6.0,1.0,3.0,1.0,2.0,2.5,25000000.0,4.0,759.8,2.0,18.0,4300.0,13000.0,650.0,6900.0,1100.0,2200.0,250.0,1800.0,18000.0,4710.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,2,Imadol,6.0,2.0,4.0,1.0,2.0,3.0,25000000.0,3.0,900.0,2.0,13.0,200.0,4000.0,50.0,200.0,100.0,100.0,50.0,100.0,10000.0,2500.0
Lalitpur,Residential,North-West,Low Access,Unfurnished,Lalitpur,23,Lalitpur,5.0,1.0,4.0,2.0,1.0,2.0,36500000.0,4.0,1283.44,2.0,8.0,500.0,9000.0,288.0,2500.0,600.0,1000.0,300.0,2000.0,13000.0,2000.0
Lalitpur,Residential,West,High Access,Semi Furnished,Lalitpur,14,Dholahiti,4.0,2.0,4.0,2.0,1.0,2.5,37000000.0,4.2,1026.75,2.0,13.0,1000.0,6000.0,90.0,1800.0,100.0,190.0,50.0,100.0,5500.0,1000.0
Lalitpur,Residential,East,High Access,Full Furnished,Mahalaxmi,4,Imadol,7.0,2.0,4.0,2.0,2.0,3.0,42500000.0,5.5,1540.12,2.0,22.0,400.0,5000.0,200.0,300.0,200.0,200.0,200.0,250.0,11400.0,7700.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Lalitpur,28,Harisiddhi,6.0,1.0,4.0,1.0,3.0,2.5,35000000.0,5.0,1369.0,12.0,20.0,50.0,7000.0,50.0,300.0,200.0,100.0,50.0,100.0,13000.0,100.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,1.0,3.0,1.0,5.0,2.5,39900000.0,9.0,1540.12,22.0,11.0,200.0,4000.0,50.0,300.0,100.0,100.0,50.0,150.0,10000.0,740.0
Lalitpur,Semi-commercial,North-West,High Access,Semi Furnished,Lalitpur,13,Kusunti,5.0,2.0,5.0,2.0,1.0,3.5,36000000.0,3.36,906.96,9.0,20.0,1100.0,9100.0,100.0,2500.0,700.0,1200.0,100.0,600.0,12000.0,500.0
Lalitpur,Residential,East,High Access,Full Furnished,Lalitpur,14,Nakhipot,7.0,2.0,6.0,2.0,2.0,2.5,56500000.0,7.0,1711.25,7.0,20.0,2000.0,9000.0,700.0,2000.0,1500.0,2000.0,1000.0,2000.0,15000.0,2500.0
Lalitpur,Residential,North,High Access,Unfurnished,Lalitpur,14,Nakhipot,6.0,1.0,6.0,2.0,5.0,2.5,60000000.0,8.2,1369.0,8.0,10.0,2000.0,9000.0,400.0,2000.0,1000.0,2000.0,500.0,1000.0,13000.0,2000.0
Lalitpur,Residential,South,High Access,Semi Furnished,Lalitpur,25,Bhaisepati,4.0,1.0,3.0,1.0,3.0,2.5,67500000.0,6.0,1540.12,14.0,16.0,100.0,8000.0,200.0,6000.0,300.0,600.0,100.0,2000.0,6000.0,4000.0
Lalitpur,Residential,North,Low Access,Semi Furnished,Godawari,11,Outskirt_Zone,5.0,2.0,3.0,3.0,1.0,2.5,17000000.0,3.87,872.74,2.0,20.0,1600.0,15000.0,1600.0,8500.0,1100.0,1900.0,1000.0,2100.0,19000.0,8500.0
Lalitpur,Residential,South,High Access,Semi Furnished,Lalitpur,25,Bhaisepati,5.0,1.0,4.0,1.0,3.0,2.5,75000000.0,7.0,2053.5,6.0,16.0,100.0,8000.0,400.0,5000.0,200.0,300.0,50.0,1000.0,6000.0,1500.0
Lalitpur,Residential,West,High Access,Semi Furnished,Lalitpur,25,Bhaisepati,4.0,1.0,3.0,1.0,3.0,2.5,55000000.0,5.0,1369.0,6.0,16.0,100.0,8000.0,200.0,5000.0,200.0,300.0,50.0,400.0,7000.0,1500.0
Lalitpur,Residential,South,High Access,Unfurnished,Lalitpur,1,Bhaisepati,5.0,1.0,3.0,2.0,2.0,2.5,55000000.0,4.0,855.625,15.0,30.0,500.0,8000.0,300.0,4000.0,300.0,400.0,100.0,500.0,5000.0,4000.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,3.0,2.5,25000000.0,3.5,1050.0,2.0,13.0,300.0,4000.0,50.0,100.0,100.0,100.0,50.0,200.0,12000.0,2500.0
Lalitpur,Residential,West,Low Access,Full Furnished,Lalitpur,26,Sunakothi,6.0,2.0,6.0,2.0,2.0,3.5,37000000.0,4.4,1505.9,2.0,13.0,100.0,9000.0,220.0,2000.0,1000.0,230.0,300.0,500.0,14000.0,2000.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,18,Bhaisepati,6.0,2.0,4.0,2.0,2.0,3.5,42500000.0,4.85,1369.0,8.0,13.0,500.0,7000.0,100.0,780.0,100.0,1700.0,200.0,800.0,9000.0,3070.0
Lalitpur,Residential,North-East,High Access,Unfurnished,Lalitpur,26,Sunakothi,3.0,1.0,2.0,1.0,1.0,2.5,22700000.0,3.0,1219.57,8.0,26.0,1000.0,9000.0,878.0,2000.0,1000.0,1640.0,360.0,3000.0,14000.0,2000.0
Lalitpur,Residential,South,High Access,Full Furnished,Mahalaxmi,5,Sanogaun,6.0,2.0,3.0,2.0,2.0,2.5,27500000.0,3.0,900.0,4.0,13.0,400.0,5000.0,50.0,50.0,100.0,200.0,50.0,200.0,11000.0,2500.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,14,Nakhipot,6.0,1.0,3.0,1.0,2.0,2.5,25000000.0,3.0,900.0,4.0,11.0,200.0,5000.0,50.0,200.0,100.0,100.0,50.0,200.0,12000.0,4000.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,5.0,2.0,4.0,2.0,3.0,2.5,23000000.0,3.0,850.0,3.0,13.0,300.0,5000.0,50.0,50.0,200.0,200.0,50.0,200.0,13000.0,300.0
Lalitpur,Residential,West,High Access,Semi Furnished,Godawari,12,Thecho,3.0,1.0,4.0,1.0,2.0,2.0,23000000.0,3.0,900.0,3.0,13.0,400.0,9000.0,100.0,1000.0,200.0,200.0,50.0,200.0,16000.0,200.0
Lalitpur,Residential,South,High Access,Unfurnished,Lalitpur,8,Bhaisepati,5.0,1.0,2.0,1.0,2.0,2.0,55000000.0,6.0,1711.25,26.0,13.0,600.0,7000.0,400.0,6000.0,400.0,230.0,100.0,400.0,5000.0,300.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,6.0,2.0,4.0,2.0,3.0,2.5,27500000.0,4.25,1300.0,4.0,20.0,200.0,3000.0,50.0,2000.0,200.0,200.0,50.0,100.0,11000.0,100.0
Lalitpur,Residential,East,Low Access,Semi Furnished,Mahalaxmi,23,Dhapakhel,5.0,1.0,3.0,1.0,2.0,2.5,28000000.0,2.75,684.5,9.0,13.0,50.0,5000.0,50.0,800.0,50.0,100.0,50.0,100.0,12000.0,100.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Lalitpur,4,Hattiban,6.0,2.0,5.0,2.0,5.0,2.5,135000000.0,14.5,2500.0,26.0,16.0,200.0,5000.0,50.0,800.0,50.0,100.0,60.0,100.0,13000.0,300.0
Lalitpur,Residential,South,High Access,Semi Furnished,Lalitpur,25,Bhaisepati,4.0,1.0,3.0,1.0,4.0,2.5,42500000.0,4.75,1369.0,3.0,13.0,700.0,7000.0,50.0,4000.0,300.0,400.0,400.0,300.0,6000.0,2320.0
Lalitpur,Residential,North,High Access,Unfurnished,Lalitpur,25,Bhaisepati,4.0,1.0,2.0,1.0,3.0,1.5,35000000.0,4.0,1026.75,21.0,16.0,300.0,8000.0,200.0,3000.0,300.0,400.0,50.0,300.0,7000.0,2810.0
Lalitpur,Residential,North,High Access,Semi Furnished,Lalitpur,25,Bhaisepati,5.0,1.0,4.0,1.0,1.0,2.5,31000000.0,3.5,855.62,2.0,13.0,400.0,6000.0,100.0,2000.0,100.0,200.0,100.0,100.0,4000.0,1050.0
Lalitpur,Residential,South,High Access,Semi Furnished,Lalitpur,23,Bhaisepati,5.0,1.0,4.0,2.0,3.0,3.5,30000000.0,3.5,1026.75,10.0,16.0,300.0,6000.0,100.0,3000.0,200.0,300.0,100.0,200.0,6000.0,1610.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,3.0,2.5,26000000.0,3.2,855.62,3.0,13.0,100.0,4000.0,100.0,300.0,200.0,200.0,100.0,200.0,12000.0,2450.0
Lalitpur,Residential,East,High Access,Full Furnished,Mahalaxmi,5,Tikathali,7.0,2.0,5.0,2.0,4.0,3.5,43000000.0,4.5,1197.88,2.0,13.0,300.0,4000.0,50.0,50.0,100.0,200.0,50.0,150.0,12000.0,2910.0
Lalitpur,Residential,South,High Access,Full Furnished,Mahalaxmi,4,Imadol,6.0,2.0,5.0,1.0,3.0,3.0,63000000.0,6.0,1711.25,2.0,13.0,200.0,4000.0,50.0,200.0,100.0,200.0,50.0,200.0,12000.0,2510.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,3.0,4.0,3.0,4.0,3.5,29000000.0,3.25,2800.0,2.0,13.0,300.0,4000.0,50.0,300.0,200.0,200.0,50.0,100.0,12000.0,2620.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,1.0,4.0,2.0,3.0,2.5,25500000.0,4.0,1197.88,12.0,13.0,300.0,4000.0,50.0,300.0,100.0,100.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,South,High Access,Full Furnished,Mahalaxmi,4,Imadol,6.0,2.0,5.0,2.0,4.0,3.0,52500000.0,4.5,1369.0,2.0,13.0,300.0,4000.0,50.0,300.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,8,Lubhu,6.0,2.0,4.0,1.0,2.0,2.5,26000000.0,5.0,1540.12,4.0,13.0,400.0,5000.0,100.0,400.0,200.0,200.0,50.0,200.0,13000.0,900.0
Lalitpur,Residential,South,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,2.0,3.0,37500000.0,3.5,1026.75,2.0,13.0,200.0,4000.0,100.0,150.0,200.0,200.0,100.0,200.0,12000.0,4000.0
Lalitpur,Residential,North,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,2.0,3.0,1.0,2.0,3.0,34000000.0,3.3,1026.75,2.0,13.0,200.0,4000.0,100.0,150.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,17,Gwarko,4.0,1.0,3.0,1.0,2.0,2.5,30000000.0,3.0,900.0,12.0,13.0,50.0,3000.0,50.0,2000.0,200.0,200.0,50.0,100.0,11000.0,330.0
Lalitpur,Residential,West,High Access,Full Furnished,Mahalaxmi,5,Tikathali,6.0,2.0,4.0,2.0,2.0,3.0,31000000.0,3.0,900.0,2.0,13.0,300.0,4000.0,50.0,60.0,200.0,200.0,60.0,200.0,12000.0,3210.0
Lalitpur,Residential,South-West,High Access,Full Furnished,Mahalaxmi,5,Tikathali,7.0,2.0,4.0,2.0,3.0,3.5,35000000.0,3.5,1030.0,2.0,20.0,300.0,4000.0,50.0,60.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,South,High Access,Full Furnished,Mahalaxmi,5,Tikathali,6.0,2.0,4.0,2.0,3.0,3.0,32000000.0,3.0,900.0,2.0,20.0,300.0,4000.0,50.0,60.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,2.0,1.0,1.0,1.0,2.0,1.0,16000000.0,2.3,650.0,2.0,14.0,300.0,4000.0,50.0,100.0,200.0,200.0,50.0,200.0,12000.0,3410.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,2.0,1.0,1.0,1.0,2.0,1.0,16000000.0,2.3,650.0,2.0,14.0,300.0,4000.0,100.0,100.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,32000000.0,3.25,850.0,2.0,13.0,300.0,4000.0,50.0,300.0,200.0,100.0,60.0,200.0,12000.0,4000.0
Lalitpur,Residential,East,High Access,Semi Furnished,Lalitpur,14,Dholahiti,5.0,2.0,4.0,2.0,1.0,3.0,41500000.0,4.32,1369.0,2.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Lalitpur,Residential,West,High Access,Semi Furnished,Lalitpur,2,Sanepa,5.0,1.0,4.0,1.0,1.0,2.5,60000000.0,5.0,1197.88,2.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,2.0,1.0,1.0,1.0,2.0,1.0,17600000.0,3.5,400.0,2.0,20.0,300.0,4000.0,100.0,200.0,200.0,200.0,100.0,300.0,12000.0,2000.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,2.0,1.0,1.0,1.0,2.0,1.0,18000000.0,3.5,400.0,2.0,14.0,400.0,4000.0,100.0,400.0,200.0,300.0,100.0,300.0,12000.0,2450.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Lalitpur,26,Sunakothi,5.0,1.0,3.0,1.0,1.0,2.5,39000000.0,4.0,2600.0,2.0,13.0,1000.0,7000.0,200.0,3000.0,600.0,400.0,500.0,1000.0,700.0,1740.0
Lalitpur,Residential,East,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,2.0,3.0,3.5,42500000.0,4.0,600.0,2.0,13.0,300.0,4000.0,50.0,400.0,200.0,200.0,50.0,200.0,12000.0,2450.0
Lalitpur,Residential,North-East,High Access,Full Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,3.0,2.5,28000000.0,3.2,700.0,5.0,11.0,300.0,4000.0,100.0,400.0,200.0,200.0,50.0,200.0,12000.0,2450.0
Lalitpur,Residential,East,High Access,Full Furnished,Lalitpur,25,Bhaisepati,3.0,2.0,3.0,1.0,5.0,2.5,160000000.0,24.0,2738.0,8.0,16.0,1000.0,7000.0,200.0,500.0,200.0,400.0,200.0,300.0,7000.0,1070.0
Lalitpur,Residential,East,High Access,Full Furnished,Godawari,14,Thaiba,5.0,1.0,4.0,1.0,2.0,2.5,38000000.0,5.0,900.0,2.0,20.0,200.0,8000.0,100.0,2000.0,400.0,400.0,100.0,300.0,15000.0,520.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,3.0,2.5,26000000.0,3.5,550.0,2.0,16.0,300.0,4000.0,100.0,400.0,200.0,200.0,100.0,300.0,12000.0,200.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,2,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,23000000.0,3.0,500.0,2.0,13.0,300.0,4000.0,100.0,300.0,200.0,200.0,50.0,400.0,12000.0,2050.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,32500000.0,5.1,800.0,2.0,13.0,300.0,5000.0,50.0,1000.0,100.0,200.0,100.0,300.0,12000.0,3030.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,1.0,2.0,3.0,34000000.0,3.2,750.0,2.0,20.0,200.0,4000.0,100.0,300.0,200.0,200.0,100.0,300.0,13000.0,1820.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,3.0,1.0,2.0,2.5,29000000.0,3.5,750.0,2.0,13.0,200.0,4000.0,60.0,300.0,80.0,200.0,200.0,200.0,50.0,360.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,29000000.0,3.0,700.0,2.0,13.0,200.0,4000.0,50.0,300.0,100.0,200.0,50.0,200.0,12000.0,2450.0
Lalitpur,Residential,South-East,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,32000000.0,3.2,650.0,2.0,13.0,300.0,4000.0,100.0,300.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,3.0,1.0,2.0,2.5,24000000.0,2.2,500.0,2.0,13.0,200.0,4000.0,100.0,400.0,200.0,200.0,100.0,200.0,12000.0,2450.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,2.5,32000000.0,3.1,1400.0,2.0,14.0,300.0,4000.0,50.0,300.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,2.0,3.0,1.0,2.0,2.5,28000000.0,3.0,1400.0,2.0,13.0,300.0,4000.0,50.0,300.0,200.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,North,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,4.0,33000000.0,3.2,1500.0,2.0,13.0,300.0,4000.0,100.0,400.0,200.0,200.0,50.0,300.0,12000.0,2450.0
Lalitpur,Commercial,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,1.0,5.0,2.0,2.0,4.0,42500000.0,4.0,1800.0,2.0,23.0,1000.0,5000.0,100.0,600.0,100.0,200.0,50.0,200.0,13000.0,1090.0
Lalitpur,Residential,South-West,High Access,Semi Furnished,Mahalaxmi,5,Tikathali,7.0,2.0,3.0,1.0,4.0,2.5,36500000.0,5.0,1380.0,5.0,22.0,300.0,4000.0,100.0,150.0,100.0,200.0,50.0,200.0,13000.0,1820.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Lalitpur,4,Hattiban,11.0,3.0,8.0,3.0,5.0,3.5,79900000.0,9.5,2700.0,2.0,20.0,100.0,5000.0,50.0,1000.0,100.0,200.0,50.0,150.0,13000.0,1700.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,3.0,3.0,42500000.0,3.3,1800.0,2.0,13.0,400.0,4000.0,100.0,300.0,200.0,200.0,50.0,300.0,11000.0,1420.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,1.0,2.0,3.0,37500000.0,4.1,3000.0,2.0,13.0,300.0,4000.0,50.0,400.0,200.0,200.0,50.0,300.0,11000.0,1420.0
Lalitpur,Residential,West,High Access,Semi Furnished,Mahalaxmi,8,Lubhu,5.0,2.0,4.0,1.0,2.0,2.5,23500000.0,3.0,257.0,2.0,20.0,400.0,5000.0,100.0,1000.0,200.0,200.0,100.0,500.0,13000.0,1870.0
Lalitpur,Residential,South,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,4.0,1.0,2.0,3.0,29000000.0,3.0,1900.0,2.0,13.0,400.0,4000.0,50.0,200.0,300.0,300.0,100.0,400.0,12000.0,2810.0
Lalitpur,Residential,North,Low Access,Unfurnished,Lalitpur,10,Kupondole,7.0,2.0,7.0,2.0,3.0,2.5,120000000.0,12.75,2823.56,22.5,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Lalitpur,Residential,South,High Access,Unfurnished,Lalitpur,25,Bhaisepati,4.0,1.0,4.0,1.0,4.0,2.0,67500000.0,6.0,1711.25,4.0,20.0,800.0,4100.0,160.0,2600.0,340.0,500.0,70.0,400.0,3000.0,1720.0
Lalitpur,Residential,East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,1.0,3.0,1.0,2.0,3.0,28500000.0,3.1,980.0,2.0,13.0,300.0,4000.0,100.0,300.0,100.0,200.0,50.0,200.0,12000.0,3210.0
Lalitpur,Residential,North-West,High Access,Semi Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,2.0,3.0,25000000.0,3.1,950.0,2.0,20.0,300.0,4000.0,100.0,500.0,200.0,200.0,50.0,200.0,12000.0,2650.0
Lalitpur,Residential,West,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,1.0,5.0,1.0,3.0,3.0,57000000.0,5.2,3400.0,2.0,26.0,700.0,5000.0,100.0,200.0,300.0,300.0,50.0,200.0,12000.0,3610.0
Lalitpur,Residential,North,Low Access,Semi Furnished,Lalitpur,28,Harisiddhi,5.0,1.0,3.0,2.0,1.0,2.5,42500000.0,7.1,6500.0,4.5,20.0,300.0,6000.0,200.0,2000.0,300.0,300.0,300.0,380.0,5200.0,1640.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,8,Lubhu,6.0,2.0,4.0,1.0,2.0,3.0,26000000.0,3.0,1900.0,2.0,13.0,400.0,5000.0,100.0,300.0,300.0,300.0,50.0,200.0,13000.0,160.0
Lalitpur,Residential,South-East,High Access,Full Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,2.0,3.0,52000000.0,5.2,4200.0,2.0,13.0,200.0,4000.0,50.0,300.0,200.0,200.0,50.0,300.0,12000.0,2810.0
Lalitpur,Residential,East,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,2.0,3.0,42500000.0,3.5,2300.0,2.0,13.0,400.0,4000.0,100.0,300.0,200.0,200.0,50.0,300.0,12000.0,3410.0
Lalitpur,Residential,East,High Access,Full Furnished,Mahalaxmi,4,Imadol,5.0,2.0,4.0,1.0,2.0,3.0,52500000.0,5.0,3400.0,2.0,13.0,200.0,4000.0,100.0,400.0,200.0,200.0,100.0,300.0,12000.0,2450.0
Lalitpur,Residential,South-East,High Access,Full Furnished,Mahalaxmi,4,Imadol,4.0,1.0,3.0,1.0,2.0,2.5,45000000.0,4.0,3000.0,2.0,13.0,200.0,4000.0,100.0,400.0,200.0,200.0,100.0,400.0,12000.0,2450.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,2,Tikathali,6.0,2.0,5.0,2.0,2.0,3.0,28000000.0,4.2,2900.0,2.0,15.0,400.0,3000.0,50.0,500.0,400.0,400.0,100.0,600.0,12000.0,2000.0
Lalitpur,Residential,North-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,2.0,3.0,26000000.0,3.1,1026.75,2.0,13.0,300.0,4000.0,100.0,100.0,200.0,200.0,100.0,300.0,12000.0,3600.0
Lalitpur,Residential,South-East,High Access,Semi Furnished,Mahalaxmi,4,Imadol,6.0,2.0,4.0,2.0,2.0,3.0,32500000.0,4.1,1197.88,2.0,13.0,700.0,4000.0,100.0,1000.0,200.0,200.0,100.0,500.0,12000.0,2650.0
Lalitpur,Residential,South,High Access,Unfurnished,Lalitpur,2,Jhamsikhel,10.0,1.0,4.0,2.0,3.0,3.0,130000000.0,13.0,1967.94,22.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
