district,road_type,land_size_aana,price_per_aana,is_large_plot,road_width_feet,is_wide_road,facing,source,log_land,neighborhood_encoded
1,1,14.0,7500000.0,0,13.0,0,7,0,2.70805020110221,15.936811150374062
2,3,10.02191380569759,1200000.0,0,13.0,0,7,0,2.3998854552252027,14.758549290585975
1,2,10.0,700000.0,0,13.0,0,7,0,2.3978952727983707,14.854775753972746
2,0,18.0,12500000.0,0,13.0,0,7,0,2.9444389791664403,16.20975476797233
0,1,4.0,1100000.0,0,13.0,0,7,0,1.6094379124341003,14.076963152141449
1,2,5.0,5700000.0,0,13.0,0,7,0,1.791759469228055,15.551052662838972
1,2,25.0,3800000.0,0,13.0,0,7,0,3.258096538021482,14.871275810783608
1,2,9.0,4000000.0,0,13.0,0,7,0,2.302585092994046,15.371640665662257
1,2,10.0,19000000.0,0,13.0,0,7,0,2.3978952727983707,16.34044893073437
1,3,3.506208911614317,9500000.0,0,13.0,0,7,0,1.5054562039211898,15.965672589105742
1,3,8.765522279035793,11500000.0,0,13.0,0,7,0,2.2788580476946736,15.936811150374062
1,0,5.0,4500000.0,0,13.0,0,7,0,1.791759469228055,15.432824010286703
1,0,4.5,5000000.0,0,13.0,0,7,0,1.7047480922384253,15.371640665662257
1,0,4.0,5000000.0,0,13.0,0,7,0,1.6094379124341003,15.371640665662257
1,0,4.0,4500000.0,0,13.0,0,7,0,1.6094379124341003,15.432824010286703
1,2,4.0,2300000.0,0,13.0,0,7,0,1.6094379124341003,14.771437151480784
1,1,3.5,2950000.0,0,13.0,0,7,0,1.5040773967762742,14.871275810783608
1,0,4.0,7500000.0,0,13.0,0,7,0,1.6094379124341003,15.80310865142413
2,0,4.5,5500000.0,0,13.0,0,7,0,1.7047480922384253,15.49449325266486
1,0,30.0,2000000.0,0,13.0,0,7,0,3.4339872044851463,14.871275810783608
1,0,3.0,4350000.0,0,13.0,0,7,0,1.3862943611198906,15.371640665662257
1,0,3.0,7300000.0,0,13.0,0,7,0,1.3862943611198906,14.970235115388723
1,2,3.0,7000000.0,0,13.0,0,7,0,1.3862943611198906,15.797351059185896
1,1,3.0,6000000.0,0,13.0,0,7,0,1.3862943611198906,15.861023033489055
1,1,4.0,3200000.0,0,13.0,0,7,0,1.6094379124341003,14.871275810783608
2,2,6.0,6500000.0,0,13.0,0,7,0,1.9459101490553132,15.696265964460625
1,0,12.0,7000000.0,0,13.0,0,7,0,2.5649493574615367,15.797351059185896
2,1,5.0,12000000.0,0,13.0,0,7,0,1.791759469228055,15.49080667124281
1,0,8.0,8000000.0,0,13.0,0,7,0,2.1972245773362196,15.904032096189777
1,1,3.5,3000000.0,0,13.0,0,7,0,1.5040773967762742,14.871275810783608
2,0,5.0,3500000.0,0,13.0,0,7,0,1.791759469228055,14.871275810783608
2,0,7.25,5100000.0,0,13.0,0,7,0,2.1102132003465894,15.319816389610905
1,0,17.0,13500000.0,0,13.0,0,7,0,2.8903717578961645,15.407291170099379
2,2,4.0,6000000.0,0,13.0,0,7,0,1.6094379124341003,15.312097242408235
2,2,3.0,7500000.0,0,13.0,0,7,0,1.3862943611198906,15.797351059185896
2,2,4.0,7500000.0,0,13.0,0,7,0,1.6094379124341003,15.797351059185896
1,2,5.0,3000000.0,0,13.0,0,7,0,1.791759469228055,14.771437151480784
1,2,4.0,2800000.0,0,13.0,0,7,0,1.6094379124341003,14.771437151480784
2,2,5.0,5700000.0,0,13.0,0,7,0,1.791759469228055,15.319816389610905
