location_raw,facing,price_amount_npr,price_unit,road_width_feet,road_surface,land_size_aana,district
"Thali, Kathmandu",East,2000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Mulpani, Kathmandu",West,2500000.0,per_aana,15.0,Gravelled,3.3,Kathmandu
"Harisiddhi, Lalitpur",West,4200000.0,per_aana,20.0,Paved,4.2,Lalitpur
"Kharibot, Kathmandu",North-East,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Kavresthali, Kathmandu",South-West,1700000.0,per_aana,13.0,Gravelled,,Kathmandu
"Mechinagar, Jhapa",West,,,7.0,Black Topped,,Unknown
"Bhaisepati, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Mahalaxmisthan, Lalitpur",South,8000000.0,per_aana,13.0,Paved,,Lalitpur
"Kamerotar, Bhaktapur",North,5500000.0,per_aana,20.0,Paved,5.2,Bhaktapur
"Old Baneshwor, Kathmandu",East,,,18.0,Dhalan,,Kathmandu
"Gatthaghar, Bhaktapur",West,5500000.0,per_aana,10.0,Black Topped,6.1,Bhaktapur
"Dahachowk, Kathmandu",,2400000.0,per_aana,12.0,Gravelled,5.3,Kathmandu
"Imadol, Lalitpur",North-East,5800000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Balkot, Bhaktapur",North,4400000.0,per_aana,20.0,Paved,4.2,Bhaktapur
"Sunakothi, Lalitpur",South,3500000.0,per_aana,13.0,Paved,,Lalitpur
"Shital Height, Lalitpur",North,4300000.0,per_aana,13.0,Soil Stabilized,4.1,Lalitpur
"Shital Height, Lalitpur",North,4500000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Balkot, Bhaktapur",West,4000000.0,per_aana,13.0,Paved,4.1,Bhaktapur
"Kapan, Kathmandu",North-East,4500000.0,per_aana,13.0,Paved,,Kathmandu
"Sanagaun, Lalitpur",East,4200000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Pepsicola, Kathmandu",North-East,6500000.0,per_aana,20.0,Black Topped,5.2,Kathmandu
"Balkot, Bhaktapur",East,6500000.0,per_aana,13.0,Paved,,Bhaktapur
"Dhobighat, Lalitpur",South,7500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Pasikot, Kathmandu",East,5200000.0,per_aana,20.0,Soil Stabilized,,Kathmandu
"Sirutar, Bhaktapur",South,3800000.0,per_aana,13.0,Paved,3.1,Bhaktapur
"Sanepa, Lalitpur",South,8500000.0,per_aana,14.0,Black Topped,,Lalitpur
"Sirutar, Bhaktapur",West,3800000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Tikathali, Lalitpur",North,3600000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Daskilla, Dhading",North,,,12.0,Gravelled,,Unknown
"Bafal, Lalitpur",South-West,6500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Chapali, Kathmandu",North-West,5000000.0,per_aana,13.0,Black Topped,6.2,Kathmandu
"Kuleshwor, Kathmandu",North-East,7500000.0,per_aana,16.0,Black Topped,8.2,Kathmandu
"Chapali, Kathmandu",East,4500000.0,per_aana,,,4.2,Kathmandu
"Guheshwori, Kathmandu",East,6500000.0,per_aana,12.0,Black Topped,2.2,Kathmandu
"Kurtha, Dhanusa",North,900000.0,per_dhur,42.0,Black Topped,0.12,Unknown
"Godawari, Lalitpur",East,2500000.0,per_aana,20.0,Paved,4.1,Lalitpur
"Tikathali, Lalitpur",North-East,4000000.0,per_aana,13.0,Dhalan,3.1,Lalitpur
"Mujeliya, Dhanusa",East,1500000.0,per_dhur,52.0,Dhalan,0.18,Unknown
"Kurtha, Dhanusa",South,3000000.0,per_dhur,13.0,Soil Stabilized,,Unknown
"Baluwatar, Kathmandu",South,8000000.0,per_aana,20.0,Black Topped,22.5,Kathmandu
"Ganesh Chowk, Kathmandu",South,3700000.0,total,13.0,Black Topped,,Kathmandu
"Tikathali, Lalitpur",North-East,3800000.0,per_aana,20.0,Soil Stabilized,3.3,Lalitpur
"Dhapakhel, Lalitpur",,2200000.0,per_aana,13.0,Gravelled,,Lalitpur
"Kurtha, Dhanusa",East,340000.0,per_dhur,,,0.22,Unknown
"Ekatabasti, Kathmandu",West,25000000.0,total,13.0,Black Topped,,Kathmandu
"Sanobharyang, Kathmandu",East,,,20.0,Black Topped,,Kathmandu
"Kuleshwor, Kathmandu",North,6000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Kuleshwor, Kathmandu",South,8000000.0,per_aana,22.0,Black Topped,,Kathmandu
"Dillibazar, Kathmandu",South,7700000.0,per_aana,20.0,Black Topped,4.2,Kathmandu
"Thaiba, Lalitpur",West,2600000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Shital Height, Lalitpur",South,4100000.0,per_aana,12.0,Soil Stabilized,,Lalitpur
"Lubhu, Lalitpur",North-East,3300000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Tikathali, Lalitpur",South,3800000.0,per_aana,8.0,Soil Stabilized,,Lalitpur
"Chobhar, Kathmandu",North-East,2800000.0,per_aana,22.0,Black Topped,11.2,Kathmandu
"Chobhar, Kathmandu",South-West,2800000.0,per_aana,20.0,Black Topped,5.2,Kathmandu
"Imadol, Lalitpur",East,4300000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",North,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",South-West,4500000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Kuleshwor, Kathmandu",North-West,6000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Ramhiti, Kathmandu",East,,,12.0,Black Topped,19.2,Kathmandu
"Harisiddhi, Lalitpur",South,3000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Bafal, Lalitpur",East,6800000.0,per_aana,12.0,Black Topped,,Lalitpur
"Bafal, Lalitpur",South,6800000.0,per_aana,13.0,Black Topped,10.2,Lalitpur
"Ochu Height, Lalitpur",South,3800000.0,total,10.0,Soil Stabilized,,Lalitpur
"Radhe Radhe, Bhaktapur",South,,,,Black Topped,2.2,Bhaktapur
"Imadol, Lalitpur",South-West,4500000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Gairidhara, Kathmandu",East,9000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Sanepa, Lalitpur",South,8000000.0,per_aana,13.0,Black Topped,,Lalitpur
"Tokha Chandeshwori, Kathmandu",West,3000000.0,per_aana,13.0,Black Topped,3.2,Kathmandu
"Ochu Height, Lalitpur",South,4100000.0,per_aana,13.0,Black Topped,,Lalitpur
"Zero Mile, Dhanusa",South-East,700000.0,total,14.0,Soil Stabilized,,Unknown
"Pidariya Mai Temple, Dhanusa",North-West,800000.0,per_dhur,,,0.5,Unknown
"Tahachal, Kathmandu",North-East,5000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tikathali, Lalitpur",South-East,3700000.0,per_aana,13.0,Soil Stabilized,3.3,Lalitpur
"Khahare, Kathmandu",,,,16.0,Black Topped,,Kathmandu
"Harhar Mahadev, Kathmandu",,,,18.0,Black Topped,12.2,Kathmandu
"Kageshwari Manohara, Kathmandu",East,,,15.0,Black Topped,,Kathmandu
"Sankhu, Kathmandu",East,1650000.0,total,10.0,Black Topped,2.2,Kathmandu
"Bhaisepati, Lalitpur",South,5200000.0,per_aana,13.0,Paved,,Lalitpur
"Ochu Height, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Nil Barahi Mandir, Bhaktapur",South-East,3900000.0,total,,,4.2,Bhaktapur
"Muhanpokhari, Kathmandu",West,3500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Siddhipur, Lalitpur",South,4300000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Kaushaltar, Bhaktapur",North,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Campus Chowk, Dhanusa",South,1500000.0,per_dhur,29.0,Black Topped,0.18,Unknown
"Machhe Gaun, Kathmandu",North-East,13000000.0,total,14.0,Black Topped,,Kathmandu
"Rajaul, Dhanusa",West,450000.0,per_dhur,14.0,Soil Stabilized,,Unknown
"Mujeliya, Dhanusa",South,400000.0,per_dhur,15.0,Soil Stabilized,0.17,Unknown
"Basundhara, Kathmandu",East,7000000.0,per_aana,13.0,Black Topped,7.1,Kathmandu
"Sanagaun, Lalitpur",South,4100000.0,per_aana,20.0,Paved,,Lalitpur
"Sanagaun Lubhu, Lalitpur",South,4100000.0,per_aana,20.0,Paved,,Lalitpur
"Chalnakhel, Kathmandu",South,1800000.0,total,13.0,Black Topped,,Kathmandu
"Hattiban, Lalitpur",North-East,4100000.0,per_aana,13.0,Dhalan,,Lalitpur
"Kurtha, Dhanusa",South,650000.0,per_dhur,42.0,Black Topped,0.13,Unknown
"Sapantirtha, Kathmandu",South,3500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Sanagaun, Lalitpur",South,4200000.0,per_aana,13.0,Paved,,Lalitpur
"Tikathali, Lalitpur",West,3400000.0,per_aana,13.0,Paved,,Lalitpur
"Pidariya Mai Temple, Dhanusa",North,850000.0,per_dhur,12.0,Soil Stabilized,0.5,Unknown
"Sitapaila, Kathmandu",South,,,13.0,Black Topped,,Kathmandu
"Mujeliya, Dhanusa",North,400000.0,per_dhur,16.0,Soil Stabilized,0.17,Unknown
"Mujeliya, Dhanusa",South-West,450000.0,per_dhur,13.0,Black Topped,0.11,Unknown
"Lubhu, Lalitpur",North,3200000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Chapali, Kathmandu",North-East,5100000.0,total,13.0,Black Topped,10.2,Kathmandu
"Imadol, Lalitpur",East,4500000.0,per_aana,20.0,Dhalan,,Lalitpur
"Changathali, Lalitpur",South,3000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",South,3800000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Mills Area, Dhanusa",East,7500000.0,per_dhur,41.0,Black Topped,0.7,Unknown
"Bega Shivapur, Dhanusa",North,700000.0,per_dhur,42.0,Black Topped,,Unknown
"Mills Area, Dhanusa",South,1000000.0,per_dhur,26.0,Dhalan,0.7,Unknown
"Old Baneshwor, Kathmandu",West,8000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Shital Height, Lalitpur",South-West,4000000.0,total,13.0,Soil Stabilized,,Lalitpur
"Newroad, Kaski",East,,,,Black Topped,7.4,Unknown
"Budhanilkantha, Kathmandu",North,4500000.0,total,13.0,Black Topped,,Kathmandu
"Budhanilkantha, Kathmandu",East,4500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Mahendra Chowk, Morang",East,10000000.0,total,20.0,Gravelled,1.5,Unknown
"Budhanilkantha, Kathmandu",West,4000000.0,per_aana,20.0,Black Topped,4.3,Kathmandu
"Tikathali, Lalitpur",South,4200000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Devichaur, Lalitpur",South,500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Tikathali, Lalitpur",North,3700000.0,per_aana,13.0,Paved,4.2,Lalitpur
"Hattiban, Lalitpur",South,4800000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Changunarayan, Bhaktapur",North-West,2600000.0,per_aana,13.0,Black Topped,,Bhaktapur
"Lubhu, Lalitpur",North,3200000.0,per_aana,13.0,Paved,,Lalitpur
"Lubhu, Lalitpur",North,3200000.0,per_aana,13.0,Paved,,Lalitpur
"Krishna Mandir, Kathmandu",East,3500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tokha, Kathmandu",North,3500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Lokanthali, Bhaktapur",West,6500000.0,per_aana,26.0,Soil Stabilized,3.2,Bhaktapur
"Sanothimi, Bhaktapur",South-East,6500000.0,per_aana,20.0,Paved,,Bhaktapur
"Pasikot, Kathmandu",East,4200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Hattigauda, Kathmandu",East,5200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Bhangal , Kathmandu",South,4700000.0,total,12.0,Black Topped,,Kathmandu
"Setipakha, Lalitpur",North-East,3800000.0,per_aana,13.0,Paved,,Lalitpur
"Gwarko, Lalitpur",South-West,6500000.0,per_aana,13.0,Paved,,Lalitpur
"Ochu Height, Lalitpur",West,4000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Sanothimi, Bhaktapur",South,5600000.0,per_aana,20.0,Paved,,Bhaktapur
"Lama Gaun, Nuwakot",North-East,2500000.0,per_aana,13.0,Black Topped,25.2,Unknown
"Harisiddhi, Lalitpur",North-West,3900000.0,per_aana,13.0,Paved,,Lalitpur
"Narayanthan, Nuwakot",North-East,30800000.0,total,12.0,Gravelled,351.2,Unknown
"Sanothimi, Bhaktapur",East,5900000.0,per_aana,20.0,Paved,,Bhaktapur
"Sunkhani, Nuwakot",North-East,39000000.0,total,16.0,Gravelled,417.1,Unknown
"Mathbhanjyang, Nuwakot",South,6600000.0,total,13.0,Gravelled,,Unknown
"Thimi, Bhaktapur",East,3300000.0,per_aana,13.0,Paved,,Bhaktapur
"Samakhusi, Kathmandu",East,6500000.0,per_aana,12.0,Black Topped,,Kathmandu
"Dhapakhel, Lalitpur",South,2800000.0,per_aana,10.0,Soil Stabilized,4.2,Lalitpur
"Jhor, Kathmandu",East,3000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Pepsicola, Kathmandu",South,3500000.0,per_aana,22.0,Soil Stabilized,,Kathmandu
"Sanothimi, Bhaktapur",South-West,6500000.0,per_aana,20.0,Paved,,Bhaktapur
"Sirutar, Bhaktapur",East,2600000.0,per_aana,20.0,Paved,,Bhaktapur
"Sanothimi, Bhaktapur",North-East,5800000.0,per_aana,13.0,Paved,3.2,Bhaktapur
"Sanothimi, Bhaktapur",North-East,5700000.0,per_aana,20.0,Paved,,Bhaktapur
"Sanothimi, Bhaktapur",East,6000000.0,per_aana,20.0,Paved,,Bhaktapur
"Lokanthali, Bhaktapur",West,6500000.0,per_aana,26.0,Soil Stabilized,3.2,Bhaktapur
"Nil Barahi Mandir, Bhaktapur",North-East,3900000.0,per_aana,20.0,Soil Stabilized,4.2,Bhaktapur
"Kaushaltar, Bhaktapur",North,4000000.0,per_aana,13.0,Paved,,Bhaktapur
"Bafal, Lalitpur",East,6500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Kalanki, Kathmandu",South,1800000.0,per_aana,3.0,Soil Stabilized,,Kathmandu
"Ochu Height, Lalitpur",West,4000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Kanyam, Ilam",East,,,9.0,Dhalan,,Unknown
"Setipakha, Lalitpur",North-East,3800000.0,per_aana,13.0,Paved,,Lalitpur
"Hattiban, Lalitpur",South,4800000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Tikathali, Lalitpur",South,6000000.0,total,26.0,Black Topped,,Lalitpur
"Balkot, Bhaktapur",South,3700000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Imadol, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Sanagaun, Lalitpur",East,4000000.0,per_aana,20.0,Dhalan,3.1,Lalitpur
"Duwakot, Bhaktapur",South,2600000.0,per_aana,20.0,Soil Stabilized,,Bhaktapur
"Kaushaltar, Bhaktapur",South,4400000.0,per_aana,13.0,Soil Stabilized,2.2,Bhaktapur
"Harisiddhi, Lalitpur",North-West,3900000.0,per_aana,13.0,Paved,,Lalitpur
"Lokanthali, Bhaktapur",West,5500000.0,per_aana,16.0,Soil Stabilized,,Bhaktapur
"Bhaisepati, Lalitpur",East,5500000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Godamchaur, Lalitpur",South,1150000.0,per_aana,13.0,Black Topped,,Lalitpur
"Thimi, Bhaktapur",South,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Tokha, Kathmandu",South-East,5000000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Gatthaghar, Bhaktapur",North,5800000.0,per_aana,24.0,Paved,5.2,Bhaktapur
"Tikathali, Lalitpur",North-West,5500000.0,per_aana,13.0,Soil Stabilized,3.2,Lalitpur
"Nikoshera, Bhaktapur",East,5500000.0,per_aana,20.0,Soil Stabilized,,Bhaktapur
"Chapali, Kathmandu",South,5500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Imadol, Lalitpur",South-East,6500000.0,per_aana,13.0,Soil Stabilized,5.3,Lalitpur
"Bhaisepati, Lalitpur",East,5200000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Kaushaltar, Bhaktapur",East,4300000.0,per_aana,20.0,Soil Stabilized,6.3,Bhaktapur
"Tokha, Kathmandu",West,3800000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Hattigauda, Kathmandu",East,4300000.0,per_aana,13.0,Soil Stabilized,4.1,Kathmandu
"Bhaisepati, Lalitpur",South,5800000.0,per_aana,13.0,Black Topped,5.1,Lalitpur
"Balkot, Bhaktapur",East,4300000.0,per_aana,13.0,Soil Stabilized,3.3,Bhaktapur
"Imadol, Lalitpur",East,4200000.0,per_aana,10.0,Soil Stabilized,,Lalitpur
"Hattigauda, Kathmandu",North-East,4700000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Mulpani, Kathmandu",North-East,4300000.0,per_aana,13.0,Soil Stabilized,6.2,Kathmandu
"Nikoshera, Bhaktapur",South-West,3700000.0,per_aana,20.0,Soil Stabilized,,Bhaktapur
"Kuleshwor, Kathmandu",North,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",North-West,3900000.0,per_aana,13.0,Dhalan,,Lalitpur
"Kaushaltar, Bhaktapur",North,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Lokanthali, Bhaktapur",North-West,5200000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Suncity, Kathmandu",South,6000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Balkot, Bhaktapur",East,5000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Gatthaghar, Bhaktapur",West,5800000.0,per_aana,20.0,Paved,,Bhaktapur
"Mulpani, Kathmandu",South,3500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Pasikot, Kathmandu",South,4500000.0,per_aana,13.0,Gravelled,4.2,Kathmandu
"Sanothimi, Bhaktapur",West,4000000.0,per_aana,20.0,Paved,,Bhaktapur
"Dibyeshwori Townplanning, Bhaktapur",West,6300000.0,per_aana,20.0,Soil Stabilized,5.2,Bhaktapur
"Hattigauda, Kathmandu",North-East,5200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Mulpani, Kathmandu",West,3700000.0,per_aana,13.0,Dhalan,,Kathmandu
"Sanagaun, Lalitpur",West,3800000.0,per_aana,20.0,Soil Stabilized,3.2,Lalitpur
"Imadol, Lalitpur",North-East,6500000.0,per_aana,13.0,Paved,,Lalitpur
"Basundhara, Kathmandu",West,5500000.0,per_aana,13.0,Black Topped,3.2,Kathmandu
"Imadol, Lalitpur",North-East,6500000.0,total,12.0,Dhalan,,Lalitpur
"Kuleshwor, Kathmandu",North,6000000.0,per_aana,18.0,Black Topped,,Kathmandu
"Machhe Gaun, Kathmandu",South,3200000.0,per_aana,13.0,Black Topped,3.2,Kathmandu
"Imadol, Lalitpur",North-West,6500000.0,per_aana,13.0,Dhalan,,Lalitpur
"Mulpani, Kathmandu",East,3500000.0,per_aana,10.0,Soil Stabilized,,Kathmandu
"Mulpani, Kathmandu",North-East,4300000.0,per_aana,13.0,Soil Stabilized,6.2,Kathmandu
"Mulpani, Kathmandu",South,3500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Mulpani, Kathmandu",North,3500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Pepsicola, Kathmandu",West,5800000.0,per_aana,20.0,Soil Stabilized,3.3,Kathmandu
"Lubhu, Lalitpur",South,2800000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Godamchaur, Lalitpur",East,,,12.0,Black Topped,,Lalitpur
"Gatthaghar, Bhaktapur",West,5500000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Shital Height, Lalitpur",South,4800000.0,per_aana,13.0,Paved,,Lalitpur
"Dhumbarahi, Kathmandu",South-East,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Kaushaltar, Bhaktapur",North,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Sanothimi, Bhaktapur",West,5500000.0,per_aana,,,,Bhaktapur
"Imadol, Lalitpur",North-East,6500000.0,per_aana,13.0,Soil Stabilized,5.3,Lalitpur
"Sukedhara, Kathmandu",South,7000000.0,per_aana,13.0,Black Topped,5.2,Kathmandu
"Imadol, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Thimi, Bhaktapur",North-East,5000000.0,per_aana,20.0,Paved,,Bhaktapur
"Thimi, Bhaktapur",South,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Mulpani, Kathmandu",North-East,4300000.0,per_aana,13.0,Soil Stabilized,6.2,Kathmandu
"Imadol, Lalitpur",North,5000000.0,per_aana,13.0,Dhalan,,Lalitpur
"Damauli, Tanahun",East,,,20.0,Soil Stabilized,,Unknown
"Bansbari, Kathmandu",North,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Samakhusi, Kathmandu",North,6000000.0,per_aana,15.0,Black Topped,,Kathmandu
"Tikathali, Lalitpur",North-West,3000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",East,5000000.0,total,13.0,Soil Stabilized,,Lalitpur
"Sanepa, Lalitpur",North,6500000.0,per_aana,12.0,Dhalan,,Lalitpur
"Dhumbarahi, Kathmandu",East,5500000.0,per_aana,10.0,Black Topped,2.3,Kathmandu
"Sanepa, Lalitpur",West,6000000.0,per_aana,,,,Lalitpur
"Bode, Bhaktapur",East,4000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Kaushaltar, Bhaktapur",West,4600000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Bhangal , Kathmandu",West,4200000.0,per_aana,28.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",South-East,3600000.0,per_aana,16.0,Soil Stabilized,,Lalitpur
"Hattigauda, Kathmandu",West,4500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Bhaisepati, Lalitpur",East,6500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Chapali, Kathmandu",North,4500000.0,per_aana,13.0,Dhalan,,Kathmandu
"Kaushaltar, Bhaktapur",East,4200000.0,total,13.0,Soil Stabilized,,Bhaktapur
"Chhaimale, Kathmandu",East,,,16.0,Soil Stabilized,266.2,Kathmandu
"Sanagaun, Lalitpur",West,3600000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",East,4700000.0,per_aana,13.0,Paved,,Lalitpur
"Dhulikhel, Kavrepalanchok",North-East,2000000.0,per_aana,20.0,Black Topped,4.2,Unknown
"Phutung, Kathmandu",North-West,5000000.0,per_aana,22.0,Black Topped,4.3,Kathmandu
"Balaju, Kathmandu",South-West,17500000.0,total,13.0,Black Topped,2.2,Kathmandu
"Nepaltar, Kathmandu",South-West,5500000.0,per_aana,13.0,Black Topped,5.2,Kathmandu
"Imadol, Lalitpur",South,3300000.0,per_aana,13.0,Soil Stabilized,3.2,Lalitpur
"Nepaltar, Kathmandu",South-West,5700000.0,per_aana,12.0,Black Topped,,Kathmandu
"Imadol, Lalitpur",North,4500000.0,per_aana,13.0,Dhalan,3.2,Lalitpur
"Nepaltar, Kathmandu",South,6000000.0,per_aana,13.0,Black Topped,5.2,Kathmandu
"Nepaltar, Kathmandu",West,4500000.0,per_aana,22.0,Gravelled,,Kathmandu
"Mulpani, Kathmandu",North-East,4300000.0,per_aana,13.0,Soil Stabilized,6.2,Kathmandu
"Kaushaltar, Bhaktapur",South,5500000.0,per_aana,20.0,Soil Stabilized,3.3,Bhaktapur
"Imadol, Lalitpur",West,3800000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Kalanki, Kathmandu",North-West,5200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Kaushaltar, Bhaktapur",West,4500000.0,per_aana,13.0,Soil Stabilized,3.2,Bhaktapur
"Kalanki, Kathmandu",North-East,4000000.0,per_aana,13.0,Black Topped,3.1,Kathmandu
"Mulpani, Kathmandu",North-East,4300000.0,per_aana,13.0,Soil Stabilized,6.2,Kathmandu
"Nagdaha, Lalitpur",East,2100000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Paknajol, Kathmandu",South,14000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tikathali, Lalitpur",South,4200000.0,total,13.0,Soil Stabilized,,Lalitpur
"Lubhu, Lalitpur",South,2800000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Chasidol, Lalitpur",North,2700000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Chasidol, Lalitpur",South,2600000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Kaushaltar, Bhaktapur",West,5000000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Ochu Height, Lalitpur",East,3800000.0,per_aana,13.0,Paved,,Lalitpur
"Gothatar, Kathmandu",East,4500000.0,per_aana,20.0,Soil Stabilized,,Kathmandu
"Lubhu, Lalitpur",South-East,3600000.0,per_aana,16.0,Soil Stabilized,,Lalitpur
"Grande Hospital, Kathmandu",North,5500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Dharmasthali, Kathmandu",South-East,5500000.0,per_aana,22.0,Black Topped,,Kathmandu
"Ochu Height, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Lokanthali, Bhaktapur",East,6200000.0,per_aana,20.0,Soil Stabilized,,Bhaktapur
"Kaushaltar, Bhaktapur",South,4300000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Budhanilkantha, Kathmandu",East,3500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Dillibazar, Kathmandu",South,7500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Panchkhal, Kavrepalanchok",East,100000000.0,total,,Black Topped,,Unknown
"Bhaisepati, Lalitpur",South,5200000.0,per_aana,13.0,Dhalan,,Lalitpur
"Bhatkeko Pool, Kathmandu",South,9000000.0,per_aana,30.0,Black Topped,8.1,Kathmandu
"Banepa, Kavrepalanchok",South-West,4800000.0,per_aana,20.0,Black Topped,4.1,Unknown
"Banepa, Kavrepalanchok",North,2000000.0,per_aana,15.0,Gravelled,25.3,Unknown
"Dhulikhel, Kavrepalanchok",South,400000.0,per_aana,15.0,Gravelled,,Unknown
"Dhulikhel, Kavrepalanchok",South-West,1500000.0,per_aana,15.0,Black Topped,4.3,Unknown
"Bisankhunarayan, Lalitpur",South-West,1200000.0,per_aana,20.0,Black Topped,,Lalitpur
"Darjeeling Height, Bhaktapur",South-West,3500000.0,per_aana,20.0,Soil Stabilized,,Bhaktapur
"Kharipati, Bhaktapur",North,3000000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Sanothimi, Bhaktapur",West,4000000.0,per_aana,14.0,Black Topped,3.2,Bhaktapur
"Katunje, Bhaktapur",East,4800000.0,per_aana,15.0,Black Topped,,Bhaktapur
"Grande Hospital, Kathmandu",West,4900000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Shankhu Patichaur, Kavrepalanchok",South,375000.0,per_aana,13.0,Soil Stabilized,,Unknown
"Shankhu Patichaur, Kavrepalanchok",South,400000.0,per_aana,16.0,Soil Stabilized,42.1,Unknown
"Kaushaltar, Bhaktapur",South,5000000.0,per_aana,16.0,Soil Stabilized,,Bhaktapur
