location_raw,facing,price_amount_npr,price_unit,road_width_feet,road_surface,land_size_aana,district
"Bhaisepati, Lalitpur",East,1250000.0,per_aana,13.0,Paved,,Lalitpur
"Sanagaun, Lalitpur",,3200000.0,per_aana,13.0,Paved,,Lalitpur
"Shankhamul, Kathmandu",East,7500000.0,per_aana,26.0,Black Topped,10.3,Kathmandu
"Shankhamul, Kathmandu",North,8000000.0,per_aana,13.0,Black Topped,5.3,Kathmandu
"Tinkune, Kathmandu",North,8500000.0,per_aana,25.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",North,9000000.0,per_aana,10.0,Black Topped,,Kathmandu
"Koteshwor, Kathmandu",South,7500000.0,per_aana,13.0,Black Topped,7.2,Kathmandu
"Anamnagar, Kathmandu",North-East,10000000.0,per_aana,12.0,Black Topped,,Kathmandu
"Koteshwor, Kathmandu",North,5500000.0,per_aana,10.0,Black Topped,4.2,Kathmandu
"Baneshwor, Kathmandu",West,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Putalisadak, Kathmandu",North,15000000.0,per_aana,12.0,Black Topped,,Kathmandu
"Bansbari, Kathmandu",West,7500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Bansbari, Kathmandu",East,8000000.0,per_aana,12.0,Black Topped,3.1,Kathmandu
"Dillibazar, Kathmandu",East,14000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Putalisadak, Kathmandu",South,12500000.0,per_aana,5.0,Gravelled,,Kathmandu
"Nagdaha, Lalitpur",South-East,2800000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Lele, Lalitpur",South-West,1000000.0,per_aana,13.0,Paved,,Lalitpur
"Lubhu, Lalitpur",East,3200000.0,per_aana,20.0,Gravelled,,Lalitpur
"Kalanki, Kathmandu",North-East,4500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Kalanki, Kathmandu",South-East,4500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Setipakha, Lalitpur",North-East,6000000.0,per_aana,20.0,Paved,,Lalitpur
"Gwarko, Lalitpur",West,95000000.0,total,22.0,Paved,9.2,Lalitpur
"Tikathali, Lalitpur",East,4300000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Bhaisepati, Lalitpur",North-East,2500000.0,per_aana,10.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",North-East,5500000.0,per_aana,22.0,Paved,,Lalitpur
"Dhapakhel, Lalitpur",South,15500000.0,total,13.0,Gravelled,3.2,Lalitpur
"Sitapakha, Lalitpur",West,25200000.0,total,13.0,Gravelled,,Lalitpur
"Imadol, Lalitpur",South,4900000.0,per_aana,20.0,Paved,5.2,Lalitpur
"Lubhu, Lalitpur",East,2700000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Naya Bazar, Kathmandu",South,7500000.0,per_aana,13.0,Black Topped,7.2,Kathmandu
"Dallu, Kathmandu",East,7500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Nilopool, Kathmandu",North-East,5500000.0,per_aana,16.0,Black Topped,3.3,Kathmandu
"Imadol, Lalitpur",West,4200000.0,per_aana,13.0,Paved,,Lalitpur
"Bhatkepati, Kathmandu",South-East,2500000.0,per_aana,13.0,Dhalan,,Kathmandu
"Bhangal , Kathmandu",West,4200000.0,per_aana,13.0,Gravelled,,Kathmandu
"Kalanki, Kathmandu",South-West,6000000.0,per_aana,13.0,Dhalan,4.1,Kathmandu
"Pasikot, Kathmandu",South,5500000.0,per_aana,13.0,Paved,,Kathmandu
"Kalanki, Kathmandu",North-East,6000000.0,per_aana,,,4.1,Kathmandu
"Kalanki, Kathmandu",South-West,6000000.0,per_aana,12.0,Dhalan,,Kathmandu
"Kalanki, Kathmandu",South-East,6000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Chapali, Kathmandu",South,5500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Changathali, Lalitpur",East,2800000.0,per_aana,12.0,Dhalan,4.2,Lalitpur
"Shital Height, Lalitpur",East,3400000.0,per_aana,13.0,Gravelled,,Lalitpur
"Shital Height, Lalitpur",South-West,2500000.0,per_aana,13.0,Gravelled,6.2,Lalitpur
"Imadol, Lalitpur",North-East,4500000.0,per_aana,10.0,Gravelled,3.3,Lalitpur
"New Baneshwor, Kathmandu",South,,,12.0,Black Topped,,Kathmandu
"Sitapakha, Lalitpur",East,3800000.0,per_aana,13.0,Paved,,Lalitpur
"Chapali, Kathmandu",North-East,5500000.0,per_aana,24.0,Black Topped,,Kathmandu
"Budhanilkantha, Kathmandu",East,6000000.0,per_aana,12.0,Black Topped,,Kathmandu
"Dhungeadda, Kathmandu",North-East,6000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Dhungeadda, Kathmandu",North-East,6000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Dhungeadda, Kathmandu",North-East,5000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Dhungeadda, Kathmandu",South-East,5500000.0,per_aana,13.0,Dhalan,,Kathmandu
"Salyanthan Road, Kathmandu",North-East,3100000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Shital Height, Lalitpur",East,3500000.0,per_aana,15.0,Gravelled,7.1,Lalitpur
"Balkot, Bhaktapur",North,4100000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Dadhikot, Bhaktapur",South,3000000.0,per_aana,14.0,Gravelled,6.2,Bhaktapur
"Bishundole, Lalitpur",West,2500000.0,per_aana,30.0,Paved,,Lalitpur
"Lubhu, Lalitpur",South,2500000.0,per_aana,14.0,Gravelled,4.2,Lalitpur
"Badikhel, Lalitpur",East,1500000.0,per_aana,20.0,Gravelled,5.2,Lalitpur
"Satdobato, Lalitpur",East,7300000.0,per_aana,26.0,Paved,,Lalitpur
"Imadol, Lalitpur",South-West,4000000.0,per_aana,13.0,Paved,2.2,Lalitpur
"Pasikot, Kathmandu",South,5200000.0,per_aana,13.0,Paved,,Kathmandu
"Pasikot, Kathmandu",South,5500000.0,per_aana,13.0,Paved,6.1,Kathmandu
"Pasikot, Kathmandu",South,5500000.0,per_aana,13.0,Paved,5.3,Kathmandu
"Sanagaun, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Sanagaun, Lalitpur",West,4500000.0,per_aana,26.0,Gravelled,6.2,Lalitpur
"Sanagaun, Lalitpur",North,10000000.0,per_aana,13.0,Gravelled,2.2,Lalitpur
"Shital Height, Lalitpur",West,4800000.0,per_aana,13.0,Dhalan,,Lalitpur
"Pasikot, Kathmandu",East,5500000.0,per_aana,20.0,Paved,,Kathmandu
"Pasikot, Kathmandu",North,4500000.0,per_aana,20.0,Paved,,Kathmandu
"Lamatar, Lalitpur",East,2500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",North-East,6500000.0,per_aana,16.0,Paved,,Lalitpur
"Pasikot, Kathmandu",West,4600000.0,per_aana,20.0,Black Topped,,Kathmandu
"Pasikot, Kathmandu",South,5500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Pasikot, Kathmandu",East,5500000.0,per_aana,20.0,Paved,6.3,Kathmandu
"Dhapakhel, Lalitpur",North,3200000.0,per_aana,20.0,Gravelled,,Lalitpur
"Imadol, Lalitpur",South-East,4100000.0,per_aana,13.0,Paved,4.2,Lalitpur
"Imadol, Lalitpur",South-West,4500000.0,per_aana,13.0,Paved,,Lalitpur
"Imadol, Lalitpur",South-East,5000000.0,per_aana,13.0,Paved,,Lalitpur
"Satdobato, Lalitpur",East,7300000.0,per_aana,26.0,Paved,,Lalitpur
"Sunakothi, Lalitpur",East,6500000.0,per_aana,26.0,Paved,,Lalitpur
"Chapagaun, Lalitpur",North-West,3500000.0,per_aana,12.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",East,3000000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Lamatar, Lalitpur",North-East,3000000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Phutung, Kathmandu",South,,,4.0,Gravelled,34.2,Kathmandu
"Imadol, Lalitpur",South-East,3650000.0,per_aana,13.0,Paved,,Lalitpur
"Ochu Height, Lalitpur",South-East,4500000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Imadol, Lalitpur",South-East,7500000.0,per_aana,11.0,Paved,,Lalitpur
"Champadevi, Kathmandu",South-West,2400000.0,per_aana,13.0,Dhalan,3.2,Kathmandu
"Tyanglafat, Kathmandu",South-East,4200000.0,per_aana,13.0,Dhalan,,Kathmandu
"Krishna Mandir, Kathmandu",North,2200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Imadol, Lalitpur",South-West,3900000.0,per_aana,13.0,Gravelled,2.2,Lalitpur
"Balkot, Bhaktapur",East,4200000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Balkot, Bhaktapur",West,4900000.0,per_aana,26.0,Paved,,Bhaktapur
"Chandragiri, Kathmandu",North-East,2600000.0,per_aana,13.0,Dhalan,,Kathmandu
"Tinthana, Kathmandu",South-West,3200000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Changathali, Lalitpur",North,3200000.0,per_aana,13.0,Dhalan,4.2,Lalitpur
"Mulpani, Kathmandu",South,4000000.0,per_aana,20.0,Dhalan,,Kathmandu
"Bharatpur, Chitwan",North-East,,,,Black Topped,0.13,Unknown
"Chardobato, Bhaktapur",North-West,5200000.0,per_aana,26.0,Black Topped,,Bhaktapur
"Balkot, Bhaktapur",East,3300000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Thimi, Bhaktapur",South,5500000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Kamerotar, Bhaktapur",South,5500000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Pharping, Kathmandu",East,3200000.0,per_aana,28.0,Black Topped,8.2,Kathmandu
"Bhaktapur, Bhaktapur",South,3700000.0,per_aana,13.0,Gravelled,3.1,Bhaktapur
"Saraswotikhel, Bhaktapur",West,4200000.0,per_aana,42.0,Black Topped,7.2,Bhaktapur
"Biratnagar, Morang",North-West,,,18.0,Black Topped,,Unknown
"Old Baneshwor, Kathmandu",East,6000000.0,per_aana,18.0,Dhalan,,Kathmandu
"Pepsicola, Kathmandu",West,7500000.0,per_aana,26.0,Paved,5.2,Kathmandu
"Pepsicola, Kathmandu",West,6000000.0,per_aana,22.0,Paved,,Kathmandu
"Pepsicola, Kathmandu",West,7000000.0,per_aana,20.0,Paved,,Kathmandu
"Lubhu, Lalitpur",North-East,2900000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Gothatar, Kathmandu",West,4500000.0,per_aana,20.0,Paved,4.2,Kathmandu
"Gothatar, Kathmandu",East,4300000.0,per_aana,16.0,Paved,,Kathmandu
"Dibyeshwori Townplanning, Bhaktapur",South-East,6800000.0,per_aana,20.0,Paved,,Bhaktapur
"Sanothimi, Bhaktapur",South,10000000.0,per_aana,60.0,Black Topped,,Bhaktapur
"Dibyeshwori Townplanning, Bhaktapur",South,6000000.0,per_aana,20.0,Paved,,Bhaktapur
"Pepsicola, Kathmandu",South-West,6700000.0,per_aana,20.0,Paved,5.1,Kathmandu
"Gothatar, Kathmandu",South,4400000.0,per_aana,13.0,Dhalan,4.1,Kathmandu
"Kageshwari Manohara, Kathmandu",South-East,6700000.0,per_aana,12.0,Gravelled,,Kathmandu
"Pepsicola, Kathmandu",South-East,6500000.0,per_aana,20.0,Gravelled,,Kathmandu
"Thali, Kathmandu",East,2500000.0,per_aana,20.0,Gravelled,3.2,Kathmandu
"Bhatkepati, Kathmandu",South-East,2900000.0,per_aana,13.0,Gravelled,,Kathmandu
"Dhunche Pakha, Bhaktapur",West,4200000.0,per_aana,16.0,Soil Stabilized,3.1,Bhaktapur
"Dhunche Pakha, Bhaktapur",South,3800000.0,per_aana,13.0,Gravelled,3.1,Bhaktapur
"Imadol, Lalitpur",East,5000000.0,per_aana,13.0,Gravelled,4.1,Lalitpur
"Charghare , Kathmandu",South-West,2500000.0,per_aana,13.0,Dhalan,3.2,Kathmandu
"Bhatkepati, Kathmandu",South-East,2900000.0,per_aana,13.0,Gravelled,,Kathmandu
"Bhatkepati, Kathmandu",South-East,2500000.0,per_aana,13.0,Dhalan,4.3,Kathmandu
"Lamatar, Lalitpur",East,2000000.0,per_aana,20.0,Gravelled,,Lalitpur
"Shivanagar, Chitwan",East,12000000.0,total,20.0,Black Topped,,Unknown
"Old Baneshwor, Kathmandu",South,8600000.0,per_aana,20.0,Black Topped,,Kathmandu
"Chalnakhel, Kathmandu",East,2000000.0,per_aana,10.0,Soil Stabilized,7.2,Kathmandu
"Pasikot, Kathmandu",East,4000000.0,per_aana,16.0,Black Topped,35.2,Kathmandu
"Sanagaun, Lalitpur",East,2800000.0,per_aana,10.0,Gravelled,,Lalitpur
"Siddhipur, Lalitpur",North-West,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",South,3200000.0,per_aana,20.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",East,2000000.0,per_aana,20.0,Gravelled,,Lalitpur
"Shantinagar, Kathmandu",East,65000000.0,per_aana,20.0,Paved,6.1,Kathmandu
"Lubhu, Lalitpur",North-West,2600000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",South,2600000.0,per_aana,14.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",South,3700000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",South,3300000.0,per_aana,13.0,Gravelled,3.3,Lalitpur
"Lubhu, Lalitpur",South,3500000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Shantinagar, Kathmandu",West,7500000.0,per_aana,20.0,Paved,8.2,Kathmandu
"Pepsicola, Kathmandu",South,7000000.0,per_aana,26.0,Paved,,Kathmandu
"Pepsicola, Kathmandu",East,6000000.0,per_aana,20.0,Gravelled,4.1,Kathmandu
"Lokanthali, Bhaktapur",West,5700000.0,per_aana,20.0,Gravelled,4.1,Bhaktapur
"Manohara, Kathmandu",East,,,20.0,Black Topped,2.2,Kathmandu
"Pepsicola, Kathmandu",North-West,5500000.0,per_aana,20.0,Paved,5.2,Kathmandu
"Bode, Bhaktapur",South,3800000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Bistagaun, Kathmandu",North-West,6000000.0,per_aana,20.0,Paved,,Kathmandu
"Chalnakhel, Kathmandu",South,2100000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Kirtipur, Kathmandu",South-West,2600000.0,per_aana,13.0,Soil Stabilized,4.1,Kathmandu
"Balkumari, Lalitpur",South-West,4500000.0,per_aana,13.0,Dhalan,5.2,Lalitpur
"Bhatkepati, Kathmandu",South-West,2700000.0,per_aana,13.0,Dhalan,,Kathmandu
"Machhegaun , Kathmandu",South-West,2600000.0,per_aana,13.0,Dhalan,5.2,Kathmandu
"Pepsicola, Kathmandu",West,5500000.0,per_aana,13.0,Gravelled,4.2,Kathmandu
"Samakhusi, Kathmandu",South,7000000.0,per_aana,13.0,Paved,4.2,Kathmandu
"Balkot, Bhaktapur",East,,,11.0,Paved,12.2,Bhaktapur
"Lazimpat, Kathmandu",East,15000000.0,per_aana,42.0,Paved,,Kathmandu
"Bhaisepati, Lalitpur",West,4500000.0,per_aana,20.0,Paved,,Lalitpur
"Koteshwor, Kathmandu",South-East,8000000.0,per_aana,22.0,Paved,,Kathmandu
"Sanagaun, Lalitpur",East,3500000.0,per_aana,20.0,Gravelled,3.2,Lalitpur
"Lubhu, Lalitpur",South,3000000.0,per_aana,20.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",West,3500000.0,per_aana,20.0,Gravelled,,Lalitpur
"Chundevi, Kathmandu",North-East,8500000.0,per_aana,14.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",North-West,3000000.0,per_aana,26.0,Black Topped,,Lalitpur
"Bhaisepati, Lalitpur",North-East,4500000.0,per_aana,16.0,Gravelled,,Lalitpur
"Tyanglafat, Kathmandu",South-West,3200000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Lubhu, Lalitpur",North-East,3000000.0,per_aana,20.0,Gravelled,3.2,Lalitpur
"Imadol, Lalitpur",West,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",East,2800000.0,per_aana,6.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",East,3200000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",East,3200000.0,per_aana,13.0,Gravelled,4.3,Lalitpur
"Harisiddhi, Lalitpur",East,3700000.0,per_aana,10.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",East,3200000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",South,3500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",West,3400000.0,per_aana,13.0,Gravelled,,Lalitpur
"Dhunchepakha, Bhaktapur",South,4000000.0,per_aana,13.0,Gravelled,3.1,Bhaktapur
"Thapagaun, Kathmandu",East,8500000.0,per_aana,14.0,Black Topped,4.2,Kathmandu
"Budhanilkantha, Kathmandu",East,4500000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Kirtipur, Kathmandu",South-East,4500000.0,per_aana,13.0,Dhalan,5.2,Kathmandu
"Tyanglafat, Kathmandu",South-West,5000000.0,per_aana,13.0,Dhalan,8.2,Kathmandu
"Tyanglafat, Kathmandu",South-East,4500000.0,per_aana,13.0,Dhalan,8.2,Kathmandu
", Dhading",South,,,,,,Unknown
"Tikathali, Lalitpur",North,3800000.0,per_aana,13.0,Gravelled,7.1,Lalitpur
"Imadol, Lalitpur",North,4500000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Sanagaun, Lalitpur",North,4500000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Sanagaun, Lalitpur",South,3500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",East,4000000.0,per_aana,20.0,Gravelled,4.1,Lalitpur
"Hattiban, Lalitpur",North,3800000.0,per_aana,6.0,Gravelled,3.2,Lalitpur
"Bansbari, Kathmandu",East,6500000.0,per_aana,13.0,Paved,,Kathmandu
"Bishalnagar, Kathmandu",South-East,9000000.0,per_aana,20.0,Paved,,Kathmandu
"Baluwatar, Kathmandu",South,15000000.0,per_aana,16.0,Paved,3.2,Kathmandu
"Tyanglafat, Kathmandu",South-West,4500000.0,per_aana,13.0,Dhalan,3.1,Kathmandu
"Tyanglafat, Kathmandu",South-West,4500000.0,per_aana,13.0,Dhalan,,Kathmandu
"Bansbari, Kathmandu",South,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Bansbari, Kathmandu",East,6500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tyanglafat, Kathmandu",South-East,4500000.0,per_aana,13.0,Dhalan,8.2,Kathmandu
"Khumaltar, Lalitpur",North-East,6500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Hattiban, Lalitpur",South-East,4500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Hattiban, Lalitpur",South-East,4500000.0,per_aana,13.0,Gravelled,4.3,Lalitpur
"Maharajgunj, Kathmandu",West,7500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Maharajgunj, Kathmandu",West,6000000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Maharajgunj, Kathmandu",East,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Hattiban, Lalitpur",North-West,3800000.0,per_aana,13.0,Paved,,Lalitpur
"Hattiban, Lalitpur",South,3500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Tikathali, Lalitpur",North-West,4000000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Sanepa, Lalitpur",South,8000000.0,per_aana,13.0,Black Topped,,Lalitpur
"Balkhu, Kathmandu",South,450000.0,per_sqm,13.0,Black Topped,,Kathmandu
"Lamatar, Lalitpur",North-East,8500000.0,per_aana,12.0,Gravelled,2.2,Lalitpur
"Sanepa, Lalitpur",South-West,50000.0,per_sqm,13.0,Black Topped,,Lalitpur
"Pepsicola, Kathmandu",South-East,6600000.0,per_aana,26.0,Paved,4.2,Kathmandu
"Dhapakhel, Lalitpur",West,3200000.0,per_aana,20.0,Gravelled,6.1,Lalitpur
"Dhapakhel, Lalitpur",North,3200000.0,per_aana,20.0,Gravelled,,Lalitpur
"Khumaltar, Lalitpur",South,5500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Duwakot, Bhaktapur",West,3300000.0,per_aana,16.0,Gravelled,,Bhaktapur
"Balkot, Bhaktapur",North,3800000.0,per_aana,13.0,Paved,,Bhaktapur
"Balkot, Bhaktapur",East,4000000.0,per_aana,22.0,Black Topped,6.2,Bhaktapur
"Pepsicola, Kathmandu",South-West,6000000.0,per_aana,13.0,Paved,3.2,Kathmandu
"Deuwa chowk, Kathmandu",East,4500000.0,per_aana,22.0,Paved,,Kathmandu
"Bharatpur, Chitwan",North-West,600000.0,per_kattha,,Black Topped,,Unknown
"Khumaltar, Lalitpur",East,5700000.0,per_aana,16.0,Paved,,Lalitpur
"Hattiban, Lalitpur",South,5000000.0,per_aana,13.0,Gravelled,,Lalitpur
"Dhobichaur, Kathmandu",North,13000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",South,3900000.0,per_aana,13.0,Gravelled,4.2,Lalitpur
"Chhampi, Lalitpur",South-East,2100000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",West,4000000.0,per_aana,20.0,Gravelled,3.3,Lalitpur
"Lubhu, Lalitpur",West,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lokanthali, Bhaktapur",West,5500000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Khumaltar, Lalitpur",West,5700000.0,per_aana,13.0,Black Topped,,Lalitpur
"Khumaltar, Lalitpur",West,5900000.0,per_aana,20.0,Gravelled,7.2,Lalitpur
"Khumaltar, Lalitpur",South-East,5800000.0,per_aana,20.0,Gravelled,,Lalitpur
"Khumaltar, Lalitpur",North-East,4500000.0,per_aana,13.0,Gravelled,4.2,Lalitpur
"Setipakha, Lalitpur",West,4000000.0,per_aana,13.0,Gravelled,4.3,Lalitpur
"Thapathali, Kathmandu",North,150000.0,per_sqm,12.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",South,3900000.0,per_aana,20.0,Gravelled,4.2,Lalitpur
"Harisiddhi, Lalitpur",South,3900000.0,per_aana,20.0,Gravelled,4.2,Lalitpur
"Sanagaun, Lalitpur",West,3600000.0,per_aana,20.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",South,3600000.0,per_aana,20.0,Gravelled,,Lalitpur
"Ratopool, Kathmandu",East,9000000.0,per_aana,30.0,Black Topped,,Kathmandu
"Maharajgunj, Kathmandu",South-East,7000000.0,per_aana,18.0,Black Topped,,Kathmandu
"Gatthaghar, Bhaktapur",South,4500000.0,per_aana,16.0,Gravelled,,Bhaktapur
"Thimi, Bhaktapur",South,3500000.0,per_aana,13.0,Paved,,Bhaktapur
"Harisiddhi, Lalitpur",South-East,3800000.0,per_aana,20.0,Soil Stabilized,5.2,Lalitpur
"Harisiddhi, Lalitpur",South-East,4000000.0,per_aana,20.0,Soil Stabilized,3.1,Lalitpur
"Harisiddhi, Lalitpur",North-East,3600000.0,per_aana,13.0,Dhalan,3.1,Lalitpur
"Bhadra Basti, Kathmandu",West,4000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Budhanilkantha, Kathmandu",,7000000.0,per_aana,26.0,Black Topped,,Kathmandu
"Katunje, Bhaktapur",South-East,4000000.0,per_aana,20.0,Black Topped,12.2,Bhaktapur
"Baluwatar, Kathmandu",East,8500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Sipadol, Bhaktapur",South-East,2900000.0,per_aana,,Dhalan,,Bhaktapur
"Pasikot, Kathmandu",East,5500000.0,per_aana,20.0,Black Topped,5.1,Kathmandu
"Tej Vinayak, Kathmandu",South,4500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Tej Vinayak, Kathmandu",South,4500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Gothatar, Kathmandu",West,6000000.0,per_aana,30.0,Paved,,Kathmandu
"Bhaisepati, Lalitpur",West,5500000.0,per_aana,22.0,Gravelled,3.1,Lalitpur
"Bhaisepati, Lalitpur",South,5500000.0,per_aana,22.0,Paved,,Lalitpur
"Mahalaxmisthan, Lalitpur",South-East,7500000.0,per_aana,13.0,Paved,5.1,Lalitpur
"Ochu Height, Lalitpur",South,4900000.0,per_aana,22.0,Paved,3.1,Lalitpur
"Shital Height, Lalitpur",North,5000000.0,per_aana,20.0,Paved,,Lalitpur
"Imadol, Lalitpur",West,4500000.0,per_aana,13.0,Paved,,Lalitpur
"Balkot, Bhaktapur",West,3700000.0,per_aana,12.0,Paved,5.1,Bhaktapur
"Sudal, Bhaktapur",South,1800000.0,per_aana,20.0,Dhalan,3.3,Bhaktapur
"Naya Basti, Kathmandu",East,150000.0,per_sqm,20.0,Dhalan,,Kathmandu
"Radhe Radhe, Bhaktapur",West,7000000.0,per_aana,,Black Topped,264.3,Bhaktapur
"Jhor, Kathmandu",South,1300000.0,per_aana,12.0,Dhalan,,Kathmandu
"Jhor, Kathmandu",South,1300000.0,per_aana,,,,Kathmandu
"Purano Naikap, Kathmandu",East,2900000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Balkot, Bhaktapur",West,4000000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Balkot, Bhaktapur",East,3900000.0,per_aana,13.0,Gravelled,4.2,Bhaktapur
"Balkot, Bhaktapur",South,4800000.0,per_aana,13.0,Paved,3.3,Bhaktapur
"Balkot, Bhaktapur",West,3900000.0,per_aana,16.0,Dhalan,3.1,Bhaktapur
"Taulung, Kathmandu",South-East,1700000.0,per_aana,20.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",West,3600000.0,per_aana,20.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",South,3400000.0,per_aana,20.0,Gravelled,3.2,Lalitpur
"Dhapakhel, Lalitpur",North-East,3000000.0,per_aana,13.0,Paved,,Lalitpur
"Harisiddhi, Lalitpur",East,4000000.0,per_aana,13.0,Gravelled,4.1,Lalitpur
"Harisiddhi, Lalitpur",East,3000000.0,per_aana,13.0,Dhalan,,Lalitpur
"Lamatar, Lalitpur",North,2300000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",North,2300000.0,per_aana,13.0,Gravelled,3.3,Lalitpur
"Bhaisepati, Lalitpur",South-West,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Shital Height, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Imadol, Lalitpur",South,3350000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Shital Height, Lalitpur",East,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sankhu, Kathmandu",South,2700000.0,per_aana,16.0,Soil Stabilized,,Kathmandu
"Lubhu, Lalitpur",North,2600000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",North,6200000.0,per_aana,26.0,Paved,,Lalitpur
"Lubhu, Lalitpur",East,3200000.0,per_aana,10.0,Gravelled,,Lalitpur
"Shital Height, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,6.1,Lalitpur
"Dhungedhara, Kathmandu",South,7500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Rudreshwor, Kathmandu",West,6000000.0,per_aana,16.0,Black Topped,,Kathmandu
