category,location_raw,district,neighborhood,road_type,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot,road_width_feet,is_wide_road,facing,source,price_segment
land,"Thankot Bus Park, Tribhuvan Rajpath, Chandragiri-3, Kathmandu",Kathmandu,Budget_Zone,Unknown,4.0,3000000.0,12000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Thankot Bus Park, Chandragiri-3, Kathmandu",Kathmandu,Budget_Zone,High Access,4.25,2800000.0,11900000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Narayanthan Residence, Budhanilakantha-2, Kathmandu",Kathmandu,Narayanthan Residence,High Access,50.0,3500000.0,185500000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kalanki, Kathmandu-14, Kathmandu",Kathmandu,Kalanki,High Access,4.5,5000000.0,22500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Bhinsen Thapa Marg, Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,Mid Access,12.0,8500000.0,102000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"730/30, Pawan Galli, Anandanagar, Dhumbarahi, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Pawan Galli,Mid Access,10.0,7500000.0,75000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Sankhu Palubari Community School, Shankharapur-5, Kathmandu",Kathmandu,Shankharapur,Low Access,3.1,1000000.0,3100000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Mid Access,3.0,5000000.0,15000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,High Access,6.0,4200000.0,25200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Mangal Colony Bhaisepati, Aitihasik Dhungedhara Galli, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,High Access,5.5,5500000.0,30250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,High Access,5.0,3500000.0,17500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Pawan Pakriti Higher Secondary School, Mahalaxmi-5, Lalitpur",Lalitpur,Mahalaxmi,High Access,3.0,4000000.0,12000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Dhaksi Futsal, Chandragiri-8, Kathmandu",Kathmandu,Dhaksi Futsal,Unknown,6.0,2400000.0,14400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Livestock गाइ पालन, एकान्तकुना-टिकभैरब रोड, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Mid_Zone,Mid Access,5.0,5000000.0,25000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Dhaksi Futsal, Chandragiri-8, Kathmandu",Kathmandu,Dhaksi Futsal,Unknown,3.0,2150000.0,6450000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Dhaksi Futsal, Chandragiri-8, Kathmandu",Kathmandu,Dhaksi Futsal,Unknown,8.0,2300000.0,18400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Milestone Preschool, Tekeshwor Marg, Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,High_Zone,Mid Access,4.0,6300000.0,25200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Matatirtha Park, Chandragiri-8, Kathmandu",Kathmandu,Outskirt_Zone,High Access,5.0,1750000.0,8750000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"High Vision Colony, Chandragiri-5, Kathmandu",Kathmandu,Mid_Zone,Unknown,3.5,4200000.0,14700000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Bhaktapur, Bhaktapur Municipality, Bhaktapur",Bhaktapur,Bhaktapur,Mid Access,4.0,3500000.0,14000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilakantha-8, Kathmandu",Kathmandu,Budhanilkantha,High Access,5.0,4000000.0,20000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Wasik Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,High Access,4.0,3500000.0,14000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Baneshwar, Pipal Bot Marg, Kathmandu-10, Kathmandu, Bagmati Pradesh",Kathmandu,Baneshwar,Unknown,28.0,7500000.0,210000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Bhate Pokhari, Boshigaun, Chandragiri Municipality, Kathmandu",Kathmandu,Bhate Pokhari,High Access,5.0,1750000.0,8750000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"चन्द्रागिरी, Chandragiri Municipality, Kathmandu",Kathmandu,Budget_Zone,Mid Access,3.0,4200000.0,12600000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha Ward No 10 Office, सर राज बहादुर रोड, Budhanilakantha-10, Kathmandu",Kathmandu,Budget_Zone,Unknown,3.985390796201607,3800000.0,15144485.025566109,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Putali Sadak, Ram Shah Path, Kathmandu-28, Kathmandu",Kathmandu,Premium_Zone,High Access,11.0,15000000.0,165000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,4. Ultra-Luxury
land,"Dillibazar, Dillibazar Sadak, Kathmandu-29, Kathmandu",Kathmandu,Dillibazar,High Access,8.0,14500000.0,116000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,4. Ultra-Luxury
land,"इकु हिटी मार्ग, Jhamsikhel, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,High_Zone,High Access,8.0,9500000.0,76000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Chakupat Marga, Kupondole, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Kupondole,High Access,16.0,8700000.0,139200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Lubhu-arubot Rd, Mahalaxmi-8, Lalitpur",Lalitpur,Lubhu,Unknown,3.0,2500000.0,7500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Unknown,4.5,4300000.0,19350000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Mid Access,8.0,3800000.0,30400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kanti Path, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Premium_Zone,Mid Access,26.0,12500000.0,325000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,4. Ultra-Luxury
land,"Thapagaun, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Thapagaun,Mid Access,5.0,7600000.0,38000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,Mid Access,4.0,5400000.0,21600000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilakantha-8, Kathmandu",Kathmandu,Budhanilkantha,High Access,42.0,4500000.0,189000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Jalbinayak Colony, Kirtipur-6, Kathmandu",Kathmandu,Budget_Zone,High Access,8.0,4000000.0,32000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kapan, Budhanilakantha-11, Kathmandu",Kathmandu,Kapan,Unknown,5.0,2100000.0,10500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Bhate Pokhari, Boshigaun, Chandragiri Municipality, Kathmandu",Kathmandu,Bhate Pokhari,Mid Access,6.0,5500000.0,33000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Lele, Godawari, Lalitpur",Lalitpur,Lele,High Access,30.0,500000.0,15000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Budhanilkantha, Budhanilakantha-8, Kathmandu",Kathmandu,Budhanilkantha,High Access,20.0,5500000.0,110000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Narayanthan Bike Works, Golphutar Main Sadak, Budhanilakantha-3, Kathmandu",Kathmandu,Budget_Zone,High Access,29.0,4000000.0,116000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Baniyatar, Tokha-11, Kathmandu",Kathmandu,Baniyatar,High Access,5.25,4000000.0,21000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"730/30, Pawan Galli, Anandanagar, Dhumbarahi, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Pawan Galli,High Access,12.0,9500000.0,114000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,High Access,15.0,5500000.0,82500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Chabahil, Kathmandu-31, Kathmandu",Kathmandu,Chabahil,High Access,9.0,6000000.0,54000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Harisiddhi, Lalitpur-28, Lalitpur",Lalitpur,Harisiddhi,Unknown,4.0,2500000.0,10000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,4.0,4700000.0,18800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,6.0,4500000.0,27000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Mhepi Marg, Galkopakha, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Mid_Zone,High Access,17.0,4000000.0,68000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,High Access,7.0,5200000.0,36400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Tokha-3, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,High Access,50.0,3500000.0,280000000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"27DR032, Bhimeshwor Chowk, Shankharapur, Kageshwori Manohara Municipality, Kathmandu",Kathmandu,Shankharapur,Mid Access,4.0,1500000.0,6000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Tokha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,High Access,7.5,6700000.0,50250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Tokha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,High Access,28.0,7500000.0,210000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Gwarko, Lalitpur-6, Lalitpur",Lalitpur,Gwarko,High Access,3.25,4800000.0,15600000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Masala Fed (Seti Devi), चन्द्रागिरी, Chandragiri Municipality, Kathmandu",Kathmandu,Masala Fed,Mid Access,5.0,1050000.0,5250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Masala Fed (Seti Devi), चन्द्रागिरी, Chandragiri Municipality, Kathmandu",Kathmandu,Masala Fed,Mid Access,3.0,2199000.0,6597000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Suryabinayak-1, Bhaktapur, Bagmati Pradesh",Bhaktapur,Suryabinayak,Unknown,11.0,2650000.0,29150000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Kalanki, Kathmandu-14, Kathmandu",Kathmandu,Kalanki,High Access,32.0,7500000.0,240000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Tokha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Mid Access,9.5,5500000.0,52250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Tarakeshwor-9, Kathmandu, Bagmati Pradesh",Kathmandu,Tarakeshwor,High Access,50.0,5000000.0,400000000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Thimi, Madhyapur Thimi-2, Bhaktapur",Bhaktapur,Thimi,Low Access,2.5,3500000.0,8750000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"किरण भवन मार्ग, Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Premium_Zone,Mid Access,47.0,10500000.0,493500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,High Access,8.0,5200000.0,41600000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,5.0,5200000.0,26000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Suryabinayak-8, Bhaktapur, Bagmati Pradesh",Bhaktapur,Suryabinayak,High Access,3.2,10150000.0,32480000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,5.0,4500000.0,22500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Basundhara, Ring Road, Tokha-5, Kathmandu",Kathmandu,Vasundhara,High Access,8.5,14000000.0,119000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,4. Ultra-Luxury
land,"Medi Quest Laboratory Clinic Pvt. Ltd, Pulchok Marg, Pulchowk, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,High_Zone,Mid Access,6.0,8000000.0,48000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Bagmati Pradesh, Changunarayan-8, Bhaktapur, Bagmati Pradesh",Bhaktapur,Changunarayan,High Access,4.0,3000000.0,12000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Ganesh School Chowk, Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,High Access,4.0,8500000.0,34000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Hattigauda Chowk, Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,High Access,4.0,8500000.0,34000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Hattigauda Chowk, गोल्फुटार मुख्य सडक, Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,गोल्फुटार मुख्य सडक,High Access,18.0,8000000.0,144000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Nepal Medicity Hospital, Basuki Marg, Lalitpur-4, Lalitpur",Lalitpur,High_Zone,Unknown,11.0,6500000.0,71500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"एकान्तकुना-टिकाभैरब सडक, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Ekantakuna,Mid Access,4.0,4100000.0,16400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Lamatar, Mahalaxmi-8, Lalitpur",Lalitpur,Lamatar,Unknown,17.0,2200000.0,37400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,High Access,6.0,4200000.0,25200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Mid Access,5.0,5500000.0,27500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Mid Access,8.0,5600000.0,44800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Tokha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Mid Access,6.0,6500000.0,39000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kalika Mandir, Chandragiri-14, Kathmandu",Kathmandu,Mid_Zone,Unknown,5.0,4000000.0,20000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kalika Mandir, Chandragiri-14, Kathmandu",Kathmandu,Mid_Zone,Unknown,4.5,4500000.0,20250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Basundhara, Ring Road, Tokha-5, Kathmandu",Kathmandu,Vasundhara,High Access,16.0,5200000.0,83200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kirtipur-6, Kathmandu, Bagmati Pradesh",Kathmandu,Kirtipur,Low Access,5.125,2000000.0,10250000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Mankamana Itta Udhyog, Godawari, Godawari, Lalitpur",Lalitpur,Budget_Zone,Mid Access,14.0,2800000.0,39200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Machhapokhari Mart, Matsya Marg, Kathmandu-16, Kathmandu",Kathmandu,High_Zone,High Access,3.25,8200000.0,26650000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Itaiti, Godawari-9, Lalitpur, Bagmati Pradesh",Lalitpur,Itaiti,High Access,4.0,850000.0,3400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,Unknown,11.0,3500000.0,38500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,Unknown,4.5,2400000.0,10800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,Unknown,7.0,2400000.0,16800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Budhanilakantha-11, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,High Access,9.0,5100000.0,45900000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-13, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,High Access,5.0,4500000.0,22500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,4.0,4500000.0,18000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Mid Access,4.0,3500000.0,14000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,5.0,5500000.0,27500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,10.0,4600000.0,46000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Mid Access,28.0,4600000.0,128800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Golphutar, गोल्फुटार सादक, Kathmandu-3, Kathmandu, Bagmati Pradesh",Kathmandu,Golphutar,Mid Access,8.0,6000000.0,48000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Satungal, Chandragiri-10, Kathmandu",Kathmandu,Satungal,Unknown,3.25,3700000.0,12025000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Satungal, Chandragiri-10, Kathmandu",Kathmandu,Satungal,Unknown,3.0,3700000.0,11100000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Thapathali, Kathmandu-11, Kathmandu, Bagmati Pradesh",Kathmandu,Thali,Low Access,10.0,7500000.0,75000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Budhanilkantha, Budhanilakantha-8, Kathmandu",Kathmandu,Budhanilkantha,High Access,14.0,4200000.0,58800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Tokha, Tokha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Mid Access,8.0,5000000.0,40000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Tokha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Mid Access,12.0,3500000.0,42000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Sarkigau, Godawari-13, Lalitpur, Bagmati Pradesh",Lalitpur,Outskirt_Zone,Mid Access,4.0,1250000.0,5000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Tokha-3, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Mid Access,5.0,5200000.0,26000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Nakhipot, Jambu Marg, Lalitpur-14, Lalitpur",Lalitpur,Nakhipot,High Access,7.5,8500000.0,63750000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"एकान्तकुना-टिकभैरब रोड, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Ekantakuna,High Access,13.0,3700000.0,48100000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Sitapaila (Nagarjun), Kathmandu",Kathmandu,Nagarjun,High Access,50.0,7500000.0,487500000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Mid Access,14.0,5800000.0,81200000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,High Access,12.0,4200000.0,50400000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Kantipur Colony, Lalitpur-14, Lalitpur",Lalitpur,Kantipur Colony,Unknown,3.875,4000000.0,15500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Suntol road, Shankharapur-6, Kathmandu, Bagmati Pradesh",Kathmandu,Shankharapur,Unknown,10.0,20000000.0,200000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,4. Ultra-Luxury
land,"Tarakeshwor-6, Kathmandu, Bagmati Pradesh",Kathmandu,Tarakeshwor,High Access,3.25,3450000.0,11212500.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Dhapasi, Tokha-6, Kathmandu",Kathmandu,Dhapasi,High Access,4.5,5500000.0,24750000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Nakhipot, Lalitpur-14, Lalitpur",Lalitpur,Nakhipot,Unknown,3.75,4500000.0,16875000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Nakhipot, Lalitpur-14, Lalitpur",Lalitpur,Nakhipot,Unknown,4.0,4500000.0,18000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Residential Road, Kathmandu, Kathmandu",Kathmandu,Mid_Zone,High Access,4.0,4500000.0,18000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Talim Kendra Marg, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Mid_Zone,Mid Access,3.0,4600000.0,13800000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Sita Paila, Ring Road, Nagarjun-2, Kathmandu",Kathmandu,Mid_Zone,Unknown,5.0,4000000.0,20000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Sano Khokana, Lalitpur-21, Lalitpur",Lalitpur,Budget_Zone,Low Access,3.5,2000000.0,7000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Khadkagaon, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Khadkagaon,Mid Access,5.0,6300000.0,31500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Low Access,21.0,2500000.0,52500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,Low Access,5.0,3700000.0,18500000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,2. Mid-Range
land,"F180, Thankot, चन्द्रागिरी, Chandragiri Municipality, Kathmandu",Kathmandu,Thankot,High Access,50.0,2600000.0,291200000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Buddha Chowk, Aerahiti, Nagarjun Municipality, Kathmandu",Kathmandu,High_Zone,Mid Access,10.0,7800000.0,78000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
land,"Narayanthan Bike Works, Golphutar Main Sadak, Budhanilakantha-3, Kathmandu",Kathmandu,Budget_Zone,High Access,50.0,2000000.0,384000000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Narayanthan View Point, Budhanilakantha-2, Kathmandu",Kathmandu,Budget_Zone,High Access,50.0,2000000.0,218000000.0,False,False,False,True,13.0,False,Unknown,hamrobazaar,1. Budget
land,"Pipal Bot, Kumar Marg, Kathmandu-3, Kathmandu, Bagmati Pradesh",Kathmandu,High_Zone,Mid Access,3.0,8000000.0,24000000.0,False,False,False,False,13.0,False,Unknown,hamrobazaar,3. High-End
