district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m,is_corner_plot,neighborhood_encoded,municipality_encoded,log_land,log_built,floor_area_ratio,urban_centrality,amenity_access_score,house_size_score,comm_road_premium,neighborhood_x_district,municipality_x_ward,age_condition_score,ring_road_proximity
1,1,0,0,2,Kathmandu,4.0,Dhumbarahi,40000000.0,5.85,1197.88,20.0,12.0,300.0,4000.0,120.0,850.3,100.0,160.0,100.0,260.0,3000.0,870.0,0,17.544796190561573,17.620749917248713,1.9242486522741338,7.089143066616001,0.598293095590393,0.06638368811444677,0.8170943508107331,13.641273991714359,12.0,17.544796190561573,70.48299966899485,0.14285714285714285,0.14771829934571265
1,1,0,1,1,Kathmandu,4.0,Baluwatar,62500000.0,6.0,1197.88,3.0,20.0,200.0,5000.0,50.0,200.0,200.0,200.0,100.0,200.0,7000.0,150.0,0,17.625724160616883,17.620749917248713,1.9459101490553132,7.089143066616001,0.5833357682006332,0.07388431175187235,0.8481371721723547,13.794835441433182,20.0,17.625724160616883,70.48299966899485,0.5,0.19931118704250333
1,1,0,0,1,Tokha,6.0,Dhapasi,29000000.0,3.75,1197.88,1.0,13.0,500.0,6000.0,100.0,200.0,100.0,1000.0,500.0,500.0,4000.0,2000.0,0,17.731134928950375,17.31608987311448,1.55814461804655,7.089143066616001,0.933337229121013,0.061345614575167004,0.7550770826971501,11.045910115809736,13.0,17.731134928950375,103.89653923868687,1.0,0.13155467320159442
1,1,4,0,2,Kathmandu,31.0,Mid Baneshowr,98000000.0,11.0,1369.0,17.0,12.0,500.0,4000.0,90.0,1440.0,100.0,270.0,100.0,260.0,6000.0,1114.0,0,17.702555079725183,17.620749917248713,2.4849066497880004,7.222566018822171,0.36363636363636365,0.065312907344662,0.8159048480081377,17.947402328704058,12.0,17.702555079725183,546.24324743471,0.16666666666666666,0.14251897213199408
1,1,7,0,2,Kathmandu,30.0,Putalisadak,27500000.0,2.8,855.62,32.0,14.0,1000.0,4000.0,90.0,1230.0,100.0,230.0,100.0,314.0,6000.0,1330.0,0,16.828578744500653,17.620749917248713,1.33500106673234,6.7529944130291835,0.8928519252843578,0.06456617645316351,0.799789255942748,9.015254745031491,14.0,16.828578744500653,528.6224975174614,0.09090909090909091,0.13901079714141543
1,1,2,0,2,Kathmandu,32.0,Koteshwor,41500000.0,5.25,1197.88,22.0,16.0,1000.0,5000.0,90.0,1230.0,100.0,250.0,100.0,414.0,9000.0,350.0,1,17.51117078272244,17.620749917248713,1.8325814637483102,7.089143066616001,0.6666694493721521,0.06954983468600784,0.799789255942748,12.991432177740336,16.0,17.51117078272244,563.8639973519588,0.13043478260869565,0.170625571701647
1,1,6,0,2,Kathmandu,31.0,Baneshwor,46500000.0,5.25,1369.0,32.0,18.0,1000.0,4000.0,90.0,1230.0,100.0,290.0,100.0,334.0,7000.0,1610.0,1,17.59565971806131,17.620749917248713,1.8325814637483102,7.222566018822171,0.7619047619047619,0.06377994391880926,0.799789255942748,13.235940606791939,18.0,17.59565971806131,546.24324743471,0.09090909090909091,0.13541675838147393
1,1,4,0,1,Kathmandu,4.0,Dhumbarahi,70000000.0,7.75,1540.12,8.0,12.0,500.0,3000.0,90.0,1440.0,100.0,300.0,100.0,360.0,2000.0,1014.0,0,17.544796190561573,17.620749917248713,2.169053700369523,7.340264703800292,0.5806432762317679,0.06698217621884428,0.8159048480081377,15.921428317469825,12.0,17.544796190561573,70.48299966899485,0.2222222222222222,0.14445347986646226
1,1,1,1,0,Kathmandu,16.0,Raniban,35000000.0,3.0,941.19,2.0,13.0,500.0,7000.0,50.0,3000.0,50.0,500.0,50.0,500.0,8000.0,1000.0,0,17.48637464870386,17.620749917248713,1.3862943611198906,6.848206952751753,0.9166691015339664,0.06344145914313616,0.9238638104451702,9.493630682381784,13.0,17.48637464870386,281.9319986759794,0.3333333333333333,0.1447438839476537
1,2,5,0,1,Tokha,11.0,Tokha,20000000.0,2.5,855.62,9.0,20.0,500.0,6000.0,100.0,700.0,50.0,50.0,100.0,200.0,8000.0,1000.0,1,17.23738480466218,17.31608987311448,1.252762968495368,6.7529944130291835,0.9999941563184807,0.06406791740365603,0.8485523848281491,8.459901327099075,40.0,17.23738480466218,190.47698860425925,0.2,0.1447438839476537
1,2,2,0,0,Tokha,6.0,Dhapasi,42500000.0,4.0,1283.44,6.0,20.0,500.0,6000.0,100.0,100.0,100.0,500.0,200.0,300.0,5000.0,2000.0,1,17.731134928950375,17.31608987311448,1.6094379124341003,7.15807810467655,0.9375018261504748,0.061345614575167004,0.782779271030497,11.520482281830867,40.0,17.731134928950375,103.89653923868687,0.14285714285714285,0.13155467320159442
1,0,4,0,1,Tokha,3.0,Tokha,47000000.0,4.0,1280.0,4.0,24.0,2000.0,7000.0,100.0,2000.0,200.0,1000.0,50.0,500.0,6000.0,2000.0,0,17.23738480466218,17.31608987311448,1.6094379124341003,7.155396301896734,0.9349890430971513,0.06077102406814365,0.7911301810275587,11.516166086763361,0.0,17.23738480466218,51.948269619343435,0.4,0.13155467320159442
1,2,7,0,2,Tokha,8.0,Baniyatar,48000000.0,5.5,1711.25,5.0,20.0,500.0,6000.0,100.0,1000.0,200.0,1000.0,50.0,200.0,5000.0,2000.0,0,17.300161126866445,17.31608987311448,1.8718021769015913,7.445563574078014,0.9090909090909091,0.061345614575167004,0.8204349838390076,13.93662210621842,40.0,17.300161126866445,138.52871898491583,0.5,0.13155467320159442
1,0,6,0,2,Kathmandu,4.0,Sukedhara,70000000.0,5.9,1796.8125,10.0,75.0,100.0,4000.0,100.0,300.0,100.0,100.0,50.0,100.0,3000.0,274.0,1,17.55203344904506,17.620749917248713,1.9315214116032138,7.494325927057613,0.8898305084745762,0.0718851928148877,0.9043719741506372,14.475450993644884,0.0,17.55203344904506,70.48299966899485,0.2727272727272727,0.1780382327518099
1,1,2,0,2,Chandragiri,13.0,Kalanki,37000000.0,8.0,1625.68,4.5,13.0,2000.0,9000.0,300.0,2000.0,300.0,300.0,500.0,700.0,10000.0,400.0,1,17.250546355419527,17.130993000950767,2.1972245773362196,7.394296406866801,0.5937472607742879,0.0662293218319728,0.642854198069731,16.246929797276636,13.0,17.250546355419527,222.70290901235995,0.5454545454545454,0.16683457378359495
1,1,5,0,1,Kathmandu,31.0,Shantinagar,57500000.0,4.5,1368.9975,3.0,13.0,500.0,500.0,100.0,100.0,100.0,100.0,100.0,100.0,2000.0,100.0,1,17.67914904859642,17.620749917248713,1.7047480922384253,7.222564194002987,0.8888872656440223,0.09232138469457264,0.8108966720196384,12.312652530796152,13.0,17.67914904859642,546.24324743471,0.5,0.21667906533553166
1,1,7,0,2,Budhanilkantha,6.0,Budhanilkantha,42500000.0,4.25,1197.87,13.0,22.0,100.0,7000.0,100.0,1000.0,500.0,500.0,100.0,500.0,6000.0,100.0,0,17.65948418097955,17.57755518264029,1.6582280766035324,7.089134725462836,0.8235259743049885,0.07424495410558844,0.8108966720196384,11.75540224058755,22.0,17.65948418097955,105.46533109584173,0.21428571428571427,0.21667906533553166
1,1,3,0,2,Kirtipur,2.0,Kirtipur,42000000.0,4.25,1369.0,8.0,16.0,400.0,10000.0,100.0,500.0,500.0,500.0,200.0,500.0,10000.0,400.0,1,17.22210768063904,17.240165031722558,1.6582280766035324,7.222566018822171,0.9411764705882353,0.06577042711249606,0.7329347794785603,11.976661757533522,16.0,17.22210768063904,34.480330063445116,0.3333333333333333,0.16683457378359495
1,1,5,0,2,Kathmandu,32.0,Narephant,62500000.0,7.0,1587.845,19.0,20.0,2000.0,2000.0,300.0,1500.0,300.0,2000.0,150.0,500.0,5000.0,2000.0,1,17.455659940384255,17.620749917248713,2.0794415416798357,7.370762616152652,0.6627757487216946,0.06577733660079721,0.6813059090991909,15.32706997788857,20.0,17.455659940384255,563.8639973519588,0.15000000000000002,0.13155467320159442
1,1,4,1,1,Budhanilkantha,4.0,Budhanilkantha,35000000.0,5.0,1283.44,9.0,13.0,1000.0,7000.0,200.0,1000.0,100.0,500.0,100.0,500.0,6000.0,500.0,0,17.65948418097955,17.57755518264029,1.791759469228055,7.15807810467655,0.7500014609203799,0.06635517611170706,0.7666636789651073,12.825554225528217,13.0,17.65948418097955,70.31022073056116,0.2,0.1608594760130434
1,1,1,0,0,Budhanilkantha,6.0,Budhanilkantha,41500000.0,4.0,1283.44,3.0,20.0,500.0,6000.0,200.0,1000.0,500.0,800.0,500.0,500.0,5000.0,500.0,0,17.65948418097955,17.57755518264029,1.6094379124341003,7.15807810467655,0.9375018261504748,0.06704081024590951,0.6711400923855205,11.520482281830867,20.0,17.65948418097955,105.46533109584173,0.25,0.1608594760130434
1,1,5,0,1,Budhanilkantha,3.0,Budhanilkantha,85000000.0,8.0,2053.5,3.0,13.0,2000.0,11000.0,200.0,4000.0,200.0,200.0,200.0,300.0,7000.0,4000.0,1,17.65948418097955,17.57755518264029,2.1972245773362196,7.627787788323465,0.75,0.05681804924618784,0.6972396662407654,16.7599627992094,13.0,17.65948418097955,52.73266554792087,0.5,0.12056473085830295
1,1,0,0,0,Budhanilkantha,3.0,Budhanilkantha,87000000.0,8.0,2053.5,3.0,13.0,2000.0,11000.0,200.0,4000.0,200.0,200.0,200.0,300.0,6000.0,4000.0,0,17.65948418097955,17.57755518264029,2.1972245773362196,7.627787788323465,0.75,0.05681804924618784,0.6972396662407654,16.7599627992094,13.0,17.65948418097955,52.73266554792087,0.25,0.12056473085830295
1,1,0,1,0,Tarkeshwor,2.0,Tarkeshwor,45000000.0,6.5,1711.25,6.0,16.0,5000.0,16000.0,300.0,5000.0,300.0,300.0,150.0,2000.0,17000.0,5000.0,0,16.987077590465482,17.039345547526526,2.0149030205422647,7.445563574078014,0.7692307692307693,0.054951698452355,0.6671580503858152,15.002088535049252,16.0,16.987077590465482,34.07869109505305,0.14285714285714285,0.1174068144882187
1,1,0,0,2,Kathmandu,31.0,Shantinagar,19900000.0,2.0,684.5,19.0,13.0,500.0,1000.0,100.0,1000.0,100.0,100.0,100.0,100.0,2000.0,300.0,0,17.67914904859642,17.620749917248713,1.0986122886681098,6.530148499002369,1.0,0.07926527404242574,0.8108966720196384,7.174101387831614,13.0,17.67914904859642,546.24324743471,0.15000000000000002,0.1752200244275466
1,1,7,0,0,Kirtipur,6.0,Kirtipur,27000000.0,4.0,1369.0,3.0,16.0,1000.0,7000.0,300.0,3000.0,230.0,270.0,150.0,424.0,9000.0,2830.0,0,17.22210768063904,17.240165031722558,1.6094379124341003,7.222566018822171,1.0,0.05951603857101961,0.703016964048387,11.624271575750626,16.0,17.22210768063904,103.44099019033536,0.25,0.12581171698773805
1,1,0,0,1,Kathmandu,14.0,Kalanki,33000000.0,3.75,1112.31,4.0,13.0,500.0,6000.0,300.0,1000.0,220.2,320.0,300.0,264.0,9000.0,2310.0,0,17.250546355419527,17.620749917248713,1.55814461804655,7.0150928389991805,0.8666647187728268,0.0608083237908895,0.6965167022168387,10.930529152183466,13.0,17.250546355419527,246.69049884148197,0.4,0.1291082968495009
1,1,4,0,1,Kathmandu,14.0,Kalanki,31000000.0,4.0,1112.31,4.0,13.0,500.0,6000.0,300.0,1000.0,220.2,320.0,300.0,264.0,9000.0,2310.0,0,17.250546355419527,17.620749917248713,1.6094379124341003,7.0150928389991805,0.8124981738495252,0.0608083237908895,0.6965167022168387,11.290356374330248,13.0,17.250546355419527,246.69049884148197,0.4,0.1291082968495009
1,1,4,0,1,Kathmandu,14.0,Kalanki,30000000.0,4.0,1112.31,4.0,16.0,700.0,7000.0,300.0,1000.0,250.2,330.0,300.0,504.0,9000.0,2700.0,0,17.250546355419527,17.620749917248713,1.6094379124341003,7.0150928389991805,0.8124981738495252,0.05968301528590234,0.6840079251416269,11.290356374330248,16.0,17.250546355419527,246.69049884148197,0.4,0.12656021288744118
1,1,5,0,1,Kathmandu,14.0,Kalanki,46000000.0,7.0,1625.68,12.0,20.0,500.0,6000.0,200.0,700.0,240.0,270.0,300.0,174.0,9000.0,2310.0,1,17.250546355419527,17.620749917248713,2.0794415416798357,7.394296406866801,0.6785682980277575,0.0608083237908895,0.7069633203975029,15.37600711993277,20.0,17.250546355419527,246.69049884148197,0.15384615384615385,0.1291082968495009
1,1,7,0,2,Kathmandu,6.0,Boudha,36500000.0,7.5,2738.0,12.0,13.0,1000.0,4000.0,90.0,1230.0,100.0,460.0,100.0,744.0,1000.0,1230.0,0,17.59922035638424,17.620749917248713,2.1400661634962708,7.915348169263078,1.0666666666666667,0.06489342469942679,0.799789255942748,16.939368789332065,13.0,17.59922035638424,105.72449950349227,0.23076923076923078,0.14053663948591427
1,1,2,0,1,Tokha,3.0,Tokha,29000000.0,4.0,1283.44,1.0,13.0,1000.0,7000.0,100.0,2000.0,100.0,640.0,50.0,100.0,6000.0,3000.0,1,17.23738480466218,17.31608987311448,1.6094379124341003,7.15807810467655,0.9375018261504748,0.05931019003388399,0.8324367927627593,11.520482281830867,13.0,17.23738480466218,51.948269619343435,1.0,0.12489538691450888
1,1,0,0,1,Tokha,6.0,Dhapasi,40000000.0,3.75,1197.88,1.0,13.0,700.0,7000.0,100.0,700.0,100.0,370.0,500.0,500.0,6000.0,3000.0,0,17.731134928950375,17.31608987311448,1.55814461804655,7.089143066616001,0.933337229121013,0.05931019003388399,0.7468309292836407,11.045910115809736,13.0,17.731134928950375,103.89653923868687,1.0,0.12489538691450888
1,1,3,0,2,Kathmandu,32.0,Narephant,40000000.0,5.5,1550.0,22.0,13.0,2000.0,2000.0,300.0,1500.0,300.0,2000.0,150.0,500.0,5000.0,2000.0,1,17.455659940384255,17.620749917248713,1.8718021769015913,7.346655163176539,0.8234278504548774,0.06577733660079721,0.6813059090991909,13.751485127379162,13.0,17.455659940384255,563.8639973519588,0.13043478260869565,0.13155467320159442
1,1,5,1,1,Kageshwori Manohara,8.0,Gothatar,39500000.0,5.5,3250.0,6.0,13.0,3000.0,4000.0,300.0,3500.0,300.0,3000.0,300.0,1000.0,4000.0,5000.0,1,17.15685712761417,17.174350741128553,1.8718021769015913,8.086717920303906,1.7265422670828077,0.059482409836398076,0.6505554601971487,15.13673620721396,13.0,17.15685712761417,137.39480592902842,0.2857142857142857,0.1174068144882187
1,1,2,1,1,Kageshwori Manohara,6.0,Mulpani,18500000.0,2.5,1300.0,1.0,13.0,2500.0,8000.0,400.0,5000.0,300.0,500.0,400.0,300.0,4000.0,4000.0,1,17.174584248119572,17.174350741128553,1.252762968495368,7.170888478512505,1.5193571950328708,0.05786494077135059,0.6366937486809525,8.983423537090559,13.0,17.174584248119572,103.04610444677132,1.0,0.12056473085830295
1,1,4,1,1,Budhanilkantha,11.0,Budhanilkantha,33500000.0,4.25,1000.0,2.0,14.0,800.0,8000.0,200.0,2000.0,100.0,500.0,200.0,500.0,6000.0,1310.0,0,17.65948418097955,17.57755518264029,1.6582280766035324,6.90875477931522,0.6874919434537876,0.061858728743212216,0.7433717625684229,11.45629114942934,14.0,17.65948418097955,193.35310700904319,0.6666666666666666,0.1393039860598197
1,1,4,0,2,Kathmandu,14.0,Syuchatar,22000000.0,2.75,906.97,3.0,16.0,1000.0,11000.0,445.0,1760.0,700.0,1000.0,1000.0,1000.0,12000.0,1000.0,0,17.293868843278084,17.620749917248713,1.3217558399823195,6.811211338407895,0.963644332292981,0.06167320806281935,0.6060269454976948,9.002758363894426,16.0,17.293868843278084,246.69049884148197,0.75,0.1447438839476537
1,1,4,1,2,Nagarjun,6.0,Ramkot,45000000.0,8.0,2738.0,8.5,13.0,1050.0,12000.0,720.0,3020.0,850.0,620.0,570.0,660.0,12000.0,2000.0,0,17.183260747347187,17.31717635288628,2.1972245773362196,7.915348169263078,1.0,0.058843786928109584,0.60146279123099,17.391797535678087,13.0,17.183260747347187,103.90305811731767,0.3157894736842105,0.13155467320159442
1,1,4,1,1,Budhanilkantha,8.0,Budhanilkantha,18000000.0,3.75,1112.31,2.0,13.0,500.0,7000.0,200.0,2000.0,200.0,500.0,100.0,500.0,4000.0,1710.0,0,17.65948418097955,17.57755518264029,1.55814461804655,7.0150928389991805,0.8666647187728268,0.061354806595483924,0.7546618700413557,10.930529152183466,13.0,17.65948418097955,140.6204414611223,0.6666666666666666,0.13432134249491332
1,1,7,1,1,Budhanilkantha,8.0,Budhanilkantha,33500000.0,5.0,1026.75,9.0,12.0,1000.0,5000.0,200.0,2000.0,100.0,200.0,100.0,100.0,4000.0,1570.0,0,17.65948418097955,17.57755518264029,1.791759469228055,6.935127225777988,0.6,0.06298474314208591,0.7666636789651073,12.426079877089,12.0,17.65948418097955,140.6204414611223,0.2,0.13587939361290882
1,1,7,1,1,Budhanilkantha,8.0,Budhanilkantha,24000000.0,3.0,752.95,6.0,13.0,1000.0,5000.0,300.0,1000.0,500.0,500.0,500.0,500.0,3000.0,2660.0,0,17.65948418097955,17.57755518264029,1.3862943611198906,6.625326052811805,0.7333333333333334,0.06096129707543838,0.6416828604012871,9.184652147593708,13.0,17.65948418097955,140.6204414611223,0.2857142857142857,0.12679964724845702
1,1,7,1,1,Kageshwori Manohara,7.0,Kadaghari,59500000.0,9.0,4150.0,9.0,13.0,2500.0,5500.0,300.0,3500.0,300.0,3000.0,50.0,600.0,8000.0,3500.0,0,17.251647602227788,17.174350741128553,2.302585092994046,8.33110454805304,1.347293239185131,0.059617888347859305,0.7325794036853516,19.183077140521824,13.0,17.251647602227788,120.22045518789987,0.2,0.1225369473015127
1,1,3,0,1,Kathmandu,14.0,Kuleshwor,45000000.0,5.0,1283.435,8.5,13.0,500.0,6000.0,200.0,1000.0,100.0,100.0,200.0,200.0,8000.0,650.0,1,17.71961858564627,17.620749917248713,1.791759469228055,7.15807421192194,0.7499985390796201,0.06588400403934416,0.7546618700413558,12.825547250648283,13.0,17.71961858564627,246.69049884148197,0.21052631578947367,0.15435648864128157
1,1,7,0,1,Budhanilkantha,6.0,Budhanilkantha,54500000.0,6.25,1711.25,3.0,20.0,320.0,9000.0,200.0,4000.0,200.0,200.0,200.0,300.0,6000.0,2500.0,0,17.65948418097955,17.57755518264029,1.9810014688665833,7.445563574078014,0.8,0.05906836119448666,0.738951942950924,14.749672376788075,20.0,17.65948418097955,105.46533109584173,0.5,0.12780457668621606
1,1,6,0,1,Budhanilkantha,8.0,Budhanilkantha,42000000.0,5.0,1197.88,3.0,13.0,320.0,11000.0,200.0,3000.0,200.0,200.0,250.0,300.0,6000.0,1530.0,1,17.65948418097955,17.57755518264029,1.791759469228055,7.089143066616001,0.7000029218407597,0.06009825637355079,0.731370916936987,12.702039218321632,13.0,17.65948418097955,140.6204414611223,0.5,0.1363572574039545
1,1,1,0,2,Kathmandu,14.0,Balkhu,40000000.0,7.0,1369.0,2.0,12.0,300.0,6000.0,200.0,1000.0,300.0,210.0,100.0,200.0,8000.0,200.0,0,18.32708011080918,17.620749917248713,2.0794415416798357,7.222566018822171,0.5714285714285714,0.07141333840723746,0.7556807785370152,15.018903817063968,12.0,18.32708011080918,246.69049884148197,1.0,0.18856166434639035
1,1,0,0,1,Kathmandu,14.0,Kalanki,37500000.0,4.0,1112.31,2.0,13.0,660.0,6000.0,140.0,1000.0,200.0,260.0,112.0,300.0,9000.0,2480.0,0,17.250546355419527,17.620749917248713,1.6094379124341003,7.0150928389991805,0.8124981738495252,0.06054698735189785,0.7561599362538467,11.290356374330248,13.0,17.250546355419527,246.69049884148197,0.6666666666666666,0.12793585629917179
1,1,7,0,1,Kathmandu,14.0,Kalanki,27500000.0,3.5,1112.31,4.0,13.0,400.0,6000.0,200.0,1000.0,200.2,280.0,222.0,244.0,9000.0,700.0,0,17.250546355419527,17.620749917248713,1.5040773967762742,7.0150928389991805,0.9285693415423145,0.06556435808105214,0.7288621139581085,10.55124257542577,13.0,17.250546355419527,246.69049884148197,0.4,0.1526133225995339
1,1,7,0,1,Kathmandu,14.0,Balkhu,130000000.0,14.0,1711.25,12.0,13.0,1000.0,6000.0,500.0,1000.0,320.2,500.0,500.0,1000.0,7000.0,500.0,0,18.32708011080918,17.620749917248713,2.70805020110221,7.445563574078014,0.35714285714285715,0.06704081024590951,0.6397110887834615,20.162959934101256,13.0,18.32708011080918,246.69049884148197,0.15384615384615385,0.1608594760130434
1,1,4,0,1,Budhanilkantha,2.0,Budhanilkantha,29900000.0,5.0,839.0,12.0,20.0,1000.0,8000.0,200.0,2000.0,500.0,800.0,500.0,500.0,6000.0,1580.0,0,17.65948418097955,17.57755518264029,1.791759469228055,6.733401891837359,0.4902848794740687,0.06115035565957109,0.6550245003201308,12.064636599817687,20.0,17.65948418097955,35.15511036528058,0.15384615384615385,0.13576234179456134
1,1,7,0,1,Nagarjun,1.0,Raniban,26500000.0,3.0,855.62,5.0,14.0,590.0,9500.0,130.0,1680.0,820.0,1560.0,188.0,800.0,11000.0,454.0,0,17.48637464870386,17.31717635288628,1.3862943611198906,6.7529944130291835,0.8333284635987339,0.06544738299413494,0.7016108814082993,9.361638075456483,14.0,17.48637464870386,17.31717635288628,0.3333333333333333,0.1633907523682738
1,1,2,0,2,Nagarjun,1.0,Raniban,55000000.0,5.0,1369.0,5.0,28.0,590.0,9500.0,130.0,1680.0,820.0,1560.0,188.0,800.0,11000.0,454.0,1,17.48637464870386,17.31717635288628,1.791759469228055,7.222566018822171,0.8,0.06544738299413494,0.7016108814082993,12.9411010563494,28.0,17.48637464870386,17.31717635288628,0.5,0.1633907523682738
1,1,7,0,1,Budhanilkantha,8.0,Budhanilkantha,40000000.0,4.0,1026.75,4.0,20.0,1000.0,8000.0,200.0,1000.0,500.0,500.0,300.0,500.0,6000.0,750.0,0,17.65948418097955,17.57755518264029,1.6094379124341003,6.935127225777988,0.75,0.064066721791834,0.669385048734634,11.161656684721018,20.0,17.65948418097955,140.6204414611223,0.4,0.1510253339838152
1,1,1,0,2,Budhanilkantha,7.0,Golfutar,58800000.0,7.45,2689.0,2.0,20.0,1000.0,5500.0,250.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.134166441369082,7.897296472595885,1.0546080272182212,0.061674762735797264,0.7552793248516958,16.854145109356566,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,1,0,2,Budhanilkantha,7.0,Golfutar,63200000.0,8.35,2689.0,2.0,20.0,1000.0,5500.0,250.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.2353763433005955,7.897296472595885,0.9409377009312274,0.061674762735797264,0.7552793248516958,17.653429710872082,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,4,0,2,Budhanilkantha,7.0,Golfutar,70100000.0,8.25,3755.0,2.0,20.0,1000.0,5500.0,250.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.224623551524334,8.231109840328154,1.3298802487991677,0.061674762735797264,0.7552793248516958,18.311120805977712,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,4,0,2,Budhanilkantha,7.0,Golfutar,70200000.0,8.25,3755.0,2.0,20.0,1000.0,5500.0,220.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.224623551524334,8.231109840328154,1.3298802487991677,0.061674762735797264,0.759546900641955,18.311120805977712,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,0,0,2,Budhanilkantha,7.0,Golfutar,68100000.0,8.55,3246.0,2.0,20.0,1000.0,5500.0,220.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.256541154492639,8.085486772102845,1.1092742813937693,0.061674762735797264,0.759546900641955,18.245233655355914,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,0,0,2,Budhanilkantha,7.0,Golfutar,66800000.0,8.3,3246.0,2.0,20.0,1000.0,5500.0,250.0,2000.0,300.0,400.0,50.0,150.0,5500.0,2000.0,0,17.813908655551227,17.57755518264029,2.2300144001592104,8.085486772102845,1.1426861573393647,0.061674762735797264,0.7552793248516958,18.030751934086155,20.0,17.813908655551227,123.04288627848203,1.0,0.13155467320159442
1,1,4,1,1,Budhanilkantha,4.0,Budhanilkantha,48000000.0,6.25,1035.0,4.0,13.0,1000.0,7000.0,200.0,1000.0,500.0,500.0,200.0,500.0,6000.0,410.0,0,17.65948418097955,17.57755518264029,1.9810014688665833,6.943122422819428,0.4838568298027757,0.0672386366591698,0.6827266886534777,13.754335718125798,13.0,17.65948418097955,70.31022073056116,0.4,0.1661517840400685
1,1,1,0,1,Budhanilkantha,4.0,Budhanilkantha,120000000.0,29.0,1100.0,16.0,16.0,1000.0,7000.0,200.0,1000.0,200.0,500.0,200.0,500.0,6000.0,490.0,0,17.65948418097955,17.57755518264029,3.4011973816621555,7.00397413672268,0.11082844260849853,0.06644406839421747,0.7104288769868247,23.821898495050633,16.0,17.65948418097955,70.31022073056116,0.11764705882352941,0.1613828801448302
1,1,1,0,2,Kathmandu,5.0,Kalopul,55000000.0,8.0,1540.125,17.0,13.0,500.0,3000.0,300.0,2000.0,500.0,500.0,500.0,500.0,3000.0,1680.0,0,17.876029166698835,17.620749917248713,2.1972245773362196,7.340267948188717,0.5625,0.06479266840961737,0.6577984524666768,16.128217139993552,13.0,17.876029166698835,88.10374958624357,0.16666666666666666,0.1346412540321955
1,1,1,0,2,Tokha,3.0,Tokha,23500000.0,2.75,855.62,8.0,13.0,1500.0,7000.0,200.0,1500.0,300.0,1000.0,300.0,500.0,6000.0,3000.0,0,17.23738480466218,17.31608987311448,1.3217558399823195,6.7529944130291835,0.9090855966531642,0.05931019003388399,0.6757279195292704,8.9258098027893,13.0,17.23738480466218,51.948269619343435,0.3333333333333333,0.12489538691450888
1,1,0,0,1,Tokha,8.0,Grande Villa,38000000.0,3.5,1112.31,1.0,13.0,700.0,6000.0,200.0,700.0,100.0,1000.0,700.0,300.0,5000.0,1000.0,0,17.322580609493897,17.31608987311448,1.5040773967762742,7.0150928389991805,0.9285693415423145,0.06406791740365603,0.7104673748809898,10.55124257542577,13.0,17.322580609493897,138.52871898491583,1.0,0.1447438839476537
1,1,1,0,1,Kathmandu,4.0,Dhumbarahi,52000000.0,5.5,1369.0,15.0,13.0,300.0,4000.0,130.0,940.3,100.0,190.0,100.0,240.0,3000.0,1514.0,0,17.544796190561573,17.620749917248713,1.8718021769015913,7.222566018822171,0.7272727272727273,0.06403085641110058,0.8136980576799848,13.5192147968468,13.0,17.544796190561573,70.48299966899485,0.125,0.1365528728628117
1,1,6,0,1,Nagarjun,1.0,Raniban,37000000.0,4.0,1369.0,7.0,20.0,1000.0,8000.0,500.0,3000.0,500.0,1000.0,500.0,1000.0,8000.0,2630.0,1,17.48637464870386,17.31717635288628,1.6094379124341003,7.222566018822171,1.0,0.05930339471206924,0.6273223119867839,11.624271575750626,20.0,17.48637464870386,17.31717635288628,0.25,0.12698220361024187
1,1,0,0,0,Budhanilkantha,3.0,Budhanilkantha,100000000.0,14.0,1711.25,3.0,13.0,200.0,11000.0,200.0,4000.0,50.0,200.0,200.0,100.0,5000.0,5000.0,0,17.65948418097955,17.57755518264029,2.70805020110221,7.445563574078014,0.35714285714285715,0.05610685330402679,0.8200197711832132,20.162959934101256,13.0,17.65948418097955,52.73266554792087,0.25,0.1174068144882187
