title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
Business Complex for sale at Gongabu,"Gongabu, Kathmandu",4.0,60000000.0,4.0,42000.0,20.0,West,2073.0,2016.0,9.0,,,6.0,5.0,"Earthquake Resistant, Drainage, Bathroom, Parking",Kathmandu
"Beautiful house on sale at Khadka Gaun, Kalanki","Khadka Gaun, Kathmandu",2.0,33000000.0,4.0,,13.0,West,2073.0,2016.0,9.0,,,5.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Residential Bungalow for sale at Dhumbarahi,"Dhumbarahi, Kathmandu",2.5,140000000.0,17.0,,15.0,South,2071.0,2014.0,11.0,,,6.0,3.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Newly built house for sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,34000000.0,4.0,,13.0,North,2077.0,2020.0,5.0,,,6.0,3.0,"Parking, Drainage, Drinking Water, Bathroom",Kathmandu
"House on sale at Khursanitar, Lazimpat","Lazimpat, Kathmandu",2.5,42000000.0,4.3,,12.0,North-East,2070.0,2013.0,12.0,,,6.0,3.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"House on rent at Khursanitar, Lazimpat","Lazimpat, Kathmandu",3.5,130000.0,4.0,,11.0,West,2074.0,2017.0,8.0,,,4.0,5.0,"Marbel, Power Backup, Drainage, Bathroom, Parking",Kathmandu
"6BHK beautiful house for sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,34500000.0,4.0,,13.0,South,2069.0,2012.0,13.0,,,6.0,3.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"House for sale in CG Villa, Sunakothi","Sunakothi, Lalitpur",2.5,37500000.0,5.0,2700.0,20.0,North-East,2073.0,2016.0,9.0,,,3.0,4.0,"Earthquake Resistant, Marbel, Parquet, Fridge, MiCrowave, Dining Room, CC Camera, Sofa, AirCon, Iron, Swimming Pool",Lalitpur
"Bungalow for sale in Sangam Awas, Bhaisepati","Bhaisepati, Lalitpur",2.5,78000000.0,6.0,2880.0,13.0,North-East,2067.0,2010.0,15.0,,,4.0,5.0,"Earthquake Resistant, Marbel, Parquet, Fridge, MiCrowave, Dining Room, CC Camera, Sofa, Amphitheatre, AirCon, Water Purifier",Lalitpur
"Beautiful house for sale in CG Hills, Hattigauda","Hattigaunda, Kathmandu",2.5,77000000.0,6.2,3500.0,20.0,West,2065.0,2008.0,17.0,,,4.0,5.0,"Gym, Earthquake Resistant, Power Backup, CC Camera, Modular Kitchen, Drinking Water, Swimming Pool, Garden",Kathmandu
Brand new house on sale at Syuchatar,"Syuchatar, Kathmandu",2.5,38000000.0,4.0,,18.0,South-East,2075.0,2018.0,7.0,,,4.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"Residential house for sale at Gwarko, Lalitpur","Gwarko, Lalitpur",1.0,15500000.0,2.3,,13.0,South,2075.0,2018.0,7.0,,,2.0,1.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
Furnished Bungalow for rent at Maharajgunj,"Maharajgunj, Kathmandu",2.0,105000000.0,11.0,,11.0,East,2064.0,2007.0,18.0,,,4.0,4.0,"Drinking Water, Bathroom, Parking, Drainage, Power Backup, Garden, Marbel",Kathmandu
"Commercial house for sale behind of Hotel Harati,�Chhetrapati","Chhetrapati, Kathmandu",5.0,125000000.0,10.0,,15.0,North,2065.0,2008.0,17.0,,,10.0,4.0,"Drainage, Bathroom, Drinking Water",Kathmandu
"4BHK beautiful house on sale at Imadol, Lalitpur","Imadol, Lalitpur",2.5,23500000.0,3.0,,13.0,East,2076.0,2019.0,6.0,,,4.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"House on sale near European Bakery, Baluwatar","Baluwatar, Kathmandu",4.0,35000000.0,2.0,,17.0,,2076.0,2019.0,6.0,,,,,"Drinking Water, Bathroom, Drainage",Kathmandu
"Beautiful Villa on rent in Cityscape, Hattiban","Hattiban, Lalitpur",2.5,85000.0,6.1,2700.0,20.0,North-East,2056.0,1999.0,26.0,,,4.0,5.0,"Marbel, Drinking Water, Bathroom, Parking, Drainage",Lalitpur
Luxurious Bungalow for sale in Sitapaila,"Sitapaila, Kathmandu",2.5,62500000.0,7.2,2734.0,17.0,North,2065.0,2008.0,17.0,,,4.0,5.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Luxurious house for rent in CG Hills, Hattigauda","Hattigaunda, Kathmandu",2.0,150000.0,7.01,2400.0,65.6,South,2060.0,2003.0,22.0,,,3.0,4.0,"Earthquake Resistant, Parquet, Marbel, Parking, Bathroom, Drainage, Drinking Water",Kathmandu
Fully furnished bungalow for rent in Sanepa,"Sanepa, Lalitpur",2.5,180000.0,12.0,,15.0,,2060.0,2003.0,22.0,,,6.0,5.0,"Marbel, Parquet, Garden, Internet, Drainage, Bathroom, Parking, Drinking Water, Power Backup",Lalitpur
"Residential house on sale at Thaiba, Godawari","Thaiba, Lalitpur",2.5,18000000.0,3.3,,20.0,South,2060.0,2003.0,22.0,,,4.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"Beautiful house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",2.5,27000000.0,3.2,,13.0,South,2065.0,2008.0,17.0,,,5.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
Residential house on sale at Koteshwor ,"Koteshwor, Kathmandu",4.0,41500000.0,4.0,,6.0,South,2073.0,2016.0,9.0,,,5.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Residential house for rent in Jorpati,"Jorpati, Kathmandu",2.0,50000.0,5.0,,14.0,,2071.0,2014.0,11.0,,,4.0,3.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"New house on sale in Sanagaun, Lalitpur","Sanagaun, Lalitpur",2.5,20400000.0,3.0,,11.5,South-West,2075.0,2018.0,7.0,,,4.0,3.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
4BHK house on sale at Bhaisepati,"Bhaisepati, Lalitpur",2.0,78000000.0,6.0,,13.0,West,2060.0,2003.0,22.0,,,4.0,5.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"Residential house on sale at Madhyapur Thimi, Bhaktpur","Chardobato, Bhaktapur",3.5,41000000.0,4.2,,20.0,South,2070.0,2013.0,12.0,,,6.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Bhaktapur
Attractive house on sale at Mandikhatar,"Mandikhatar, Kathmandu",2.5,40000000.0,4.3,,13.0,West,2076.0,2019.0,6.0,,,4.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Booking open for two bungalows in Budhanilakantha,"Deuwa chowk, Kathmandu",3.0,43500000.0,6.0,2800.0,13.0,North,2076.0,2019.0,6.0,,,6.0,4.0,"Earthquake Resistant, Parquet, Modular Kitchen, Bathroom, Power Backup, Drainage, Parking",Kathmandu
Beautiful house on sale at Dhapasi Height,"Dhapasi, Kathmandu",2.0,58000000.0,10.0,,13.0,East,2076.0,2019.0,6.0,,,4.0,4.0,"Bathroom, Drainage, Drinking Water, Parking",Kathmandu
Residential Bungalow for rent in Golfutar,"Golfutar, Kathmandu",2.5,100000.0,8.0,,15.0,West,2076.0,2019.0,6.0,,,6.0,4.0,"Marbel, Parquet, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Furnished Bungalow for rent in Manbhawan, Lalitpur","Manbhawan, Lalitpur",2.5,229999.99999999997,7.2,,15.0,South,2060.0,2003.0,22.0,,,4.0,4.0,"Drainage, Drinking Water, Bathroom, Parking, Washing Machine, Internet, Power Backup, AirCon, Modular Kitchen",Lalitpur
"House on sale in Gothatar, Kathmandu","Gothatar, Kathmandu",2.5,38000000.0,4.0,,10.0,North,2074.0,2017.0,8.0,,,8.0,5.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
House for sale in Tokha,"Grande Hospital, Kathmandu",3.0,30000000.0,3.2,,13.0,North-West,2076.0,2019.0,6.0,,,12.0,5.0,"Drainage, Bathroom, Parking, Drinking Water",Kathmandu
"Residential house on sale at Danchhi, Kageshwori","Danchhi, Kathmandu",2.5,15000000.0,3.0,,17.0,South,2070.0,2013.0,12.0,,,4.0,4.0,"Drinking Water, Drainage, Bathroom, Parking",Kathmandu
"Beautiful house on sale at Sainbu, Lalitpur","Sainbu, Lalitpur",2.5,30000000.0,4.0,,15.0,North,2076.0,2019.0,6.0,,,5.0,4.0,"Drinking Water, Drainage, Parking",Lalitpur
House for Sale in Harisddhi,"Harisiddhi, Lalitpur",2.5,35000000.0,6.0,993.0,16.5,North,2074.0,2017.0,8.0,,,7.0,4.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drainage, Power Backup, Garden, Bathroom",Lalitpur
"Attractive house on sale at Thali, Kageshwori","Thali, Kathmandu",2.5,15500000.0,3.5,,10.0,North,2075.0,2018.0,7.0,,,4.0,2.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Beautiful house on rent at Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,150000.0,14.0,,13.0,South,2076.0,2019.0,6.0,,,4.0,4.0,"Drinking Water, Drainage, Bathroom, Parking",Kathmandu
"Beautiful house on sale at Kapan, Budhanilkantha","Kapan, Kathmandu",2.5,29500000.0,4.1,,13.0,North-East,2070.0,2013.0,12.0,,,6.0,5.0,"Drinking Water, Parking, Drainage, Bathroom",Kathmandu
"Under construction house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,33500000.0,3.2,,16.0,West,2070.0,2013.0,12.0,,,,,"Drinking Water, Garden, Parking, Drainage, Bathroom",Kathmandu
Beautiful house on sale at Nakhipot,"Nakhipot, Lalitpur",3.5,50000000.0,4.5,,19.0,North,2060.0,2003.0,22.0,,,5.0,6.0,"Drinking Water, Bathroom, Drainage, Parking",Lalitpur
House for sale in Khumaltar ,"Khumaltar, Lalitpur",3.0,55000000.0,5.0,,13.0,South,2069.0,2012.0,13.0,,,3.0,4.0,"Drinking Water, Bathroom, Drainage, Parking",Lalitpur
Commercial house for sale in Maharajgunj,"Maharajgunj, Kathmandu",4.0,75000000.0,4.2,,17.0,East,2076.0,2019.0,6.0,,,8.0,8.0,"Parking, Drainage, Bathroom",Kathmandu
"Under construction house on sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",2.5,29500000.0,3.2,,11.0,North,2070.0,2013.0,12.0,,,5.0,3.0,"Drinking Water, Drainage, Parking, Bathroom",Kathmandu
"Commercial Property for rent in Syuchatar, Nagarjun","Syuchatar, Kathmandu",2.5,130000.0,16.0,2500.0,20.0,North,2070.0,2013.0,12.0,,,4.0,3.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"House on rent at Sinchahiti, Lalitpur","Sinchahiti, Lalitpur",3.0,60000.0,1.2,,14.0,South,2070.0,2013.0,12.0,,,8.0,5.0,"Drainage, Bathroom, Drinking Water",Lalitpur
"House for sale at Shankhamul, Kathmandu","Shankhamul, Kathmandu",3.5,68000000.0,6.2,,23.0,North-East,2076.0,2019.0,6.0,,,7.0,3.0,"Drinking Water, Parking, Bathroom, Drainage",Kathmandu
"House for sale at Gaurighat, Kathmandu","Gaurighat, Kathmandu",2.5,23000000.0,3.0,,13.0,West,2076.0,2019.0,6.0,,,4.0,4.0,"Drinking Water, Parking, Drainage, Bathroom",Kathmandu
Building for rent at Gothatar,"Gothatar, Kathmandu",4.5,400000.0,,,15.0,North,2075.0,2018.0,7.0,,,,10.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"Fully furnished luxurious house is for rent at Bagaincha Colony, Budhanilkantha","Narayanthan , Kathmandu",3.0,400000.0,10.2,,20.0,North-West,2076.0,2019.0,6.0,,,6.0,7.0,"Marbel, Parquet, Garden, Drainage, Drinking Water, Bathroom, Parking, Washing Machine, Fridge, Modular Kitchen",Kathmandu
"Residential house on rent at Budhanilkantha, Kathamandu","Budhanilkantha, Kathmandu",2.5,70000.0,7.3,,13.0,South,2076.0,2019.0,6.0,,,3.0,2.0,"Drainage, Drinking Water, Bathroom, Parking",Kathmandu
Fully furnished bungalow for rent in Gairidhara,"Gairidhara, Kathmandu",2.5,300000.0,16.0,,15.0,North,2071.0,2014.0,11.0,,,5.0,5.0,"Drainage, Drinking Water, Bathroom, Parking, Garden, Marbel, Power Backup, Fridge, Washing Machine, Internet",Kathmandu
"Bungalow for rent in Baluwatar, Kathmandu","Baluwatar, Kathmandu",2.5,220000.00000000003,16.0,,14.0,South,2074.0,2017.0,8.0,,,5.0,5.0,"Drainage, Power Backup, Bathroom, Parking, Marbel, Drinking Water",Kathmandu
Residential house on rent in Sanobharyang,"Sanobharyang, Kathmandu",2.5,75000.0,,,17.0,North-East,2068.0,2011.0,14.0,,,4.0,4.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"House for rent at Golfutar, Budhanilkantha","Golfutar, Kathmandu",2.0,42000.0,6.0,,11.0,West,2070.0,2013.0,12.0,,,5.0,4.0,"Drinking Water, Parking, Bathroom, Drainage",Kathmandu
"Residential house on sale at Gwarko, Lalitpur","Gwarko, Lalitpur",2.5,27000000.0,3.1,,13.0,South,2068.0,2011.0,14.0,,,4.0,3.0,"Bathroom, Drinking Water, Parking, Drainage",Lalitpur
"Attractive house on sale at Imadol, Lalitpur","Imadol, Lalitpur",2.5,29000000.0,4.0,,13.0,North,2060.0,2003.0,22.0,,,5.0,4.0,"Drinking Water, Drainage, Bathroom, Parking",Lalitpur
"Beautiful house on sale at Imadol, Mahalaxmi","Imadol, Lalitpur",2.5,27500000.0,3.2,,13.0,East,2060.0,2003.0,22.0,,,4.0,4.0,"Garden, Parking, Drainage, Bathroom",Lalitpur
Entire house for rent near Naxal Bhat Bhateni for Office,"Bhatbhateni, Kathmandu",2.0,80000.0,4.1,,12.0,,2076.0,2019.0,6.0,,,,3.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Newly built House for sale at Narayantar,"Narayantar, Kathmandu",3.5,35000000.0,4.2,,12.0,East,2060.0,2003.0,22.0,,,12.0,6.0,"Earthquake Resistant, Marbel, Parquet, Dining Room, MiCrowave, AirCon, Internet, Parking, Bed Room, Modular Kitchen, Drinking Water",Kathmandu
Beautiful house on rent at Maharajgunj,"Maharajgunj, Kathmandu",2.0,200000.0,,,11.0,West,2076.0,2019.0,6.0,,,,,"Bathroom, Drinking Water, Parking, Drainage",Kathmandu
"Commercial house for rent at Koteshwor, Kathmandu","Koteshwor, Kathmandu",3.5,100000.0,3.0,,12.5,South,2076.0,2019.0,6.0,,,,,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"House for rent at Maharajgunj, Kathmandu","Maharajgunj, Kathmandu",2.5,140000.0,11.0,,11.0,North,2057.0,2000.0,25.0,,,3.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Beautiful house on sale at Thali, Kageshwori","Thali, Kathmandu",1.0,13300000.0,3.2,712.0,10.0,West,2076.0,2019.0,6.0,,,2.0,1.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking",Kathmandu
"Attractive house on sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",2.5,28500000.0,3.2,,9.0,East,2060.0,2003.0,22.0,,,4.0,3.0,"Drinking Water, Bathroom, Parking, Drainage",Kathmandu
Commercial house for rent in Basundhara,"Basundhara, Kathmandu",3.0,150000.0,3.3,,9.0,West,,,,,,5.0,4.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Furnished Bungalow for rent at Sanepa,"Sanepa, Lalitpur",2.0,310000.0,10.0,,20.0,,2067.0,2010.0,15.0,,,4.0,5.0,"Drinking Water, Bathroom, Parking, Drainage, Fridge, Marbel",Lalitpur
Beautiful house on sale at Dhapasi,"Dhapasi, Kathmandu",2.0,61000000.0,10.0,,13.0,East,2067.0,2010.0,15.0,,,4.0,3.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Residential house on sale at Suryabinayak ,"Suryabinayak, Bhaktapur",3.0,82000000.0,6.0,,10.0,South-East,2076.0,2019.0,6.0,,,8.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Bhaktapur
Full furnished bungalow for rent at Gahana Pokhari,"Gahana Pokhari, Kathmandu",2.5,250000.0,16.0,,15.0,,2062.0,2005.0,20.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel, Parquet, AirCon, Power Backup, Fridge, Washing Machine, Garden",Kathmandu
Commercial building for rent in Hattisar,"Hattisar, Kathmandu",4.0,850000.0,23.37,8000.0,15.0,,2062.0,2005.0,20.0,,,,,"Earthquake Resistant, Marbel, Bathroom, Parking, Drainage",Kathmandu
Bungalow for rent in Gairidhara,"Gairidhara, Kathmandu",,400000.0,16.0,,15.0,,2065.0,2008.0,17.0,,,10.0,6.0,"Garden, Drainage, Drinking Water, Bathroom, Parking, Marbel",Kathmandu
"Attractive house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",3.5,46000000.0,5.3,4358.0,27.0,North-East,2068.0,2011.0,14.0,,,6.0,,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Two houses available for rent at Thado Dhunga, Jhamsikhel","Thado Dhunga, Lalitpur",3.0,350000.0,29.2,,15.0,South,2076.0,2019.0,6.0,,,,,"Garden, Drainage, Bathroom, Parking, Drinking Water, Marbel",Lalitpur
Commercial building for rent at Baluwatar,"Baluwatar, Kathmandu",4.0,725000.0,16.95,5800.0,20.0,North,2076.0,2019.0,6.0,,,,,"Parking, Drainage, Bathroom, Lift, Earthquake Resistant",Kathmandu
Attractive residential bungalow for rent at Baluwatar,"Baluwatar, Kathmandu",2.0,385000.0,22.0,,15.0,North-West,2076.0,2019.0,6.0,,,4.0,4.0,"Marbel, Parquet, Garden, Drainage, Bathroom, Parking, Drinking Water, Power Backup",Kathmandu
Residential bungalow for rent in Bansbari,"Bansbari, Kathmandu",2.5,120000.0,5.0,,15.0,South,2076.0,2019.0,6.0,,,4.0,3.0,"Marbel, Parquet, Garden, Drainage, Bathroom, Drinking Water, Parking, Power Backup",Kathmandu
House on rent in Sinamangal,"Sinamangal, Kathmandu",3.0,210000.0,11.0,,15.0,North,2076.0,2019.0,6.0,,,8.0,5.0,"Marbel, Garden, Drainage, Bathroom, Parking, Drinking Water",Kathmandu
"House for rent at Bhatbhateni, Naxal","Naxal, Kathmandu",,80000.0,,,15.0,North-East,2076.0,2019.0,6.0,,,9.0,3.0,"Marbel, Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"Residential house for sale near Mahalaxmi Temple, Lubhu","Lubhu, Lalitpur",2.5,17000000.0,2.2,,13.0,North-East,2076.0,2019.0,6.0,,,5.0,2.0,"Bathroom, Drainage, Parking, Marbel, Drinking Water, Earthquake Resistant",Lalitpur
Full furnished house on sale at Golfutar,"Golfutar, Kathmandu",2.5,80000000.0,9.0,,11.0,,2077.0,2020.0,5.0,,,,,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Fully furnished house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",3.0,39000000.0,6.0,,14.5,South-West,2077.0,2020.0,5.0,,,6.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Residential house for rent at Jorpati,"Jorpati, Kathmandu",2.0,50000.0,5.0,,15.0,,2070.0,2013.0,12.0,,,4.0,3.0,"Marbel, Earthquake Resistant, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"Residential house on sale at Jarankhu, Kathmandu","Jarankhu, Kathmandu",2.5,16000000.0,3.2,,10.0,South-West,2069.0,2012.0,13.0,,,4.0,3.0,"Bathroom, Drainage, Parking",Kathmandu
"House for rent at Bakhundol, Sanepa","Bakhundole, Lalitpur",3.0,125000.0,,,10.0,,2075.0,2018.0,7.0,,,7.0,,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"House on sale near Chirayu Hospital, Basundhara","Basundhara, Kathmandu",3.0,75000000.0,7.2,,15.0,,2062.0,2005.0,20.0,,,,,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Land on sale at Sinamangal, Kathmandu","Sinamangal, Kathmandu",,5300000.0,63.26,,11.0,East,2062.0,2005.0,20.0,,,,,,Kathmandu
"House on sale in Katunje, Bhaktpur","Katunje, Bhaktapur",2.5,35000000.0,8.0,,13.0,North,2065.0,2008.0,17.0,,,5.0,4.0,"Drinking Water, Bathroom, Drainage, Parking",Bhaktapur
"Newly Built residential house for sale in Chyau Danda, Lalitpur","Chyau Danda, Lalitpur",2.5,24000000.0,3.0,,20.0,South,2068.0,2011.0,14.0,,,4.0,3.0,"Earthquake Resistant, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Under construction house for sale in Bansbari,"Bansbari, Kathmandu",2.5,65000000.0,6.1,,15.0,North,2076.0,2019.0,6.0,,,3.0,3.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"House for rent at Maijubahal, Kathmandu","Maijubahal, Kathmandu",2.0,135000.0,17.0,,14.0,,2076.0,2019.0,6.0,,,13.0,5.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
House on urgent sale at Imadol,"Imadol, Lalitpur",2.5,26500000.0,3.1,,20.0,South,2076.0,2019.0,6.0,,,4.0,3.0,"Drainage, Bathroom, Parking, Marbel, Earthquake Resistant",Lalitpur
"Residential house on sale at Nayabazar, Kathmandu","Naya Bazar, Kathmandu",2.5,33000000.0,4.0,,10.0,North,2076.0,2019.0,6.0,,,5.0,4.0,"Marbel, Parquet, Bathroom, Drinking Water, Parking, Drainage",Kathmandu
House For Rent at Imadol ,"Imadol, Lalitpur",2.5,60000.0,3.94,1350.0,16.0,North-West,2076.0,2019.0,6.0,,,4.0,5.0,"Bathroom, Parking, Drainage, Earthquake Resistant, Marbel, Modular Kitchen, Drinking Water, Internet",Lalitpur
"Luxurious Houses available at Dhapakhel, Downtown Residency","Nagdaha, Lalitpur",2.5,41500000.0,4.0,2754.0,20.0,South,2070.0,2013.0,12.0,,,4.0,4.0,"Earthquake Resistant, Parking, Modular Kitchen, Power Backup, Swimming Pool, Drinking Water, Gym",Lalitpur
Brand new house for sale in Thecho,"Thecho, Lalitpur",2.5,19000000.0,4.0,,16.0,North,2074.0,2017.0,8.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Bungalow House for sale in Mandikhatar,"Mandikhatar, Kathmandu",2.5,65000000.0,8.0,,13.0,North-East,2076.0,2019.0,6.0,,,5.0,5.0,"Drinking Water, Bathroom, Parking, Marbel, Drainage",Kathmandu
"Residential house for sale in Icimod, Khumaltar","Icimod, Lalitpur",2.5,30500000.0,4.0,,13.0,West,2076.0,2019.0,6.0,,,5.0,4.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Commercial house on sale in Imadol,"Imadol, Lalitpur",2.5,40000000.0,4.0,1893.0,26.0,North,2070.0,2013.0,12.0,,,3.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Power Backup",Lalitpur
Commercial building on sale at Nakhipot,"Nakhipot, Lalitpur",3.5,70000000.0,4.0,,15.0,North-East,2076.0,2019.0,6.0,,,3.0,,"Earthquake Resistant, Marbel, Bathroom, Parking, Drinking Water, Drainage, Modular Kitchen",Lalitpur
Under Construction Bungalow for sale in Chundevi,"Chundevi, Kathmandu",2.5,75000000.0,6.1,,15.0,South,2077.0,2020.0,5.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Modern Houses for Sale at Godawari Valley, Taukhel","Godawari, Lalitpur",2.5,41900000.00000001,5.0,3360.0,20.0,North,2070.0,2013.0,12.0,,,5.0,4.0,"Earthquake Resistant, Gym, Power Backup, Playground, Swimming Pool, Drinking Water, Bathroom",Lalitpur
"House on sale at Kapan, Chunikhel","Chunikhel, Kathmandu",3.5,25000000.0,3.0,,10.0,South,2069.0,2012.0,13.0,,,7.0,3.0,"Earthquake Resistant, Marbel, Drainage, Power Backup, Drinking Water, Bathroom, Parking",Kathmandu
Residential house for sale in Gairidhara,"Gairidhara, Kathmandu",2.5,51000000.0,5.0,,12.0,North,2075.0,2018.0,7.0,,,4.0,4.0,"Marbel, Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"Residential house for sale at Khursanitar, Lazimpat","Lazimpat, Kathmandu",2.5,56000000.0,6.0,,11.0,East,2062.0,2005.0,20.0,,,5.0,4.0,"Marbel, Bathroom, Parking, Drainage, Drinking Water",Kathmandu
"House on sale at Lampokhari, Chabahil","Chabahil, Kathmandu",2.5,35000000.0,6.2,,8.0,West,2062.0,2005.0,20.0,,,4.0,2.0,"Garden, Power Backup, Parking, Bathroom, Drainage, Drinking Water, Marbel",Kathmandu
Bungalow house for rent in Basundhara,"Basundhara, Kathmandu",1.5,300000.0,18.2,,15.0,,2065.0,2008.0,17.0,,,5.0,6.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking, Garden",Kathmandu
"Residential house for rent at Sitapaila, Nagarjun","Sitapaila, Kathmandu",,80000.0,6.1,,13.0,North-West,2068.0,2011.0,14.0,,,,,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"House on rent at Gongabu, Kathmandu","Gongabu, Kathmandu",2.5,140000.0,8.0,,16.0,South,2076.0,2019.0,6.0,,,5.0,3.0,"Drainage, Bathroom, Drinking Water, Garden, Parking",Kathmandu
Attractive house on sale at Chandragiri,"Matatirtha, Kathmandu",1.0,18000000.0,4.0,980.0,13.0,North-East,2076.0,2019.0,6.0,,,3.0,2.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
