category,ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
land,HB-F52ED9,Bhaktapur land on sell,"Masandol, Ethuli Planning Sadak, Changunarayan-9, Bhaktapur, Bagmati Pradesh",Bhaktapur,Masandol,Unknown,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-739B26,आकर्षक घडेरी बिक्रिमा,"Khuipu, Shiva Dol Marg, Lalitpur-22, Lalitpur, Bagmati Pradesh",Lalitpur,Khuipu,13-20 Ft,2200000.0,21.0,2200000.0,46200000.0,False,False,False,False
land,HB-E8C328,25 Aana Land For Sale In Thankot,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,Unknown,3500000.0,25.0,3500000.0,87500000.0,False,False,False,False
land,HB-C9BC97,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,13-20 Ft,3700000.0,10.0,3700000.0,37000000.0,False,False,False,False
land,HB-C06F4E,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,Above 20 Ft,5700000.0,7.0,5700000.0,39900000.0,False,False,False,False
land,HB-E7599F,14 Aana Land On Sale Sukedhara Chowk.,"आनन्द नगर, महाङ्काल, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,आनन्द नगर,13-20 Ft,6700000.0,14.0,6700000.0,93800000.0,False,False,False,False
land,HB-5DBEB2,20 Aana Land On Sale Budhha Colony Budhanilkantha,"खड्का भद्रकाली, बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,खड्का भद्रकाली,13-20 Ft,6400000.0,20.0,6400000.0,128000000.0,False,False,False,False
land,HB-9D7239,4 anna gharadi,"Itaiti, Godawari-9, Lalitpur, Bagmati Pradesh",Lalitpur,Itaiti,Above 20 Ft,675000.0,4.0,675000.0,2700000.0,False,False,False,False
land,HB-CC0752,140Aana Land On Sale Budhanilkantha Sidharta Colon,"बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,5800000.0,40.0,5800000.0,232000000.0,False,False,False,False
land,HB-FC0179,15 Aana Land On Sale Budhanilkantha Deuba Chowk.,"बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,4500000.0,15.0,4500000.0,67500000.0,False,False,False,False
land,HB-57ABA4,Jagga Bikrima Land In Sell At Sirutar,"Balkot-Biruwa Road, Sirutar, Suryabinayak, Suryabinayak Municipality, Bhaktapur",Bhaktapur,Balkot,13-20 Ft,3050000.0,5.0,3050000.0,15250000.0,False,False,False,False
land,HB-0D3686,Land for Sale at Goldhunga,"Tarakeshwor-5, Kathmandu, Bagmati Pradesh",Kathmandu,Tarakeshwor,Above 20 Ft,4800000.0,4.81,4800000.0,23087999.999999996,False,False,False,False
land,HB-54C846,3.5 Ropani Land for Sale: 6 km from Kalanki,"Aama Ko Achar Homemade, Chandragiri-8, Kathmandu",Kathmandu,Aama Ko Achar Homemade,Unknown,2200000.0,56.0,2200000.0,123200000.0,False,False,False,True
land,HB-FEF2D3,27 Ana Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6500000.0,27.0,6500000.0,175500000.0,False,False,False,False
land,HB-C6070B,"Land On Sale At Hattigaunda, Budhanilkantha","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",Kathmandu,Hattigauda,Pitched Road,5000000.0,15.0,5000000.0,75000000.0,False,False,False,False
land,HB-BA1A0C,"Land On Sale At Jhor, Tokha","Jhor Waterfall., Tarakeshwor-1, Kathmandu",Kathmandu,Jhor Waterfall.,Pitched Road,2200000.0,5.0,2200000.0,11000000.0,False,False,False,False
land,HB-58CC43,"Land On Sale At Chapali Ghumti, Budhanilkantha","Chapali Ghumti, Golphutar Main Sadak, Budhanilakantha-4, Kathmandu",Kathmandu,Chapali Ghumti,Pitched Road,4500000.0,8.0,4500000.0,36000000.0,False,False,False,False
land,HB-5C569F,पेप्सीकोला दिब्श्वोरी प्लानिंगको हाइटमा सस्तो जग्ग,"मगर गाउ, Madhyapur Thimi-2, Bhaktapur, Bagmati Pradesh",Bhaktapur,मगर गाउ,Pitched Road,3800000.0,5.9375,3800000.0,22562500.0,False,False,False,False
land,HB-D6ADCB,40.5 Aana Land For Sale In Kirtipur,"Chalnakhel Phc, Dakshinkali-1, Kathmandu",Kathmandu,Chalnakhel Phc,Unknown,1500000.0,40.5,1500000.0,60750000.0,False,False,False,False
land,HB-1DED4E,House For Sale In Kirtipur,"Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,Unknown,7000000.0,9.5,7000000.0,66500000.0,False,False,False,False
land,HB-966BEB,SANEPA – 14 ROPANI LAND FOR SALE,"Sanepa Store, Lalitpur-2, Lalitpur",Lalitpur,Sanepa,Pitched Road,8000000.0,224.0,8000000.0,1792000000.0,False,True,False,True
land,HB-74BE05,JHAMSIKHEL – 22 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,12500000.0,22.0,12500000.0,275000000.0,False,False,False,False
land,HB-C2083E,JHAMSIKHEL – 7 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,20000000.0,7.0,20000000.0,140000000.0,False,False,False,False
land,HB-27B494,BAKHUNDOLE – 12 AANA COMMERCIAL LAND SALE,"Bakhundole, Lalitpur-1, Lalitpur",Lalitpur,Bakhundole,Unknown,15500000.0,12.0,15500000.0,186000000.0,False,False,False,False
land,HB-D9446C,"Land for Sale in Satungal, Kanchan Basti – 9 Aana!","Kanchanbasti Pasal, Satungal Road, Chandragiri-10, Kathmandu",Kathmandu,Kanchanbasti Pasal,Unknown,3100000.0,9.0,3100000.0,27900000.0,False,False,False,False
land,HB-8C6754,Plot Land Sale At Dhusal dhara Harisiddhi Lalitpur,"Taa Lan Marg Dakshin, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Taa Lan Marg Dakshin,13-20 Ft,3700000.0,4.0,3700000.0,14800000.0,False,False,False,False
land,HB-502D2B,Perfect land for sale 3.5 ana @Tathali bhaktapur,"Chundevi Tole Sadak, Changunarayan-9, Bhaktapur, Bagmati Pradesh",Bhaktapur,Chundevi Tole Sadak,Above 20 Ft,90.0,3.3,9000000.0,29700000.0,False,False,False,False
land,HB-A0540C,"10 Aana Jgga for sale in Kathmandu,Dahachok","Mohan Chok, Kathmandu-24, Kathmandu, Bagmati Pradesh",Kathmandu,Mohan Chok,Unknown,19000000.0,9.99853907962016,19000000.0,189972242.51278305,False,False,False,False
land,HB-4106BC,"Kalu Panday, Daha Chwok 2 Ropani","Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,1300000.0,32.0,1300000.0,41600000.0,False,False,False,False
land,HB-BFF617,22 Aana Commercial Land On Sale Dillibazar,"Dillibazar Sadak, Kalikasthan, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Dillibazar Sadak,Above 20 Ft,14000000.0,22.0,14000000.0,308000000.0,False,False,False,False
land,HB-DD737B,land on sale lalitpur ko sanipama,"Bakhundol, Lalitpur-2, Lalitpur, Bagmati Pradesh",Lalitpur,Bakhundol,Pitched Road,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
land,HB-FCFB13,land for sale bhaisepati magargau lalitpur 4aana,"Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sainbu,Above 20 Ft,5200000.0,4.0,5200000.0,20800000.0,False,False,False,False
land,HB-66D6CB,CHECKPOST|GHUMAUNE,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",Kathmandu,Manjushree Marg,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-81C991,THANKOT|CHECKPOST,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",Kathmandu,Manjushree Marg,Pitched Road,3600000.0,4.0,3600000.0,14400000.0,False,False,False,False
land,HB-03CEF8,Land With Old House On Sale At Anamnagar,"Anamnagar Stop, टङ्कप्रसाद सडक, Kathmandu-29, Kathmandu",Kathmandu,Anamnagar Stop,Pitched Road,9800000.0,5.75,9800000.0,56350000.0,False,False,False,False
land,HB-6F7895,13 Ana Land For Sell On Tinkune,"Tinkune Gairigaun, Kathmandu-14, Kathmandu",Kathmandu,Tinkune Gairigaun,Unknown,70.0,13.0,7000000.0,91000000.0,False,False,False,False
land,HB-909099,4.1 Ana Land For Sale At Sukedhara Nelopul,"St. Davis Academy, Sir Raj Bahadur Road, Ananda Nagar, Mahankal, Budhanilkantha Municipality, Kathmandu",Kathmandu,St. Davis Academy,Unknown,7000000.0,4.1,7000000.0,28699999.999999996,False,False,False,False
land,HB-43593B,land for sale bhaisepati height lalitpur 8 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,4500000.0,8.0,4500000.0,36000000.0,False,False,False,False
land,HB-85899D,4 ana 2 dam jagga bikri ma at gousingal sanep,"Dynamic Public School, गुसिगाल मार्ग, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,गुसिगाल मार्ग,9-12 Ft,6200000.0,4.0,6200000.0,24800000.0,False,False,False,False
land,HB-39E91D,land for sale tahachal kathamandu 8 aana,"Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,9-12 Ft,6500000.0,8.0,6500000.0,52000000.0,False,False,False,False
land,HB-CE5ACA,Land -Sale,"Dahachowk Bridge, Chandragiri-12, Kathmandu",Kathmandu,Dahachowk Bridge,Pitched Road,14900000.0,4.0,14900000.0,59600000.0,False,False,False,False
land,HB-93D820,land for sale kalimati Bafal kathamanbu 6 aana,"Bijay Marg, Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,13-20 Ft,6700000.0,6.0,6700000.0,40200000.0,False,False,False,False
land,HB-40A792,land for sale kalimati bafal kathamandu 10.5 aana,"Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kathmandu Metropolitan,13-20 Ft,6500000.0,10.0,6500000.0,65000000.0,False,False,False,False
land,HB-9C9FC4,Comland for sale kalimati kathamanbu 8 aana solati,"Spark Health Homes Hospital, Ganeshman Singh Road, Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,Above 20 Ft,17500000.0,8.0,17500000.0,140000000.0,False,False,False,False
land,HB-BB303B,Land for Sale in Dakshidhara – 4 Aana!,"Dhaksi Futsal, Chandragiri-8, Kathmandu",Kathmandu,Dhaksi Futsal,Unknown,2500000.0,4.0,2500000.0,10000000.0,False,False,False,False
land,HB-D8FE91,5 Aana Land On Sale At Bansbari,"The Steaming Pitcher, Dhapasi Marg, Kathmandu-3, Kathmandu",Kathmandu,The Steaming Pitcher,Pitched Road,7000000.0,5.0,7000000.0,35000000.0,False,False,False,False
land,HB-39155D,Land On Sale Near Samakhusi Chowk,"Samakhushi Chowk, Tokha-10, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Pitched Road,6500000.0,4.0,6500000.0,26000000.0,False,False,False,False
land,HB-683C63,land on sale lalitpur ko harshidhe ma,"153/91 Chautara- Harishiddi Marg, Chautara Tole, Lalitpur-24, Lalitpur, Bagmati Pradesh",Lalitpur,91 Chautara,Gravel Road,4500000.0,4.0,4500000.0,18000000.0,False,False,False,False
land,HB-9F38B9,land on sale lalitpur ko thaibha ma,"Thaiba Christian church, Godawari-14, Lalitpur, Bagmati Pradesh",Lalitpur,Thaiba Christian Church,13-20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
land,HB-61E38A,land on sale lalitpur ko ghodamchaurko,"Damaitar, Godawari-1, Lalitpur, Bagmati Pradesh",Lalitpur,Damaitar,13-20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
land,HB-01E366,3 आना land for sale Tallo pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,3500000.0,3.0,3500000.0,10500000.0,False,False,False,False
land,HB-2F50F2,"3.2 Anna Land for sale Dibayeswori Plan, Bhaktapur","Dibeshwory Party Palace, Madhyapur Thimi-1, Bhaktapur",Bhaktapur,Dibeshwory Party Palace,Above 20 Ft,7000000.0,3.2,7000000.0,22400000.0,False,False,False,False
land,HB-7DC918,20 aana land for sale Pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Above 20 Ft,4600000.0,20.0,4600000.0,92000000.0,False,False,False,False
land,HB-013613,"Dhapakhel, sunakoti, jharuwarashi land on sell","F1 soft Tower, Lalitpur-3, Lalitpur",Lalitpur,F1 Soft Tower,Pitched Road,25.35,8.0,2535000.0,20280000.0,False,False,False,False
land,HB-71D2AF,4 aana land for sale Chapali Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5600000.0,4.0,5600000.0,22400000.0,False,False,False,False
land,HB-4C6D69,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,3600000.0,10.0,3600000.0,36000000.0,False,False,False,False
land,HB-B60A13,Land for Sale at Budanilkantha,"Budanilkantha, Budhanilakantha-1, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4000000.0,7.0,4000000.0,28000000.0,False,False,False,False
land,HB-B4FB3E,4.5 Aana Land For Sale In Bafal,"Bafal, Tahachal Marg, Kathmandu-13, Kathmandu",Kathmandu,Bafal,Unknown,6500000.0,4.5,6500000.0,29250000.0,False,False,False,False
land,HB-88298E,Land for Sale at Chundevi Baluwatar,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,6300000.0,4.0,6300000.0,25200000.0,False,False,False,False
land,HB-1C71E4,Land for Sale at Chundevi,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,7000000.0,6.0,7000000.0,42000000.0,False,False,False,False
land,HB-187DE0,Land for Sale at Dukhu Chundevi,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,7000000.0,12.0,7000000.0,84000000.0,False,False,False,False
land,HB-F0BA8E,Land On Sale At Gahana Pokhari,"Gahana Pokhari, Amar Chitrakar Marg, Kathmandu-15, Kathmandu",Kathmandu,Gahana Pokhari,Pitched Road,8200000.0,4.0,8200000.0,32800000.0,False,False,False,False
land,HB-F55029,Land for Sale at Bhangal,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,Pitched Road,3500000.0,3.0,3500000.0,10500000.0,False,False,False,False
land,HB-B5E768,Land for Sale at Bhangal Height,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,Pitched Road,4400000.0,4.0,4400000.0,17600000.0,False,False,False,False
land,HB-7D91DE,"Land Sale in Bajrabarahi, Jharuwarasi 3-0-3","Jharuwarasi, Godawari-13, Lalitpur, Bagmati Pradesh",Lalitpur,Jharuwarasi,Gravel Road,2300000.0,3.0,2300000.0,6900000.0,False,False,False,False
land,HB-C24885,"Cheaper Land in Chhampi, Lalitpur (छम्पीमा आठ आना)","Chhampi, Godawari-9, Lalitpur",Lalitpur,Chhampi,Unknown,500000.0,8.0,500000.0,4000000.0,False,False,False,False
land,HB-F1D482,Budhanilkantha wasik ma 4 aana ramro jagga,"Budhanikantha Entry Gate, Budhanilakantha-3, Kathmandu",Kathmandu,Budhanikantha Entry Gate,Gravel Road,2700000.0,4.0,2700000.0,10800000.0,False,False,False,False
land,HB-D39958,5 anna land for sale at bhaisepati Second Awash,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Unknown,5000000.0,5.0,5000000.0,25000000.0,False,False,False,False
land,HB-8D7CC6,18 anna land for sale at bhasiepati,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Unknown,4300000.0,18.0,4300000.0,77400000.0,False,False,False,False
land,HB-1524A9,"3.1 anna land for sale at bhaisepati , lalitpur","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Unknown,4500000.0,3.1,4500000.0,13950000.0,False,False,False,False
land,HB-B3758D,Commercial Land for Sale on Dakshinkali Hwy Chobar,"Bamboo House Newari Khaja Ghar, Kirtipur-6, Kathmandu",Kathmandu,Bamboo House Newari Khaja Ghar,Above 20 Ft,5990000.0,8.0,5990000.0,47920000.0,False,False,False,False
land,HB-6BFE83,Land on sale,"Balkot, Madhyapur Thimi-5, Bhaktapur",Bhaktapur,Balkot,Pitched Road,44.0,4.0,4400000.0,17600000.0,False,False,False,False
land,HB-F092E5,land for sale jawalakhel lalitpur 8 aana,"Phaikhel Marg, Ekantakuna, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Ekantakuna,Above 20 Ft,11500000.0,8.0,11500000.0,92000000.0,False,False,False,False
land,HB-9FABB3,land for sale jawalakhel lalitpur 22 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,Above 20 Ft,12500000.0,22.0,12500000.0,275000000.0,False,False,False,False
land,HB-B750FC,land for sale bhaisepati lalitpur 16 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,13-20 Ft,5200000.0,16.0,5200000.0,83200000.0,False,False,False,False
land,HB-E2E7A9,Land for sale Lamatra near suvatara school,"Mahalaxmi Municipality Ward 9 Office, Lamatar, Mahalaxmi-9, Lalitpur",Lalitpur,Lamatar,Gravel Road,22.0,6.0,2200000.0,13200000.0,False,False,False,False
land,HB-7F9743,Residential Land for Sale in Durga Nagar Colony!,"Durganagar Colony, Sukraraj Marg, Nagarjun-9, Kathmandu",Kathmandu,Durganagar Colony,Above 20 Ft,5200000.0,9.0,5200000.0,46800000.0,False,False,False,False
land,HB-D92D96,semi commercial 14.5 Anna Land sale imadol,"Ratamakai Chowk, ग्वार्को-लामाटार सडक, Mahalaxmi-1, Lalitpur, Bagmati Pradesh",Lalitpur,Gwarko,Above 20 Ft,5600000.0,14.0,5600000.0,78400000.0,False,False,False,False
land,HB-1BAF86,"Land on sale at Indrayni , Sakhu","Sakhu Prahari Stason - साखु प्रहरी स्टेसन, Sankhu Road, Shankharapur-6, Kathmandu",Kathmandu,Sakhu Prahari Stason,Pitched Road,1800000.0,6.0,1800000.0,10800000.0,False,False,False,False
land,HB-933E17,"— 8 Aana Land For Sale — 📍Pasikot, 900 M","kapurchowk road, Budhanilakantha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Above 20 Ft,4200000.0,8.0,4200000.0,33600000.0,False,False,False,False
land,HB-830A70,commercial Land for sale imadol lalitpur 22 ana,"Krishna Temple, Gwarko-Lamatar Road, Mahalaxmi, Mahalaxmi Municipality, Lalitpur",Lalitpur,Krishna Temple,Above 20 Ft,7500000.0,22.0,7500000.0,165000000.0,False,False,False,False
land,HB-AEA35E,BAKHUNDOLE – 12 AANA COMMERCIAL LAND SALE,"Bakhundole, Lalitpur-1, Lalitpur",Lalitpur,Bakhundole,Pitched Road,15500000.0,12.0,15500000.0,186000000.0,False,False,False,False
land,HB-F1B71F,imadol land sale,"Timalsina Chowk, Mahalaxmi-1, Lalitpur, Bagmati Pradesh",Lalitpur,Mahalaxmi,13-20 Ft,4600000.0,3.0,4600000.0,13800000.0,False,False,False,False
land,HB-7AEC84,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,13-20 Ft,3800000.0,10.0,3800000.0,38000000.0,False,False,False,False
land,HB-30298F,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,13-20 Ft,5500000.0,10.0,5500000.0,55000000.0,False,False,False,False
land,HB-BBE5DA,⚠️ DEALS LIKE THIS DON’T COME TWICE!!,"Tahakhel, Godawari-10, Lalitpur",Lalitpur,Tahakhel,Unknown,1800000.0,4.2,1800000.0,7560000.0,False,False,False,False
land,HB-B3AB91,⚠️ ONLY A FEW PLOTS LEFT.,"Bhalutar, Mahalaxmi-9, Lalitpur",Lalitpur,Bhalutar,Unknown,2500000.0,4.0,2500000.0,10000000.0,False,False,False,False
land,HB-C5EDEF,16 Ropani Land Sale At Dakxinkali Kathmandu,"F22, Dakshinkali, Dakshinkali Municipality, Kathmandu",Kathmandu,Dakshinkali,13-20 Ft,320000.0,16.0,320000.0,5120000.0,False,False,True,False
land,HB-08CDDD,Land for Sale in Lamatar 4aana!,"Lamatar Gym And Fitness, Mahalaxmi-9, Lalitpur",Lalitpur,Lamatar Gym And Fitness,Unknown,2200000.0,4.0,2200000.0,8800000.0,False,False,False,False
land,HB-B321B4,Land for Sale in Lamatar!,"Lamatar Gym And Fitness, Mahalaxmi-9, Lalitpur",Lalitpur,Lamatar Gym And Fitness,Unknown,2600000.0,3.5,2600000.0,9100000.0,False,False,False,False
land,HB-9C420C,3 Aana 1 Paisa 3 Dam Land For Sale In Thimi,"Thimi, Madhyapur Thimi-2, Bhaktapur",Bhaktapur,Thimi,Unknown,4300000.0,3.0,4300000.0,12900000.0,False,False,False,False
land,HB-ADCBA7,Land On Sale At Dhumbarahi Near Ringroad,"Dhumbarahi, Kathmandu-4, Kathmandu",Kathmandu,Dhumbarahi,Pitched Road,7500000.0,6.5,7500000.0,48750000.0,False,False,False,False
land,HB-A7652F,Land Sale 0-3-0,"Rani Ban, Kathmandu-3, Kathmandu",Kathmandu,Rani Ban,Pitched Road,4000000.0,3.0,4000000.0,12000000.0,False,False,False,False
land,HB-B7B2AB,1 ropani land for sale Pasikot Budhanilkantha,"Kholagaal, उत्तर ढोका रोड, Kathmandu-1, Kathmandu, Bagmati Pradesh",Kathmandu,Kholagaal,Above 20 Ft,4100000.0,16.0,4100000.0,65600000.0,False,False,False,False
land,HB-4B42D1,4 Aana land sale futung Kathmandu,"Futung Nagpokhari, Tarakeshwar, Kathmandu, रत्नपार्क-फुटुङ सडक, Tarakeshwor-9, Kathmandu",Kathmandu,Futung Nagpokhari,Pitched Road,10000000.0,4.0,10000000.0,40000000.0,False,False,False,False
land,HB-EDCE43,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4200000.0,5.0,4200000.0,21000000.0,False,False,False,False
land,HB-D02185,Sitapaila chowk ma urgent jagga bikrima,"Nagarjun-4, Kathmandu, Bagmati Pradesh",Kathmandu,Nagarjun,Above 20 Ft,4500000.0,15.0,4500000.0,67500000.0,False,False,False,False
land,HB-890B12,land for sale jawalakhel lalitpur 19 aana,"न टोल मार्ग पूर्व, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,न टोल मार्ग पूर्व,13-20 Ft,10000000.0,19.0,10000000.0,190000000.0,False,False,False,False
