neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
Baluwatar,Kathmandu,"Baluwatar, Kathmandu",,,,20.0,Pitched,South-West,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",6500000.0,,,13.0,Paved,West,False,False,False,False,False
Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",5300000.0,10.1,53530000.0,20.0,Pitched,South-East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4200000.0,,,16.0,Pitched,West,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",5200000.0,,,13.0,Pitched,South-West,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4800000.0,,,14.0,Gravel,North-East,False,False,False,False,False
Gwarko,Lalitpur,"Gwarko, Lalitpur",5500000.0,,,20.0,Gravel,East,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",8500000.0,,,26.0,Paved,East,False,False,False,False,False
Ramkot,Kathmandu,"Ramkot, Kathmandu",2800000.0,9.2,25759999.999999996,26.0,Pitched,North,False,False,False,False,False
Bakhri Gaun,Bhaktapur,"Bakhri Gaun, Bhaktapur",900000.0,,,20.0,Gravel,East,False,False,False,False,False
Wasik,Kathmandu,"Wasik, Kathmandu",3800000.0,11.2,42560000.0,13.0,Gravel,East,False,False,False,False,False
Wasik,Kathmandu,"Wasik, Kathmandu",4000000.0,24.2,96800000.0,13.0,Gravel,East,False,False,False,False,False
Lama Gaun,Nuwakot,"Lama Gaun, Nuwakot",75000.0,105.1,7882500.0,13.0,Gravel,,False,False,True,True,False
Kharibhanjyang,Nuwakot,"Kharibhanjyang, Nuwakot",62500.0,108.3,6768750.0,13.0,Gravel,,False,False,True,True,False
Lele,Lalitpur,"Lele, Lalitpur",1250000.0,,,20.0,Gravel,East,False,False,False,False,False
Naxal,Kathmandu,"Naxal, Kathmandu",7500000.0,,,16.0,Pitched,South-East,False,False,False,False,False
Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",4500000.0,,,14.0,Paved,South,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",,,,25.0,Paved,East,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",,,,25.0,Paved,East,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",,,,35.0,Paved,East,False,False,False,False,False
Chandol,Kathmandu,"Chandol, Kathmandu",6500000.0,,,13.0,Pitched,West,False,False,False,False,False
"Unknown, Unknown",Nuwakot,", Nuwakot",62370.06237006237,96.2,6000000.0,20.0,Gravel,East,False,False,True,True,False
Mahadev Danda,Nuwakot,"Mahadev Danda, Nuwakot",56346.381969157774,84.3,4750000.0,20.0,Gravel,East,False,False,True,True,False
Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",5000000.0,,,13.0,Paved,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",2500000.0,,,16.0,Gravel,North,False,False,False,False,False
Tangal,Kathmandu,"Tangal, Kathmandu",,,,12.0,Paved,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,,,,,,False,False,False,False,False
Gwarko,Lalitpur,"Gwarko, Lalitpur",5000000.0,5.2,26000000.0,13.0,Paved,North,False,False,False,False,False
Hattigauda,Kathmandu,"Hattigauda, Kathmandu",3900000.0,,,13.0,Gravel,North,False,False,False,False,False
Samakhusi,Kathmandu,"Samakhusi, Kathmandu",10000000.0,12.2,122000000.0,20.0,Pitched,South,False,False,False,False,False
Shankhamul,Kathmandu,"Shankhamul, Kathmandu",7500000.0,29.2,219000000.0,20.0,Pitched,South,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,,,13.0,Pitched,South-West,False,False,False,False,False
Naya Naikap,Kathmandu,"Naya Naikap, Kathmandu",3000000.0,5.2,15600000.0,13.0,Paved,West,False,False,False,False,False
Nakhel,Bhaktapur,"Nakhel, Bhaktapur",1200000.0,,,13.0,Gravel,East,False,False,False,False,False
Hattigauda,Kathmandu,"Hattigauda, Kathmandu",4800000.0,4.3,20640000.0,13.0,Paved,South,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",5500000.0,4.2,23100000.0,13.0,Pitched,West,False,False,False,False,False
Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",8000000.0,,,16.0,Paved,East,False,False,False,False,False
Durbar Marga,Kathmandu,"Durbar Marga, Kathmandu",,,,20.0,Pitched,West,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4000000.0,,,20.0,Pitched,South-East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4300000.0,,,20.0,Pitched,South-East,False,False,False,False,False
Dhungeadda,Kathmandu,"Dhungeadda, Kathmandu",2300000.0,3.2,7360000.0,13.0,Gravel,South,False,False,False,False,False
Dahachowk,Kathmandu,"Dahachowk, Kathmandu",3200000.0,,,19.0,Paved,South-East,False,False,False,False,False
Sitapakha,Lalitpur,"Sitapakha, Lalitpur",4500000.0,5.3,23850000.0,13.0,Pitched,North-East,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",4500000.0,0.4,1800000.0,13.0,Pitched,North,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",2400000.0,,,13.0,Gravel,East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2000000.0,10.2,20400000.0,13.0,Gravel,North-East,False,False,False,False,False
Bramhakhel,Kathmandu,"Bramhakhel, Kathmandu",2000000.0,3.2,6400000.0,20.0,Gravel,North,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",,,,20.0,Pitched,,False,False,False,False,False
Dharmasthali,Kathmandu,"Dharmasthali, Kathmandu",2700000.0,,,20.0,Gravel,East,False,False,False,False,False
Chhetrapati,Kathmandu,"Chhetrapati, Kathmandu",10000000.0,10.2,102000000.0,13.0,Pitched,South,False,False,False,False,False
Kaushaltar,Bhaktapur,"Kaushaltar, Bhaktapur",5400000.0,,,16.0,Pitched,South,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9000000.0,,,13.0,Pitched,East,False,False,False,False,False
Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",6600000.0,,,20.0,Pitched,South,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",4500000.0,,,20.0,Pitched,South-West,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",,,,12.0,Pitched,East,False,False,False,False,False
Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",5500000.0,,,13.0,Pitched,East,False,False,False,False,False
Kapan,Kathmandu,"Kapan, Kathmandu",4000000.0,,,13.0,Paved,North,False,False,False,False,False
Chhampi,Lalitpur,"Chhampi, Lalitpur",,,,20.0,Pitched,East,False,False,False,False,False
Ranipauwa,Nuwakot,"Ranipauwa, Nuwakot",43234.13812464908,178.1,7700000.0,12.0,Gravel,South,False,False,True,True,False
Sunkhani,Nuwakot,"Sunkhani, Nuwakot",,,5000000.0,13.0,Gravel,East,False,False,False,False,False
Sunkhani,Nuwakot,"Sunkhani, Nuwakot",89686.09865470852,22.3,2000000.0,13.0,Gravel,East,False,False,False,True,False
Shera Bagar,Nuwakot,"Shera Bagar, Nuwakot",,418.1,,13.0,Gravel,East,False,False,True,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4800000.0,,,13.0,Pitched,South,False,False,False,False,False
Om Danda,Kavrepalanchok,"Om Danda, Kavrepalanchok",275000.0,,,20.0,Paved,South-West,False,False,False,True,False
Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",,,,12.0,Pitched,East,False,False,False,False,False
Sangla,Kathmandu,"Sangla, Kathmandu",4000000.0,,,13.0,Paved,South-West,False,False,False,False,False
Maitidevi,Kathmandu,"Maitidevi, Kathmandu",7000000.0,5.3,37100000.0,10.0,Pitched,South,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4000000.0,18.1,72400000.0,16.0,Pitched,South-East,False,False,False,False,False
Lele,Lalitpur,"Lele, Lalitpur",,,,20.0,Paved,East,False,False,False,False,False
Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",6000000.0,14.2,85200000.0,24.0,Pitched,North,False,False,False,False,False
Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",6000000.0,,,13.0,Pitched,South-East,False,False,False,False,False
Aakasedhara,Kathmandu,"Aakasedhara, Kathmandu",2300000.0,,,32.0,Pitched,South,False,False,False,False,False
Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",5000000.0,,,13.0,Pitched,West,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",5200000.0,5.5,28600000.0,20.0,Pitched,East,False,False,False,False,False
Hattigauda,Kathmandu,"Hattigauda, Kathmandu",4350000.0,5.2,22620000.0,13.0,Gravel,South,False,False,False,False,False
Tokha Saraswoti,Kathmandu,"Tokha Saraswoti, Kathmandu",3800000.0,4.2,15960000.0,13.0,Gravel,East,False,False,False,False,False
Dahachowk,Kathmandu,"Dahachowk, Kathmandu",3200000.0,,,10.0,Gravel,North,False,False,False,False,False
Chhaimale,Kathmandu,"Chhaimale, Kathmandu",250000.0,,,14.0,Gravel,South-East,False,False,False,True,False
Pudibhanjyang,Nuwakot,"Pudibhanjyang, Nuwakot",,,3600000.0,20.0,Gravel,East,False,False,False,False,False
Narayanthan,Nuwakot,"Narayanthan, Nuwakot",,,7800000.0,20.0,Gravel,East,False,False,False,False,False
Okharpauwa,Nuwakot,"Okharpauwa, Nuwakot",,,4800000.0,20.0,Gravel,East,False,False,False,False,False
Mahadev Danda,Nuwakot,"Mahadev Danda, Nuwakot",59153.175591531755,80.3,4750000.0,20.0,Gravel,East,False,False,True,True,False
Shera Bagar,Nuwakot,"Shera Bagar, Nuwakot",51921.07995846314,96.3,5000000.0,20.0,Gravel,East,False,False,True,True,False
Ranipauwa,Nuwakot,"Ranipauwa, Nuwakot",43725.156161272,176.1,7700000.0,20.0,Gravel,East,False,False,True,True,False
"Unknown, Unknown",Nuwakot,", Nuwakot",,,4200000.0,20.0,Gravel,East,False,False,False,False,False
Katheri,Nuwakot,"Katheri, Nuwakot",,,3600000.0,20.0,Gravel,East,False,False,False,False,False
Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",6500000.0,,,13.0,Gravel,North,False,False,False,False,False
Chappal Karkhana,Kathmandu,"Chappal Karkhana, Kathmandu",6500000.0,4.1,26649999.999999996,13.0,Pitched,North,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5300000.0,,,12.0,Gravel,North-East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",1800000.0,44.2,79560000.0,16.0,Gravel,North-East,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3500000.0,4.2,14700000.0,13.0,Paved,North-West,False,False,False,False,False
Thecho,Lalitpur,"Thecho, Lalitpur",2700000.0,4.3,11610000.0,22.0,Pitched,North-East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",,,,13.0,Gravel,South-East,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9700000.0,,,20.0,Gravel,South-East,False,False,False,False,False
Danchhi,Kathmandu,"Danchhi, Kathmandu",3000000.0,,,20.0,Pitched,South-East,False,False,False,False,False
Dharmasthali,Kathmandu,"Dharmasthali, Kathmandu",4500000.0,,,20.0,Paved,East,False,False,False,False,False
Paiyuntar,Kathmandu,"Paiyuntar, Kathmandu",4000000.0,,,20.0,Paved,South,False,False,False,False,False
Chapagaun,Lalitpur,"Chapagaun, Lalitpur",,,,16.0,Paved,West,False,False,False,False,False
Parsa,Chitwan,"Parsa, Chitwan",300000.0,,,,Pitched,East,False,False,False,True,False
Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",6600000.0,,,20.0,Pitched,South,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",2300000.0,,,,,East,False,False,False,False,False
Tathali,Bhaktapur,"Tathali, Bhaktapur",,3.2,,13.0,Paved,South-East,False,False,False,False,False
Dhapasi,Kathmandu,"Dhapasi, Kathmandu",5500000.0,,,10.0,Paved,South-West,False,False,False,False,False
Dhungeadda,Kathmandu,"Dhungeadda, Kathmandu",4700000.0,3.1,14570000.0,15.0,Paved,North-East,False,False,False,False,False
Bungamati,Lalitpur,"Bungamati, Lalitpur",1950000.0,,,,,East,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",3700000.0,3.1,11470000.0,14.0,Paved,South-West,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",1900000.0,15.3,29070000.0,25.0,Pitched,South-West,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",2900000.0,,,18.0,Pitched,South-West,False,False,False,False,False
Birendranagar,Chitwan,"Birendranagar, Chitwan",200000.0,,,15.0,Paved,South-West,False,False,False,True,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",6200000.0,8.2,50839999.99999999,12.0,Paved,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",3200000.0,,,20.0,Paved,South,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",2800000.0,,,20.0,Paved,South,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",5000000.0,,,20.0,Paved,West,False,False,False,False,False
Badikhel,Lalitpur,"Badikhel, Lalitpur",2400000.0,3.1,7440000.0,20.0,Pitched,East,False,False,False,False,False
Badeli,Kathmandu,"Badeli, Kathmandu",3000000.0,9.2,27599999.999999996,13.0,Gravel,North,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",,,,20.0,Gravel,,False,False,False,False,False
Lele,Lalitpur,"Lele, Lalitpur",1300000.0,,,16.0,Pitched,North,False,False,False,False,False
Kanyam,Ilam,"Kanyam, Ilam",,,,,Gravel,West,False,False,False,False,False
Bungamati,Lalitpur,"Bungamati, Lalitpur",,4.1,,20.0,Gravel,South-East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4000000.0,,,14.0,Pitched,North-East,False,False,False,False,False
Gajuri,Dhading,"Gajuri, Dhading",600000.0,,,,,South,False,False,False,False,False
Tinkune,Kathmandu,"Tinkune, Kathmandu",5800000.0,,,,,East,False,False,False,False,False
Goldhunga,Kathmandu,"Goldhunga, Kathmandu",3200000.0,3.2,10240000.0,,,North,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",3200000.0,,,20.0,Gravel,North,False,False,False,False,False
Jhamsikhel,Lalitpur,"Jhamsikhel, Lalitpur",10000000.0,,,13.0,Gravel,East,False,False,False,False,False
Gaushala,Kathmandu,"Gaushala, Kathmandu",15000000.0,3.2,48000000.0,,,North,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",4200000.0,,,13.0,Pitched,South,False,False,False,False,False
Ramkot,Kathmandu,"Ramkot, Kathmandu",2500000.0,3.2,8000000.0,13.0,Pitched,South,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,,,20.0,Pitched,South,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",4500000.0,,,13.0,Paved,North,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,,,20.0,Pitched,South-West,False,False,False,False,False
Golfutar,Kathmandu,"Golfutar, Kathmandu",5500000.0,,,20.0,Pitched,North-East,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",4500000.0,,,12.0,Paved,South-East,False,False,False,False,False
Soltidobato,Kathmandu,"Soltidobato, Kathmandu",,5.3,,8.0,Pitched,South,False,False,False,False,False
Soltimode,Kathmandu,"Soltimode, Kathmandu",,,,42.0,Pitched,East,True,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",8000000.0,,,12.0,Pitched,South,False,False,False,False,False
Kupandole,Lalitpur,"Kupandole, Lalitpur",12500000.0,,,24.0,Pitched,South-East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",3800000.0,,,13.0,Gravel,North,False,False,False,False,False
Batar,Nuwakot,"Batar, Nuwakot",4500000.0,8.3,37350000.0,,Pitched,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",,,5000000.0,12.0,Paved,South,False,False,False,False,False
Hetauda,Makwanpur,"Hetauda, Makwanpur",1431000.0,,,,Pitched,East,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4500000.0,,,10.0,Gravel,East,False,False,False,False,False
Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",6500000.0,,,13.0,Pitched,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3600000.0,,,20.0,Gravel,East,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3600000.0,,,19.0,Gravel,West,False,False,False,False,False
Lele,Lalitpur,"Lele, Lalitpur",1100000.0,,,13.0,Gravel,North,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3800000.0,,,20.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2500000.0,3.3,8250000.0,15.0,Gravel,East,False,False,False,False,False
Kharipati,Bhaktapur,"Kharipati, Bhaktapur",1600000.0,8.2,13119999.999999998,20.0,Paved,South-East,False,False,False,False,False
Badikhel,Lalitpur,"Badikhel, Lalitpur",1800000.0,,,,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3800000.0,3.2,12160000.0,20.0,Gravel,West,False,False,False,False,False
Chapagaun,Lalitpur,"Chapagaun, Lalitpur",1500000.0,,,9.0,Gravel,East,False,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",7500000.0,,,13.0,Pitched,West,False,False,False,False,False
Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",4200000.0,,,13.0,Paved,West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2100000.0,5.1,10710000.0,12.0,Gravel,South,False,False,False,False,False
Koteshwor,Kathmandu,"Koteshwor, Kathmandu",7300000.0,5.3,38690000.0,20.0,Pitched,West,False,False,False,False,False
Badeli,Kathmandu,"Badeli, Kathmandu",4500000.0,,,,,North-East,False,False,False,False,False
Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",4800000.0,,,13.0,Pitched,West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3300000.0,4.2,13860000.0,22.0,Gravel,North-West,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",3800000.0,3.2,12160000.0,12.0,Pitched,East,False,False,False,False,False
Gaidakot,Nawalpur,"Gaidakot, Nawalpur",1173076.923076923,5.2,6100000.0,18.0,Pitched,East,False,False,False,False,False
Naubise,Dhading,"Naubise, Dhading",7711.442786069651,40.2,310000.0,20.0,Paved,North-West,False,False,False,True,False
Putalisadak,Kathmandu,"Putalisadak, Kathmandu",17500000.0,,,40.0,Pitched,West,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4300000.0,3.1,13330000.0,12.0,Gravel,East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4800000.0,4.2,20160000.0,12.0,Gravel,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,,,12.0,Gravel,North,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.1,11780000.0,13.0,Gravel,North,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4800000.0,4.2,20160000.0,12.0,Gravel,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.2,12160000.0,12.0,Gravel,North,False,False,False,False,False
Gyaneshwor,Kathmandu,"Gyaneshwor, Kathmandu",9000000.0,,,12.0,Pitched,South,False,False,False,False,False
Balkhu,Kathmandu,"Balkhu, Kathmandu",6000000.0,,,12.0,Pitched,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.2,12160000.0,13.0,Gravel,East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2800000.0,,,19.0,Gravel,South-East,False,False,False,False,False
Chhauni,Kathmandu,"Chhauni, Kathmandu",8500000.0,,,36.0,Pitched,South,False,False,False,False,False
Changunarayan,Bhaktapur,"Changunarayan, Bhaktapur",,5.1,,14.0,Paved,South,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",,,,13.0,Gravel,North,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",,4.2,,13.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",3000000.0,4.2,12600000.0,20.0,Paved,East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",3000000.0,,,13.0,Paved,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3000000.0,3.2,9600000.0,13.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3300000.0,8.3,27390000.000000004,13.0,Gravel,West,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4000000.0,,,16.0,Pitched,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2187500.0,3.2,7000000.0,15.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2700000.0,,,13.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",,,8000000.0,13.0,Gravel,North-West,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",1454545.4545454544,2.2,3200000.0,13.0,Gravel,East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",,,8000000.0,12.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",1800000.0,3.2,5760000.0,12.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2200000.0,,,,,East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",3500000.0,,,16.0,Gravel,West,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2700000.0,7.2,19440000.0,13.0,Gravel,South-West,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",1800000.0,,,12.0,Gravel,East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",4200000.0,,,12.0,Gravel,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,19.0,Gravel,North-East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,3.2,8960000.0,13.0,Gravel,West,False,False,False,False,False
