url,source,category,district,property_id,title,total_price_raw,property_type,property_face,year_built,road_type,negotiable,furnishing,city_area,pricing_raw,purpose,property_area,built_up_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,landmark,hospital,airport,pharmacy,bhatbhateni,school,college,gym,public_transport,police_station,pashupatinath,boudhanath,atm,hotel,restaurant,banquet,ward_office,neighborhood
https://lalpurjanepal.com.np/properties/house-for-sale-at-tanglaphat-kirtipur-5927,lalpurja,house,Kathmandu,5927,Property Details,3 Crore 75 Lakh,Residential,West,2077,Blacktopped,Yes,,"Kathmandu, Kirtipur",3 Crore 75 Lakh,Sale,5 Aana,1540.1 square-feet,13 Feet,,2025 April 1,213.0,Kirtipur,02,300m,Kalanki Malpot,,11km,,800m,,,,500m,,10km,11km,,,,,1.5km,Kirtipur
https://lalpurjanepal.com.np/properties/land-for-sale-at-kalanki-5926,lalpurja,house,Kathmandu,5926,Property Details,58 Lakh Per Aana,Residential,West,,Blacktopped,Yes,,"Kathmandu, Kalanki",58 Lakh Per Aana,Sale,5.25 Aana,,13 Feet,F 35 Feet,2025 April 1,211.0,Kirtipur,02,200m,Sita Petrol Pump,,11km,,700m,,,,700m,,10km,11km,,,,,2km,Kalanki
https://lalpurjanepal.com.np/properties/house-for-sale-at-narephate-koteshwor-5925,lalpurja,house,Kathmandu,5925,Property Details,2 Crore 80 Lakh,Residential,South-East,2074,Blacktopped,Yes,,"Kathmandu, Narephant",2 Crore 80 Lakh,Sale,2.5 Aana,855.6 square-feet,13 Feet,,2025 April 1,478.0,Kathmandu,32,,Narephate,1km,3km,,,100m,,,100m,,4km,5km,,,,,1km,Narephant
https://lalpurjanepal.com.np/properties/house-on-sale-at-budhanilkantha-5915,lalpurja,house,Kathmandu,5915,Property Details,4 Crore,Residential,West,,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Budhanilkantha",4 Crore,Sale,4.25 Aana,1026.75 square-feet,13 Feet,,2025 April 1,288.0,Budhanilkantha,06,2.5km,Sabrina Hotel,500m,7km,200m,2.5km,200m,200m,200m,200m,200m,6.7km,6.5km,200m,200m,200m,200m,200m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-in-basantapur-freak-street-5914,lalpurja,house,Kathmandu,5914,Property Details,2 Crore 50 Lakh,Semi-commercial,East,2054,Blacktopped,Yes,Unfurnished,"Kathmandu, Basantapur",2 Crore 50 Lakh,Sale,1.06 Aana,340 square-feet,16 Feet,F 20 × 18 Feet,2025 April 1,455.0,Kathmandu,23,2km,Freak Street,1km,7km,100m,1km,1km,1km,500m,500m,500m,7km,7km,200m,500m,500m,1km,100m,Basantapur
https://lalpurjanepal.com.np/properties/house-for-sale-in-kalimati-5898,lalpurja,house,Kathmandu,5898,Property Details,19 Crore,Residential,North-East,2050,Blacktopped,Yes,Unfurnished,"Kathmandu, Kalimati",19 Crore,Sale,18 Aana,1500 square-feet,13 Feet,F 40 Feet,2025 March 31,310.0,Kathmandu,14,1km,Kalimati Police Station,1km,7km,200m,2km,500m,500m,200m,200m,200m,7km,7km,200m,1km,200m,500m,500m,Kalimati
https://lalpurjanepal.com.np/properties/house-for-sale-in-lazimpat-5897,lalpurja,house,Kathmandu,5897,Property Details,2 Crore 10 Lakh,Residential,South,2038,Blacktopped,Yes,Unfurnished,"Kathmandu, Lazimpat",2 Crore 10 Lakh,Sale,3.96 Aana,700 square-feet,5 Feet,F 25 Feet,2025 March 31,557.0,Kathmandu,02,2km,Mark Kidney Hopsital,200m,6km,200m,1km,500m,500m,500m,500m,500m,6km,7km,200m,500m,500m,1km,1km,Lazimpat
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5892,lalpurja,house,Kathmandu,5892,Property Details,2 Crore,Commercial,East,2071,Blacktopped,Yes,Unfurnished,"Kathmandu, Budhanilkantha",2 Crore,Sale,4 Aana,1197.87 square-feet,16 Feet,,2025 March 30,693.0,Budhanilkantha,04,3km,Madhya Pasikot,1km,8km,100m,2km,500m,500m,800m,800m,500m,7km,7km,500m,500m,200m,800m,800m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-tarkeshwor-5880,lalpurja,house,Kathmandu,5880,Property Details,3 Crore 15 Lakh,Commercial,West,2074,Blacktopped,Yes,Unfurnished,"Kathmandu, Tarkeshwor",3 Crore 15 Lakh,Sale,4.5 Aana,1369 square-feet,26 Feet,F 39 Feet,2025 March 29,575.0,Tarkeshwor,07,3km,Tarkeshwor | Maryadit hospital,200m,7km,100m,4km,300m,,,300m,1km,6km,6km,,,,,1km,Tarkeshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-chabahil-5873,lalpurja,house,Kathmandu,5873,Property Details,14 Crore,Residential,East,2065,Blacktopped,Yes,Semi Furnished,"Kathmandu, Chabahil",14 Crore,Sale,19.43 Aana,3422.5 square-feet,13 Feet,F 50 Feet,2025 March 28,440.0,Kathmandu,07,1km,Chabahil | Maijubahal,1km,3km,,1km,1km,1km,500m,500m,500m,1km,1km,,,,,500m,Chabahil
https://lalpurjanepal.com.np/properties/house-for-sale-at-bista-gau-mulpani-kathmandu-5844,lalpurja,house,Kathmandu,5844,Property Details,1 Crore 65 Lakh,Residential,West,2078,Gravelled,Yes,Semi Furnished,"Kathmandu, Mulpani",1 Crore 65 Lakh,Sale,3 Aana,701.92 square-feet,20 Feet,F 25 Feet | B 25 Feet | L 40 Feet | R 39 Feet,2025 March 27,371.0,Kageshwori Manohara,07,4 km,Mulpani | Bista Gau,1.2 km,5 km,200 m,4.2 km,200 m,300 m,300 m,200 m,1.8 km,4.5 km,5.5 km,300 m,300 m,200 m,300 m,400 m,Mulpani
https://lalpurjanepal.com.np/properties/residential-house-for-sale-at-bista-gau-mulpani-kathmandu-5842,lalpurja,house,Kathmandu,5842,Property Details,2 Crore 80 Lakh,Residential,North-West,2075,Gravelled,Yes,Unfurnished,"Kathmandu, Mulpani",2 Crore 80 Lakh,Sale,3.93 Aana,2125.12 square-feet,12 Feet,F 36 Feet | B 28 Feet | L 41 Feet | R 44 Feet,2025 March 27,232.0,Kageshwori Manohara,07,4 km,Bista Gau  | Mulpani,1.2 km,5 km,200 m,4.2 km,200 m,300 m,300 m,200 m,1.8 km,4.5 km,5.5 km,300 m,300 m,200 m,300 m,400 m,Mulpani
https://lalpurjanepal.com.np/properties/house-on-sale-at-budhanilkantha-5841,lalpurja,house,Kathmandu,5841,Property Details,3 Crore 60 Lakh,Residential,North-West,2023,Gravelled,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",3 Crore 60 Lakh,Sale,6.5 Aana,1026.75 aana,20 Feet,,2025 March 27,590.0,Budhanilkantha,02,1.5km,Sabrina Hotel,200m,7km,200m,1.5km,200m,200m,200m,200m,200m,6.7km,6.7km,200m,300m,200m,200m,200m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5840,lalpurja,house,Kathmandu,5840,Property Details,6 Crore,Residential,South-East,2078,Blacktopped,Yes,Full Furnished,"Kathmandu, Budhanilkantha",6 Crore,Sale,6.25 Aana,3000 square-feet,14 Feet,,2025 March 27,215.0,Budhanilkantha,08,2km,Ganesh Chowk,800m,6km,100m,2km,100m,100m,100m,100m,100m,5km,5km,100m,200m,200m,200,08,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-sinamangal-5834,lalpurja,house,Kathmandu,5834,Property Details,8 Crore 50 Lakh,Residential,West,2061,Blacktopped,Yes,Unfurnished,"Kathmandu, Sinamangal",8 Crore 50 Lakh,Sale,8 Aana,1369 square-feet,16 Feet,,2025 March 27,317.0,Kathmandu,31,50m,Sinamangal | Panchakumari Gate,,100m,,,,,,,,400m,1.5km,,,,,500m,Sinamangal
https://lalpurjanepal.com.np/properties/house-for-sale-at-shayoginagar-koteshwor-5816,lalpurja,house,Kathmandu,5816,Property Details,3 Crore 35 Lakh,Residential,West,2070,Blacktopped,Yes,,"Kathmandu, Koteshwor",3 Crore 35 Lakh,Sale,3.5 Aana,855.6 square-feet,16 Feet,,2025 March 26,277.0,Kathmandu,32,,Koteshwor,1km,3km,,,100m,,,100m,,4km,6km,,,,,1km,Koteshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-chappal-karkhana-maharajgunj-5814,lalpurja,house,Kathmandu,5814,Property Details,75 Lakh Per Aana,Semi-commercial,East,2058,Blacktopped,Yes,,"Kathmandu, Chappal Karkhana",75 Lakh Per Aana,Sale,12 Aana,2395.75 square-feet,18 Feet,,2025 March 26,204.0,Kathmandu,04,,Chappal Karkhana,1km,4km,,,100m,,,100m,,4km,3km,,,,,1km,Chappal Karkhana
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5807,lalpurja,house,Kathmandu,5807,Property Details,4 Crore,Residential,South-West,2071,Blacktopped,Yes,Unfurnished,"Kathmandu, Budhanilkantha",4 Crore,Sale,5 Aana,1197.8 square-feet,10 Feet,,2025 March 25,397.0,Budhanilkantha,05,3km,Ghumti | Pasikot,800m,8km,100m,3km,100m,100m,100m,200m,500m,7km,7km,500m,500m,200m,500m,,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-gurujudhara-5785,lalpurja,house,Kathmandu,5785,Property Details,1 Crore 70 Lakh,Residential,North-West,,Blacktopped,Yes,Unfurnished,"Kathmandu, Gurujudhara",1 Crore 70 Lakh,Sale,3.5 Aana,1026.75 square-feet,13 Feet,,2025 March 24,313.0,Thankot,02,5km,Oris Bakery,2.5km,13.5km,700m,,950m,,,50m,,13km,14.5km,,,,,,Gurujudhara
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-height-5775,lalpurja,house,Kathmandu,5775,Property Details,7 Crore,Residential,South-East,2081,Blacktopped,Yes,Full Furnished,"Kathmandu, Budhanilkantha",7 Crore,Sale,8.5 Aana,2738 square-feet,20 Feet,F 50 Feet,2025 March 23,321.0,Budhanilkantha,05,3km,Tusaal Height,500m,10km,100m,5km,500m,500m,500m,100m,500m,8km,8km,200m,200m,200m,200m,200m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5771,lalpurja,house,Kathmandu,5771,Property Details,1 Crore 99 Lakh,Residential,South-East,2022,Blacktopped,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",1 Crore 99 Lakh,Sale,3 Aana,1026.75 square-feet,16 Feet,F 32 Feet,2025 March 23,745.0,Budhanilkantha,05,5km,Budhanilkantha | Tusaal Height,800m,10km,200m,3km,500m,500m,500m,200m,600m,9km,9km,500m,100m,100m,100m,500m,Budhanilkantha
https://lalpurjanepal.com.np/properties/semi-commercial-building-for-sale-at-jorpati-basi-gau-kathmandu-5761,lalpurja,house,Kathmandu,5761,Property Details,6 Crore 75 lakh,Commercial,South-East,2081,Paved,Yes,Semi Furnished,"Kathmandu, Jorpati",6 Crore 75 lakh,Sale,7.75 Aana,5000 square-feet,23 Feet,Front 42 Feet,2025 March 23,417.0,Gokarnashwor,06,3.9km,Jorpati | Basi Gau,1.5km,5.5km,300m,2.5km,300m,300m,400m,30m,600m,3.8km,2.5km,300m,500m,200m,400m,500m,Jorpati
https://lalpurjanepal.com.np/properties/semi-commercial-residential-house-for-sale-at-makalbari-gokarneshwor-5757,lalpurja,house,Kathmandu,5757,Property Details,1 Crore 75 Lakh,Commercial,North-West,2072,Blacktopped,Yes,,"Kathmandu, Makalbari",1 Crore 75 Lakh,Sale,3 Aana,700 square-feet,13 Feet,20 * 33 Feet,2025 March 22,238.0,Gokarneshwor,04,1.4km,Gokarneshwor Bus Park,1.5km,2km,100m,800m,120m,,,150m,,1.4km,500m,,,,,2km,Makalbari
https://lalpurjanepal.com.np/properties/house-for-sale-in-baluwatar-5755,lalpurja,house,Kathmandu,5755,Property Details,3 Crore 50 Lakh,Residential,South,2002,Blacktopped,Yes,Unfurnished,"Kathmandu, Baluwatar",3 Crore 50 Lakh,Sale,7 Aana,1500 square-feet,5 Feet,F 50 Feet,2025 March 22,705.0,Kathmandu,04,2km,Chinese Embassy,1km,7km,500m,1km,500m,500m,500m,500m,500m,7km,7km,500m,1km,500m,1km,1km,Baluwatar
https://lalpurjanepal.com.np/properties/house-for-sale-in-chhetrapati-bhurungkhel-5754,lalpurja,house,Kathmandu,5754,Property Details,7 Crore,Semi-commercial,South-East,2078,Blacktopped,Yes,Semi Furnished,"Kathmandu, Chettrapati",7 Crore,Sale,5 Aana,1600 square-feet,15 Feet,F 25 Feet,2025 March 22,567.0,Kathmandu,18,2km,Chhetrapati,500m,7km,200m,2km,500m,1km,500m,500m,500m,7km,7km,500m,500m,500m,500m,1km,Chettrapati
https://lalpurjanepal.com.np/properties/house-for-at-baluwakhani-kapan-5728,lalpurja,house,Kathmandu,5728,Property Details,3 Crore 60 Lakh,Residential,East,2073,alley,Yes,Full Furnished,"Kathmandu, Kapan",3 Crore 60 Lakh,Sale,4.5 Aana,1369 square-feet,10 Feet,,2025 March 20,285.0,Budhanilkanta,10,1km,Kapan | Baluwakhani,1km,3km,100m,1km,200m,200m,30m,200m,1.5km,3km,3km,100m,250m,200m,200m,1.5km,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-fikal-chowk-gothatar-kathmandu-5727,lalpurja,house,Kathmandu,5727,Property Details,2 Crore 70 Lakh,Residential,North,2075,Paved,Yes,Semi Furnished,"Kathmandu, Gothatar",2 Crore 70 Lakh,Sale,4 Aana,,13 Feet,F 28 Feet,2025 March 20,302.0,Kageshwori Manahora,08,5km,Gothatar | Fikal Chowk,1km,4km,300m,3.5km,300m,1km,300m,200m,1km,3.8km,4km,1km,500m,500m,850m,1km,Gothatar
https://lalpurjanepal.com.np/properties/house-for-sale-at-basundhara-5703,lalpurja,house,Kathmandu,5703,Property Details,5 Crore 35 Lakh,Residential,North,2076,Paved,Yes,,"Kathmandu, Basundhara",5 Crore 35 Lakh,Sale,5.25 Aana,1369 square-feet,13 Feet,,2025 March 19,624.0,Tokha,07,,Basundhara,1km,5km,,,100m,,,100m,,4km,4km,,,,,1km,Basundhara
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwakhani-kapan-5699,lalpurja,house,Kathmandu,5699,Property Details,5 Crore 85 Lakh,Commercial,North-West,2078,Blacktopped,Yes,Full Furnished,"Kathmandu, Kapan",5 Crore 85 Lakh,Sale,9 Aana,1197.88 square-feet,16 Feet,,2025 March 18,363.0,Budhanilkanta,10,1km,Kapan | Baluwakhani,1km,3km,100m,1km,200m,200m,200m,200m,1.5km,3km,3km,100m,250m,300m,200m,1.5km,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-kirtipur-5697,lalpurja,house,Kathmandu,5697,Property Details,2 Crore 75 Lakh,Residential,West,2024,Paved,No,Semi Furnished,"Kathmandu, Kirtipur",2 Crore 75 Lakh,Sale,3.5 Aana,855.625 square-feet,13 Feet,,2025 March 18,369.0,Kirtipur,02,850m,Maitrinagar,300m,12km,200m,1.2km,1km,2km,,850m,500m,10km,13km,,,,,350m,Kirtipur
https://lalpurjanepal.com.np/properties/house-on-sale-at-budhanilkantha-5696,lalpurja,house,Kathmandu,5696,Property Details,7 Crore 80 Lakh,Residential,South-East,2074,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",7 Crore 80 Lakh,Sale,12 Aana,1711.25 square-feet,13 Feet,,2025 March 18,220.0,Budhanilkantha,07,2km,Hattigauda Complex,800m,8km,200m,2km,200m,300m,200m,200m,200m,6.8km,6.5 km,200m,200m,200m,200m,200m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-on-sale-at-budhanilkantha-5695,lalpurja,house,Kathmandu,5695,Property Details,15 Crore,Residential,East,2024,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",15 Crore,Sale,15.5 Aana,2395.75 square-feet,13 Feet,,2025 March 18,261.0,Budhanilkantha,02,5km,Budhanilkantha High Boarding school,2.5 km,12 km,200m,4km,200m,200m,200m,100m,200m,11.8km,11km,200m,200m,200m,200m,4,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-aalkagali-kapurdhara-5693,lalpurja,house,Kathmandu,5693,Property Details,3 Crore 20 Lakh,Semi-commercial,East,2059,Blacktopped,Yes,Unfurnished,"Kathmandu, Kapurdhara",3 Crore 20 Lakh,Sale,4.25 Aana,1369 square-feet,10 Feet,F 29 Feet,2025 March 18,348.0,Kathmandu,16,500m,Kapurdhara Chowk,100m,6km,100m,4km,50m,100m,100m,50m,50m,6km,7km,50m,100m,100m,1km,500m,Kapurdhara
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5683,lalpurja,house,Kathmandu,5683,Property Details,2 Crore 25 Lakh,Commercial,East,2018,Gravelled,Yes,Unfurnished,"Kathmandu, Budhanilkantha",2 Crore 25 Lakh,Sale,4.5 Aana,1026.75 square-feet,8 Feet,,2025 March 17,369.0,Budhanilkantha,08,3km,Budhanilkantha | Tallo Bhangal,800m,8km,200m,2km,500m,500m,500m,200m,500m,7km,7km,500m,500m,200m,500m,1km,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5677,lalpurja,house,Kathmandu,5677,Property Details,3 Crore 70 Lakh,Residential,South,2025,Paved,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",3 Crore 70 Lakh,Sale,4 Aana,1026 square-feet,13 Feet,F 30 Feet,2025 March 17,407.0,Budhanilkantha,10,2km,Sundarbasti,600m,7km,200m,2km,500m,500m,500m,100m,800m,6km,6km,500m,800m,100m,200m,1km,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-in-dhungedhara-raniban-5645,lalpurja,house,Kathmandu,5645,Property Details,4 Crore 15 Lakh,Residential,North,2079,Blacktopped,Yes,Full Furnished,"Kathmandu, Raniban",4 Crore 15 Lakh,Sale,4 Aana,1026.75 square-feet,13 Feet,F 20 Feet,2025 March 15,367.0,Kathmandu,16,,Corona School,1km,7km,500m,2km,200m,500m,,,,,,,,,,,Raniban
https://lalpurjanepal.com.np/properties/house-for-sale-in-machhapokhari-5644,lalpurja,house,Kathmandu,5644,Property Details,3 Crore 50 Lakh,Residential,South-East,2050,Blacktopped,Yes,Unfurnished,"Kathmandu, Machhapokhari",3 Crore 50 Lakh,Sale,5.99 Aana,1369 square-feet,6 Feet,F 40 Feet,2025 March 15,152.0,Kathmandu,16,500m,Machhapokhari | Gorakhkali School,1km,8km,200m,2km,100m,500m,500m,500m,,,,,,,,,Machhapokhari
https://lalpurjanepal.com.np/properties/commercial-property-for-sale-in-kalimati-5641,lalpurja,house,Kathmandu,5641,Property Details,13 Crore,Commercial,West,2060,Blacktopped,Yes,Unfurnished,"Kathmandu, Kalimati",13 Crore,Sale,5.5 Aana,1711.25 square-feet,50 Feet,F 30 Feet,2025 March 15,324.0,Kathmandu,13,1km,Kalimati | Kalimati Tarkari Bazar,500m,7km,100m,2km,500m,500m,100m,100m,100m,,,,,,,500m,Kalimati
https://lalpurjanepal.com.np/properties/house-for-sale-in-dallu-5640,lalpurja,house,Kathmandu,5640,Property Details,3 Crore 50 Lakh,Residential,South,2065,Blacktopped,Yes,Semi Furnished,"Kathmandu, Dallu",3 Crore 50 Lakh,Sale,4.15 Aana,1197.875 square-feet,20 Feet,F 25 Feet,2025 March 15,404.0,Kathmandu,15,2km,Dallu,500m,7km,100m,2km,200m,200m,,,,,,,,,,500m,Dallu
https://lalpurjanepal.com.np/properties/house-for-sale-at-kapan-5639,lalpurja,house,Kathmandu,5639,Property Details,1 Crore 60 Lakh,Residential,North,2079,alley,Yes,Full Furnished,"Kathmandu, Kapan",1 Crore 60 Lakh,Sale,2.5 Aana,821.4 square-feet,11 Feet,,2025 March 15,325.0,Budhanilkanta,03,50,Kapan | Budhanilkanta,500m,4km,1km,3km,20m,30m,30m,10m,10m,4km,3km,10m,15m,15m,50m,500km,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-kapan-5636,lalpurja,house,Kathmandu,5636,Property Details,2 Crore 15 Lakh,Residential,North,2075,Blacktopped,Yes,Full Furnished,"Kathmandu, Kapan",2 Crore 15 Lakh,Sale,2.95 Aana,975.412 square-feet,12 Feet,,2025 March 14,328.0,Budhanilkanta,10,50m,Kapan | Ram mandir,1km,4km,20m,3km,1km,1km,1km,20m,500m,4km,3km,100m,500m,500m,100m,200m,Kapan
https://lalpurjanepal.com.np/properties/land-for-sale-at-tokha-5635,lalpurja,house,Kathmandu,5635,Property Details,28 Lakh Per Aana,Residential,East,,Blacktopped,Yes,,"Kathmandu, Tokha",28 Lakh Per Aana,Sale,7.5 Aana,,20 Feet,F 60 Feet,2025 March 14,538.0,Tokha,02,5km,Tokha | Sapantirtha Mandir,1.5km,7km,100m,2km,200m,,,200m,500m,6km,6km,,,,,1km,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-koteshwor-5628,lalpurja,house,Kathmandu,5628,Property Details,3 Crore 55 Lakh,Residential,East,2080,Blacktopped,Yes,Unfurnished,"Kathmandu, Koteshwor",3 Crore 55 Lakh,Sale,4 Aana,1026.75 square-feet,13 Feet,F 50 Feet,2025 March 14,584.0,Kathmandu,32,100m,Koteshwor | Bhatbhateni,100m,1km,100m,10m,10m,10m,100m,100m,100m,2km,3km,100m,100m,,,300m,Koteshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-golfutar-budhanilkantha-5626,lalpurja,house,Kathmandu,5626,Property Details,7 Crore 50 Lakh,Residential,West,2075,Blacktopped,Yes,Full Furnished,"Kathmandu, Golfutar",7 Crore 50 Lakh,Sale,8 Aana,,20 Feet,,2025 March 14,339.0,Budhanilkantha,08,2.4km,Santa Colony,,6.6km,,,,,,,,5.1km,5.2,,,,,,Golfutar
https://lalpurjanepal.com.np/properties/house-for-sale-at-triveni-5613,lalpurja,house,Kathmandu,5613,Property Details,4 Crore 20 Lakh,Semi-commercial,North,2073,Gravelled,Yes,Full Furnished,"Kathmandu, Gokarneshwor",4 Crore 20 Lakh,Sale,4.5 Aana,1540.13 square-feet,13 Feet,,2025 March 12,162.0,Gokenshowr,09,2km,Triveni Chowk,1.7km,2.1km,200m,1.5km,500m,2km,500m,300m,1km,2km,1km,500m,700m,400m,800m,1.5km,Gokarneshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-5611,lalpurja,house,Kathmandu,5611,Property Details,15 Crore,Residential,South-East,2025,Blacktopped,Yes,Full Furnished,"Kathmandu, Budhanilkantha",15 Crore,Sale,12 Aana,2738 square-feet,14 Feet,F 80 Feet,2025 March 11,421.0,Budhanilkantha,02,3km,Deuba Niwas,800m,8km,200m,4km,500m,500m,500m,800m,800m,7km,7km,800m,800m,200m,800m,800m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-raniban-5609,lalpurja,house,Kathmandu,5609,Property Details,4 Crore,Residential,East,2022,Blacktopped,Yes,Full Furnished,"Kathmandu, Raniban",4 Crore,Sale,3.75 Aana,1026.75 square-feet,18 Feet,F 26 Feet,2025 March 11,467.0,Nagarjun,01,2km,Raniban | Pani Tanki,3km,8km,500m,3km,500m,1km,500m,100m,1km,7.5km,8km,500m,1km,500m,500m,500m,Raniban
https://lalpurjanepal.com.np/properties/5-aana-house-for-sale-at-budhanilkantha-5594,lalpurja,house,Kathmandu,5594,Property Details,3 Crore 25 Lakh,Residential,South,,Blacktopped,Yes,Full Furnished,"Kathmandu, Budhanilkantha",3 Crore 25 Lakh,Sale,5 Aana,,20 Feet,,2025 March 10,830.0,Budhanilkantha,04,950m,Shiva Mandir,,9.7km,,,,,,,,8.2k,8.3km,,,,,2.5km,Budhanilkantha
https://lalpurjanepal.com.np/properties/commercial-building-for-sale-at-baneshwor-5592,lalpurja,house,Kathmandu,5592,Property Details,13 Crore 99 lakh,Commercial,East,2000,Blacktopped,Yes,Full Furnished,"Kathmandu, Baneshwor",13 Crore 99 lakh,Sale,7 Aana,1540.125 square-feet,50 Feet,F 27 Feet,2025 March 10,863.0,Kathmandu,10,200m,Eyeplex Mall,100m,2km,100m,300m,100m,100m,100m,1m,100m,2km,3km,100m,100m,100m,,300m,Baneshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-chuchepati-5588,lalpurja,house,Kathmandu,5588,Property Details,7 Crore 30 Lakh,Commercial,West,,Blacktopped,Yes,Unfurnished,"Kathmandu, Chabahil",7 Crore 30 Lakh,Sale,9.75 Aana,1369 square-feet,36 Feet,F 35 Feet,2025 March 9,224.0,Kathmandu,07,1km,Chuchepati | Pani Tyanki,500m,5km,,500m,500m,500m,,500m,500m,1km,1km,,,,,1km,Chabahil
https://lalpurjanepal.com.np/properties/house-on-sale-at-budhanilkantha-5583,lalpurja,house,Kathmandu,5583,Property Details,4 Crore 90 Lakh,Residential,West,2081,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Budhanilkantha",4 Crore 90 Lakh,Sale,5 Aana,1369 square-feet,16 Feet,,2025 March 9,113.0,Budhanilkantha,07,2.5km,Salesberry,1km,7km,200m,2.5m,200m,200m,200m,200m,200m,6.8km,6.5km,200m,200m,200m,400m,400m,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-chabahil-5579,lalpurja,house,Kathmandu,5579,Property Details,2 Crore 40 Lakh,Residential,North,2066,Paved,Yes,,"Kathmandu, Chabahil",2 Crore 40 Lakh,Sale,3 Aana,855.625 square-feet,12 Feet,,2025 March 8,753.0,Kathmandu,06,,Chabahil | Gopikrishna,1km,3km,,,100m,,,100m,,2km,2km,,,,,1km,Chabahil
https://lalpurjanepal.com.np/properties/house-for-sale-at-dhumbarahi-5578,lalpurja,house,Kathmandu,5578,Property Details,4 Crore 90 Lakh,Semi-commercial,South-East,2068,Blacktopped,Yes,,"Kathmandu, Dhumbarahi",4 Crore 90 Lakh,Sale,5.25 Aana,1540.125 square-feet,18 Feet,,2025 March 8,250.0,Kathmandu,04,,Dhumbarahi,1km,4km,,,100m,,,100m,,3km,3km,,,,,1km,Dhumbarahi
https://lalpurjanepal.com.np/properties/house-for-sale-at-chandol-5577,lalpurja,house,Kathmandu,5577,Property Details,2 Crore 80 Lakh,Residential,West,2070,Blacktopped,Yes,,"Kathmandu, Chandol",2 Crore 80 Lakh,Sale,2.75 Aana,684.5 square-feet,10 Feet,,2025 March 8,365.0,Kathmandu,04,,Chandol,1km,5km,,,100m,,,100m,,5km,4km,,,,,1km,Chandol
https://lalpurjanepal.com.np/properties/hpouse-for-sale-at-kalopul-5576,lalpurja,house,Kathmandu,5576,Property Details,4 Crore 30 Lakh,Residential,South,2065,Paved,Yes,,"Kathmandu, Kalopul",4 Crore 30 Lakh,Sale,4 Aana,1197.875 square-feet,10 Feet,,2025 March 8,201.0,Kathmandu,05,,Kalopul,500m,3 km,,,100 m,,,100 m,,1.1 km,4.4 km,,,,,1.5 km,Kalopul
https://lalpurjanepal.com.np/properties/house-for-sale-at-miteripul-kapan-5575,lalpurja,house,Kathmandu,5575,Property Details,1 Crore 95 Lakh,Residential,North,2066,Paved,Yes,,"Kathmandu, Kapan",1 Crore 95 Lakh,Sale,3.5 Aana,1026.75 square-feet,12 Feet,,2025 March 8,408.0,Kathmandu,10,,Kapan | Miteripul,300m,5.7km,,,500m,,,300m,,3.8km,2.7km,,,,,1.3km,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-tripureshwor-5574,lalpurja,house,Kathmandu,5574,Property Details,4 Crore,Residential,North-East,2050,Paved,Yes,,"Kathmandu, Teku",4 Crore,Sale,4.75 Aana,1197.875 square-feet,14 Feet,,2025 March 8,395.0,Kathmandu,11,,Tripureshwor,100m,5km,,,100m,,,100m,,5km,7km,,,,,1km,Teku
