url,source,category,district,property_id,title,total_price_raw,property_type,property_face,year_built,road_type,negotiable,furnishing,city_area,pricing_raw,purpose,property_area,built_up_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,landmark,hospital,airport,pharmacy,bhatbhateni,school,college,gym,public_transport,police_station,pashupatinath,boudhanath,atm,hotel,restaurant,banquet,ward_office,neighborhood
https://lalpurjanepal.com.np/properties/house-for-sale-at-buddhanagar-7443,lalpurja,house,Kathmandu,7443,Property Details,9 Crore 20 Lakh,Commercial,South-East,2076,Blacktopped,Yes,Full Furnished,"Kathmandu, Buddhanagar",9 Crore 20 Lakh,Sale,7 Aana,,20 Feet,,2025 July 6,214.0,Kathmandu,10,300m,Buddhanagar | Innovative School,600m,1km,200m,1km,100m,300m,500m,600m,500m,,4km,300m,500m,300m,700m,700m,Buddhanagar
https://lalpurjanepal.com.np/properties/house-for-sale-at-lagan-katmandu-7440,lalpurja,house,Kathmandu,7440,Property Details,2 Crore 90 Lakh,Commercial,South-East,,,Yes,,"Kathmandu, Basantapur",2 Crore 90 Lakh,Sale,3.5 Aana,,20 Feet,,2025 July 6,476.0,Kathmandu,21,2 km,Basantapur | Lagan,550m,,,,1.9 km,750 m,,500m,,,,,,200m,,,Basantapur
https://lalpurjanepal.com.np/properties/house-for-sale-at-ghattekulo-maitidevi-7434,lalpurja,house,Kathmandu,7434,Property Details,2 Crore 80 Lakh,Residential,West,2058,Paved,Yes,Full Furnished,"Kathmandu, Maitidevi",2 Crore 80 Lakh,Sale,3 Sq. Ft.,,8 Feet,,2025 July 6,387.0,Kathmandu,29,600m,Ghattekulo | Maitidevi Chowk,500m,1km,100m,1km,200m,200m,,100m,500m,1km,3km,200m,300m,300m,200m,700m,Maitidevi
https://lalpurjanepal.com.np/properties/house-for-sale-at-gairi-gaun-tinkune-7433,lalpurja,house,Kathmandu,7433,Property Details,70 Lakh Per Aana,Residential,South-East,2072,Blacktopped,Yes,Full Furnished,"Kathmandu, Tinkune",70 Lakh Per Aana,Sale,12.5 Aana,,13 Feet,,2025 July 6,242.0,Kathamandu,32,100m,Tinkune | Ace School,600m,600m,200m,1km,200m,200m,500m,400m,600m,1km,4km,300m,500m,500m,700m,1km,Tinkune
https://lalpurjanepal.com.np/properties/hostel-for-sale-at-buddhanagar-7432,lalpurja,house,Kathmandu,7432,Property Details,20 Lakh,Residential,South-East,,Blacktopped,Yes,,"Kathmandu, Buddhanagar",20 Lakh,Sale,7 Aana,,16 Feet,,2025 July 6,258.0,Kathmandu,10,300m,Budhhanagar | Innovative School,500m,1km,200m,1km,200m,200m,400m,600m,400m,2km,5km,300m,400m,500m,500m,1km,Buddhanagar
https://lalpurjanepal.com.np/properties/house-for-sale-at-bhangal-7425,lalpurja,house,Kathmandu,7425,Property Details,2 Crore 35 Lakh,Residential,,2080,Paved,Yes,Unfurnished,"Kathmandu, Bhangal",2 Crore 35 Lakh,Sale,3 Aana,2000 square-feet,13 Feet,,2025 July 4,168.0,Budanilkantha,08,,Bhangal | Om Colony,1.5km,9km,300m,,,,,300m,,8km,8.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/house-for-sale-at-sano-bhangal-7423,lalpurja,house,Kathmandu,7423,Property Details,2 Crore 25 Lakh,Residential,South,2080,Paved,Yes,Unfurnished,"Kathmandu, Bhangal",2 Crore 25 Lakh,Sale,3 Aana,2000 square-feet,13 Feet,,2025 July 4,174.0,Budanilkantha,08,,Sano Bhangal | Om Colony,1.5Km,10km,250m,,,,,250m,,9km,9.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/hostel-for-sale-at-maitidevi-ghattekulo-7419,lalpurja,house,Kathmandu,7419,Property Details,16 Lakh,Residential,East,,Paved,Yes,,"Kathmandu, Maitidevi",16 Lakh,Sale,2 Aana,,8 Feet,,2025 July 4,268.0,Kathmandu,32,,Ghattekulo | Maitidevi Chowk,500m,2km,200m,1km,300m,300m,,200m,,2km,,,,,,,Maitidevi
https://lalpurjanepal.com.np/properties/hostel-for-sale-at-maitidevi-ghattekulo-7418,lalpurja,house,Kathmandu,7418,Property Details,13 Lakh,Residential,South,,Paved,Yes,,"Kathmandu, Maitidevi",13 Lakh,Sale,4 Aana,,8 Feet,,2025 July 4,193.0,Kathmandu,32,,Ghattekulo | Maitidevi Chowk,500m,2km,100m,1km,200m,300m,,200m,,,,,,,,,Maitidevi
https://lalpurjanepal.com.np/properties/semi-commercial-building-for-sale-at-tinkune-gairi-gaun-7417,lalpurja,house,Kathmandu,7417,Property Details,2 Crore,Commercial,South,2065,Blacktopped,Yes,Full Furnished,"Kathmandu, Tinkune",2 Crore,Sale,2 Aana,,13 Feet,,2025 July 4,411.0,Kathmandu,09,100m,Tinkune | Ace School,500m,800m,100m,1km,100m,100m,500m,100m,500m,800m,4km,300m,300m,400m,600m,1km,Tinkune
https://lalpurjanepal.com.np/properties/house-for-sale-at-gairi-gaun-tinkune-7416,lalpurja,house,Kathmandu,7416,Property Details,4 Crore,Residential,East,,Paved,Yes,,"Kathmandu, Tinkune",4 Crore,Sale,4.25 Aana,,13 Feet,,2025 July 4,249.0,Kathmandu,32,500m,Tinkune | Loyal School,800m,600m,200m,1km,100m,100m,500m,200m,400m,700m,4km,300m,300m,500m,600m,1km,Tinkune
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwatar-7411,lalpurja,house,Kathmandu,7411,,4 Crore 60 Lakh,Residential,,,,Yes,Full Furnished,"Kathmandu, Baluwatar",4 Crore 60 Lakh,Sale,4 Aana,,,,2025 July 4,486.0,Kathmandu,,,Baluwatar,,,,,,,,,,,,,,,,,Baluwatar
https://lalpurjanepal.com.np/properties/house-for-sale-at-tallo-bhangal-7409,lalpurja,house,Kathmandu,7409,Property Details,2 Crore 65 Lakh,Residential,North-East,2082,alley,Yes,Semi Furnished,"Kathmandu, Bhangal",2 Crore 65 Lakh,Sale,3.5 Aana,1095.2 square-feet,13 Feet,F 32 Feet,2025 July 4,261.0,Bhudhanilkatha,08,400m,Budhanilkantha | Tallo Bhangal,500m,4km,200m,400m,200m,400m,200m,300m,300m,5km,5km,200m,200m,300m,200m,1.5km,Bhangal
https://lalpurjanepal.com.np/properties/house-for-sale-at-mid-baneshwor-7407,lalpurja,house,Kathmandu,7407,Property Details,3 Crore 50 Lakh,Residential,West,2065,Paved,Yes,,"Kathmandu, Mid Baneshowr",3 Crore 50 Lakh,Sale,2.5 Aana,,12 Feet,,2025 July 3,290.0,Kathmandu,10,1km,Mid Baneshwor,500m,1km,300m,1km,300m,400m,,500m,500m,1km,3km,400m,500m,500m,1km,1km,Mid Baneshowr
https://lalpurjanepal.com.np/properties/house-for-sale-at-gairi-gaun-tinkune-7406,lalpurja,house,Kathmandu,7406,Property Details,2 Crore 90 Lakh,Residential,South,2077,Paved,Yes,Full Furnished,"Kathmandu, Tinkune",2 Crore 90 Lakh,Sale,2.5 Aana,,9 Feet,,2025 July 3,237.0,Kathamandu,09,200m,Tinkune | Loyal School,300m,300m,100m,300m,50m,50,300m,300m,200m,600m,3km,300m,400m,500m,600m,900m,Tinkune
https://lalpurjanepal.com.np/properties/house-for-sale-tokha-7405,lalpurja,house,Kathmandu,7405,Property Details,2 Crore 10 Lakh,Residential,,,,Yes,Semi Furnished,"Kathmandu, Tokha",2 Crore 10 Lakh,Sale,3 Sq. Ft.,,20 Feet,,2025 July 3,515.0,Tokha,08,10m,Tokha | Dhalmal Bus Stop,1km,5km,500m,500m,300m,300M,300M,400m,400m,4km,5km,500m,400m,400m,300m,400m,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-buddhanagar-7402,lalpurja,house,Kathmandu,7402,Property Details,4 Crore 50 Lakh,Residential,South-East,2070,Blacktopped,Yes,Full Furnished,"Kathmandu, Buddhanagar",4 Crore 50 Lakh,Sale,3.56 Aana,,12 Feet,,2025 July 3,353.0,Kathmandu,10,300m,Buddhanagar,500m,1km,200m,1km,100m,100m,400m,300m,400m,1km,,300m,500m,500m,700m,1km,Buddhanagar
https://lalpurjanepal.com.np/properties/house-for-sale-tokha-7397,lalpurja,house,Kathmandu,7397,Property Details,4 Crore 25 Lakh,Residential,,,,Yes,Semi Furnished,"Kathmandu, Tokha",4 Crore 25 Lakh,Sale,5 Aana,,20 Feet,,2025 July 2,132.0,Tokha,03,40m,Tokha | Grande Hospital,20m,4km,20m,50m,100m,100m,40m,100m,100m,4 km,4km,30m,70m,70m,80m,150m,Tokha
https://lalpurjanepal.com.np/properties/house-for-seal-tokha-7395,lalpurja,house,Kathmandu,7395,Property Details,2 Crore 90 Lakh,Residential,,,Soil Stabilized,Yes,Unfurnished,"Kathmandu, Tokha",2 Crore 90 Lakh,Sale,3.5 Sq. Ft.,,13 Feet,,2025 July 2,138.0,Tokha,06,30m,Tokha | Dhaneshwor Mandir,1km,5km,200m,1km,5m,200m,200m,300M,400m,4km,4km,400m,100m,100m,100m,300m,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-basundhara-7393,lalpurja,house,Kathmandu,7393,Property Details,6 Crore,Residential,West,2073,Paved,Yes,Full Furnished,"Kathmandu, Basundhara",6 Crore,Sale,6 Aana,1369 square-feet,20 Feet,,2025 July 2,217.0,Tokha,05,200m,Basundhara | Ishan Hospital,150m,4KM,150m,400M,50M,100M,200M,300M,300M,4KM,4.5KM,200m,50m,100m,200m,300m,Basundhara
https://lalpurjanepal.com.np/properties/house-for-sale-at-tarkeshwor-rahultar-7388,lalpurja,house,Kathmandu,7388,Property Details,2 Crore 50 Lakh,Residential,South,2080,Blacktopped,Yes,Semi Furnished,"Kathmandu, Tarkeshwor",2 Crore 50 Lakh,Sale,6.31 Aana,1369 square-feet,13 Feet,F 50 Feet,2025 July 1,225.0,Tarkeshwor,02,3km,Tarkeshwor | Rahultar,2km,8km,500km,3km,1km,,,1km,1km,7km,7km,,,,,1km,Tarkeshwor
https://lalpurjanepal.com.np/properties/house-for-seal-tokha-7387,lalpurja,house,Kathmandu,7387,Property Details,2 Crore 80 Lakh,Residential,,2025,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Tokha",2 Crore 80 Lakh,Sale,3.5 Aana,,20 Feet,,2025 July 1,123.0,Tokha,03,80m,Tokha | Bhutkhel,150m,4km,100m,300m,50m,50m,50m,150m,150m,4km,4km,50m,70m,80m,300m,150m,Tokha
https://lalpurjanepal.com.np/properties/house-forsealtokha-7385,lalpurja,house,Kathmandu,7385,Property Details,3 Crore 25 Lakh,Residential,East,,Soil Stabilized,Yes,,"Kathmandu, Tokha",3 Crore 25 Lakh,Sale,4 Aana,,18 Feet,,2025 July 1,110.0,Tokha,03,300m,Tokha | Suryadarsan  Height,500m,5km,500m,400m,50m,100m,100m,150m,150m,5km,5km,50m,50m,50m,60m,150m,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-battisputali-7361,lalpurja,house,Kathmandu,7361,Property Details,4 Crore 20 Lakh,Residential,South-West,2060,Paved,Yes,Full Furnished,"Kathmandu, Battisputali",4 Crore 20 Lakh,Sale,5 Aana,,13 Feet,,2025 July 1,387.0,Kathmandu,09,1km,Battisputali | Dwarika Hotel,500m,700m,300m,1km,400m,400m,300m,200m,400m,700m,2km,300m,500m,500m,400m,800m,Battisputali
https://lalpurjanepal.com.np/properties/house-for-sale-at-tokha-7357,lalpurja,house,Kathmandu,7357,Property Details,1 Crore 80 Lakh,Residential,East,2077,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Basundhara",1 Crore 80 Lakh,Sale,2.5 Aana,,13 Feet,,2025 July 1,237.0,Tokha,05,100m,Tokha | Basundhara,100m,4km,100m,50m,100m,100m,150m,100m,100m,3km,3km,50m,200m,200m,200m,200m,Basundhara
https://lalpurjanepal.com.np/properties/house-for-sale-at-7348,lalpurja,house,Kathmandu,7348,Property Details,2 Crore 25 Lakh,Residential,West,2073,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",2 Crore 25 Lakh,Sale,3.5 Aana,1197.87 square-feet,13 Feet,F 32 Feet,2025 July 1,348.0,Budhanilkantha,13,2km,Chunikhel | Karuna Hospital,300m,5km,200m,500m,400m,400m,300m,2km,2km,5km,4km,300m,300m,400m,200m,1.5km,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-chunikhel-7347,lalpurja,house,Kathmandu,7347,Property Details,2 Crore 75 Lakh,Residential,East,2081,alley,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",2 Crore 75 Lakh,Sale,3.5 Aana,1026.75 square-feet,13 Feet,F 27 Feet,2025 June 30,217.0,Budhanilkantha,13,2km,Chunikhel | Aanadha Chowk,400m,5km,300m,4km,300m,400m,300m,300m,1km,4km,5km,300m,200m,300m,400m,1.5km,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwakhani-7344,lalpurja,house,Kathmandu,7344,Property Details,2 Crore 85Lakh,Residential,South-West,2079,Blacktopped,Yes,Semi Furnished,"Kathmandu, Kapan",2 Crore 85Lakh,Sale,3 Aana,85.56 square-feet,24 Feet,F 35 Feet,2025 June 30,360.0,Baluwakhani,10,1km,Kapan | Baluwakhani,1km,4km,200m,150m,200m,200m,200m,200m,1.5m,3km,3km,150m,250m,300m,200m,1.5km,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-tokha-7325,lalpurja,house,Kathmandu,7325,Property Details,3 Crore 90 Lakh,Residential,,2024,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Grande Villa",3 Crore 90 Lakh,Sale,4 Aana,,16 Feet,,2025 June 30,180.0,Tokha Nagarpalika,05,100m,Tokha | Grande Hospital,200m,5km,200m,100m,5m,200m,200m,150m,150,5km,6km,50m,40m,40m,40m,100m,Grande Villa
https://lalpurjanepal.com.np/properties/house-for-seal-at-tokha-7324,lalpurja,house,Kathmandu,7324,Property Details,4 Crore,Residential,,2077,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Tokha",4 Crore,Sale,4.06 Daam,,13 Feet,,2025 June 30,127.0,Tokha,03,10m,Tokha | Sherpa Petrol Pump,100m,5km,100m,150m,200m,200m,30m,30m,30m,3km,3km,50m,20m,20m,20m,10m,Tokha
https://lalpurjanepal.com.np/properties/house-on-sale-at-tokha-7321,lalpurja,house,Kathmandu,7321,Property Details,3 Crore 30 Lakh,Residential,South,,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Tokha",3 Crore 30 Lakh,Sale,4.5 Aana,1026.75 square-feet,13 Feet,,2025 June 30,164.0,Tokha Nagarpalika,02,3km,Tokha | Bhutkhel,300m,12km,200m,500m,200m,200m,200m,200m,200m,11.7m,9.7km,200m,200m,200m,200m,300m,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-sano-bhangal-7317,lalpurja,house,Kathmandu,7317,Property Details,2 Crore 60 Lakh,Residential,South-West,2080,alley,Yes,Semi Furnished,"Kathmandu, Bhangal",2 Crore 60 Lakh,Sale,4 Aana,,13 Feet,,2025 June 30,287.0,Budanilkantha,08,,Budhanilkantha | Sano Bhangal,1.5km,8km,200m,,,,,250m,,7km,7.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/house-for-sale-at-pasikot-7300,lalpurja,house,Kathmandu,7300,Property Details,3 Crore,Residential,North-East,2074,Gravelled,Yes,Unfurnished,"Kathmandu, Pasikot",3 Crore,Sale,3 Aana,,13 Feet,,2025 June 29,216.0,Budanilkantha,04,,Pasikot | Mothers Castle School,2.5km,14km,100m,,,,,500m,,13km,13.5km,,,,,,Pasikot
https://lalpurjanepal.com.np/properties/house-for-sale-at-pasikot-7299,lalpurja,house,Kathmandu,7299,Property Details,3 Crore 60 Lakh,Residential,North-East,2074,Gravelled,Yes,Unfurnished,"Kathmandu, Pasikot",3 Crore 60 Lakh,Sale,5 Aana,,13 Feet,,2025 June 29,195.0,Budanilkantha,04,,Budhanilkantha | Pasikot,2.5Km,14km,100m,,,,,500m,,13km,13.5km,,,,,,Pasikot
https://lalpurjanepal.com.np/properties/house-for-sale-at-jyabahal-teku-7295,lalpurja,house,Kathmandu,7295,Property Details,2 Crore 50 Lakh,Residential,North-West,2071,Paved,Yes,Semi Furnished,"Kathmandu, Teku",2 Crore 50 Lakh,Sale,1.25 Sq. Ft.,342.25 square-feet,6 Feet,,2025 June 29,174.0,Kathmandu,21,1km,Teku | Jyabahal,500m,4km,300m,1km,400m,500m,300m,500m,400m,3.5km,5km,300m,200m,200m,200m,800m,Teku
https://lalpurjanepal.com.np/properties/house-for-sale-at-koteshwor-7287,lalpurja,house,Kathmandu,7287,Property Details,2 Crore 60 Lakh,Residential,South,2065,Blacktopped,Yes,Full Furnished,"Kathmandu, Koteshwor",2 Crore 60 Lakh,Sale,3.5 Aana,1026.75 square-feet,10 Feet,,2025 June 29,624.0,Kathmandu,32,1km,Koteshwor | Sahayogi Marg,400m,1km,200m,1km,300m,500m,300m,700m,700m,1km,4km,200m,400m,400m,500m,1km,Koteshwor
https://lalpurjanepal.com.np/properties/duplex-hostel-for-sale-at-koteshwor-7286,lalpurja,house,Kathmandu,7286,Property Details,15 Lakh,Commercial,North-East,2070,Blacktopped,Yes,Semi Furnished,"Kathmandu, Koteshwor",15 Lakh,Sale,6.5 Aana,,15 Feet,,2025 June 29,247.0,Kathmandu,32,800m,Koteshwor,500m,1.5km,200m,800m,300m,400m,500m,700m,500m,2km,4km,200m,100m,300m,400m,1km,Koteshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-tokha-7285,lalpurja,house,Kathmandu,7285,Property Details,1 Crore 65 Lakh,Residential,South,2070 B S,alley,Yes,Unfurnished,"Kathmandu, Tokha",1 Crore 65 Lakh,Sale,3 Aana,,16 Feet,,2025 June 29,444.0,Tokha,03,,Tokha | Near Harmony Housing,1.5km,13km,150m,,,,,500m,,12km,12.5km,,,,,,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-budanilkantha-7284,lalpurja,house,Kathmandu,7284,Property Details,2 Crore 80 Lakh,Residential,North-East,2065 B S,Blacktopped,Yes,Unfurnished,"Kathmandu, Chapali",2 Crore 80 Lakh,Sale,3.5 Aana,,13 Feet,,2025 June 29,192.0,Budanilkantha,01,,Budanilkantha | Fulbari Marg,3km,9km,100m,,,,,400m,,8km,,,,,,,Chapali
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwatar-7282,lalpurja,house,Kathmandu,7282,Property Details,5 Crore 75 Lakh,Residential,East,2022 A D,Blacktopped,Yes,Unfurnished,"Kathmandu, Baluwatar",5 Crore 75 Lakh,Sale,6 Aana,,16 Feet,,2025 June 28,321.0,Kathmandu,04,,Baluwatar | Chundevi,700m,8km,100m,,,,,500m,,7km,7.5km,,,,,,Baluwatar
https://lalpurjanepal.com.np/properties/house-for-sale-at-kapan-7281,lalpurja,house,Kathmandu,7281,Property Details,2 Crore 60 Lakh,Residential,North-West,2081 B S,alley,Yes,Semi Furnished,"Kathmandu, Kapan",2 Crore 60 Lakh,Sale,3.5 Aana,,13 Feet,,2025 June 28,128.0,Budanilkantha,11,,Kapan,1km,9km,150m,,,,,300m,,8km,8.5km,,,,,,Kapan
https://lalpurjanepal.com.np/properties/house-for-sale-at-fikal-chwok-gothatar-kathmandu-7278,lalpurja,house,Kathmandu,7278,Property Details,3 Crore 18 Lakh,Residential,South-East,2077,Paved,Yes,Unfurnished,"Kathmandu, Gothatar",3 Crore 18 Lakh,Sale,4.5 Aana,2501 square-feet,20 Feet,F 107 Feet | B 103 Feet | R 43 Feet | L 0 Feet,2025 June 27,856.0,Kageshwori Manohara,08,5km,Gothatar | Fikal Chowk,1km,4km,300m,3.5km,300m,1km,300m,200m,1km,3.8km,4km,1km,500m,500m,850m,1km,Gothatar
https://lalpurjanepal.com.np/properties/house-for-sale-at-mantar-gothatar-7277,lalpurja,house,Kathmandu,7277,Property Details,1 Crore 95 Lakh,Residential,East,2081,Gravelled,Yes,Unfurnished,"Kathmandu, Gothatar",1 Crore 95 Lakh,Sale,3 Aana,,20 Feet,F 23 Feet | B 23 Feet,2025 June 27,333.0,"Kageshwori, Manohara",09,2.3km,Gothatar | Mantar,2.5km,3.8km,350m,2.5km,450m,2km,500m,200m,650m,2.3km,2.5km,500m,600m,450m,650m,750m,Gothatar
https://lalpurjanepal.com.np/properties/house-for-sale-at-buddhanagar-7275,lalpurja,house,Kathmandu,7275,Property Details,6 Crore,Residential,South-West,2057,Blacktopped,Yes,Full Furnished,"Kathmandu, Buddhanagar",6 Crore,Sale,5 Aana,,13 Feet,,2025 June 27,145.0,Kathmandu,10,1km,Buddhanagar,1km,2km,300m,1km,200m,200m,300m,200m,400m,2km,4km,300m,300m,300m,600m,800m,Buddhanagar
https://lalpurjanepal.com.np/properties/semi-commercial-house-for-sale-at-gyaneshwor-7274,lalpurja,house,Kathmandu,7274,Property Details,20 Crore,Commercial,South-West,2062,Blacktopped,Yes,Semi Furnished,"Kathmandu, Gyaneshwor",20 Crore,Sale,9 Aana,,32 Feet,,2025 June 27,188.0,Kathmandu,30,300m,Gyaneshwor,500m,2km,100m,1km,200m,400m,400m,0m,400m,1.5km,3km,100m,300m,400m,500m,600m,Gyaneshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-bafal-7273,lalpurja,house,Kathmandu,7273,Property Details,3 Crore 50 Lakh,Residential,North,,Blacktopped,Yes,,"Kathmandu, Bafal",3 Crore 50 Lakh,Sale,4 Aana,1369 square-feet,10 Feet,,2025 June 27,536.0,Kathmandu,14,150m,Kalanki | Bafal,,8km,,,,,,150m,,7.5km,8km,,,,,1km,Bafal
https://lalpurjanepal.com.np/properties/house-for-sale-at-sitapaila-7272,lalpurja,house,Kathmandu,7272,Property Details,7 Crore,Residential,South,2082,Blacktopped,Yes,Full Furnished,"Kathmandu, Sitapaila",7 Crore,Sale,7 Aana,1711.25 square-feet,16 Feet,,2025 June 27,198.0,Nagarjun,04,700m,Sitapaila | Shubha Kamana Tole,,9km,,,,,,50m,,8.5km,9km,,,,,900m,Sitapaila
https://lalpurjanepal.com.np/properties/house-for-sale-at-sitapaila-7271,lalpurja,house,Kathmandu,7271,Property Details,2 Crore 25 Lakh,Residential,North-East,2080,Gravelled,Yes,Semi Furnished,"Kathmandu, Sitapaila",2 Crore 25 Lakh,Sale,4 Aana,1197.87 square-feet,13 Feet,,2025 June 27,566.0,Nagarjun,06,3km,Sitapaila,,9km,,,,,,200m,,8.5km,9km,,,,,600m,Sitapaila
https://lalpurjanepal.com.np/properties/house-for-sale-at-old-baneshwor-7264,lalpurja,house,Kathmandu,7264,Property Details,7 Crore,Residential,South,2048,Blacktopped,Yes,,"Kathmandu, Old Baneshowr",7 Crore,Sale,7.76 Aana,1369 square-feet,10 Feet,,2025 June 27,342.0,Kathmandu,31,,Old Baneshwor,1km,2km,,,100m,,,100m,,2km,4km,,,,,1km,Old Baneshowr
https://lalpurjanepal.com.np/properties/house-for-sale-at-bashbari-7244,lalpurja,house,Kathmandu,7244,Property Details,8 Crore 50 Lakh,Residential,East,2081,Blacktopped,Yes,Full Furnished,"Kathmandu, Maharajgunj",8 Crore 50 Lakh,Sale,9 Aana,1162 square-feet,12 Feet,F 11 Feet,2025 June 25,121.0,Budhanilkantha,08,4km,Bansbari | Namuna College,200m,5km,200m,1km,500m,300m,400m,200m,500m,4km,4km,200m,500m,200m,400m,3km,Maharajgunj
https://lalpurjanepal.com.np/properties/house-for-sale-at-galkopakha-7241,lalpurja,house,Kathmandu,7241,Property Details,2 Crore 70 Lakh,Commercial,North-East,2047,Blacktopped,Yes,Full Furnished,"Kathmandu, Samakhusi",2 Crore 70 Lakh,Sale,3 Aana,,13 Feet,,2025 June 25,236.0,Kathmandu,26,1km,Galkopakha | Atlantic international college,500m,4km,200m,1km,100m,50m,400m,300m,500m,3km,4km,200m,400m,500m,1km,1km,Samakhusi
https://lalpurjanepal.com.np/properties/house-for-sale-at-dillibazar-7240,lalpurja,house,Kathmandu,7240,Property Details,7 Crore 25 Lakh,Semi-commercial,East,2055,Paved,Yes,Full Furnished,"Kathmandu, Dillibazar",7 Crore 25 Lakh,Sale,6 Aana,1882.375 square-feet,8 Feet,,2025 June 25,210.0,Kathmandu,30,100m,Dillibazar | Citizen Bank,500m,2km,100m,1km,300m,300m,200m,100m,500m,2km,3km,200m,200m,200m,300m,600m,Dillibazar
https://lalpurjanepal.com.np/properties/house-for-sale-at-bhangal-7235,lalpurja,house,Kathmandu,7235,Property Details,3 Crore 30 Lakh,Residential,West,2082 B S,Blacktopped,Yes,Semi Furnished,"Kathmandu, Bhangal",3 Crore 30 Lakh,Sale,4 Aana,,13 Feet,,2025 June 25,140.0,Budanilkantha,08,,Budhanilkantha | Bhangal,1km,8km,100m,,,,,100m,,7km,7.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/south-east-face-land-for-suncity-kadaghari-7234,lalpurja,house,Kathmandu,7234,Property Details,47 Lakh Per Aana,Residential,South-East,,Blacktopped,Yes,,"Kathmandu, Kadaghari",47 Lakh Per Aana,Sale,4.76 Aana,,16 Feet,F 31 Feet | B 26 Feet | L 54 Feet | R 67 Feet,2025 June 25,210.0,Kageshwori Manahora,09,3.5km,Kadaghari | Suncity,2km,3.7km,400m,4km,500m,2km,500m,300m,10m,4.5km,5km,500m,500m,600m,600m,1km,Kadaghari
https://lalpurjanepal.com.np/properties/house-for-sale-at-bhangal-7214,lalpurja,house,Kathmandu,7214,Property Details,2 Crore 65 Lakh,Residential,North-East,2082 B S,alley,Yes,Semi Furnished,"Kathmandu, Bhangal",2 Crore 65 Lakh,Sale,3 Aana,,13 Feet,,2025 June 24,345.0,Budanilkantha,08,,Budhanilkantha | Lower Bhangal,1.5km,9km,200m,,,,,300m,,8km,8.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/house-for-sale-at-bhangal-7213,lalpurja,house,Kathmandu,7213,Property Details,3 Crore 50 Lakh,Residential,East,2069 B S,alley,Yes,Unfurnished,"Kathmandu, Bhangal",3 Crore 50 Lakh,Sale,5 Aana,,13 Feet,,2025 June 24,117.0,Budanilkantha,08,2.5km,Bhangal | Fresh Farm,1km,8km,100m,,,,,100m,,7km,7.5km,,,,,,Bhangal
https://lalpurjanepal.com.np/properties/newly-built-house-for-sale-at-baneshwor-7207,lalpurja,house,Kathmandu,7207,Property Details,5 Crore 70 Lakh,Residential,North-East,2082,Blacktopped,Yes,Semi Furnished,"Kathmandu, Mid Baneshowr",5 Crore 70 Lakh,Sale,4.5 Aana,1368.88 square-feet,20 Feet,,2025 June 24,326.0,Kathmandu,10,500m,Baneshwor | Ratna Rajya School,500m,1km,200m,300m,100m,200m,200m,100m,400m,1km,3km,200m,200m,200m,400m,10,Mid Baneshowr
https://lalpurjanepal.com.np/properties/house-for-sale-at-tyanglaphat-7197,lalpurja,house,Kathmandu,7197,Property Details,3 Crore 85 Lakh,Residential,North,2082,Paved,Yes,Semi Furnished,"Kathmandu, Kirtipur",3 Crore 85 Lakh,Sale,5 Aana,1369 aana,13 Feet,,2025 June 24,208.0,Kirtipur,04,,Kirtipur | Tyanglaphat,,,,,,,,,,,,,,,,,Kirtipur
https://lalpurjanepal.com.np/properties/house-for-sale-at-kalanki-7196,lalpurja,house,Kathmandu,7196,Property Details,3 Crore 75 Lakh,Commercial,South,,Blacktopped,Yes,,"Kathmandu, Kalanki",3 Crore 75 Lakh,Sale,4 Aana,1197.87 square-feet,26 Feet,,2025 June 24,234.0,Nagarjun,10,2km,Kalanki | Khadka Gaun,,9km,,,800m,,,100m,,8.5km,9km,,,,,900m,Kalanki
