url,source,category,district,property_id,title,total_price_raw,property_type,property_face,year_built,road_type,negotiable,furnishing,city_area,pricing_raw,purpose,property_area,built_up_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,landmark,hospital,airport,pharmacy,bhatbhateni,school,college,gym,public_transport,police_station,pashupatinath,boudhanath,atm,hotel,restaurant,banquet,ward_office,neighborhood,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors
https://lalpurjanepal.com.np/properties/south-face-house-for-sale-at-bode-8384,lalpurja,house,Bhaktapur,8384,Property Details,1 Crore 65 Lakh,Residential,South,2081,Gravelled,No,Unfurnished,"Bhaktapur, Bode",1 Crore 65 Lakh,Sale,4 Aana,1950 square-feet,13 Feet,F 40 Feet,2025 September 17,450,Madhyapur Thimi,3.0,5km,Bode |  Nilbarai Temple,2km,4.6km,400m,2.6km,500m,2km,600m,200m,600m,5.2km,5.7km,600m,800m,600m,650m,900m,Bode,4,2,2,2,5,2
https://lalpurjanepal.com.np/properties/east-face-semi-bungalow-for-sale-at-gatthaghar-8319,lalpurja,house,Bhaktapur,8319,Property Details,4 Crore 10 Lakh,Residential,East,2081,Soil Stabilized,Yes,Full Furnished,"Bhaktapur, Gatthaghar",4 Crore 10 Lakh,Sale,4 Aana,4800 square-feet,20 Feet,,2025 September 4,471,Madhyapur Thimi,2.0,2.5km,Gatthaghar | Chandreshwori Marg,4km,6km,300m,3km,400m,2km,500m,200m,1km,8km,12km,300m,500m,300m,600m,300m,Gatthaghar,9,2,7,2,5,4.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sipadolbhaktapur-8294,lalpurja,house,Bhaktapur,8294,Property Details,1 Crore 65 Lakh,Residential,South,2081,Soil Stabilized,Yes,Unfurnished,"Bhaktapur, Sipadol",1 Crore 65 Lakh,Sale,3 Aana,1820.63 square-feet,13 Feet,,2025 September 2,533,Suryabinayak,8.0,12km,Sipadol | Sipadol Planning,2.3km,15km,1km,6.2km,1km,3km,4km,200m,1km,17km,,2km,2km,2km,2km,,Sipadol,5,1,3,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sudalbhaktapur-8183,lalpurja,house,Bhaktapur,8183,Property Details,1 Crore 35 Lakh,Residential,South,2080,Soil Stabilized,Yes,Unfurnished,"Bhaktapur, Sudal",1 Crore 35 Lakh,Sale,4 Aana,945.78 square-feet,13 Feet,,2025 August 24,172,Changunarayan,8.0,20km,Sudal | Worke Pali,3.4km,16km,3km,8.3km,500m,3km,3.5km,200m,300m,18km,,3.5km,4km,4km,3.4km,2km,Sudal,2,1,1,1,1,1
https://lalpurjanepal.com.np/properties/house-for-sale-at-balkot-8146,lalpurja,house,Bhaktapur,8146,Property Details,2 Crore 40 Lakh,Residential,West,2076,Gravelled,Yes,Unfurnished,"Bhaktapur, Balkot",2 Crore 40 Lakh,Sale,3.37 Aana,1026.75 square-feet,13 Feet,F 39 Feet,2025 August 20,434,Suryabinayak,2.0,,Balkot | Banglamukhi Mandir,1.5km,5km,,2km,,,,500m,,7km,11km,,,,500m,500m,Balkot,4,3,3,3,1,3
https://lalpurjanepal.com.np/properties/house-for-sale-at-radhe-radhebhaktapur-8143,lalpurja,house,Bhaktapur,8143,Property Details,3 Crore 90 Lakh,Residential,South,2078,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Radhe Radhe",3 Crore 90 Lakh,Sale,3.87 Aana,3085.6 square-feet,20 Feet,,2025 August 20,270,Suryabinayak,5.0,12km,Radhe Radhe | Bhatbhateni Super Market,1.5km,9km,700m,800m,1km,1km,1km,800m,800m,11km,,700m,700m,700m,1km,,Radhe Radhe,4,1,5,1,1,3.5
https://lalpurjanepal.com.np/properties/commercial-house-for-salt-at-naya-thimi-8021,lalpurja,house,Bhaktapur,8021,Property Details,4 Crore,Commercial,West,2068,Blacktopped,Yes,Unfurnished,"Bhaktapur, Madhyapur Thimi",4 Crore,Sale,7.37 Aana,,20 Feet,,2025 August 12,222,Suryabinayak,3.0,,Bhaktapur | Madhyapur Thimi,500m,8km,,1.5km,,,,,,10km,14km,,,,,1.5km,Madhyapur Thimi,20,4,6,,1,4.5
https://lalpurjanepal.com.np/properties/bunglow-for-sale-at-adhikari-tole-balkot-8020,lalpurja,house,Bhaktapur,8020,Property Details,9 Crore,Residential,North-East,2077,Blacktopped,Yes,Full Furnished,"Bhaktapur, Balkot",9 Crore,Sale,11.5 Aana,3407 square-feet,24 Feet,F 41 | L 90 Feet,2025 August 12,372,Suryabnayak,3.0,,Balkot | Kathmandu School of Law,1km,8.5km,,2.5km,500k,500m,,200m,,10km,15km,,,,500m,800m,Balkot,7,2,7,2,4,3
https://lalpurjanepal.com.np/properties/house-for-sale-in-bhaktapur-8015,lalpurja,house,Bhaktapur,8015,Property Details,1 Crore 80 Lakh,Residential,South-West,2078,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Bhaktapur",1 Crore 80 Lakh,Sale,4.25 Aana,760 square-feet,20 Feet,,2025 August 12,540,Changunarayan,8.0,,Bhaktapur | District Court,2km,14km,,6km,,2km,,50m,,16km,20km,,,,500m,800m,Bhaktapur,2,1,1,1,1,1
https://lalpurjanepal.com.np/properties/house-for-sale-at-duwakotbhaktapur-7991,lalpurja,house,Bhaktapur,7991,Property Details,3 Crore 10 Lakh,Residential,North-West,2074,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Duwakot",3 Crore 10 Lakh,Sale,5 Aana,2785.91 square-feet,20 Feet,,2025 August 11,168,Changunarayan,2.0,15km,Duwakot | Changunarayan Ward Office No.2,1.5km,12km,500m,3.5km,500m,2km,4km,200m,500m,14km,,2km,2km,2km,2km,500m,Duwakot,6,1,4,2,2,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-dadhikot-7978,lalpurja,house,Bhaktapur,7978,Property Details,2 Crore 35 Lakh,Residential,North-East,2081,Blacktopped,No,Semi Furnished,"Bhaktapur, Dadhikot",2 Crore 35 Lakh,Sale,3.25 Aana,1812 square-feet,13 Feet,,2025 August 11,328,Suryabinayak,3.0,6.5km,Dadhikot | Pani Tanki,1.5km,8km,300m,2km,100m,900m,,300m,,11km,15km,,,,200m,900m,Dadhikot,5,1,3,1,1,2.5
https://lalpurjanepal.com.np/properties/luxury-house-for-sale-at-sanothimi-7961,lalpurja,house,Bhaktapur,7961,Property Details,3 Crore 99 Lakh,Residential,South,2080,Blacktopped,Yes,Full Furnished,"Bhaktapur, Sanothimi",3 Crore 99 Lakh,Sale,5 Aana,4141 square-feet,13 Feet,F 42 Feet,2025 August 10,261,Madhyapur Thimi,4.0,4.6km,Sanothimi | Magar Gaun,1km,5km,,3km,,,,300m,,8km,8km,,,,300m,800m,Sanothimi,6,2,5,3,2,3
https://lalpurjanepal.com.np/properties/house-for-sale-at-kharipatibhaktapur-7856,lalpurja,house,Bhaktapur,7856,Property Details,1 Crore 75 Lakh,Residential,South,2078,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Kharipati",1 Crore 75 Lakh,Sale,3.87 Aana,1609.14 square-feet,20 Feet,,2025 August 5,592,Changunarayan,7.0,20km,Kharipati | NEA Training Centre,3.1km,15km,2km,7.2km,2km,2km,3km,200m,1km,17km,,2km,3km,3km,3km,4km,Kharipati,3,1,2,2,1,2
https://lalpurjanepal.com.np/properties/house-for-sale-at-radhe-radhe-7852,lalpurja,house,Bhaktapur,7852,Property Details,3 Crore 90 Lakh,Residential,South-West,2075,Gravelled,Yes,Semi Furnished,"Bhaktapur, Bhaktapur",3 Crore 90 Lakh,Sale,5.37 Aana,,20 Feet,F 72 Feet,2025 August 5,250,Madhyapur Thimi,9.0,8km,Radhe Radhe | Pipalbot,500m,5km,200m,500m,500m,500m,500m,200m,500m,10km,10km,500m,100m,100m,200m,500m,Bhaktapur,7,3,5,3,2,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-naya-thimibhaktapur-7845,lalpurja,house,Bhaktapur,7845,Property Details,2 Crore 35 Lakh,Residential,South-West,2081,Gravelled,Yes,Full Furnished,"Bhaktapur, Madhyapur Thimi",2 Crore 35 Lakh,Sale,3.25 Aana,2018.41 square-feet,20 Feet,,2025 August 3,809,Suryabinayak,4.0,12km,Madhyapur Thimi | Mid Valley School,1km,8.2km,1km,2.1km,500m,500m,1km,500m,1km,10km,,1km,1km,1km,1km,,Madhyapur Thimi,4,2,4,2,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-srijana-nagarbhaktapur-7844,lalpurja,house,Bhaktapur,7844,Property Details,3 Crore,Residential,South-East,2078,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Sallaghari",3 Crore,Sale,3.75 Aana,3395.86 square-feet,20 Feet,,2025 August 3,261,Bhaktapur,1.0,15km,Sallaghari | Srijananagar,2.5km,10km,500m,1km,500m,1km,1km,1km,1km,12km,,1km,1km,1km,1km,,Sallaghari,13,1,3,1,1,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sanothimi-7837,lalpurja,house,Bhaktapur,7837,Property Details,2 Crore 90 Lakh,Residential,North,2080,Paved,Yes,Semi Furnished,"Bhaktapur, Sanothimi",2 Crore 90 Lakh,Sale,3 Aana,216.825 square-feet,20 Feet,F 30 Feet,2025 August 3,427,Madhyapur Thimi,5.0,3.5km,Magar Gaun | Sanothimi,2km,3km,300m,3km,500m,500m,500m,300m,,12km,12km,,,,,1.2km,Sanothimi,5,2,3,2,1,3
https://lalpurjanepal.com.np/properties/house-for-sale-wt-duwakot-mod-7816,lalpurja,house,Bhaktapur,7816,Property Details,1 Crore 80 Lakh,Residential,South-West,2075,Paved,Yes,Unfurnished,"Bhaktapur, Duwakot",1 Crore 80 Lakh,Sale,3 Aana,,13 Feet,F 47 Feet,2025 August 1,541,Changunarayan,2.0,6.5km,Bhaktapur | Duwakot Mode,400m,8km,200m,1km,300m,500m,400m,1m,800m,12km,16km,200m,200m,200m,400m,1km,Duwakot,7,1,3,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-suryabinayak-7802,lalpurja,house,Bhaktapur,7802,Property Details,3 Crore 50 Lakh,Residential,West,2073,Gravelled,Yes,Semi Furnished,"Bhaktapur, Suryabinayak",3 Crore 50 Lakh,Sale,5 Aana,,13 Feet,F 30 Feet,2025 July 30,126,Suryabinayak,7.0,7km,Suryabinayak | Pandubazaar,1km,12km,,4km,400m,1km,200m,400m,,12km,16km,,,,,300m,Suryabinayak,6,3,4,3,1,3.5
https://lalpurjanepal.com.np/properties/commercial-house-for-sale-at-palasebhaktapur-7800,lalpurja,house,Bhaktapur,7800,Property Details,4 Crore 15 Lakh,Commercial,North-West,2074,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Suryabinayak",4 Crore 15 Lakh,Sale,8.31 Aana,3849.27 square-feet,40 Feet,,2025 July 30,191,Suryabinayak,10.0,22km,Suryabinayak | Kathmandu Fun Valley,5km,16km,500m,8km,3km,3km,5km,10m,1km,18km,,5km,10m,10m,5km,,Suryabinayak,5,1,6,1,3,2
https://lalpurjanepal.com.np/properties/house-for-sale-at-suryabinayak-7750,lalpurja,house,Bhaktapur,7750,Property Details,2 Crore 40 Lakh,Residential,South,2078,Paved,Yes,Unfurnished,"Bhaktapur, Suryabinayak",2 Crore 40 Lakh,Sale,4 Aana,2507 square-feet,13 Feet,,2025 July 28,258,Suryabinayak,8.0,,Suryabinayak | Pariwartan Tole,2km,12km,200m,3km,100km,1km,500m,800m,800m,14km,18km,500m,500m,500m,500m,1.5km,Suryabinayak,6,2,3,2,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sell-at-katunjebhaktapur-7728,lalpurja,house,Bhaktapur,7728,Property Details,1 Crore 75 Lakh,Residential,South,2068,Paved,Yes,Unfurnished,"Bhaktapur, Suryabinayak",1 Crore 75 Lakh,Sale,2.81 Aana,1870.8 square-feet,13 Feet,,2025 July 27,218,Suryabinayak,5.0,15km,Katunje | Pandubazar,2km,11km,200m,2.8km,1km,2km,1km,500m,500m,11km,,200m,500m,300m,500m,,Suryabinayak,11,2,4,1,1,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sudalbhaktapur-7683,lalpurja,house,Bhaktapur,7683,Property Details,1 Crore 90 Lakh,Residential,North-West,2081,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Sudal",1 Crore 90 Lakh,Sale,3 Aana,2016.78 square-feet,13 Feet,,2025 July 23,244,Changunarayan,8.0,20km,Sudal | Worke Pali,3.1km,16km,3km,8.1km,2km,3km,3.5km,500meter,2km,18km,,3km,3km,3km,3km,,Sudal,8,2,3,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sudalbhaktapur-7682,lalpurja,house,Bhaktapur,7682,Property Details,43 Lakh Per Aana,Commercial,East,,Blacktopped,No,Unfurnished,"Bhaktapur, Suryabinayak",43 Lakh Per Aana,Sale,4.12 Aana,,26 Feet,F 31.5 Feet | 45 Feet,2025 July 23,293,Suryabinayak,10.0,20km,Bhaktapur | Kathmandu Fun Valley,4km,16km,3km,8km,1km,1km,5km,20m,1km,18km,,3km,3km,3km,3km,,Suryabinayak,,,,,,
https://lalpurjanepal.com.np/properties/house-for-sale-at-saraswatikhel-7666,lalpurja,house,Bhaktapur,7666,Property Details,2 Crore 50 Lakh,Residential,South-West,2078,Gravelled,Yes,Semi Furnished,"Bhaktapur, Saraswatikhel",2 Crore 50 Lakh,Sale,4 Aana,,10 Feet,,2025 July 22,163,Changunarayan,1.0,8km,Bhaktapur | Saraswati Temple,2.5km,12km,500m,,500m,1km,1km,800m,800m,8km,8km,800m,800m,800m,800m,1.5km,Saraswatikhel,6,2,3,3,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-naya-thimi-7649,lalpurja,house,Bhaktapur,7649,Property Details,2 Crore 50 Lakh,Residential,North-West,2074,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Madhyapur Thimi",2 Crore 50 Lakh,Sale,4 Aana,,16 Feet,,2025 July 22,504,Madhyapur Thimi,3.0,5km,Naya Thimi | Srijansil Tole,400m,8km,200m,2km,200m,200m,200m,500m,400m,10km,14km,200m,200m,200m,200m,600m,Madhyapur Thimi,6,2,4,3,1,2.5
https://lalpurjanepal.com.np/properties/bunglow-for-sale-at-balkot-dharapati-7577,lalpurja,house,Bhaktapur,7577,Property Details,7 Crore,Residential,South-West,2076,Paved,Yes,Full Furnished,"Bhaktapur, Balkot",7 Crore,Sale,13 Aana,,20 Feet,,2025 July 16,280,Suryabinayak,8.0,3km,Balkot | Dharapati Chowk,500m,6.7km,100m,3km,100m,100m,100m,,100m,8km,12km,100m,100m,100m,200m,200m,Balkot,6,1,6,1,2,2.5
https://lalpurjanepal.com.np/properties/north-east-face-house-for-sale-at-jhaukhel-7525,lalpurja,house,Bhaktapur,7525,Property Details,1 Crore 45 Lakh,Residential,North-East,2081,Gravelled,Yes,Unfurnished,"Bhaktapur, Duwakot",1 Crore 45 Lakh,Sale,3.75 Aana,835 square-feet,16 Feet,F 28 Feet,2025 July 13,408,Changunarayan,2.0,10km,Duwakot | Pipalbot,6.1km,13km,500m,5.1km,1km,3km,500m,30m,500m,13km,13km,600m,2km,800m,900m,900m,Duwakot,1,1,1,1,4,1
https://lalpurjanepal.com.np/properties/house-for-sale-at-gatthaghar-7523,lalpurja,house,Bhaktapur,7523,Property Details,3 Crore 50 Lakh,Residential,West,2073,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Gatthaghar",3 Crore 50 Lakh,Sale,4.59 Sq. Ft.,,16 Feet,,2025 July 11,186,Madhyapur Thimi,3.0,2.1km,Gatthaghar Chowk,600m,4km,300m,1.9km,200m,300m,300m,300m,300m,6km,10km,300m,300m,300m,300m,950m,Gatthaghar,5,2,3,2,1,2.5
https://lalpurjanepal.com.np/properties/cute-house-for-sale-at-sirutar-chowk-7511,lalpurja,house,Bhaktapur,7511,Property Details,2 Crore 30 Lakh,Residential,South-East,2080,Soil Stabilized,Yes,Full Furnished,"Bhaktapur, Sirutar",2 Crore 30 Lakh,Sale,3 Aana,1026.75 square-feet,13 Feet,,2025 July 10,256,Suryabinayak,1.0,6km,Sirutar | Health Post,3km,9km,300m,5km,300m,3km,1km,200m,1km,11km,15km,800m,300m,300m,600m,500m,Sirutar,4,2,3,2,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-balkot-7510,lalpurja,house,Bhaktapur,7510,Property Details,5 Crore 50 Lakh,Residential,North-East,2078,Paved,Yes,Semi Furnished,"Bhaktapur, Balkot",5 Crore 50 Lakh,Sale,8 Aana,,16 Feet,,2025 July 10,188,Suryabinayak,2.0,2.4km,Balkot | Banglamukhi Temple,1km,4km,200m,3km,20m,1km,300m,600m,500m,6km,10km,800m,300m,300m,800m,1km,Balkot,7,2,5,2,3,3.5
https://lalpurjanepal.com.np/properties/northeast-face-house-for-sale-at-sano-thimi-7470,lalpurja,house,Bhaktapur,7470,Property Details,2 Crore 20 Lakh,Residential,North-East,2080,Blacktopped,Yes,Unfurnished,"Bhaktapur, Sanothimi",2 Crore 20 Lakh,Sale,3.75 Aana,1550 square-feet,13 Feet,F 29 Feet | B 29 Feet | L 37 Feet | R 39 Feet,2025 July 8,311,Madhyapur Thimi,7.0,4km,Sano Thimi | Naagdesh,1.5km,5km,400m,2km,200m,300m,400m,200m,500m,7km,8km,500m,800m,500m,600m,500m,Sanothimi,3,2,2,2,4,2
https://lalpurjanepal.com.np/properties/house-for-sale-at-sudalbhaktapur-7408,lalpurja,house,Bhaktapur,7408,Property Details,1 Crore 60 Lakh,Residential,South,2081,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Sudal",1 Crore 60 Lakh,Sale,3.25 Aana,2133.28 square-feet,20 Feet,,2025 July 3,460,Changunarayan,8.0,25km,Sudal | Thuli Bramhayani Temple,6.3km,19km,2km,11km,2km,3km,6km,100meter,3km,21km,,7km,,5km,7km,5km,Sudal,5,2,3,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-adhikari-tole-7346,lalpurja,house,Bhaktapur,7346,Property Details,3 Crore,Residential,East,2072,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Balkot",3 Crore,Sale,5 Aana,,20 Feet,,2025 June 30,151,Suryabinayak,8.0,8.5km,Balkot | Adhikari Tole,2km,10km,200m,3km,300m,1km,500m,1km,500m,12km,16km,1km,500m,500m,500m,1km,Balkot,2,1,1,1,1,1
https://lalpurjanepal.com.np/properties/house-for-sale-at-adhikari-tole-7345,lalpurja,house,Bhaktapur,7345,Property Details,4 Crore,Residential,North-East,2072,Blacktopped,Yes,Full Furnished,"Bhaktapur, Balkot",4 Crore,Sale,9 Aana,,,,2025 June 30,289,Suryabinayak,3.0,8.5km,Balkot | Adhikari Tole,2km,10km,200m,3km,400m,1km,500m,1km,500m,12km,16km,1km,500m,500m,500m,1km,Balkot,5,2,4,2,4,3
https://lalpurjanepal.com.np/properties/house-for-sale-at-sallaghari-7343,lalpurja,house,Bhaktapur,7343,Property Details,2 Crore 95 Lakh,Residential,East,2072,Blacktopped,Yes,Full Furnished,"Bhaktapur, Sallaghari",2 Crore 95 Lakh,Sale,4.31 Aana,,16 Feet,,2025 June 30,315,Suryabinayak,5.0,6.5km,Sallaghari | Srijananagar,500m,8km,200m,1km,300m,500m,300m,300m,300m,10km,14km,300m,200m,200m,300m,400m,Sallaghari,5,2,4,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-bode-planning-madhyapur-thimi-bhaktapur-7276,lalpurja,house,Bhaktapur,7276,Property Details,2 Crore 50 Lakh,Residential,North-East,2076,Blacktopped,Yes,Unfurnished,"Bhaktapur, Bode",2 Crore 50 Lakh,Sale,3.25 Aana,2042.88 square-feet,26 Feet,F 27 Feet | B 31 Feet | L 44 Feet | R 42 Feet,2025 June 27,268,Madhyapur Thimi,8.0,4km,Bhakatpur | Bode Planning,2.5km,4.5km,400m,2.5km,500m,500 m,400m,350m,400m,5km,5.5km,400m,600m,300m,650m,650m,Bode,4,1,3,1,5,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-suryabinayak-7232,lalpurja,house,Bhaktapur,7232,Property Details,2 Crore 10 Lakh,Residential,South-West,2072,Blacktopped,Yes,Unfurnished,"Bhaktapur, Suryabinayak",2 Crore 10 Lakh,Sale,3.25 Aana,2000 square-feet,13 Feet,F 30 Feet | B 22 Feet | L 47 Feet | R 46 Feet,2025 June 25,494,Suryabinayak,6.0,9km,Suryabinayak | Ganesh Basti,2km,11km,200m,3km,300m,2km,400m,150m,1km,12km,13km,400m,500m,400m,300m,200m,Suryabinayak,3,1,3,1,5,2.5
https://lalpurjanepal.com.np/properties/east-face-semi-bungalow-for-sale-at-harsad-chowk-thimi-7140,lalpurja,house,Bhaktapur,7140,Property Details,3 Crore 45 Lakh,Residential,East,2078,Paved,Yes,Semi Furnished,"Bhaktapur, Madhyapur Thimi",3 Crore 45 Lakh,Sale,5 Aana,2884.85 square-feet,10 Feet,F 31 Feet,2025 June 20,323,Suryabinayak,4.0,6.8km,Thimi | Harshad Chowk,2km,7.9km,400m,2.1km,300m,300m,600m,10m,400m,9.1km,11km,500m,700m,400m,800m,600m,Madhyapur Thimi,6,2,4,2,6,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-dadhikot-7081,lalpurja,house,Bhaktapur,7081,Property Details,2 Crore 50 Lakh,Residential,West,,Gravelled,Yes,,"Bhaktapur, Dadhikot",2 Crore 50 Lakh,Sale,3.75 Aana,,13 Feet,F 25 Feet,2025 June 17,343,Madhyapur Thimi,4.0,5.4km,Thimi | Harsha Chowk,500m,8km,300m,2.6km,300m,500m,300m,100m,300m,10km,14km,300m,300m,300m,300m,500m,Dadhikot,6,2,5,2,2,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-dadhikot-7078,lalpurja,house,Bhaktapur,7078,Property Details,2 Crore 50 Lakh,Residential,West,2080,Gravelled,Yes,,"Bhaktapur, Dadhikot",2 Crore 50 Lakh,Sale,3.5 Aana,1283 square-feet,13 Feet,F 29 Feet,2025 June 17,243,Madhyapur Thimi,4.0,5.4km,Dhadikot | Harsha Chowk,500m,8km,300m,2.6km,300m,500m,300m,100m,300m,10km,14km,300m,300m,300m,300m,600m,Dadhikot,6,2,4,2,2,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-suryabinayak-7051,lalpurja,house,Bhaktapur,7051,Property Details,1 Crore 80 Lakh,Residential,North,2081,Paved,Yes,Semi Furnished,"Bhaktapur, Suryabinayak",1 Crore 80 Lakh,Sale,2.87 Sq. Ft.,,13 Feet,,2025 June 16,699,Suryabinayak,8.0,9km,Suryabinayak | Darjeeling Height Colony,2km,11km,100m,3km,100m,2km,1km,600m,600m,12km,13km,600m,600m,200m,400m,1km,Suryabinayak,7,1,2,2,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-suryabinayak-bhaktapur-6958,lalpurja,house,Bhaktapur,6958,Property Details,2 Crore 50 Lakh,Residential,South-East,2068,Gravelled,Yes,Unfurnished,"Bhaktapur, Suryabinayak",2 Crore 50 Lakh,Sale,4 Aana,1369 square-feet,18 Feet,F 29 Feet,2025 June 10,196,Suryabinayak,8.0,10km,Suryabinayak | Bhadgaun Sports and Gym,2km,12km,200m,5km,100m,500m,100m,500m,500m,14km,18km,500m,100m,100m,100m,500m,Suryabinayak,12,1,4,1,1,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-biruwa-bhaktapur-6936,lalpurja,house,Bhaktapur,6936,Property Details,1 Crore 35 Lakh,Semi-commercial,North,2075,Gravelled,Yes,Unfurnished,"Bhaktapur, Sirutar",1 Crore 35 Lakh,Sale,4.5 Aana,1625 square-feet,18 Feet,F 30 Feet,2025 June 9,441,Suryabinayak,1.0,8km,Bhaktapur | Biruwa,2.5km,11km,300m,,300m,2km,2km,300m,300m,13km,17km,800m,300m,300m,300m,1,Sirutar,4,1,3,1,,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-sanothimibhaktapur-6906,lalpurja,house,Bhaktapur,6906,Property Details,7 crore,Commercial,,2025,Blacktopped,Yes,Unfurnished,"Bhaktapur, Sanothimi",7 crore,Sale,8 Aana,2500 square-feet,20 Feet,,2025 June 7,245,Madhyapur,2.0,50m,Sanothimi | Manohara Park,100m,200m,,,400m,400m,,100m,,,,,,100m,,,Sanothimi,,,,,,7
https://lalpurjanepal.com.np/properties/house-for-sale-at-jhaukhelbhaktapur-6860,lalpurja,house,Bhaktapur,6860,Property Details,1 Crore 20 Lakh,Residential,West,2079,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Duwakot",1 Crore 20 Lakh,Sale,3.5 Aana,1197.87 square-feet,10 Feet,,2025 June 4,492,Changunarayan,3.0,19km,Jhaukhel | VDC Office,3.5km,14.5km,2km,6km,2km,3km,,200m,2km,17km,,3km,3km,2km,3km,500m,Duwakot,2,1,1,1,1,1
https://lalpurjanepal.com.np/properties/bungalow-for-sale-at-bhaktapur-sano-thimi-6824,lalpurja,house,Bhaktapur,6824,Property Details,6 Crore 50 Lakh,Residential,East,2079,Blacktopped,Yes,Full Furnished,"Bhaktapur, Sanothimi",6 Crore 50 Lakh,Sale,7 Aana,1550 square-feet,13 Feet,F 42 Feet,2025 June 2,289,Madhyapur Thimi,2.0,3.8km,Sano Thimi | Exam Control Office,2km,7.5km,200m,4km,200m,400m,300m,100m,300m,7.6km,9km,200m,200m,200m,300m,2km,Sanothimi,5,1,8,2,3,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-radhe-radhebhaktapur-6822,lalpurja,house,Bhaktapur,6822,Property Details,2 Crore 60 Lakh,Residential,South-East,2075,Gravelled,Yes,Semi Furnished,"Bhaktapur, Radhe Radhe",2 Crore 60 Lakh,Sale,4 Aana,2000 square-feet,20 Feet,,2025 June 2,296,Madhyapur Thimi,3.0,13km,Elory English School,2km,9km,1km,1km,100m,1km,500m,300m,1km,11km,,300m,300m,300m,500m,,Radhe Radhe,5,1,3,2,1,2
https://lalpurjanepal.com.np/properties/house-for-sale-at-katunjebhaktapur-6808,lalpurja,house,Bhaktapur,6808,Property Details,1 Crore 65 Lakh,Residential,North,2081,Paved,Yes,Semi Furnished,"Bhaktapur, Katunje",1 Crore 65 Lakh,Sale,3.62 Aana,789.13 square-feet,13 Feet,,2025 June 1,325,Suryabinayak,5.0,14km,Suryabinayak | Subarna Chowk,2km,10km,500m,2km,1km,2km,2km,200m,300m,12km,,300m,1km,200m,100m,,Katunje,1,1,1,1,1,1
https://lalpurjanepal.com.np/properties/bungalow-for-sale-at-bhaktapur-kharipati-6775,lalpurja,house,Bhaktapur,6775,Property Details,2 Crore 65 Lakh,Residential,North-East,2074,Soil Stabilized,Yes,Semi Furnished,"Bhaktapur, Kharipati",2 Crore 65 Lakh,Sale,6.25 Aana,2700 square-feet,13 Feet,F 24 Feet,2025 May 29,280,Changunarayan,7.0,11.5km,Indra Dhara | Bansbari Water Treatment Plant,2km,14km,500m,7.8km,2km,2km,2km,200m,300m,17km,21km,2km,1km,1km,2km,3km,Kharipati,5,1,3,2,3,3
https://lalpurjanepal.com.np/properties/house-for-sale-at-kmc-duwakot-bhaktapur-6774,lalpurja,house,Bhaktapur,6774,Property Details,5 Crore 74 Lakh,Residential,South-East,2065,Blacktopped,Yes,Semi Furnished,"Bhaktapur, Duwakot",5 Crore 74 Lakh,Sale,11 Aana,3500 square-feet,22 Feet,,2025 May 29,254,Changunarayan,2.0,8km,Duwakot | KMC Hospital,50m,11km,50m,2.5km,200m,200m,200m,1m,500m,14km,18km,200m,200m,200m,200m,1km,Duwakot,8,1,4,1,2,2.5
