ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
HB-120A47,Nayapati's Land on Sale,"B.p. Museum Sundarijal, Gokarneshwor-1, Kathmandu",Kathmandu,B.P. Museum Sundarijal,Pitched Road,2100000.0,10.125,2100000.0,21262500.0,False,False,False,False
HB-A92D21,JHAMSIKHEL – 16 AANA LAND FOR SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,195200000.0,16.0,12200000.0,195200000.0,False,False,False,False
HB-CE1E62,JHAMSIKHEL – 12 AANA COLONY LAND FOR SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,,150000000.0,12.0,12500000.0,150000000.0,False,False,False,False
HB-C71CCF,Land On Sale At Dhumbarahi,"Dhumbarahi Pipal Bot, Dhumbharai Marg, Kathmandu-4, Kathmandu",Kathmandu,Dhumbarahi,Pitched Road,6500000.0,4.5,1444444.4444444445,6500000.0,False,False,False,False
HB-2AE0AB,Lazimpat Land @40 lakh/aana near Uttardhoka urgent,"Kholagaal, Kathmandu-2, Kathmandu",Kathmandu,Kholagaal,,4000000.0,5.875,4000000.0,23500000.0,False,False,False,False
HB-48EEF0,Land in sale Chapali Bhudanilkantha,"Chapali Chok, Budhanilakantha-3, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Pitched Road,6500000.0,14.0,6500000.0,91000000.0,False,False,False,False
HB-7493E1,4 aana 1paisa afnai jagga ho direct call garnus….,"Tersatar Planning, Madhyapur Thimi-2, Bhaktapur",Bhaktapur,Tersatar Planning,Pitched Road,5500000.0,4.25,1294117.6470588236,5500000.0,False,False,False,False
HB-FDFCF9,land for sale in budhanilkantha,"Budhanilakantha-1, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5500000.0,6.0,5500000.0,33000000.0,False,False,False,False
HB-531EB9,1.5 ropani land for rent,"Mandikhatar, Budhanilakantha-9, Kathmandu, Bagmati Pradesh",Kathmandu,Mandikhatar,Above 20 Ft,140000.0,24.0,140000.0,3360000.0,False,False,True,False
HB-7FEE88,Kusume rumal justo mileko jagga,"Borcha, Mahalaxmi-8, Lalitpur, Bagmati Pradesh",Lalitpur,Borcha,Gravel Road,35.0,6.25,3500000.0,21875000.0,False,False,False,False
HB-FB5C1D,3 Anna land on sale harisidhi lalitpur,"Safal Tol, Dhyakwa Marg, Lalitpur-29, Lalitpur, Bagmati Pradesh",Lalitpur,Safal Tol,,4500000.0,3.0,1500000.0,4500000.0,False,False,False,False
HB-F75871,Land for Sale in Chobar/Kritipur,"Itagol, Kirtipur-6, Kathmandu, Bagmati Pradesh",Kathmandu,Itagol,Above 20 Ft,2500000.0,21.0,2500000.0,52500000.0,False,False,False,False
HB-E7EF4D,4ft bato bhako 3.1 aana jagga sasto ma sale ma ch,"Tarkeshwor Nagarpalika, Tarakeshwor-11, Kathmandu",Kathmandu,Tarakeshwor,Pitched Road,7500000.0,3.1,2419354.8387096776,7500000.0,False,False,False,False
HB-ECCC44,"Only 1 cr, land on sale ! Urgent ! at Jhor, Tokha","Tokha, Uttar Dhoka Road, Kathmandu-1, Kathmandu",Kathmandu,Tokha,Gravel Road,10000000.0,5.2,1923076.923076923,10000000.0,False,False,False,False
HB-C82880,land for sale karevinayk khokhana lalitpur 6.5 ana,"EMMANUEL MOBILE CENTER, Khokana Marg Paschim, Khokana, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Emmanuel Mobile Center,Above 20 Ft,3600000.0,6.0,3600000.0,21600000.0,False,False,False,False
HB-53B296,8 aana land on sale at Bansbari,"Bansbari Kathamandu, Kathmandu-3, Kathmandu",Kathmandu,Bansbari,,5600000.0,8.0,5600000.0,44800000.0,False,False,False,False
HB-7AA945,Lalitpur Dukuchhap,"Tikhidewal, Lalitpur-14, Lalitpur, Bagmati Pradesh",Lalitpur,Tikhidewal,13-20 Ft,1080000.0,5.0,1080000.0,5400000.0,False,False,False,False
HB-41AFF8,40.5 Aana Land For Sale In Kirtipur,"Kirtipur Cafeteria, Kirtipur-10, Kathmandu",Kathmandu,Kirtipur,,1500000.0,40.5,1500000.0,60750000.0,False,False,False,False
HB-04B691,SUNAKOTHI – 1 ROPANI LAND FOR SALE,"Sunakothi, Lalitpur-25, Lalitpur",Lalitpur,Sunakothi,,4500000.0,16.0,4500000.0,72000000.0,False,False,False,False
HB-91AD1D,land for sale bhaisepati karevinayk lalitpur 17 an,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Unknown,Above 20 Ft,220000.0,17.0,220000.0,3740000.0,False,False,True,False
HB-C4DF16,Land on sale at Sainbu Bhaisepati,"Bhaisepati, Kirtipur-6, Kathmandu",Kathmandu,Bhaisepati,Pitched Road,5300000.0,5.625,5300000.0,29812500.0,False,False,False,False
HB-5BFAC3,25 Aana Land For Sale In Thankot,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,,3500000.0,25.0,3500000.0,87500000.0,False,False,False,False
HB-A21A4E,"Land for sale Bhaisepati, Lalitpur","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Pitched Road,5800000.0,5.5,1054545.4545454546,5800000.0,False,False,False,False
HB-FC5E42,Land on sale,"Maharajgunj Kathmandu Nepal, Kathmandu-3, Kathmandu",Kathmandu,Maharajgunj,Above 20 Ft,8800000.0,5.0,1760000.0,8800000.0,False,False,False,False
HB-5B40AF,Residential Land for Sale in Kirtipur – Thapa Gau!,"Kirtipur, Kathmandu-16, Kathmandu",Kathmandu,Kirtipur,,2400000.0,6.75,2400000.0,16200000.0,False,False,False,False
HB-59EA23,land on sale chabal,"चाहबिल तरकारी बजार, Kathmandu-7, Kathmandu",Kathmandu,चाहबिल तरकारी बजार,Pitched Road,6600000.0,7.0,6600000.0,46200000.0,False,False,False,False
HB-BCD796,5.56 Aana Setipakha/Harisiddhi residential land,"Setipakha, Mahalaxmi-4, Lalitpur",Lalitpur,Setipakha,Above 20 Ft,3800000.0,5.56,3800000.0000000005,21128000.0,False,False,False,False
HB-31E553,"Commercial Land On Sale at Bhotebhala,Kathmandu.","Bhote Bahal, Kathmandu-11, Kathmandu",Kathmandu,Bhote Bahal,Above 20 Ft,9200000.0,14.0,9200000.0,128800000.0,False,False,False,False
HB-515EA2,land for sale in basundhara,"Kathmandu-3, Kathmandu, Bagmati Pradesh",Kathmandu,Unknown,13-20 Ft,5500000.0,3.0,1833333.3333333333,5500000.0,False,False,False,False
HB-4FF159,Balambu ma mero 3.1 aana dachin mohoda singal moho,"F105, Chandragiri, Chandragiri Municipality, Kathmandu",Kathmandu,Chandragiri,13-20 Ft,32.0,3.0,3200000.0,9600000.0,False,False,False,False
HB-B2F88F,सस्तोमा भक्तपुर सिपाडोल मेन रोड टच जग्गा बिक्रीमा,"Sipadol Planning, Suryabinayak-8, Bhaktapur",Bhaktapur,Sipadol Planning,Above 20 Ft,1850000.0,9.5,1850000.0,17575000.0,False,False,False,False
HB-149C86,Land for Sale in New Naikap,"New Naikap Health Post, Chandragiri-14, Kathmandu",Kathmandu,New Naikap Health Post,,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
HB-CD29C7,"Attractive Land for sale in Bisalnagar,Hadigoun","Bishalnagar, Handigaun Marg, Kathmandu-5, Kathmandu, Bagmati Pradesh",Kathmandu,Bishalnagar,9-12 Ft,7500000.0,6.0,1250000.0,7500000.0,False,False,False,False
HB-250F5C,Bhaktapur Sirutar 11 Ana Residential Land,"Sirutar, Suryabinayak, Suryabinayak Municipality, Bhaktapur",Bhaktapur,Sirutar,13-20 Ft,39600000.0,11.0,3600000.0,39600000.0,False,False,False,False
HB-A2C1EE,Peaceful Residential Land for Sale in Balambu!,"Dig Futsal, Chandragiri-12, Kathmandu",Kathmandu,Dig Futsal,,3300000.0,3.25,1015384.6153846154,3300000.0,False,False,False,False
HB-C9E3D0,4 ana land for sale in golfutar,"Golphutar, गोल्फुटार आवासीय सडक, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Golphutar,,6500000.0,4.0,1625000.0,6500000.0,False,False,False,False
HB-8A21AC,Land for sale,"Sano Bharyang, Nagarjun-2, Kathmandu, Bagmati Pradesh",Kathmandu,Sano Bharyang,13-20 Ft,24900000.0,5.0,4980000.0,24900000.0,False,False,False,False
HB-804017,मात्र 35 लाखले ३.५ आना जग्गा कपन हाइटमा ।,"बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-81E72C,8 Aana Land On Sale Near Ganesh Chowk Budhanilkant,"Samudaik Marg, बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,5600000.0,8.0,5600000.0,44800000.0,False,False,False,False
HB-9C58F6,"Land for Sale at Gajurel Danda, Mulpani","Gajurel Hill गजुरेल डाँडा, Kageshwori Manahora-6, Kathmandu",Kathmandu,Gajurel Hill गजुरेल डाँडा,Pitched Road,45.0,4.0,4500000.0,18000000.0,False,False,False,False
HB-8701A2,Land for Sale in Nakhipot – Near Kantipur Colony!,"Nakhipot, Lalitpur-14, Lalitpur",Lalitpur,Nakhipot,Pitched Road,12000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-560911,Land on sale at Sainbu Bhaisepati,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Pitched Road,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-E8766F,Land on sale at Nagarjun,"Nagarjun, Nagarjun-10, Kathmandu",Kathmandu,Nagarjun,Pitched Road,1400000.0,3.5,1400000.0,4900000.0,False,False,False,False
HB-D6D4C2,BHAISIPATI – 16 ANA LAND FOR SALE,"Bhaisipati, Lalitpur-25, Lalitpur",Lalitpur,Bhaisepati,Pitched Road,11500000.0,16.0,11500000.0,184000000.0,False,False,False,False
HB-1B613D,south faced 4 aana land for sale at Sanagaun,"Siddhipur, Mahalaxmi-6, Lalitpur, Bagmati Pradesh",Lalitpur,Siddhipur,13-20 Ft,3800000.0,4.0,3800000.0,15200000.0,False,False,False,False
HB-F8392D,Godawari main road touched land on sale.,"Satdobato-Godawari Road, Godawari-3, Lalitpur, Bagmati Pradesh",Lalitpur,Satdobato,Above 20 Ft,6200000.0,6.5,6200000.0,40300000.0,False,False,False,False
HB-226572,Land for Sale in Bhangal,"Bhangal 8, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,Pitched Road,4200000.0,3.2,1312500.0,4200000.0,False,False,False,False
HB-51032E,Land for Sale at Chapali,"Chapali Ghumti, Budhanilakantha-4, Kathmandu",Kathmandu,Chapali Ghumti,Pitched Road,4300000.0,4.3,1000000.0,4300000.0,False,False,False,False
HB-967A3F,"5 Aana @1350,000/- Lamatar Land","Mahalaxmi-9, Lalitpur, Bagmati Pradesh",Lalitpur,Mahalaxmi,,1350000.0,5.0,1350000.0,6750000.0,False,False,False,False
HB-113347,LAND FOR SALE KATHMANDU 10 NEW BANESHWOR THAPAGAU,"Lakhe Chaur, Kathmandu-10, Kathmandu, Bagmati Pradesh",Kathmandu,Lakhe Chaur,Pitched Road,5000000.0,3.0,1666666.6666666667,5000000.0,False,False,False,False
HB-86E238,9 aanaa Residential land on sale hepali budhanilka,"Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,9-12 Ft,5000000.0,9.0,5000000.0,45000000.0,False,False,False,False
HB-F52ED9,Bhaktapur land on sell,"Masandol, Ethuli Planning Sadak, Changunarayan-9, Bhaktapur, Bagmati Pradesh",Bhaktapur,Masandol,,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-739B26,आकर्षक घडेरी बिक्रिमा,"Khuipu, Shiva Dol Marg, Lalitpur-22, Lalitpur, Bagmati Pradesh",Lalitpur,Khuipu,13-20 Ft,2200000.0,21.0,2200000.0,46200000.0,False,False,False,False
HB-E8C328,25 Aana Land For Sale In Thankot,"Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,,3500000.0,25.0,3500000.0,87500000.0,False,False,False,False
HB-0D20CF,6 Aana semi commercial land for sale in Swoyambhu,"Thadovaryang, Swayambhu, Kathmandu-15, Kathmandu",Kathmandu,Thadovaryang,Pitched Road,45000000.0,6.0,7500000.0,45000000.0,False,False,False,False
HB-C9BC97,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Unknown,13-20 Ft,3700000.0,10.0,3700000.0,37000000.0,False,False,False,False
HB-C06F4E,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Unknown,Above 20 Ft,5700000.0,7.0,5700000.0,39900000.0,False,False,False,False
HB-E7599F,14 Aana Land On Sale Sukedhara Chowk.,"आनन्द नगर, महाङ्काल, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,आनन्द नगर,13-20 Ft,6700000.0,14.0,6700000.0,93800000.0,False,False,False,False
HB-5DBEB2,20 Aana Land On Sale Budhha Colony Budhanilkantha,"खड्का भद्रकाली, बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,खड्का भद्रकाली,13-20 Ft,6400000.0,20.0,6400000.0,128000000.0,False,False,False,False
HB-9D7239,4 anna gharadi,"Itaiti, Godawari-9, Lalitpur, Bagmati Pradesh",Lalitpur,Itaiti,Above 20 Ft,675000.0,4.0,675000.0,2700000.0,False,False,False,False
HB-CC0752,140Aana Land On Sale Budhanilkantha Sidharta Colon,"बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,5800000.0,40.0,5800000.0,232000000.0,False,False,False,False
HB-FC0179,15 Aana Land On Sale Budhanilkantha Deuba Chowk.,"बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला",Kathmandu,बूढानीलकण्ठ,13-20 Ft,4500000.0,15.0,4500000.0,67500000.0,False,False,False,False
HB-57ABA4,Jagga Bikrima Land In Sell At Sirutar,"Balkot-Biruwa Road, Sirutar, Suryabinayak, Suryabinayak Municipality, Bhaktapur",Bhaktapur,Balkot,13-20 Ft,3050000.0,5.0,3050000.0,15250000.0,False,False,False,False
HB-0D3686,Land for Sale at Goldhunga,"Tarakeshwor-5, Kathmandu, Bagmati Pradesh",Kathmandu,Tarakeshwor,Above 20 Ft,4800000.0,4.81,4800000.0,23087999.999999996,False,False,False,False
HB-54C846,3.5 Ropani Land for Sale: 6 km from Kalanki,"Aama Ko Achar Homemade, Chandragiri-8, Kathmandu",Kathmandu,Aama Ko Achar Homemade,,2200000.0,56.0,2200000.0,123200000.0,False,False,False,True
HB-FEF2D3,27 Ana Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6500000.0,27.0,6500000.0,175500000.0,False,False,False,False
HB-C6070B,"Land On Sale At Hattigaunda, Budhanilkantha","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",Kathmandu,Hattigauda,Pitched Road,5000000.0,15.0,5000000.0,75000000.0,False,False,False,False
HB-BA1A0C,"Land On Sale At Jhor, Tokha","Jhor Waterfall., Tarakeshwor-1, Kathmandu",Kathmandu,Jhor Waterfall.,Pitched Road,2200000.0,5.0,2200000.0,11000000.0,False,False,False,False
HB-58CC43,"Land On Sale At Chapali Ghumti, Budhanilkantha","Chapali Ghumti, Golphutar Main Sadak, Budhanilakantha-4, Kathmandu",Kathmandu,Chapali Ghumti,Pitched Road,4500000.0,8.0,4500000.0,36000000.0,False,False,False,False
HB-5C569F,पेप्सीकोला दिब्श्वोरी प्लानिंगको हाइटमा सस्तो जग्ग,"मगर गाउ, Madhyapur Thimi-2, Bhaktapur, Bagmati Pradesh",Bhaktapur,मगर गाउ,Pitched Road,3800000.0,5.9375,3800000.0,22562500.0,False,False,False,False
HB-D6ADCB,40.5 Aana Land For Sale In Kirtipur,"Chalnakhel Phc, Dakshinkali-1, Kathmandu",Kathmandu,Chalnakhel Phc,,1500000.0,40.5,1500000.0,60750000.0,False,False,False,False
HB-1DED4E,House For Sale In Kirtipur,"Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,,7000000.0,9.5,7000000.0,66500000.0,False,False,False,False
HB-410C2F,Land for sale in RANIBAN town planning,"Nagarjun-1, Kathmandu, Bagmati Pradesh",Kathmandu,Nagarjun,9-12 Ft,65000000.0,5.0,13000000.0,65000000.0,False,False,False,False
HB-966BEB,SANEPA – 14 ROPANI LAND FOR SALE,"Sanepa Store, Lalitpur-2, Lalitpur",Lalitpur,Sanepa,Pitched Road,8000000.0,224.0,8000000.0,1792000000.0,False,True,False,True
HB-74BE05,JHAMSIKHEL – 22 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,12500000.0,22.0,12500000.0,275000000.0,False,False,False,False
HB-C2083E,JHAMSIKHEL – 7 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,20000000.0,7.0,2857142.8571428573,20000000.0,False,False,False,False
HB-27B494,BAKHUNDOLE – 12 AANA COMMERCIAL LAND SALE,"Bakhundole, Lalitpur-1, Lalitpur",Lalitpur,Bakhundole,,15500000.0,12.0,1291666.6666666667,15500000.0,False,False,False,False
HB-D9446C,"Land for Sale in Satungal, Kanchan Basti – 9 Aana!","Kanchanbasti Pasal, Satungal Road, Chandragiri-10, Kathmandu",Kathmandu,Kanchanbasti Pasal,,3100000.0,9.0,3100000.0,27900000.0,False,False,False,False
HB-8C6754,Plot Land Sale At Dhusal dhara Harisiddhi Lalitpur,"Taa Lan Marg Dakshin, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Taa Lan Marg Dakshin,13-20 Ft,3700000.0,4.0,3700000.0,14800000.0,False,False,False,False
HB-502D2B,Perfect land for sale 3.5 ana @Tathali bhaktapur,"Chundevi Tole Sadak, Changunarayan-9, Bhaktapur, Bagmati Pradesh",Bhaktapur,Chundevi Tole Sadak,Above 20 Ft,90.0,3.3,9000000.0,29700000.0,False,False,False,False
HB-A0540C,"10 Aana Jgga for sale in Kathmandu,Dahachok","Mohan Chok, Kathmandu-24, Kathmandu, Bagmati Pradesh",Kathmandu,Mohan Chok,,19000000.0,9.99853907962016,1900277.6154295735,19000000.0,False,False,False,False
HB-4106BC,"Kalu Panday, Daha Chwok 2 Ropani","Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,1300000.0,32.0,1300000.0,41600000.0,False,False,False,False
HB-BFF617,22 Aana Commercial Land On Sale Dillibazar,"Dillibazar Sadak, Kalikasthan, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Dillibazar Sadak,Above 20 Ft,14000000.0,22.0,14000000.0,308000000.0,False,False,False,False
HB-DD737B,land on sale lalitpur ko sanipama,"Bakhundol, Lalitpur-2, Lalitpur, Bagmati Pradesh",Lalitpur,Bakhundol,Pitched Road,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-FCFB13,land for sale bhaisepati magargau lalitpur 4aana,"Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sainbu,Above 20 Ft,5200000.0,4.0,1300000.0,5200000.0,False,False,False,False
HB-66D6CB,CHECKPOST|GHUMAUNE,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",Kathmandu,Manjushree Marg,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-81C991,THANKOT|CHECKPOST,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",Kathmandu,Manjushree Marg,Pitched Road,3600000.0,4.0,3600000.0,14400000.0,False,False,False,False
HB-03CEF8,Land With Old House On Sale At Anamnagar,"Anamnagar Stop, टङ्कप्रसाद सडक, Kathmandu-29, Kathmandu",Kathmandu,Anamnagar Stop,Pitched Road,9800000.0,5.75,1704347.8260869565,9800000.0,False,False,False,False
HB-6F7895,13 Ana Land For Sell On Tinkune,"Tinkune Gairigaun, Kathmandu-14, Kathmandu",Kathmandu,Tinkune Gairigaun,,70.0,13.0,7000000.0,91000000.0,False,False,False,False
HB-909099,4.1 Ana Land For Sale At Sukedhara Nelopul,"St. Davis Academy, Sir Raj Bahadur Road, Ananda Nagar, Mahankal, Budhanilkantha Municipality, Kathmandu",Kathmandu,St. Davis Academy,,7000000.0,4.1,1707317.0731707318,7000000.0,False,False,False,False
HB-43593B,land for sale bhaisepati height lalitpur 8 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,4500000.0,8.0,4500000.0,36000000.0,False,False,False,False
HB-85899D,4 ana 2 dam jagga bikri ma at gousingal sanep,"Dynamic Public School, गुसिगाल मार्ग, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,गुसिगाल मार्ग,9-12 Ft,6200000.0,4.0,1550000.0,6200000.0,False,False,False,False
HB-39E91D,land for sale tahachal kathamandu 8 aana,"Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,9-12 Ft,6500000.0,8.0,6500000.0,52000000.0,False,False,False,False
HB-CE5ACA,Land -Sale,"Dahachowk Bridge, Chandragiri-12, Kathmandu",Kathmandu,Dahachowk Bridge,Pitched Road,14900000.0,4.0,3725000.0,14900000.0,False,False,False,False
HB-93D820,land for sale kalimati Bafal kathamanbu 6 aana,"Bijay Marg, Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,13-20 Ft,6700000.0,6.0,1116666.6666666667,6700000.0,False,False,False,False
HB-40A792,land for sale kalimati bafal kathamandu 10.5 aana,"Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kathmandu Metropolitan,13-20 Ft,6500000.0,10.0,6500000.0,65000000.0,False,False,False,False
HB-9C9FC4,Comland for sale kalimati kathamanbu 8 aana solati,"Spark Health Homes Hospital, Ganeshman Singh Road, Kalimati, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Kalimati,Above 20 Ft,17500000.0,8.0,2187500.0,17500000.0,False,False,False,False
HB-BB303B,Land for Sale in Dakshidhara – 4 Aana!,"Dhaksi Futsal, Chandragiri-8, Kathmandu",Kathmandu,Dhaksi Futsal,,2500000.0,4.0,2500000.0,10000000.0,False,False,False,False
HB-D8FE91,5 Aana Land On Sale At Bansbari,"The Steaming Pitcher, Dhapasi Marg, Kathmandu-3, Kathmandu",Kathmandu,The Steaming Pitcher,Pitched Road,7000000.0,5.0,1400000.0,7000000.0,False,False,False,False
HB-39155D,Land On Sale Near Samakhusi Chowk,"Samakhushi Chowk, Tokha-10, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,Pitched Road,6500000.0,4.0,1625000.0,6500000.0,False,False,False,False
HB-683C63,land on sale lalitpur ko harshidhe ma,"153/91 Chautara- Harishiddi Marg, Chautara Tole, Lalitpur-24, Lalitpur, Bagmati Pradesh",Lalitpur,91 Chautara,Gravel Road,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-9F38B9,land on sale lalitpur ko thaibha ma,"Thaiba Christian church, Godawari-14, Lalitpur, Bagmati Pradesh",Lalitpur,Thaiba Christian Church,13-20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-61E38A,land on sale lalitpur ko ghodamchaurko,"Damaitar, Godawari-1, Lalitpur, Bagmati Pradesh",Lalitpur,Damaitar,13-20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-01E366,3 आना land for sale Tallo pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-2F50F2,"3.2 Anna Land for sale Dibayeswori Plan, Bhaktapur","Dibeshwory Party Palace, Madhyapur Thimi-1, Bhaktapur",Bhaktapur,Dibeshwory Party Palace,Above 20 Ft,7000000.0,3.2,2187500.0,7000000.0,False,False,False,False
HB-7DC918,20 aana land for sale Pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Above 20 Ft,4600000.0,20.0,4600000.0,92000000.0,False,False,False,False
HB-013613,"Dhapakhel, sunakoti, jharuwarashi land on sell","F1 soft Tower, Lalitpur-3, Lalitpur",Lalitpur,F1 Soft Tower,Pitched Road,25.35,8.0,2535000.0,20280000.0,False,False,False,False
HB-71D2AF,4 aana land for sale Chapali Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5600000.0,4.0,1400000.0,5600000.0,False,False,False,False
HB-4C6D69,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,3600000.0,10.0,3600000.0,36000000.0,False,False,False,False
HB-B60A13,Land for Sale at Budanilkantha,"Budanilkantha, Budhanilakantha-1, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4000000.0,7.0,4000000.0,28000000.0,False,False,False,False
HB-B4FB3E,4.5 Aana Land For Sale In Bafal,"Bafal, Tahachal Marg, Kathmandu-13, Kathmandu",Kathmandu,Bafal,,6500000.0,4.5,1444444.4444444445,6500000.0,False,False,False,False
HB-88298E,Land for Sale at Chundevi Baluwatar,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,6300000.0,4.0,1575000.0,6300000.0,False,False,False,False
HB-1C71E4,Land for Sale at Chundevi,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,7000000.0,6.0,1166666.6666666667,7000000.0,False,False,False,False
HB-187DE0,Land for Sale at Dukhu Chundevi,"Chundevi, Kathmandu-15, Kathmandu",Kathmandu,Chundevi,Pitched Road,7000000.0,12.0,7000000.0,84000000.0,False,False,False,False
HB-F0BA8E,Land On Sale At Gahana Pokhari,"Gahana Pokhari, Amar Chitrakar Marg, Kathmandu-15, Kathmandu",Kathmandu,Gahana Pokhari,Pitched Road,8200000.0,4.0,2050000.0,8200000.0,False,False,False,False
HB-F55029,Land for Sale at Bhangal,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,Pitched Road,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-B5E768,Land for Sale at Bhangal Height,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,Pitched Road,4400000.0,4.0,1100000.0,4400000.0,False,False,False,False
HB-7D91DE,"Land Sale in Bajrabarahi, Jharuwarasi 3-0-3","Jharuwarasi, Godawari-13, Lalitpur, Bagmati Pradesh",Lalitpur,Jharuwarasi,Gravel Road,2300000.0,3.0,2300000.0,6900000.0,False,False,False,False
HB-C24885,"Cheaper Land in Chhampi, Lalitpur (छम्पीमा आठ आना)","Chhampi, Godawari-9, Lalitpur",Lalitpur,Chhampi,,500000.0,8.0,500000.0,4000000.0,False,False,False,False
