url,source,district,property_id,title,property_type,property_face,road_type,negotiable,city_area,pricing_raw,purpose,property_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,neighborhood,landmark,hospital,airport,pharmacy,bhatbhateni,school,public_transport,police_station,pashupatinath,boudhanath,ward_office
https://lalpurjanepal.com.np/properties/land-for-sale-at-baghdol-4631,lalpurja,Lalitpur,4631,Property Details,Residential,Save Property,Gravelled,Yes,"Lalitpur, Baghdol",50 Lakh Per Aana,Sale,7 Aana,20 Feet,F 78 | F 80 Feet,2025 January 7,557,Lalitpur,4,50m,Baghdol,Malpokhari,200m,6km,50m,300m,200m,60m,100m,10km,13km,300m
https://lalpurjanepal.com.np/properties/land-for-sale-at-satdobato-4629,lalpurja,Lalitpur,4629,Property Details,Residential,North,Paved,Yes,"Lalitpur, Satdobato",35 Lakh Per Aana,Sale,6 Aana,8 Feet,F 78 | F 80 Feet,2025 January 7,271,Lalitpur,15,50m,Satdobato,Swimming pool,200m,4km,50m,150m,100m,50m,100m,9km,12km,150m
https://lalpurjanepal.com.np/properties/land-for-sale-satdobato-4628,lalpurja,Lalitpur,4628,Property Details,Residential,North,Paved,Yes,"Lalitpur, Satdobato",35 Lakh Per Aana,Sale,4 Aana,8 Feet,F 78 | F 80 Feet,2025 January 7,398,Lalitpur,15,50m,Satdobato,Satdobato Swimming pool,200m,4km,50m,200m,100m,60m,100m,9km,12km,200m
https://lalpurjanepal.com.np/properties/land-sale-chapagaun-godawari-4603,lalpurja,Lalitpur,4603,Property Details,Residential,South-East,Gravelled,Yes,"Lalitpur, Godawari",16 Lakh Per Aana,Sale,4 Aana,16 Feet,F 48 Feet,2025 January 6,813,Godawari,11,8km,Godawari,Bajrabarahi Mandir | Namuna Basti,1.5km,15km,1.4km,7.9km,750m,800m,1.9km,17km,20km,1.8km
https://lalpurjanepal.com.np/properties/land-for-sale-at-jharuwarasi-lalitpur-4599,lalpurja,Lalitpur,4599,Property Details,Residential,West,Soil Stabilized,Yes,"Lalitpur, Jharuwarasi",18 Lakh Per Aana,Sale,3.5 Aana,20 Feet,F 31 Feet,2025 January 6,232,Godawari,13,6.1km,Jharuwarasi,Santaneswor Mandir,2.2km,13km,2km,6.3km,1.3km,1km,2.8km,15km,18km,13
https://lalpurjanepal.com.np/properties/land-for-sale-at-bhaisepati-4580,lalpurja,Lalitpur,4580,Property Details,Residential,West,Blacktopped,Yes,"Lalitpur, Bhaisepati",65 Lakh Per Aana,Sale,13 Aana,20 Feet,F 35 Feet,2025 January 5,237,Lalitpur,22,3km,Bhaisepati,Panchakanya Tole,2km,8km,30m,5km,400m,200m,500m,9km,6km,1km
https://lalpurjanepal.com.np/properties/land-for-sale-bhaisepati-4578,lalpurja,Lalitpur,4578,Property Details,Residential,South,Blacktopped,Yes,"Lalitpur, Bhaisepati",65 Lakh Per Aana,Sale,7.75 Aana,16 Feet,F 35 Feet,2025 January 5,188,Lalitpur,22,3km,Bhaisepati,Panchakanya Tole,2km,8km,300m,5km,400m,200m,300m,9km,6Km,600m
https://lalpurjanepal.com.np/properties/land-for-sale-bhaisepati-4563,lalpurja,Lalitpur,4563,Property Details,Semi-commercial,South,Gravelled,Yes,"Lalitpur, Bhaisepati",65 Lakh Per Aana,Sale,27.45 Aana,18 Feet,F 35 Feet,2025 January 4,207,Lalitpur,25,4km,Bhaisepati,Wai Wai Factory,1km,8km,600m,6km,400m,200m,500m,8km,4km,300m
https://lalpurjanepal.com.np/properties/land-for-sale-bhaisepati-4562,lalpurja,Lalitpur,4562,Property Details,Residential,South,Blacktopped,Yes,"Lalitpur, Bhaisepati",50 Lakh Per Aana,Sale,6.7 Aana,16 Feet,F 30 Feet,2025 January 4,231,Lalitpur,25,3km,Bhaisepati,CG Hills Housing,500m,7km,300m,6km,500m,100m,2km,8km,5km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-dhapakhel-4526,lalpurja,Lalitpur,4526,Property Details,Residential,South-East,Paved,Yes,"Lalitpur, Dhapakhel",28 Lakh Per Aana,Sale,3.5 Aana,13 Feet,F 32 Feet,2025 January 3,507,Lalitpur,24,200m,Dhapakhel,Nagdaha,300m,8km,50m,300m,200m,100m,200m,14km,17km,100m
https://lalpurjanepal.com.np/properties/land-for-sale-at-badikhel-godawari-4513,lalpurja,Lalitpur,4513,Property Details,Residential,South,Soil Stabilized,Yes,"Lalitpur, Godawari",18 Lakh 50 Thousand Per Aana,Sale,4.3 Aana,13 Feet,F 27 Feet,2025 January 3,435,Godawari,01,8 km,Godawari,"Dhaneshwori Temple, Badikhel",Godawari Midcity Hospital - 4 km,15 km,500m,Siddhipur - 7 km,Godawari Residential School - 2.5 km,500 m,2.5 km,16 km,19 km,1 km
https://lalpurjanepal.com.np/properties/land-for-sale-at-lubhu-4500,lalpurja,Lalitpur,4500,Property Details,Residential,North,Paved,Yes,"Lalitpur, Lubhu",25 Lakh Per Aana,Sale,17 Aana,36 Feet,F 78 | F 80 Feet,2025 January 2,214,Mahalaxmi,1.5km,200m,Lubhu,Sankhadevi Temple,2km,7km,100m,1km,100m,100m,300m,11km,13km,1.5km
https://lalpurjanepal.com.np/properties/land-for-sale-at-lubhu-4498,lalpurja,Lalitpur,4498,Property Details,Residential,South-East,Paved,Yes,"Lalitpur, Lubhu",19 Lakh Per Aana,Sale,15.25 Aana,36 Feet,F 78 | F 80 Feet,2025 January 2,202,Mahalaxmi,1.5km,500m,Lubhu,Sankhadevi Temple,2km,7km,100m,1km,100m,200m,300m,11km,13km,1.5km
https://lalpurjanepal.com.np/properties/land-for-sale-at-lubhu-4496,lalpurja,Lalitpur,4496,Property Details,Residential,North-East,Paved,Yes,"Lalitpur, Lubhu",22 Lakh Per Aana,Sale,24 Aana,36 Feet,F 78 | F 80 Feet,2025 January 2,201,Mahalaxmi,1.5km,300m,Lubhu,Sankhadevi Temple,2km,7km,50m,1km,100m,200m,400m,11km,13km,1.5km
