url,source,district,property_id,title,property_type,property_face,road_type,negotiable,city_area,pricing_raw,purpose,property_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,neighborhood,landmark,hospital,airport,pharmacy,bhatbhateni,school,public_transport,police_station,pashupatinath,boudhanath,ward_office
https://lalpurjanepal.com.np/properties/20-aana-1-paisa-land-for-sale-at-gatthaghar-7951,lalpurja,Bhaktapur,7951,Property Details,Commercial,North-East,Gravelled,Yes,"Bhaktapur, Gatthaghar",45 Lakh Per Aana,Sale,20.25 Aana,13 Feet,F 84 Feet,2025 August 10,235,Madhyapur Thimi,03,4.8km,Gatthaghar,Gatthaghar | German Homes,1.5km,5.9km,300m,2.2km,500m,20m,500m,7.7km,8.6km,600m
https://lalpurjanepal.com.np/properties/6-aana-land-for-sale-at-magar-gau-sano-thimi-7950,lalpurja,Bhaktapur,7950,Property Details,Commercial,North-West,Blacktopped,Yes,"Bhaktapur, Sanothimi",65 Lakh Per Aana,Sale,6 Aana,26 Feet,F 48 Feet,2025 August 10,211,Madhyapur Thimi,02,4km,Sanothimi,Sano Thimi | Dhunche Pakha,2km,4km,500m,2km,500m,0m,700m,7km,8km,800m
https://lalpurjanepal.com.np/properties/5-aana-land-for-sale-at-balkot-7947,lalpurja,Bhaktapur,7947,Property Details,Residential,East,Paved,Yes,"Bhaktapur, Balkot",43 Lakh Per Aana,Sale,5 Aana,13 Feet,F 41 Feet,2025 August 10,251,Suryabinayak,03,4.8km,Balkot,Balkot | Adhikari Tole,1.7km,8.7km,500m,2km,700m,1km,1.7km,10km,14km,800m
https://lalpurjanepal.com.np/properties/5-aana-land-for-sale-at-chundevi-7946,lalpurja,Bhaktapur,7946,Property Details,Residential,North-East,Gravelled,Yes,"Bhaktapur, Sallaghari",38 Lakh Per Aana,Sale,4.5 Aana,13 Feet,F 30 Feet,2025 August 10,207,Suryabinayak,06,8km,Sallaghari,Suryabinayak | Chundevi Height,3km,10km,500m,3km,400m,500m,200m,12km,16km,400m
https://lalpurjanepal.com.np/properties/land-for-sale-at-kharipati-bhaktapur-7940,lalpurja,Bhaktapur,7940,Property Details,Semi-commercial,North-West,Gravelled,Yes,"Bhaktapur, Kharipati",20 Lakh Per Aana,Sale,10.5 Aana,20 Feet,F 20 Feet,2025 August 8,180,Changunarayan,07,20km,Kharipati,Kharipati | NEA Training Centre,3km,15km,2km,7.1km,2km,400m,2km,17km,9km,3km
https://lalpurjanepal.com.np/properties/land-for-sale-at-duwakotbhaktapur-7938,lalpurja,Bhaktapur,7938,Property Details,Residential,North,Gravelled,Yes,"Bhaktapur, Duwakot",32 Lakh Per Aana,Sale,5.25 Aana,20 Feet,F 41 Feet | F 47 Feet,2025 August 8,166,Changunarayan,02,18km,Duwakot,Duwakot | Ward Office no.2,1km,12km,1km,3.4km,500m,100m,300m,14km,9km,300m
https://lalpurjanepal.com.np/properties/land-for-sale-at-tathalibhaktapur-7865,lalpurja,Bhaktapur,7865,Property Details,Residential,South-East,Soil Stabilized,Yes,"Bhaktapur, Chyamasingha",18 Lakh Per Aana,Sale,3.5 Aana,13 Feet,F 30 Feet | F 26 Feet | F 45.5 Feet | F 47 Feet,2025 August 5,263,Changunarayan,09,23km,Chyamasingha,Chyamasingha | Kathmandu Cancer Centre,500m,16.5km,500m,8km,1km,500m,1km,18.5km,9km,
https://lalpurjanepal.com.np/properties/land-for-sale-at-biruwa-7861,lalpurja,Bhaktapur,7861,Property Details,Residential,West,Soil Stabilized,Yes,"Bhaktapur, Sirutar",99 Lakh,Sale,3.5 Aana,13 Feet,F 40 Feet,2025 August 5,231,Suryabinayak,01,8km,Sirutar,Biruwa | Pipalbot Chowk,4km,10km,500m,5km,2km,400m,500m,12km,16km,500m
https://lalpurjanepal.com.np/properties/land-for-sale-at-duwakot-7854,lalpurja,Bhaktapur,7854,Property Details,Residential,South-East,Paved,Yes,"Bhaktapur, Duwakot",33 Lakh Per Aana,Sale,3.5 Aana,13 Feet,F 30 Feet,2025 August 5,211,Changunarayan,02,7.5km,Duwakot,Bhaktapur | Duwakot Height,300m,9km,300m,3km,10m,100m,100m,11km,12km,100m
https://lalpurjanepal.com.np/properties/7-aana-commercial-land-for-sale-at-manohara-7853,lalpurja,Bhaktapur,7853,Property Details,Commercial,South,Blacktopped,Yes,"Bhaktapur, Lokanthali",72 Lakh Per Aana,Sale,7 Aana,20 Feet,F 36 Feet,2025 August 5,191,Madhyapur Thimi,01,850m,Lokanthali,Lokanthali | BP Eye Foundation,300m,5km,400m,1.5km,300m,300m,200m,7km,11km,500m
https://lalpurjanepal.com.np/properties/land-for-sale-at-srijana-nagarbhaktapur-7843,lalpurja,Bhaktapur,7843,Property Details,Residential,North-East,Blacktopped,Yes,"Bhaktapur, Sallaghari",42 Lakh Per Aana,Sale,3.18 Aana,20 Feet,F 27 Feet,2025 August 3,399,Bhaktapur,01,15km,Sallaghari,Sallaghari | Srijana Nagar,2.5km,9.5km,500m,1km,500m,1km,1km,11.5km,9km,
https://lalpurjanepal.com.np/properties/land-for-sale-at-katunjebhaktapur-7832,lalpurja,Bhaktapur,7832,Property Details,Residential,West,Paved,Yes,"Bhaktapur, Katunje",40 Lakh Per Aana,Sale,4 Aana,13 Feet,F 26.8 Feet| F 24.1 Feet| F 52.6 Feet | F 56.6 Feet,2025 August 1,172,Suryabinayak,05,15km,Katunje,Kantunje | Pandubazar,4km,11.5km,500m,3km,3km,500m,500m,13.5km,9km,500m
https://lalpurjanepal.com.np/properties/land-for-sell-at-nalinchowkbhaktapur-7831,lalpurja,Bhaktapur,7831,Property Details,Residential,North-West,Gravelled,Yes,"Bhaktapur, Suryabinayak",25 Lakh Per Aana,Sale,6 Aana,26 Feet,F 35 Feet,2025 August 1,137,Suryabinayak,10,23km,Suryabinayak,Suryabinayak | Chittapol,5.5km,17km,4km,8.7km,500m,1km,2km,19km,9km,1.5km
https://lalpurjanepal.com.np/properties/land-for-sale-at-tathali-bhaktapur-7830,lalpurja,Bhaktapur,7830,Property Details,Residential,South,Soil Stabilized,Yes,"Bhaktapur, Chyamasingha",18 Lakh Per Aana,Sale,4.75 Aana,20 Feet,F 24 Feet,2025 August 1,130,Changunarayan,09,22km,Chyamasingha,Tathali | Kathmandu Cancer Center,1km,17km,1km,9km,1km,1km,2km,19km,9km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-nalinchowkbhaktapur-7829,lalpurja,Bhaktapur,7829,Property Details,Commercial,North-East,Gravelled,Yes,"Bhaktapur, Suryabinayak",14 Lakh Per Aana,Sale,14.5 Aana,26 Feet,F 37 Feet,2025 August 1,271,Suryabinayak,10,23km,Suryabinayak,Suryabinayak | Chittapol,5km,17km,5km,8.5km,500m,1km,2km,19km,9km,1km
https://lalpurjanepal.com.np/properties/land-for-sale-at-nikoshera-7817,lalpurja,Bhaktapur,7817,Property Details,Residential,South-West,Gravelled,Yes,"Bhaktapur, Radhe Radhe",42 Lakh Per Aana,Sale,4 Aana,13 Feet,F 46 | L 32 Feet,2025 August 1,412,Madhyapur Thimi,06,5km,Radhe Radhe,Nikosera | Pipalbot,800m,6km,500m,400m,300m,50m,1.7km,11km,13km,800m
