url,source,district,property_id,title,property_type,property_face,road_type,negotiable,city_area,pricing_raw,purpose,property_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,neighborhood,landmark,hospital,airport,pharmacy,bhatbhateni,school,public_transport,police_station,pashupatinath,boudhanath,ward_office
https://lalpurjanepal.com.np/properties/land-plot-for-sale-in-kirtipur-4975,lalpurja,Kathmandu,4975,Property Details,Residential,East,Blacktopped,Yes,"Kathmandu, Kirtipur",23 Lakh Per Aana,Sale,4 Aana,13 Feet,F 30 Feet,2025 January 24,778,Chandragiri,09,5km,Kirtipur,Chundevi Temple,3km,10km,1km,6km,1km,1km,2km,10km,10km,2km
https://lalpurjanepal.com.np/properties/land-on-sale-at-kirtipur-tinthana-4968,lalpurja,Kathmandu,4968,Property Details,Residential,North-West,Paved,Yes,"Kathmandu, Kirtipur",32 Lakh Per Aana,Sale,3 Aana,13 Feet,F55feet,2025 January 24,274,Chandragiri,15,400m,Kirtipur,Bishnu temple 200m,1km,10km,300m,3km,300m,100m,500m,10km,10km,400m
https://lalpurjanepal.com.np/properties/land-for-sale-at-sitapaila-padma-colony-4965,lalpurja,Kathmandu,4965,Property Details,Residential,North,Blacktopped,Yes,"Kathmandu, Sitapaila",28 Lakh Per Aana,Sale,3 Aana,16 Feet,F 25 Feet,2025 January 23,703,Ramkot,05,2.5km,Sitapaila,Padma Colony,400m,11km,500m,2km,1km,500m,1.7km,10.5km,12.5km,650m
https://lalpurjanepal.com.np/properties/land-for-sale-at-budhanilkantha-4963,lalpurja,Kathmandu,4963,Property Details,Residential,South-East,Soil Stabilized,Yes,"Kathmandu, Budhanilkantha",22 Lakh Per Aana,Sale,11.5 Aana,Feet,F 30 Feet,2025 January 23,407,Budhanilkantha,13,3km,Budhanilkantha,Chunikhel | Gamcha,1km,8km,200m,3km,800m,200m,500m,7km,7km,800m
https://lalpurjanepal.com.np/properties/land-for-sale-at-syuchatar-kalanki-4962,lalpurja,Kathmandu,4962,Property Details,Residential,East,Gravelled,Yes,"Kathmandu, Syuchatar",45 Lakh Per Aana,Sale,8 Aana,13 Feet,F 38 Feet,2025 January 23,312,Purano Naikap,09,2km,Syuchatar,New Diamond School,2km,12km,500m,2km,200m,500m,1.7km,10km,12.5km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-syuchatar-kalanki-4961,lalpurja,Kathmandu,4961,Property Details,Residential,East,Gravelled,Yes,"Kathmandu, Syuchatar",45 Lakh Per Aana,Sale,6 Aana,13 Feet,F 37 Feet,2025 January 23,431,Purano Naikap,09,2km,Syuchatar,New Diamond School,2km,12km,500m,2km,200m,500m,1.7km,10km,12.5km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-kapan-4957,lalpurja,Kathmandu,4957,Property Details,Residential,North-West,Paved,Yes,"Kathmandu, Kapan",25 Lakh Per Aana,Sale,21 Aana,13 Feet,F 28 Feet,2025 January 23,238,Budhanilkantha,10,3km,Kapan,Ram Mandir,1km,4km,500m,3km,1km,500m,1km,4km,3km,500km
https://lalpurjanepal.com.np/properties/land-for-sale-at-samakhusi-4951,lalpurja,Kathmandu,4951,Property Details,Residential,West,Blacktopped,Yes,"Kathmandu, Samakhusi",55 Lakh Per Aana,Sale,9.5 Aana,13 Feet,F 35 Feet,2025 January 23,821,Kathmandu,26,500m,Samakhusi,Bajeko Sekuwa,1km,5km,100m,2km,500m,500m,500m,6km,7km,500m
https://lalpurjanepal.com.np/properties/land-for-sale-at-dharmasthali-tarkeshwor-4924,lalpurja,Kathmandu,4924,Property Details,Residential,West,Blacktopped,Yes,"Kathmandu, Tarkeshwor",25 Lakh Per Aana,Sale,10.25 Aana,33 Feet,F 36 Feet,2025 January 22,239,Tarkeshwor,06,3km,Tarkeshwor,Dharmasthali,1km,13km,500m,3km,500m,50m,1km,13km,14km,500m
https://lalpurjanepal.com.np/properties/land-for-sale-at-goldhunga-tarkeshwor-4923,lalpurja,Kathmandu,4923,Property Details,Residential,East,Blacktopped,Yes,"Kathmandu, Tarkeshwor",53 Lakh Per Aana,Sale,9.5 Aana,10 Feet,60 feet,2025 January 22,291,Tarkeshwor,05,1km,Tarkeshwor,Bypass,1km,11km,500m,1km,500m,500m,1km,11km,12km,1km
