url,source,category,district,property_id,title,total_price_raw,property_type,property_face,year_built,road_type,negotiable,furnishing,city_area,pricing_raw,purpose,property_area,built_up_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,landmark,hospital,airport,pharmacy,bhatbhateni,school,college,gym,public_transport,police_station,pashupatinath,boudhanath,atm,hotel,restaurant,banquet,ward_office,neighborhood,property_type_stat,land_area_aana,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors
https://lalpurjanepal.com.np/properties/house-for-sale-at-shivachowk-7000,lalpurja,house,Kathmandu,7000,Property Details,2 Crore 20 Lakh,Residential,North-West,2074,Paved,Yes,Unfurnished,"Kathmandu, Kageshwari-Manohara",2 Crore 20 Lakh,Sale,3 Aana,1026.75 square-feet,10 Feet,29,2025 June 13,582.0,Kageswori manohara,06,4km,,,,,,,,,,,,,,,,,,Kageshwari-Manohara,,,7,2,3,2,2,2.5
https://lalpurjanepal.com.np/properties/semi-commerial-building-for-sale-at-suncity-kathmandu-6997,lalpurja,house,Kathmandu,6997,Property Details,6 Crore 50 Lakh,Semi-commercial,North,2074,Blacktopped,Yes,Full Furnished,"Kathmandu, Pepsicola",6 Crore 50 Lakh,Sale,3.75 Aana,4275 square-feet,36 Feet,F 16 | F 16 | F 90 | F 90 Feet,2025 June 12,350.0,Kageshwori Manohara,09,200m,,,,,,,,,,,,,,,,,,Pepsicola,,,3,1,6,1,8,4.5
https://lalpurjanepal.com.np/properties/residential-house-for-sale-at-radar-side-gothatar-6995,lalpurja,house,Kathmandu,6995,Property Details,2 Crore 70 Lakh,Residential,North-West,2078,Paved,Yes,Unfurnished,"Kathmandu, Gothatar",2 Crore 70 Lakh,Sale,4 Aana,2731 square-feet,13 Feet,F 37 Feet | B 37 Feet | L 38 Feet | R 34 Feet,2025 June 12,359.0,Kageshwori Manohara,09,1.7km,,,,,,,,,,,,,,,,,,Gothatar,,,6,3,3,3,3,3
https://lalpurjanepal.com.np/properties/commercial-building-for-sale-at-suncity-kathmandu-6994,lalpurja,house,Kathmandu,6994,Property Details,12 Crore 25 Lakh,Commercial,South-West,2080,Blacktopped,Yes,Semi Furnished,"Kathmandu, Pepsicola",12 Crore 25 Lakh,Sale,7 Aana,7580.23 square-feet,36 Feet,F 23 Feet | B 27 Feet | L 95 Feet | R 95 Feet,2025 June 12,639.0,Kageshwori Manohara,09,300m,,,,,,,,,,,,,,,,,,Pepsicola,,,,,6,,10,5
https://lalpurjanepal.com.np/properties/house-for-sale-at-bhrikutichowk-6973,lalpurja,house,Kathmandu,6973,Property Details,5 Crore 50 Lakh,Residential,South-East,2066,Blacktopped,Yes,Unfurnished,"Kathmandu, Saraswatinagar",5 Crore 50 Lakh,Sale,6 Aana,,12 Feet,F 35 Feet,2025 June 12,208.0,Kathmandu,06,1km,,,,,,,,,,,,,,,,,,Saraswatinagar,,,7,3,4,3,2,3.5
https://lalpurjanepal.com.np/properties/commercial-buildings-for-sale-at-indrachowk-6972,lalpurja,house,Kathmandu,6972,Property Details,25 Crore,Commercial,North-East,2021,Paved,Yes,Semi Furnished,"Kathmandu, Ason",25 Crore,Sale,2000 Sq. Ft.,2000 square-feet,13 Feet,,2025 June 12,236.0,Kathmandu,24,2km,,,,,,,,,,,,,,,,,,Ason,,,,,,,,10
https://lalpurjanepal.com.np/properties/house-for-sale-at-thulobharyang-silverwoods-home-6969,lalpurja,house,Kathmandu,6969,Property Details,3 Crore 60 Lakh,Residential,West,2081,Paved,Yes,Semi Furnished,"Kathmandu, Thulo Bharyang",3 Crore 60 Lakh,Sale,4 Aana,1197.87 square-feet,16 Feet,,2025 June 11,506.0,Nagarjun,04,2km,,,,,,,,,,,,,,,,,,Thulo Bharyang,,,4,1,4,1,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-budhanilkantha-6965,lalpurja,house,Kathmandu,6965,Property Details,2 Crore 80 Lakh,Residential,North-East,2078,Blacktopped,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",2 Crore 80 Lakh,Sale,4 Aana,1026.75 square-feet,13 Feet,F 10 | F 26 Feet,2025 June 11,455.0,Budhanilkantha,08,2km,,,,,,,,,,,,,,,,,,Budhanilkantha,,,6,3,5,2,3,2.5
https://lalpurjanepal.com.np/properties/land-for-sale-at-putalisadak-6962,lalpurja,house,Kathmandu,6962,Property Details,1 Crore 50 Lakh Per Aana,Residential,West,,Blacktopped,Yes,,"Kathmandu, Putalisadak",1 Crore 50 Lakh Per Aana,Sale,43 Aana,,13 Feet,,2025 June 11,174.0,kathmandu,,100m,,,,,,,,,,,,,,,,,,Putalisadak,,,,,,,,
https://lalpurjanepal.com.np/properties/house-for-sale-in-budanilkantha-washik-6960,lalpurja,house,Kathmandu,6960,Property Details,4 Crore 50 Lakh,Residential,South-East,2023,alley,Yes,Unfurnished,"Kathmandu, Chapali",4 Crore 50 Lakh,Sale,6 Aana,,13 Feet,,2025 June 11,170.0,Budanilkantha,01,7km,,,,,,,,,,,,,,,,,,Chapali,,,4,1,3,1,2,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-kalikastan-dillibazar-6951,lalpurja,house,Kathmandu,6951,Property Details,4 Crore 50 Lakh,Commercial,South-East,2064,Blacktopped,Yes,Full Furnished,"Kathmandu, Kalikastan",4 Crore 50 Lakh,Sale,1.5 Aana,513.375 square-feet,30 Feet,,2025 June 10,276.0,Kathmandu,29,2km,,,,,,,,,,,,,,,,,,Kalikastan,,,10,,5,,,5.5
https://lalpurjanepal.com.np/properties/house-for-sale-in-mandikhatar-6950,lalpurja,house,Kathmandu,6950,Property Details,4 Crore 50 Lakh,Residential,South-West,2080 B S,alley,Yes,Semi Furnished,"Kathmandu, Mandikatar",4 Crore 50 Lakh,Sale,4.25 Aana,950 square-feet,13 Feet,,2025 June 10,177.0,Budanilkantha,09,1.5km,,,,,,,,,,,,,,,,,,Mandikatar,,,4,1,5,1,1,2.5
https://lalpurjanepal.com.np/properties/land-for-sale-having-2-buildings-in-same-compound-in-mandikhatar-6949,lalpurja,house,Kathmandu,6949,Property Details,85 Lakh Per Aana,Commercial,North-East,2060 B S,Blacktopped,Yes,Unfurnished,"Kathmandu, Mandikatar",85 Lakh Per Aana,Sale,2 Ropani,,16 Feet,,2025 June 10,191.0,Budanilkantha,09,1.5km,,,,,,,,,,,,,,,,,,Mandikatar,,,5,1,4,1,2,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-basantapur-teku-kohiti-6946,lalpurja,house,Kathmandu,6946,Property Details,3 Crore 75 Lakh,Residential,East,2073,Blacktopped,Yes,Unfurnished,"Kathmandu, Basantapur",3 Crore 75 Lakh,Sale,3.75 Aana,1369 square-feet,14 Feet,F 25 Feet,2025 June 9,297.0,Kathmandu,21,3km,,,,,,,,,,,,,,,,,,Basantapur,,,9,1,5,3,1,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-goldhunga-balaju-6945,lalpurja,house,Kathmandu,6945,Property Details,2 Crore 50 Lakh,Residential,South,2074,Blacktopped,Yes,Unfurnished,"Kathmandu, Tarkeshwor",2 Crore 50 Lakh,Sale,3.25 Aana,1026.75 square-feet,10 Feet,F 30 Feet,2025 June 9,383.0,Tarkeshwor,01,1km,,,,,,,,,,,,,,,,,,Tarkeshwor,,,5,3,3,,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-samakhusi-6944,lalpurja,house,Kathmandu,6944,Property Details,2 Crore 50 Lakh,Residential,South,2040,Blacktopped,Yes,Unfurnished,"Kathmandu, Samakhusi",2 Crore 50 Lakh,Sale,4.81 Aana,,4 Feet,F 25 Feet,2025 June 9,332.0,Kathmandu,26,2km,,,,,,,,,,,,,,,,,,Samakhusi,,,9,1,3,1,,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-mathilo-bhangal-6929,lalpurja,house,Kathmandu,6929,Property Details,3 Crore 95s Lakh,Residential,South-East,2077,Blacktopped,Yes,Semi Furnished,"Kathmandu, Bhangal",3 Crore 95s Lakh,Sale,5 Aana,2826.05 square-feet,13 Feet,F 53 Feet,2025 June 9,131.0,Budhanilkanta,02,500m,,,,,,,,,,,,,,,,,,Bhangal,,,7,3,4,3,4,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-in-hapali-6928,lalpurja,house,Kathmandu,6928,Property Details,4 Crore 50 Lakh,Residential,South-East,2019,Blacktopped,Yes,Unfurnished,"Kathmandu, Hattigauda",4 Crore 50 Lakh,Sale,6 Aana,,10 Feet,,2025 June 8,142.0,Budanilkantha,06,,,,,,,,,,,,,,,,,,,Hattigauda,,,6,2,4,2,1,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-in-ganeshchowk-6926,lalpurja,house,Kathmandu,6926,Property Details,3 Crore 90 Lakh,Residential,North-East,2024 AD,alley,Yes,Unfurnished,"Kathmandu, Hattigauda",3 Crore 90 Lakh,Sale,5 Aana,,13 Feet,,2025 June 8,197.0,Budanilkantha,06,3km,,,,,,,,,,,,,,,,,,Hattigauda,,,5,1,5,1,2,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-chamati-6920,lalpurja,house,Kathmandu,6920,Property Details,2 Crore 60 Lakh,Semi-commercial,South-West,2072,Blacktopped,Yes,Unfurnished,"Kathmandu, Chamati",2 Crore 60 Lakh,Sale,2.18 Aana,684.5 square-feet,20 Feet,F 28 Feet,2025 June 8,325.0,Kathmandu,15,2Km,,,,,,,,,,,,,,,,,,Chamati,,,8,1,4,1,,4
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwatar-6919,lalpurja,house,Kathmandu,6919,Property Details,4 Crore,Residential,East,2074,Blacktopped,Yes,Unfurnished,"Kathmandu, Baluwatar",4 Crore,Sale,3 Aana,855.62 square-feet,14 Feet,F 33 Feet,2025 June 8,460.0,Kathmandu,04,2km,,,,,,,,,,,,,,,,,,Baluwatar,,,4,1,4,1,2,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-baluwatar-6917,lalpurja,house,Kathmandu,6917,Property Details,3 Crore,Semi-commercial,South,2070,Blacktopped,Yes,,"Kathmandu, Baluwatar",3 Crore,Sale,2.5 Aana,684.5 square-feet,20 Feet,F 30 Feet,2025 June 8,245.0,Kathmandu,10,2km,,,,,,,,,,,,,,,,,,Baluwatar,,,5,1,2,1,,2.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-maharajgunj-6915,lalpurja,house,Kathmandu,6915,Property Details,5 Crore,Residential,South,2040,Blacktopped,Yes,Unfurnished,"Kathmandu, Maharajgunj",5 Crore,Sale,5.5 Aana,684.5 square-feet,10 Feet,F 44 Feet,2025 June 8,212.0,Kathmandu,04,300m,,,,,,,,,,,,,,,,,,Maharajgunj,,,3,1,2,1,3,2
https://lalpurjanepal.com.np/properties/house-for-sale-at-chamati-6914,lalpurja,house,Kathmandu,6914,Property Details,7 Crore 20 Lakh,Residential,South-West,2080,Blacktopped,Yes,Unfurnished,"Kathmandu, Chamati",7 Crore 20 Lakh,Sale,9 Aana,855.62 square-feet,13 Feet,F 50 Feet,2025 June 8,135.0,Kathmandu,15,1km,,,,,,,,,,,,,,,,,,Chamati,,,11,1,5,1,4,5.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-samakhusi-6913,lalpurja,house,Kathmandu,6913,Property Details,3 Crore 75 Lakh,Residential,North-West,2060,Blacktopped,Yes,Unfurnished,"Kathmandu, Samakhusi",3 Crore 75 Lakh,Sale,6.31 Aana,1711.25 square-feet,5 Feet,F 8 Feet,2025 June 8,208.0,Kathmandu,26,2km,,,,,,,,,,,,,,,,,,Samakhusi,,,16,1,7,1,,3.5
https://lalpurjanepal.com.np/properties/house-for-sale-at-ghattekulo-6912,lalpurja,house,Kathmandu,6912,Property Details,1 Crore 40 Lakh,Residential,East,2038,Paved,Yes,Full Furnished,"Kathmandu, Ghattekulo",1 Crore 40 Lakh,Sale,2.75 Aana,684.5 square-feet,6 Feet,,2025 June 8,317.0,Kathmandu,29,2km,,,,,,,,,,,,,,,,,,Ghattekulo,,,4,1,2,,3,1
https://lalpurjanepal.com.np/properties/house-for-sale-at-khadka-gaun-6904,lalpurja,house,Kathmandu,6904,Property Details,2 Crore 81 Lakh,Residential,East,2082,Paved,Yes,Semi Furnished,"Kathmandu, Kalanki",2 Crore 81 Lakh,Sale,3.25 Aana,1026.75 square-feet,13 Feet,,2025 June 7,435.0,Nagarjun,09,2.5km,,,,,,,,,,,,,,,,,,Kalanki,,,4,2,3,1,1,2.5
