category,title,district,neighborhood,location_raw,total_price,price_per_aana,land_area_aana,build_up_area,floors,facing,road_width_feet,bedrooms,bathrooms,parking_cars,parking_bikes,built_year_ad,house_age,is_under_construction,amenity_count,has_modular_kitchen,has_parquet,has_drainage,has_solar,has_parking,has_garden,is_wide_road,is_commercial_suspect,is_area_estimated,luxury_score,log_price,price_segment,is_incomplete_listing
house,"Brand new house on sale at Ochu Height, Imadol",Lalitpur,Ochu Height,"Ochu Height, Lalitpur",24500000.0,7656250.0,3.2,1916.6,2.5,South,13.0,5.0,4.0,0.0,0.0,2022.0,3.0,False,5,0,0,1,0,1,0,False,False,True,2,17.01418371633128,Budget,0
house,"House on sale at Timalsina Chowk, Imadol",Lalitpur,Imadol,"Imadol, Lalitpur",35000000.0,8750000.0,4.0,2395.75,2.5,West,13.0,5.0,5.0,0.0,0.0,2022.0,3.0,False,4,0,1,1,0,1,0,False,False,True,3,17.370858648025116,High-End,0
house,"Attractive villa house on sale at Pasikot, Budhanilkantha",Kathmandu,Pasikot,"Pasikot, Kathmandu",32000000.0,10666666.666666666,3.0,1796.81,2.5,North West,20.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,1,False,False,True,3,17.281246492014,Mid-Range,0
house,"House for sale in Kwalakhu, Lalitpur",Lalitpur,Kwalakhu,"Kwalakhu, Lalitpur",30000000.0,100000000.0,0.3,359.36,5.0,South,20.0,5.0,4.0,0.0,0.0,2016.0,9.0,False,5,0,0,1,0,1,0,False,False,True,2,17.216707972959764,Mid-Range,1
house,"Beautiful house on sale at Sitapaila, Nagarjun",Kathmandu,Sitapaila,"Sitapaila, Kathmandu",38000000.0,6333333.333333333,6.0,3593.62,2.5,East,13.0,6.0,6.0,0.0,0.0,2019.0,6.0,False,6,0,0,1,0,0,1,False,False,True,2,17.453096744006448,High-End,0
house,"Residential house on sale at Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",28000000.0,9333333.333333334,3.0,1796.81,2.5,West,13.0,6.0,3.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,17.147715103853763,Mid-Range,0
house,A modern house on sale at Pepsicola,Kathmandu,Pepsicola,"Pepsicola, Kathmandu",75000000.0,5769230.769230769,13.0,7786.19,2.5,North,13.0,5.0,5.0,0.0,0.0,2016.0,9.0,False,4,0,0,1,0,1,0,False,False,True,2,18.132998684833918,Ultra-Luxury,0
house,"Beautiful house on sale at Ichangunarayan, Nagarjun",Kathmandu,Ichangu Narayan,"Ichangu Narayan, Kathmandu",31000000.0,9393939.393939396,3.3,1976.49,2.5,North,10.0,4.0,3.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.249497794707484,Mid-Range,0
house,Newly built house for sale in Sitapaila,Kathmandu,Sitapaila,"Sitapaila, Kathmandu",38000000.0,7450980.392156864,5.1,3054.58,2.5,East,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,6,0,0,1,0,1,0,False,False,True,2,17.453096744006448,High-End,0
house,"House on sale near NIC Asia Bank, Pepsicola",Kathmandu,Pepsicola,"Pepsicola, Kathmandu",32500000.0,8125000.0,4.0,2395.75,2.5,East,20.0,4.0,4.0,0.0,0.0,2015.0,10.0,False,5,0,0,1,0,1,0,False,False,True,2,17.296750678069195,High-End,0
house,Newly built house on sale at Kharibot. Kapan,Kathmandu,Kharibot,"Kharibot, Kathmandu",29000000.0,9062500.0,3.2,1916.6,2.5,North,13.0,6.0,3.0,0.0,0.0,2015.0,10.0,False,4,0,0,1,0,1,0,False,False,True,2,17.182806422433504,Mid-Range,0
house,"Residential house on sale at Pasikot, Budhanilkantha",Kathmandu,Pasikot,"Pasikot, Kathmandu",28000000.0,9333333.333333334,3.0,2515.54,3.5,South East,20.0,6.0,8.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,17.147715103853763,Mid-Range,0
house,"House For Sale in Balkumari, Lalitpur",Lalitpur,Balkumari,"Balkumari, Lalitpur",66000000.0,14666666.666666666,4.5,4851.39,4.5,North East,16.0,3.0,6.0,0.0,0.0,2007.0,18.0,False,5,0,0,1,0,1,0,False,False,True,2,18.005165315142214,Ultra-Luxury,0
house,Residential House For Sale in Nepaltar,Kathmandu,Nepaltar,"Nepaltar, Kathmandu",21900000.0,7300000.0,3.0,2515.54,3.5,East,11.0,7.0,4.0,0.0,0.0,2003.0,22.0,False,6,0,0,1,0,1,0,False,False,True,2,16.90199724044883,Budget,0
house,Brand new house on sale at Nakhipot,Lalitpur,Nakhipot,"Nakhipot, Lalitpur",28000000.0,8750000.0,3.2,1916.6,2.5,South,13.0,5.0,3.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,17.147715103853763,Mid-Range,0
house,"Beautiful house on sale at Ramkot, Nagarjun ",Kathmandu,Ramkot,"Ramkot, Kathmandu",17500000.0,5303030.303030304,3.3,1500.0,2.5,South East,10.0,3.0,3.0,0.0,0.0,2002.0,23.0,False,7,0,0,1,0,1,0,False,False,False,2,16.677711496036597,Budget,0
house,"Beautiful house for sale at Nakhipot, Lalitpur",Lalitpur,Nakhipot,"Nakhipot, Lalitpur",27000000.0,7714285.714285715,3.5,2096.28,2.5,South West,20.0,5.0,4.0,0.0,0.0,2003.0,22.0,False,7,0,1,1,0,1,0,False,False,True,3,17.11134746100564,Mid-Range,0
house,"Residential house on sale at Hattiban, Lalitpur",Lalitpur,Hattiban,"Hattiban, Lalitpur",25500000.0,7968750.0,3.2,1916.6,2.5,South,13.0,6.0,5.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,17.05418904934434,Mid-Range,0
house,"Newly build house on sale at Tenzing Chowk, Kapan",Kathmandu,Tenzing Chowk,"Tenzing Chowk, Kathmandu",36500000.0,9125000.0,4.0,2395.75,2.5,East,13.0,5.0,3.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,17.41282284594998,High-End,0
house,"New house on sale at Mandikhatar, Budhanilkantha",Kathmandu,Mandikhatar,"Mandikhatar, Kathmandu",29500000.0,9516129.032258064,3.1,1856.71,2.5,West,13.0,6.0,5.0,0.0,0.0,2001.0,24.0,False,4,0,0,1,0,1,0,False,False,True,2,17.19990085520835,Mid-Range,0
house,Residential house on sale at Old Baneshwor,Kathmandu,Old Baneshwor,"Old Baneshwor, Kathmandu",45000000.0,15000000.0,3.0,2874.9,4.0,East,16.0,6.0,4.0,0.0,0.0,2003.0,22.0,False,4,0,0,1,0,1,0,False,False,True,2,17.622173069956816,High-End,0
house,"Full furnished house on sale at Dhobikhola, Kathmandu",Kathmandu,Dhobikhola,"Dhobikhola, Kathmandu",46000000.0,13142857.142857144,3.5,4358.0,3.5,North East,27.0,5.0,6.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,False,2,17.6441519761925,Ultra-Luxury,0
house,"Residential house on sale at Bhangal, Budhanilkantha",Kathmandu,Bhangal,"Bhangal , Kathmandu",17800000.0,5741935.483870967,3.1,1114.02,1.5,North,9.0,3.0,2.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,16.694709071442087,Budget,0
house,"Beautiful house on sale at Hattigauda, Budhanilkantha",Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",34500000.0,6900000.0,5.0,3593.62,3.0,North,13.0,7.0,4.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,17.356469910987094,High-End,0
house,"House for sale near Kist Hospital, Imadol",Lalitpur,Imadol,"Imadol, Lalitpur",35000000.0,8750000.0,4.0,2395.75,2.5,West,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,7,0,1,1,0,1,0,False,False,True,3,17.370858648025116,High-End,0
house,Attractive house on sale in Kapan,Kathmandu,Kapan,"Kapan, Kathmandu",18800000.0,8545454.545454545,2.2,1317.66,2.5,East,12.0,4.0,3.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,16.749367480991666,Budget,0
house,"House on sale at Bhandari Road, Imadol",Lalitpur,Imadol,"Imadol, Lalitpur",27000000.0,9000000.0,3.0,1796.81,2.5,East,10.0,5.0,4.0,0.0,0.0,2003.0,22.0,False,6,0,0,1,0,1,0,False,False,True,2,17.11134746100564,Mid-Range,0
house,"Residential house on sale at Phutung, Kathmandu",Kathmandu,Phutung,"Phutung, Kathmandu",15000000.0,5000000.0,3.0,1078.09,1.5,West,13.0,3.0,2.0,0.0,0.0,1997.0,28.0,False,4,0,0,1,0,1,0,False,False,True,2,16.52356082573315,Budget,0
house,Commercial house for sale in Kadaghari,Kathmandu,Kadaghari,"Kadaghari, Kathmandu",65000000.0,12500000.0,5.2,4983.16,4.0,North,15.0,6.0,4.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,0,0,False,False,True,1,17.989897843244528,Ultra-Luxury,0
house,"Attractive house on sale at Lolang, Kathmandu",Kathmandu,Lolang,"Lolang, Kathmandu",25500000.0,8500000.0,3.0,1796.81,2.5,West,10.0,8.0,3.0,0.0,0.0,2008.0,17.0,False,4,0,0,1,0,1,0,False,False,True,2,17.05418904934434,Mid-Range,0
house,Commercial building for sale in Balkumari,Lalitpur,Balkumari,"Balkumari, Lalitpur",33000000.0,14347826.086956523,2.3,2475.0,4.5,North,25.0,5.0,3.0,0.0,0.0,2001.0,24.0,False,5,0,0,1,0,1,0,False,False,False,2,17.312018149733785,High-End,0
house,"Residential house on sale at Tikathali, Imadol",Lalitpur,Tikathali,"Tikathali, Lalitpur",25000000.0,8064516.129032258,3.1,1856.71,2.5,North,13.0,6.0,3.0,0.0,0.0,1999.0,26.0,False,4,0,0,1,0,1,0,False,False,True,2,17.034386422832473,Budget,0
house,"Commercial house on sale at Nakhipot, Lalitpur",Lalitpur,Nakhipot,"Nakhipot, Lalitpur",71000000.0,17750000.0,4.0,3354.05,3.5,South East,11.0,7.0,6.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,18.078190449090098,Ultra-Luxury,0
house,"6 BHK house on sale at Imadol, Lalitpur",Lalitpur,Imadol,"Imadol, Lalitpur",37000000.0,7400000.0,5.0,2994.69,2.5,South West,13.0,6.0,6.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,1,False,False,True,3,17.426428497635523,High-End,0
house,"Beautiful house on sale at Kusunti, Lalitpur",Lalitpur,Kusunti,"Kusunti, Lalitpur",39500000.0,7596153.846153846,5.2,3114.47,2.5,East,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.491811255187805,High-End,0
house,"Residential house on sale at Kharibot, Kapan",Kathmandu,Kharibot,"Kharibot, Kathmandu",32500000.0,8125000.0,4.0,3354.05,3.5,East,10.0,10.0,4.0,0.0,0.0,2007.0,18.0,False,4,0,0,1,0,1,0,False,False,True,2,17.296750678069195,High-End,0
house,5 BHK house for sale in Imadol,Lalitpur,Imadol,"Imadol, Lalitpur",27500000.0,9166666.666666666,3.0,2156.17,3.0,West,13.0,5.0,3.0,0.0,0.0,2018.0,7.0,False,5,0,0,1,0,1,0,False,False,True,2,17.129696599000436,Mid-Range,0
house,"Luxurious classic villa for sale at Dhapasi, Kathmandu",Kathmandu,Dhapasi,"Dhapasi, Kathmandu",135000000.0,9642857.142857144,14.0,11739.17,3.5,South East,20.0,5.0,6.0,0.0,0.0,2010.0,15.0,False,4,0,0,1,0,1,0,False,False,True,2,18.72078534381011,Ultra-Luxury,0
house,"Brand New House for sale at Imadol, Shanti Colony",Lalitpur,Imadol,"Imadol, Lalitpur",22000000.0,9565217.391304348,2.3,1653.07,3.0,North,10.0,4.0,3.0,0.0,0.0,2014.0,11.0,False,7,1,1,0,0,1,0,False,False,True,3,16.906553056777135,Budget,0
house,"Commercial building on sale at Thamel, Kathmandu",Kathmandu,Thamel,"Thamel, Kathmandu",125000000.0,20833333.33333333,6.0,8624.7,6.0,South East,13.0,5.0,5.0,0.0,0.0,2008.0,17.0,False,5,0,0,1,0,1,1,False,False,True,3,18.643824303266577,Ultra-Luxury,1
house,"House on sale at Dhapasi, Kathmandu",Kathmandu,Dhapasi,"Dhapasi, Kathmandu",12000000.0,4000000.0,3.0,1796.81,2.5,West,20.0,4.0,4.0,0.0,0.0,2009.0,16.0,False,3,0,0,1,0,0,0,False,False,True,1,16.300417291085605,Budget,0
house,"Commercial house on sale at Bagbazar, Kathmandu",Kathmandu,Bagbazar,"Bagbazar, Kathmandu",70000000.0,13725490.196078433,5.1,6720.08,5.5,North East,12.0,4.0,3.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,18.064005814299346,Ultra-Luxury,0
house,Under construction house on sale at Sukedhara,Kathmandu,Sukedhara,"Sukedhara, Kathmandu",55000000.0,10576923.076923076,5.2,3114.47,2.5,South,13.0,4.0,3.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,17.822843761378564,Ultra-Luxury,0
house,Single storied house for sale in Pasikot,Kathmandu,Pasikot,"Pasikot, Kathmandu",28000000.0,5384615.384615384,5.2,1245.79,1.0,North East,12.5,2.0,2.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.147715103853763,Mid-Range,0
house,A modern house on sale at Satdobato,Lalitpur,Satdobato,"Satdobato, Lalitpur",45000000.0,7377049.180327869,6.1,2800.0,2.5,West,13.0,5.0,5.0,0.0,0.0,2001.0,24.0,False,4,0,0,1,0,0,1,False,False,False,2,17.622173069956816,High-End,0
house,"House on sale at Bistachhap, Godawari",Lalitpur,Bistachhap,"Bistachhap, Lalitpur",13500000.0,3375000.0,4.0,2395.75,2.5,South,13.0,8.0,4.0,0.0,0.0,2003.0,22.0,False,5,0,0,1,0,1,0,False,False,True,2,16.41820031748273,Budget,0
house,Brand new house for sale in Imadol,Lalitpur,Imadol,"Imadol, Lalitpur",32500000.0,9848484.84848485,3.3,1976.49,2.5,South,13.0,5.0,4.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,17.296750678069195,High-End,0
house,Bungalow house for sale in Imadol,Lalitpur,Imadol,"Imadol, Lalitpur",37500000.0,9375000.0,4.0,2395.75,2.5,East,16.0,4.0,4.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,17.439851517607305,High-End,0
house,"Beautiful house on sale at Checkpost,Thankot",Kathmandu,Thankot,"Thankot, Kathmandu",14500000.0,4833333.333333333,3.0,718.72,1.0,North East,10.0,2.0,3.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,16.489659276356317,Budget,0
house,Attractive house on sale at Kalanki,Kathmandu,Kalanki,"Kalanki, Kathmandu",26000000.0,7878787.878787879,3.3,2371.79,3.0,North,11.0,5.0,6.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.073607134447293,Mid-Range,0
house,House for sale in Dhumbarahi,Kathmandu,Dhumbarahi,"Dhumbarahi, Kathmandu",38000000.0,9500000.0,4.0,2395.75,2.5,East,10.0,3.0,3.0,0.0,0.0,1997.0,28.0,False,5,0,0,1,0,1,0,False,False,True,2,17.453096744006448,High-End,0
house,"New house for sale at Kapan, Budhanilkantha",Kathmandu,Kapan,"Kapan, Kathmandu",29500000.0,7375000.0,4.0,2299.92,2.4,West,13.0,6.0,5.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,1,False,False,True,3,17.19990085520835,Mid-Range,0
house,Semi furnished house on sale at Kalanki,Kathmandu,Kalanki,"Kalanki, Kathmandu",25500000.0,6071428.571428571,4.2,2012.43,2.0,North East,20.0,5.0,4.0,0.0,0.0,2008.0,17.0,False,4,0,0,1,0,1,0,False,False,True,2,17.05418904934434,Mid-Range,0
house,"House for sale in Lolang Height, Tarkeshwor",Kathmandu,Lolang,"Lolang, Kathmandu",24000000.0,7500000.0,3.2,2683.24,3.5,West,26.0,4.0,3.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,16.993564429978885,Budget,0
house,"House for Sale at Downtown Residency, Imadol",Lalitpur,Imadol,"Imadol, Lalitpur",42500000.0,10625000.0,4.0,2158.0,2.5,South East,20.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,11,0,1,0,0,0,0,False,False,False,1,17.565014657424058,High-End,0
house,Neoclassic house on sale at Maharajgunj,Kathmandu,Maharajgunj,"Maharajgunj, Kathmandu",30000000.0,10000000.0,3.0,4500.0,2.5,West,20.0,4.0,5.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,False,2,17.216707972959764,Mid-Range,0
house,6BHK house on sale at Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",34500000.0,8625000.0,4.0,2395.75,2.5,South,13.0,6.0,3.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.356469910987094,High-End,0
house,Beautiful house on sale at Sanobharyang,Kathmandu,Sanobharyang,"Sanobharyang, Kathmandu",74000000.0,6727272.727272728,11.0,9223.64,3.5,South,13.0,8.0,4.0,0.0,0.0,1997.0,28.0,False,4,0,0,1,0,1,0,False,False,True,2,18.119575664681957,Ultra-Luxury,0
house,"Bungalow for sale at CG Villa, Sunakothi",Lalitpur,Sunakothi,"Sunakothi, Lalitpur",37500000.0,11718750.0,3.2,2600.0,2.5,South East,20.0,4.0,4.0,0.0,0.0,2013.0,12.0,False,9,0,0,1,0,1,1,False,False,False,3,17.439851517607305,High-End,0
house,Brand new Lavish house for sale at Bhaisepati,Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",85000000.0,17000000.0,5.0,3400.0,2.5,South,14.0,5.0,7.0,0.0,0.0,2017.0,8.0,False,5,0,1,1,0,1,0,False,False,False,3,18.258161826219297,Ultra-Luxury,0
house,Beautiful house on sale at Bhaktapur,Bhaktapur,Bhaktapur,"Bhaktapur, Bhaktapur",20000000.0,6666666.666666667,3.0,1437.45,2.0,East,12.0,2.0,2.0,0.0,0.0,2012.0,13.0,False,5,0,0,1,0,1,1,False,False,True,3,16.811242881518265,Budget,0
house,"House for sale at Hattigaunda, Budhanilkantha",Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",34500000.0,5655737.704918033,6.1,2922.81,2.0,North East,14.0,7.0,4.0,0.0,0.0,2010.0,15.0,False,4,0,0,1,0,1,0,False,False,True,2,17.356469910987094,High-End,0
house,Commercial house for sale in Panipokhari,Kathmandu,Panipokhari,"Panipokhari, Kathmandu",65000000.0,20312500.0,3.2,2683.24,3.5,North East,18.0,7.0,4.0,0.0,0.0,2008.0,17.0,False,3,0,0,1,0,0,0,False,False,True,1,17.989897843244528,Ultra-Luxury,0
house,Semi Commercial house for sale at Gokarna,Kathmandu,Gokarna,"Gokarna, Kathmandu",30000000.0,7500000.0,4.0,3354.05,3.5,West,32.0,6.0,3.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,17.216707972959764,Mid-Range,0
house,"House for sale in Budhanilkantha, Pasikot",Kathmandu,Pasikot,"Pasikot, Kathmandu",34000000.0,8500000.0,4.0,2395.75,2.5,East,13.0,5.0,4.0,0.0,0.0,2020.0,5.0,False,5,0,0,1,0,1,0,False,False,True,2,17.341871111992198,High-End,0
house,"9BHK house on sale at Dhumbarahi, Kathmandu",Kathmandu,Dhumbarahi,"Dhumbarahi, Kathmandu",67500000.0,8437500.0,8.0,3833.2,2.0,South East,12.0,9.0,6.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,18.02763817065757,Ultra-Luxury,0
house,"Attractive house on sale at Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",47000000.0,7833333.333333333,6.0,2874.9,2.0,South,16.0,6.0,3.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,17.665658180950928,Ultra-Luxury,0
house,Beautiful bungalow on sale at Chabahil,Kathmandu,Chabahil,"Chabahil, Kathmandu",50000000.0,8333333.333333333,6.0,4312.35,3.0,East,10.5,5.0,5.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,17.72753358339242,Ultra-Luxury,1
house,"Beautiful house on sale at Khadka Gaun, Kalanki",Kathmandu,Khadka Gaun,"Khadka Gaun, Kathmandu",33000000.0,8250000.0,4.0,1916.6,2.0,West,13.0,5.0,4.0,0.0,0.0,2016.0,9.0,False,4,0,0,1,0,1,0,False,False,True,2,17.312018149733785,High-End,0
house,Residential Bungalow for sale at Dhumbarahi,Kathmandu,Dhumbarahi,"Dhumbarahi, Kathmandu",140000000.0,8235294.117647059,17.0,10181.94,2.5,South,15.0,6.0,3.0,0.0,0.0,2014.0,11.0,False,5,0,0,1,0,1,0,False,False,True,2,18.757152987716434,Ultra-Luxury,0
house,"Newly built house for sale at Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",34000000.0,8500000.0,4.0,2395.75,2.5,North,13.0,6.0,3.0,0.0,0.0,2020.0,5.0,False,4,0,0,1,0,1,0,False,False,True,2,17.341871111992198,High-End,0
house,"House on sale at Khursanitar, Lazimpat",Kathmandu,Lazimpat,"Lazimpat, Kathmandu",42000000.0,9767441.860465117,4.3,2575.43,2.5,North East,12.0,6.0,3.0,0.0,0.0,2013.0,12.0,False,5,0,0,1,0,1,0,False,False,True,2,17.553180200057167,High-End,0
house,"6BHK beautiful house for sale at Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",34500000.0,8625000.0,4.0,2395.75,2.5,South,13.0,6.0,3.0,0.0,0.0,2012.0,13.0,False,4,0,0,1,0,1,0,False,False,True,2,17.356469910987094,High-End,0
house,"House for sale in CG Villa, Sunakothi",Lalitpur,Sunakothi,"Sunakothi, Lalitpur",37500000.0,7500000.0,5.0,2700.0,2.5,North East,20.0,3.0,4.0,0.0,0.0,2016.0,9.0,False,11,0,1,0,0,0,0,False,False,False,1,17.439851517607305,High-End,0
house,"Bungalow for sale in Sangam Awas, Bhaisepati",Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",78000000.0,13000000.0,6.0,2880.0,2.5,North East,13.0,4.0,5.0,0.0,0.0,2010.0,15.0,False,11,0,1,0,0,0,0,False,False,False,1,18.17221939747438,Ultra-Luxury,0
house,"Beautiful house for sale in CG Hills, Hattigauda",Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",77000000.0,12419354.838709677,6.2,3500.0,2.5,West,20.0,4.0,5.0,0.0,0.0,2008.0,17.0,False,8,1,0,0,0,0,1,False,False,False,2,18.15931599280497,Ultra-Luxury,0
house,Brand new house on sale at Syuchatar,Kathmandu,Syuchatar,"Syuchatar, Kathmandu",38000000.0,9500000.0,4.0,2395.75,2.5,South East,18.0,4.0,3.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,17.453096744006448,High-End,0
house,"Residential house for sale at Gwarko, Lalitpur",Lalitpur,Gwarko,"Gwarko, Lalitpur",15500000.0,6739130.434782609,2.3,551.02,1.0,South,13.0,2.0,1.0,0.0,0.0,2018.0,7.0,False,4,0,0,1,0,1,0,False,False,True,2,16.5563506464056,Budget,0
house,"Commercial house for sale behind of Hotel Harati,�Chhetrapati",Kathmandu,Chhetrapati,"Chhetrapati, Kathmandu",125000000.0,12500000.0,10.0,11978.75,5.0,North,15.0,10.0,4.0,0.0,0.0,2008.0,17.0,False,3,0,0,1,0,0,0,False,False,True,1,18.643824303266577,Ultra-Luxury,0
house,"4BHK beautiful house on sale at Imadol, Lalitpur",Lalitpur,Imadol,"Imadol, Lalitpur",23500000.0,7833333.333333333,3.0,1796.81,2.5,East,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,16.97251102166758,Budget,0
house,"House on sale near European Bakery, Baluwatar",Kathmandu,Baluwatar,"Baluwatar, Kathmandu",35000000.0,17500000.0,2.0,1916.6,4.0,East,17.0,5.0,4.0,0.0,0.0,2019.0,6.0,False,3,0,0,1,0,0,0,False,False,True,1,17.370858648025116,High-End,1
house,Luxurious Bungalow for sale in Sitapaila,Kathmandu,Sitapaila,"Sitapaila, Kathmandu",62500000.0,8680555.555555556,7.2,2734.0,2.5,North,17.0,4.0,5.0,0.0,0.0,2008.0,17.0,False,5,0,0,1,0,1,0,False,False,False,2,17.95067713070663,Ultra-Luxury,0
house,"Residential house on sale at Thaiba, Godawari",Lalitpur,Thaiba,"Thaiba, Lalitpur",18000000.0,5454545.454545455,3.3,1976.49,2.5,South,20.0,4.0,3.0,0.0,0.0,2003.0,22.0,False,4,0,0,1,0,1,0,False,False,True,2,16.705882371415992,Budget,0
house,"Beautiful house on sale at Ochu Height, Imadol",Lalitpur,Ochu Height,"Ochu Height, Lalitpur",27000000.0,8437500.0,3.2,1916.6,2.5,South,13.0,5.0,3.0,0.0,0.0,2008.0,17.0,False,4,0,0,1,0,1,0,False,False,True,2,17.11134746100564,Mid-Range,0
house,Residential house on sale at Koteshwor ,Kathmandu,Koteshwor,"Koteshwor, Kathmandu",41500000.0,10375000.0,4.0,3833.2,4.0,South,6.0,5.0,5.0,0.0,0.0,2016.0,9.0,False,7,0,1,1,0,1,0,False,False,True,3,17.541204009297314,High-End,0
house,"New house on sale in Sanagaun, Lalitpur",Lalitpur,Sanagaun,"Sanagaun, Lalitpur",20400000.0,6800000.0,3.0,1796.81,2.5,South West,11.5,4.0,3.0,0.0,0.0,2018.0,7.0,False,6,0,0,1,0,1,0,False,False,True,2,16.83104550783405,Budget,0
house,4BHK house on sale at Bhaisepati,Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",78000000.0,13000000.0,6.0,2874.9,2.0,West,13.0,4.0,5.0,0.0,0.0,2003.0,22.0,False,4,0,0,1,0,1,0,False,False,True,2,18.17221939747438,Ultra-Luxury,0
house,"Residential house on sale at Madhyapur Thimi, Bhaktpur",Bhaktapur,Chardobato,"Chardobato, Bhaktapur",41000000.0,9761904.76190476,4.2,3521.75,3.5,South,20.0,6.0,6.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,17.529082649058825,High-End,0
house,Attractive house on sale at Mandikhatar,Kathmandu,Mandikhatar,"Mandikhatar, Kathmandu",40000000.0,9302325.581395349,4.3,2575.43,2.5,West,13.0,4.0,3.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.50439003707821,High-End,0
house,Booking open for two bungalows in Budhanilakantha,Kathmandu,Deuwa Chowk,"Deuwa Chowk, Kathmandu",43500000.0,7250000.0,6.0,2800.0,3.0,North,13.0,6.0,4.0,0.0,0.0,2019.0,6.0,False,7,1,1,1,0,1,0,False,False,False,4,17.588271519047417,High-End,0
house,Beautiful house on sale at Dhapasi Height,Kathmandu,Dhapasi,"Dhapasi, Kathmandu",58000000.0,5800000.0,10.0,4791.5,2.0,East,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.87595358575207,Ultra-Luxury,0
house,"House on sale in Gothatar, Kathmandu",Kathmandu,Gothatar,"Gothatar, Kathmandu",38000000.0,9500000.0,4.0,2395.75,2.5,North,10.0,8.0,5.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,17.453096744006448,High-End,0
