district,property_type,property_face,road_type,municipality,ward_no,neighborhood,price_per_aana,land_size_aana,road_width_feet,facing_road_width,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,public_transport_m,police_station_m,ring_road_m,ring_road_proximity,comm_road_premium,is_corner_plot
Lalitpur,Residential,North-East,Low Access,Lalitpur,24,Dhapakhel,3500000.0,4.18,13.0,40.0,1500.0,10000.0,700.0,3600.0,100.0,200.0,3400.0,3500.0,0.1225369473015127,0.0,1
Lalitpur,Commercial,East,Low Access,Godawari,4,Godawari,1600000.0,22.0,26.0,60.0,2000.0,8000.0,2000.0,1000.0,500.0,600.0,300.0,500.0,0.1608594760130434,26.0,0
Lalitpur,Residential,North-East,High Access,Lalitpur,7,Outskirt_Zone,900000.0,8.0,20.0,46.0,400.0,5000.0,300.0,400.0,200.0,50.0,400.0,500.0,0.1608594760130434,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,6,Sanogaun,4000000.0,4.5,16.0,34.0,300.0,4000.0,50.0,100.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Semi-commercial,West,High Access,Mahalaxmi,4,Imadol,6000000.0,9.25,20.0,45.0,500.0,4000.0,50.0,100.0,100.0,50.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Semi-commercial,West,High Access,Mahalaxmi,4,Imadol,6000000.0,6.25,20.0,35.0,600.0,4000.0,50.0,100.0,100.0,50.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,North-West,High Access,Mahalaxmi,7,Mahalaxmi Nagarpalika,3000000.0,5.0,15.0,24.0,600.0,8000.0,200.0,500.0,100.0,200.0,300.0,7000.0,0.11294574819586044,0.0,1
Lalitpur,Residential,North-West,Low Access,Lalitpur,10,Premium_Zone,8500000.0,10.0,10.0,68.0,1000.0,7000.0,500.0,1500.0,2000.0,500.0,1000.0,3000.0,0.12489538691450888,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,8,Lubhu,2700000.0,13.5,20.0,54.0,500.0,5000.0,100.0,500.0,1000.0,200.0,400.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,17,High_Zone,6000000.0,5.68,15.0,32.0,1200.0,7000.0,100.0,10000.0,270.0,150.0,300.0,150.0,0.19931118704250333,0.0,1
Lalitpur,Residential,North-West,High Access,Lalitpur,26,Sunakothi,5000000.0,6.93,10.0,36.0,1900.0,9000.0,300.0,2400.0,600.0,350.0,3100.0,2500.0,0.12780457668621606,0.0,1
Lalitpur,Semi-commercial,South-East,High Access,Lalitpur,6,Budget_Zone,4500000.0,3.31,21.0,31.0,1000.0,7000.0,100.0,600.0,100.0,200.0,600.0,1000.0,0.1447438839476537,0.0,1
Lalitpur,Residential,North-West,High Access,Lalitpur,18,Bhaisepati,5500000.0,5.0,13.0,32.0,2500.0,11000.0,500.0,5000.0,2500.0,300.0,1500.0,3000.0,0.12489538691450888,0.0,1
Lalitpur,Residential,South,High Access,Lalitpur,25,Bhaisepati,5500000.0,12.0,13.0,50.0,2000.0,9500.0,500.0,5000.0,3000.0,500.0,900.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,8,Lubhu,3300000.0,4.25,20.0,25.0,400.0,4000.0,100.0,200.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Commercial,North-East,High Access,Mahalaxmi,8,Lubhu,3600000.0,5.25,20.0,30.0,400.0,4000.0,100.0,200.0,100.0,100.0,200.0,4000.0,0.12056473085830295,20.0,1
Lalitpur,Semi-commercial,North-West,High Access,Mahalaxmi,9,Imadol,4500000.0,4.37,22.0,65.0,300.0,8000.0,200.0,400.0,100.0,100.0,1000.0,1000.0,0.1447438839476537,0.0,1
Lalitpur,Residential,South-East,High Access,Mahalaxmi,9,Imadol,3200000.0,5.0,13.0,13.0,100.0,4000.0,100.0,1000.0,100.0,50.0,400.0,2000.0,0.13155467320159442,0.0,1
Lalitpur,Residential,South,Low Access,Mahalaxmi,6,Sanogaun,3600000.0,3.37,13.0,35.0,2000.0,6000.0,100.0,600.0,150.0,100.0,500.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,South,High Access,Mahalaxmi,6,Imadol,4000000.0,4.0,20.0,46.0,3000.0,7000.0,300.0,500.0,200.0,100.0,700.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,South-East,Low Access,Godawari,13,Jharuwarasi,2000000.0,16.0,13.0,55.0,2200.0,15000.0,180.0,6800.0,500.0,180.0,1800.0,6900.0,0.11312957390084036,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,18,Bhaisepati,7000000.0,17.0,16.0,28.0,300.0,10000.0,500.0,3000.0,2500.0,500.0,550.0,1500.0,0.13672620632778687,0.0,1
Lalitpur,Residential,North-East,High Access,Godawari,14,Mid_Zone,3500000.0,4.5,16.0,30.0,400.0,10000.0,100.0,2000.0,200.0,100.0,300.0,7000.0,0.11294574819586044,0.0,1
Lalitpur,Residential,South-East,Low Access,Godawari,11,Chapagaun,2000000.0,3.87,16.0,27.0,2700.0,16000.0,1200.0,8800.0,1600.0,800.0,2900.0,8900.0,0.10996359325514149,0.0,1
Lalitpur,Residential,South-East,Low Access,Mahalaxmi,4,Tikathali,4000000.0,3.25,13.0,24.0,2500.0,5000.0,409.0,150.0,400.0,150.0,1000.0,1500.0,0.13672620632778687,0.0,1
Lalitpur,Residential,East,High Access,Lalitpur,26,Sunakothi,4000000.0,6.5,13.0,27.0,1500.0,9200.0,300.0,2500.0,140.0,300.0,3000.0,2600.0,0.12716738907202113,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,8,Lubhu,2700000.0,4.5,13.0,25.0,300.0,4000.0,100.0,300.0,100.0,100.0,300.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South-East,High Access,Mahalaxmi,4,Imadol,4800000.0,5.0,16.0,25.0,300.0,4000.0,100.0,300.0,200.0,100.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South-East,High Access,Mahalaxmi,4,Imadol,4800000.0,5.5,16.0,24.0,300.0,4000.0,100.0,300.0,200.0,100.0,400.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,6,Imadol,4500000.0,5.0,20.0,20.0,200.0,4000.0,100.0,200.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,6,Imadol,4000000.0,4.25,20.0,20.0,300.0,4000.0,50.0,200.0,100.0,100.0,100.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Commercial,East,Low Access,Godawari,7,Lele,700000.0,24.0,20.0,100.0,6000.0,22000.0,7000.0,10000.0,4000.0,2000.0,4000.0,17000.0,0.10265857535695082,20.0,0
Lalitpur,Residential,North,Low Access,Mahalaxmi,4,Imadol,5600000.0,3.5,24.0,35.0,1000.0,6000.0,200.0,700.0,400.0,50.0,400.0,2000.0,0.13155467320159442,0.0,0
Lalitpur,Residential,South-East,Low Access,Lalitpur,21,Mid_Zone,3800000.0,4.5,20.0,30.0,3000.0,12000.0,500.0,5500.0,2500.0,3000.0,4000.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South-East,Low Access,Lalitpur,18,Bhaisepati,6500000.0,20.0,13.0,68.0,2500.0,11000.0,500.0,5000.0,1500.0,100.0,1000.0,3000.0,0.12489538691450888,0.0,1
Lalitpur,Residential,South-East,Low Access,Mahalaxmi,5,Lubhu,3500000.0,5.0,13.0,13.0,6000.0,11000.0,500.0,3000.0,1000.0,200.0,1000.0,6000.0,0.11494673815138318,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,7,Tikathali,4000000.0,4.0,20.0,30.0,400.0,4000.0,100.0,500.0,200.0,100.0,300.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,East,Low Access,Lalitpur,24,Naghdaha,2800000.0,6.0,20.0,36.0,3500.0,13000.0,1500.0,5300.0,6500.0,100.0,4200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South-West,Low Access,Godawari,11,Chapagaun,2500000.0,11.25,5.0,45.0,400.0,13000.0,150.0,6300.0,200.0,100.0,350.0,6400.0,0.11410042162788261,0.0,1
Lalitpur,Commercial,East,High Access,Lalitpur,2,Sanepa,7500000.0,13.0,20.0,60.0,2000.0,7500.0,500.0,3000.0,280.0,300.0,750.0,1000.0,0.1447438839476537,20.0,0
Lalitpur,Residential,North-West,Low Access,Lalitpur,22,Mid_Zone,3500000.0,6.0,20.0,58.0,5000.0,14000.0,500.0,7500.0,2000.0,650.0,3000.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Commercial,East,Low Access,Mahalaxmi,8,Mahalaxmi Nagarpalika,3500000.0,3.25,13.0,31.0,3000.0,11000.0,500.0,4000.0,500.0,50.0,1000.0,5000.0,0.1174068144882187,13.0,0
Lalitpur,Commercial,South,Low Access,Mahalaxmi,7,Tikathali,3600000.0,4.0,20.0,34.0,2000.0,9000.0,350.0,2000.0,500.0,300.0,400.0,2000.0,0.13155467320159442,20.0,0
Lalitpur,Residential,South-West,High Access,Lalitpur,2,Sanepa,7600000.0,4.5,13.0,25.0,2500.0,8000.0,500.0,2500.0,1500.0,230.0,190.0,500.0,0.1608594760130434,0.0,1
Lalitpur,Residential,South-West,High Access,Lalitpur,14,Nakhipot,6500000.0,4.06,10.0,52.0,100.0,7000.0,100.0,550.0,700.0,220.0,1100.0,220.0,0.18524821412271236,0.0,1
Lalitpur,Commercial,South-East,High Access,Lalitpur,14,Nakhipot,8500000.0,7.18,26.0,39.0,50.0,6900.0,50.0,450.0,600.0,120.0,1000.0,120.0,0.20851619571212315,26.0,1
Lalitpur,Residential,South,High Access,Godawari,11,Chapagaun,4000000.0,6.18,10.0,56.0,750.0,13000.0,150.0,6800.0,50.0,150.0,850.0,6900.0,0.11312957390084036,0.0,0
Lalitpur,Residential,South,Low Access,Godawari,11,Chapagaun,2500000.0,7.06,10.0,52.0,1100.0,14000.0,350.0,7000.0,400.0,350.0,1000.0,7100.0,0.11276511348303216,0.0,0
Lalitpur,Residential,South-East,High Access,Mahalaxmi,4,Imadol,4500000.0,4.25,13.0,30.0,400.0,4000.0,100.0,200.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South-East,Low Access,Godawari,11,Chapagaun,2000000.0,8.75,22.0,31.0,2500.0,15000.0,2000.0,6700.0,1800.0,1900.0,2500.0,6800.0,0.11331669544635907,0.0,1
Lalitpur,Residential,North,High Access,Mahalaxmi,5,Lubhu,2400000.0,8.0,16.0,26.0,300.0,4000.0,100.0,400.0,200.0,100.0,100.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,East,Low Access,Lalitpur,26,High_Zone,6000000.0,23.06,26.0,31.0,2500.0,8900.0,350.0,2200.0,350.0,350.0,3000.0,2300.0,0.12918062259237034,0.0,0
Lalitpur,Residential,South-East,High Access,Mahalaxmi,5,Lubhu,2500000.0,6.0,20.0,25.0,400.0,4000.0,100.0,400.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South-West,High Access,Lalitpur,18,Bhaisepati,4000000.0,6.75,20.0,36.0,1500.0,11000.0,500.0,5000.0,4000.0,650.0,2000.0,2500.0,0.12780457668621606,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,5,Lubhu,2400000.0,6.5,13.0,25.0,400.0,4000.0,100.0,300.0,100.0,100.0,300.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,5,Lubhu,2600000.0,7.25,13.0,26.0,300.0,4000.0,100.0,300.0,100.0,100.0,300.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,5,Lubhu,2300000.0,11.5,13.0,14.0,300.0,5000.0,100.0,2500.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,East,Low Access,Unknown,7,Bhaisepati,5500000.0,5.0,16.0,30.0,500.0,13500.0,500.0,3000.0,500.0,500.0,1700.0,5500.0,0.11610780841605253,0.0,0
Lalitpur,Residential,South,High Access,Mahalaxmi,4,Lubhu,2600000.0,4.0,13.0,25.0,300.0,5000.0,100.0,400.0,200.0,100.0,300.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Commercial,North-East,High Access,Godawari,5,Lele,900000.0,9.0,13.0,30.0,2000.0,14000.0,100.0,8000.0,200.0,100.0,100.0,4000.0,0.12056473085830295,13.0,1
Lalitpur,Commercial,North-East,High Access,Godawari,5,Lele,1000000.0,24.0,16.0,40.0,500.0,14000.0,100.0,8000.0,300.0,100.0,100.0,4000.0,0.12056473085830295,16.0,1
Lalitpur,Residential,South,Low Access,Godawari,10,Chapagaun,1500000.0,23.25,13.0,27.0,2400.0,16000.0,2400.0,9800.0,1700.0,2400.0,3600.0,9400.0,0.10930668431451801,0.0,0
Lalitpur,Residential,West,High Access,Mahalaxmi,8,Lubhu,2700000.0,8.18,13.0,64.0,400.0,5000.0,50.0,400.0,300.0,100.0,300.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South-West,High Access,Mahalaxmi,8,Lubhu,1800000.0,8.25,16.0,60.0,1000.0,6000.0,300.0,2000.0,500.0,300.0,500.0,6000.0,0.11494673815138318,0.0,1
Lalitpur,Residential,North,High Access,Mahalaxmi,8,Lubhu,2100000.0,8.0,13.0,28.0,500.0,5000.0,50.0,300.0,500.0,300.0,300.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South-East,High Access,Lalitpur,14,Nakhipot,3800000.0,5.37,20.0,26.0,950.0,8900.0,1200.0,2400.0,750.0,550.0,3100.0,2500.0,0.12780457668621606,0.0,1
Lalitpur,Residential,South,High Access,Lalitpur,18,Bhaisepati,5400000.0,4.5,20.0,28.0,300.0,10000.0,100.0,1000.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,East,Low Access,Mahalaxmi,4,Imadol,3800000.0,6.0,20.0,35.0,2000.0,5000.0,300.0,500.0,500.0,400.0,1000.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,North,Low Access,Lalitpur,22,Mid_Zone,4000000.0,2.89,20.0,68.0,4500.0,13000.0,500.0,7000.0,2000.0,100.0,3000.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South-East,Low Access,Godawari,2,Godawari,1600000.0,9.87,13.0,35.0,5600.0,16000.0,2000.0,10000.0,1100.0,1300.0,5600.0,9500.0,0.10918040921277318,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,4,Premium_Zone,7000000.0,3.94,14.0,22.0,300.0,9000.0,50.0,300.0,100.0,100.0,200.0,2000.0,0.13155467320159442,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,5,Imadol,2200000.0,7.5,10.0,25.0,300.0,5000.0,50.0,600.0,200.0,200.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,West,High Access,Lalitpur,15,Khumaltar,5000000.0,6.25,28.0,27.0,300.0,5000.0,50.0,400.0,100.0,100.0,100.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,8,Lubhu,1900000.0,4.0,13.0,26.0,500.0,5000.0,50.0,300.0,300.0,300.0,300.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,West,Low Access,Lalitpur,6,Harisiddhi,3000000.0,6.0,13.0,35.0,300.0,5000.0,100.0,600.0,200.0,100.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,North,Low Access,Godawari,10,Chapagaun,2800000.0,5.56,20.0,52.0,2200.0,15000.0,300.0,8400.0,270.0,50.0,2400.0,8500.0,0.11052240635894325,0.0,0
Lalitpur,Residential,North-West,High Access,Godawari,5,Lele,1400000.0,3.5,13.0,28.0,2000.0,14000.0,100.0,8000.0,200.0,200.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,North,High Access,Mahalaxmi,5,Tikathali,4900000.0,3.0,13.0,28.0,400.0,4000.0,50.0,200.0,200.0,150.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South,High Access,Lalitpur,6,Harisiddhi,3300000.0,3.5,13.0,23.0,300.0,5000.0,50.0,200.0,100.0,200.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,4,Sanogaun,3500000.0,8.0,14.0,30.0,300.0,5000.0,150.0,100.0,200.0,200.0,500.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,South,High Access,Lalitpur,6,Harisiddhi,3400000.0,4.25,13.0,28.0,300.0,5000.0,50.0,200.0,100.0,100.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,28,Harisiddhi,5000000.0,3.25,16.0,23.0,300.0,5000.0,150.0,200.0,300.0,200.0,500.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,4,Sanogaun,3500000.0,5.0,20.0,25.0,300.0,5000.0,300.0,100.0,200.0,150.0,467.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,East,High Access,Lalitpur,5,Harisiddhi,3500000.0,3.25,13.0,28.0,300.0,5000.0,50.0,200.0,100.0,50.0,200.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,West,Low Access,Lalitpur,5,Hattiban,4000000.0,2.45,13.0,100.0,1000.0,8000.0,500.0,3000.0,1000.0,750.0,1000.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,4,Imadol,5100000.0,3.5,13.0,35.0,1500.0,5000.0,300.0,1500.0,200.0,100.0,500.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,5,Tikathali,4000000.0,5.0,13.0,35.0,1000.0,6000.0,500.0,700.0,400.0,700.0,1000.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,East,High Access,Lalitpur,26,Sunakothi,4500000.0,4.5,16.0,34.0,2100.0,9300.0,250.0,2800.0,400.0,230.0,3100.0,2900.0,0.12542628027641056,0.0,0
Lalitpur,Residential,North-West,Low Access,Lalitpur,26,Sunakothi,2500000.0,5.0,22.0,47.0,2700.0,9800.0,550.0,3200.0,600.0,550.0,3800.0,3300.0,0.12342660802295771,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,9,Lubhu,2100000.0,4.5,13.0,28.0,500.0,5000.0,50.0,300.0,500.0,300.0,500.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,East,Low Access,Lalitpur,6,Imadol,4600000.0,7.5,21.0,78.0,1000.0,3000.0,200.0,500.0,200.0,500.0,500.0,1500.0,0.13672620632778687,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,4,Imadol,4800000.0,5.0,18.0,28.0,300.0,4000.0,50.0,250.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Commercial,North-East,High Access,Mahalaxmi,8,Lubhu,6500000.0,12.0,52.0,33.0,300.0,5000.0,100.0,300.0,100.0,50.0,200.0,5000.0,0.1174068144882187,52.0,1
Lalitpur,Residential,North,High Access,Lalitpur,23,Dhapakhel,6000000.0,9.5,10.0,52.0,600.0,8000.0,500.0,2000.0,650.0,50.0,500.0,1500.0,0.13672620632778687,0.0,0
Lalitpur,Residential,West,Low Access,Lalitpur,10,Premium_Zone,9500000.0,3.75,10.0,28.0,1000.0,6000.0,500.0,1000.0,1500.0,250.0,2000.0,2500.0,0.12780457668621606,0.0,0
Lalitpur,Residential,West,Low Access,Lalitpur,26,Sunakothi,4500000.0,4.13,15.0,32.0,1500.0,9200.0,500.0,2600.0,340.0,600.0,2800.0,2600.0,0.12716738907202113,0.0,0
Lalitpur,Residential,West,Low Access,Godawari,12,Budget_Zone,2400000.0,5.25,16.0,46.0,5800.0,12000.0,800.0,5600.0,1100.0,800.0,1900.0,5600.0,0.11586545122896322,0.0,0
Lalitpur,Residential,South-East,High Access,Mahalaxmi,8,Lubhu,2800000.0,3.94,13.0,23.0,300.0,5000.0,100.0,400.0,100.0,100.0,100.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,15,Khumaltar,4000000.0,8.5,12.0,20.0,300.0,6000.0,50.0,400.0,100.0,100.0,200.0,1000.0,0.1447438839476537,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,4,Imadol,5300000.0,3.75,20.0,78.0,1000.0,4000.0,100.0,300.0,100.0,100.0,300.0,1500.0,0.13672620632778687,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,8,Lubhu,3100000.0,3.25,13.0,30.0,300.0,5000.0,50.0,300.0,100.0,100.0,200.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,8,Lubhu,3200000.0,3.5,13.0,25.0,300.0,5000.0,50.0,300.0,100.0,100.0,100.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Semi-commercial,North,High Access,Lalitpur,15,Khumaltar,6500000.0,6.25,20.0,40.0,300.0,5000.0,50.0,400.0,100.0,100.0,200.0,3000.0,0.12489538691450888,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,8,Lubhu,2500000.0,13.18,10.0,42.0,500.0,5000.0,50.0,400.0,400.0,150.0,200.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,North,Low Access,Godawari,9,Budget_Zone,2500000.0,18.0,20.0,40.0,500.0,15000.0,300.0,400.0,350.0,100.0,350.0,10000.0,0.10857244172444135,0.0,0
Lalitpur,Residential,North-East,High Access,Godawari,3,Godawari,2800000.0,3.5,16.0,35.0,1000.0,15000.0,100.0,5000.0,500.0,100.0,300.0,9000.0,0.10982866664979875,0.0,1
Lalitpur,Residential,East,High Access,Godawari,3,Godawari,2700000.0,4.5,20.0,32.0,1000.0,15000.0,100.0,5000.0,500.0,100.0,300.0,9000.0,0.10982866664979875,0.0,0
Lalitpur,Residential,East,High Access,Godawari,3,Godawari,2600000.0,5.5,16.0,35.0,1000.0,15000.0,100.0,5000.0,500.0,100.0,300.0,9000.0,0.10982866664979875,0.0,0
Lalitpur,Residential,East,High Access,Godawari,3,Godawari,2600000.0,5.0,16.0,35.0,1000.0,15000.0,100.0,5000.0,500.0,100.0,300.0,9000.0,0.10982866664979875,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,8,Lamatar,1600000.0,4.0,13.0,28.0,600.0,5000.0,50.0,300.0,200.0,80.0,300.0,5000.0,0.1174068144882187,0.0,1
Lalitpur,Residential,South-East,High Access,Mahalaxmi,8,Lubhu,3800000.0,4.75,29.0,32.0,500.0,4000.0,50.0,500.0,100.0,100.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South,High Access,Mahalaxmi,7,Tikathali,3700000.0,8.25,13.0,46.0,300.0,5000.0,50.0,400.0,300.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,West,Low Access,Godawari,1,Godawari,2500000.0,4.25,12.0,36.0,1500.0,14000.0,500.0,7000.0,750.0,700.0,2000.0,7500.0,0.11207254883254941,0.0,0
Lalitpur,Residential,North-West,High Access,Lalitpur,18,Bhaisepati,4500000.0,4.5,14.0,51.0,2400.0,11000.0,500.0,4600.0,450.0,300.0,900.0,2700.0,0.12656021288744118,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,2,Hattiban,6000000.0,4.0,13.0,22.0,200.0,8000.0,50.0,300.0,100.0,50.0,200.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,North-East,Low Access,Godawari,7,Sunakothi,4400000.0,30.0,13.0,78.0,200.0,10000.0,100.0,300.0,200.0,100.0,300.0,3000.0,0.12489538691450888,0.0,1
Lalitpur,Residential,East,High Access,Mahalaxmi,9,Lamatar,2600000.0,3.2,20.0,25.0,500.0,11000.0,100.0,1000.0,200.0,50.0,50.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,9,Lamatar,2600000.0,4.0,20.0,25.0,500.0,11000.0,100.0,1000.0,200.0,50.0,100.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,9,Lamatar,2600000.0,4.0,20.0,25.0,300.0,5000.0,100.0,500.0,200.0,100.0,100.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,North,High Access,Mahalaxmi,8,Lubhu,3300000.0,3.0,13.0,25.0,300.0,5000.0,100.0,400.0,200.0,100.0,400.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,West,High Access,Mahalaxmi,8,Lubhu,3300000.0,3.5,13.0,25.0,200.0,5000.0,100.0,600.0,200.0,100.0,400.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,8,Lubhu,3300000.0,3.0,13.0,28.0,300.0,9000.0,100.0,400.0,200.0,100.0,300.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,South,High Access,Mahalaxmi,9,Lamatar,2600000.0,4.0,20.0,32.0,500.0,11000.0,100.0,1000.0,200.0,50.0,100.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,Low Access,Lalitpur,25,Bhaisepati,3200000.0,4.0,20.0,35.0,3200.0,12000.0,750.0,5500.0,400.0,300.0,1200.0,3700.0,0.12170842112111058,0.0,0
Lalitpur,Residential,West,High Access,Lalitpur,3,Dhobighat,8000000.0,9.0,16.0,68.0,500.0,9000.0,500.0,2000.0,650.0,500.0,1500.0,300.0,0.1752200244275466,0.0,0
Lalitpur,Residential,North-East,High Access,Lalitpur,26,Sunakothi,4200000.0,10.63,20.0,68.0,1300.0,8700.0,700.0,2500.0,400.0,500.0,2800.0,2500.0,0.12780457668621606,0.0,1
Lalitpur,Semi-commercial,North-West,High Access,Lalitpur,23,Dhapakhel,6200000.0,11.5,13.0,89.0,210.0,9000.0,500.0,2500.0,350.0,85.0,1000.0,2000.0,0.13155467320159442,0.0,1
Lalitpur,Residential,East,Low Access,Lalitpur,14,Nakhipot,6000000.0,10.38,26.0,40.0,1800.0,7600.0,90.0,1000.0,500.0,450.0,1700.0,900.0,0.14698305684142793,0.0,0
Lalitpur,Semi-commercial,North-East,High Access,Lalitpur,1,Premium_Zone,8500000.0,2.0,20.0,68.0,1400.0,7000.0,500.0,2000.0,2500.0,600.0,600.0,2000.0,0.13155467320159442,0.0,1
Lalitpur,Residential,West,Low Access,Godawari,11,Chapagaun,1800000.0,19.25,13.0,34.0,5300.0,18000.0,550.0,9400.0,750.0,2200.0,2200.0,9600.0,0.10905574311044995,0.0,0
Lalitpur,Residential,North-East,Low Access,Godawari,4,Budget_Zone,700000.0,6.25,13.0,39.0,3500.0,20000.0,700.0,13000.0,550.0,700.0,2100.0,11000.0,0.10746053978060788,0.0,1
Lalitpur,Residential,North-East,High Access,Lalitpur,23,Dhapakhel,5300000.0,1.75,16.0,68.0,1000.0,8000.0,500.0,2000.0,1000.0,250.0,1500.0,1200.0,0.1410256264839466,0.0,1
Lalitpur,Residential,South-West,High Access,Lalitpur,23,Dhapakhel,4800000.0,7.0,13.0,13.0,700.0,9000.0,500.0,3000.0,800.0,400.0,2000.0,2500.0,0.12780457668621606,0.0,1
Lalitpur,Residential,East,Low Access,Unknown,7,Bhaisepati,1200000.0,50.0,13.0,32.0,500.0,23000.0,100.0,600.0,200.0,200.0,200.0,4000.0,0.12056473085830295,0.0,0
