district,road_type,land_size_aana,price_per_aana,is_large_plot,road_width_feet,is_wide_road,facing,source,log_land,neighborhood_encoded,road_quality_score,neighborhood_x_district,plot_size_category,location_tier,large_plot_x_neighborhood
1,3,50.0,2200000.0,1,13.0,0,7,0,3.9318256327243257,14.871275810783608,2.8556229318461033,14.871275810783608,4,1,14.871275810783608
1,0,27.0,6500000.0,0,13.0,0,7,0,3.332204510175204,15.28609246171445,1.0556229318461035,15.28609246171445,4,3,0.0
1,0,15.0,5000000.0,0,13.0,0,7,0,2.772588722239781,15.313029409818094,1.0556229318461035,15.313029409818094,3,3,0.0
1,0,5.0,2200000.0,0,13.0,0,7,0,1.791759469228055,14.601202121683125,1.0556229318461035,14.601202121683125,2,1,0.0
1,0,8.0,4500000.0,0,13.0,0,7,0,2.19722457733622,15.350633323522374,1.0556229318461035,15.350633323522374,2,4,0.0
0,0,5.9375,3800000.0,0,13.0,0,7,0,1.936941479072553,15.371640665662255,1.0556229318461035,0.0,2,4,0.0
1,3,40.5,1500000.0,0,13.0,0,7,0,3.725693427236653,14.076963152141449,2.8556229318461033,14.076963152141449,4,1,0.0
1,3,9.5,7000000.0,0,13.0,0,7,0,2.3513752571634776,14.904476029399897,2.8556229318461033,14.904476029399897,2,1,0.0
2,0,22.0,12500000.0,0,13.0,0,7,0,3.1354942159291497,16.20975476797233,1.0556229318461035,32.41950953594466,4,5,0.0
2,0,7.0,20000000.0,0,13.0,0,7,0,2.079441541679836,16.20975476797233,1.0556229318461035,32.41950953594466,2,5,0.0
2,3,12.0,15500000.0,0,13.0,0,7,0,2.5649493574615367,16.502809585375125,2.8556229318461033,33.00561917075025,3,5,0.0
1,3,9.0,3100000.0,0,13.0,0,7,0,2.302585092994046,14.871275810783608,2.8556229318461033,14.871275810783608,2,1,0.0
2,2,4.0,3700000.0,0,13.0,0,7,0,1.6094379124341005,14.871275810783608,2.255622931846103,29.742551621567216,1,1,0.0
0,0,3.3,9000000.0,0,13.0,0,7,0,1.4586150226995167,15.797351059185896,1.0556229318461035,0.0,1,5,0.0
1,3,9.99853907962016,19000000.0,0,13.0,0,7,0,2.3977624530345945,16.34044893073437,2.8556229318461033,16.34044893073437,2,5,0.0
1,0,32.0,1300000.0,0,13.0,0,7,0,3.49650756146648,15.169167886528076,1.0556229318461035,15.169167886528076,4,2,0.0
1,0,22.0,14000000.0,0,13.0,0,7,0,3.1354942159291497,16.34044893073437,1.0556229318461035,16.34044893073437,4,5,0.0
2,0,4.0,3500000.0,0,13.0,0,7,0,1.6094379124341005,15.814467084231444,1.0556229318461035,31.628934168462887,1,5,0.0
2,0,4.0,5200000.0,0,13.0,0,7,0,1.6094379124341005,15.319816389610905,1.0556229318461035,30.63963277922181,1,3,0.0
1,0,4.0,3000000.0,0,13.0,0,7,0,1.6094379124341005,14.871275810783608,1.0556229318461035,14.871275810783608,1,1,0.0
1,0,4.0,3600000.0,0,13.0,0,7,0,1.6094379124341005,14.871275810783608,1.0556229318461035,14.871275810783608,1,1,0.0
1,0,5.75,9800000.0,0,13.0,0,7,0,1.9095425048844383,15.797351059185896,1.0556229318461035,15.797351059185896,2,5,0.0
1,3,13.0,7000000.0,0,13.0,0,7,0,2.6390573296152584,15.797351059185896,2.8556229318461033,15.797351059185896,3,5,0.0
1,3,4.1,7000000.0,0,13.0,0,7,0,1.62924053973028,15.797351059185896,2.8556229318461033,15.797351059185896,2,5,0.0
2,0,8.0,4500000.0,0,13.0,0,7,0,2.19722457733622,15.49449325266486,1.0556229318461035,30.98898650532972,2,4,0.0
2,1,4.0,6200000.0,0,13.0,0,7,0,1.6094379124341005,15.797351059185896,1.6556229318461035,31.594702118371792,1,5,0.0
1,1,8.0,6500000.0,0,13.0,0,7,0,2.19722457733622,15.828606380637405,1.6556229318461035,15.828606380637405,2,5,0.0
1,0,4.0,14900000.0,0,13.0,0,7,0,1.6094379124341005,15.797351059185896,1.0556229318461035,15.797351059185896,1,5,0.0
